06年 9月10日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,06年 9月10日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1000m 2 歳未勝利(抽) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-8.7,,,,,■ 4R  芝2800m 3歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  ダ1700m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1.4,,,,,■10R  ダ1000m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2.6,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,千種特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 4,Ａテイエムカゲムシャ, 46,和田竜,, 63,*  2,* -2, 1,  1.8, ①①, 1, 3, メイショウワグナｰ,,仲田雅,,,,,12,124.1,③③②, 1, 8,Ｄペケジェイ, 64,福永祐,, 63,* -4,*  6, 2,  3.5,③③②, 1, 3,Ｂナトゥｰア, 80,秋山真,, 84,* 19,   3, 4,  5.9, ③②
 2, 1,Ｄシンデレラマン, 38,川田将, 1.1, 45,  -3, -11, 3,  6.2, ③③, 2, 8, ロｰレルスパｰク,,林満明, 0.2,,,, 2,  3.6,②②②, 2, 5,Ａニットウサラン, 71,幸英明, 0.0, 63,* -4,*  6, 1,  3.2,④③④, 2,14,Ａタニノロｰゼ, 80,岩田康, 0.4, 82,* 21,  -2, 1,  4.6, ①①
 3, 3,Ｊヤマニンイグジスト,-12,池添謙, 1.3, 43,  -3, -13, 5, 11.0, ③③, 3, 6, メイショウイグアス,,小坂忠, 0.9,,,,11,116.2,⑤④④, 3,11,Ｆイブキゴルデルゼ, 59,本田優, 0.5, 60,  -4,   4, 6, 19.6,⑤⑤⑤, 3, 1,Ｋアグネスボゾン, 70,川田将, 0.5, 66,   3,*  9,12, 50.4, ⑨⑥
 4, 2,Ｈシルバｰジャンパｰ, 24,角田晃, 1.3, 48,*  1, -14, 4,  7.7, ②②, 4,14, カネトシパワフル,,小林慎, 1.4,,,,13,141.0,⑥⑤⑤, 4, 4,Ｅツルミベレイザ, 62,和田竜, 0.8, 57,  -5,   3, 7, 29.7,⑩⑦⑦, 4, 2,Ｍチｰキｰガｰルズ, 69,内田博, 0.6, 70,  13,   1, 7, 13.1, ⑤⑤
 5, 5,Ｆカシノダンク, 34,高野容, 2.0, 31,  -9, -16, 8, 98.3, ⑥⑦, 5, 4, ポジションワン,,今村康, 1.8,,,, 3,  5.5,①①①, 5, 9,Ｂアキノロマンス, 66,岩田康, 1.0, 53,  -4,   0, 3,  4.2,⑤⑤⑤, 5, 6,Ｈセトノヒット, 71,佐藤哲, 0.7, 64,   2,*  8, 2,  5.7, ⑨⑩
 6,10,Ｂエイシンイッパツ, 42,福永祐, 2.2, 30,  -6, -20, 2,  4.6, ⑤⑥, 6,10, クリアｰザコｰスト,,内田浩, 3.4,,,, 5, 18.8,⑩⑨⑥, 6, 6,Ｉリトルイライザ, 52,川田将, 1.1, 53,  -8,   2, 4,  7.1,⑩⑩⑨, 6,15,Ｊケイアイフウジン, 71,幸英明, 0.8, 73,* 18,  -4, 5,  9.3, ④④
 7, 7,Ｇエマｰブル, 29,太宰啓, 2.4, 31, -20, -12, 6, 22.1, ⑩⑩, 7,13, バリトンヴォイス,,岩崎祐, 3.6,,,, 4,  6.4,④⑥⑥, 7, 2,Ｇアマゾンリリｰ, 53,飯田祐, 1.4, 49,  -5,  -3,12,118.3,⑩⑦⑦, 7, 4,Ｆマイネルラファエロ, 72,上村洋, 0.8, 63,   3,*  6,11, 33.3, ⑨⑩
 8, 8,Ｉシゲルタンギュオ, 23,上野翔, 2.4, 28, -17, -17,10,148.1, ⑨⑨, 8, 2, セゾンインチｰフ,,金折知, 3.9,,,, 7, 50.6,⑦⑦⑧, 8,10,Ｋキャプテンシラユリ, 47,熊沢重, 1.4, 45,* -3,  -9, 8, 49.5,②①①, 8,13,Ｎネオナｰト, 67,太宰啓, 1.0, 63,  10,  -1,14, 73.8, ⑦⑥
