06年10月22日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,06年10月22日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1200m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4.0,,,,,■ 4R  ダ1150m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-2.6,,,,,■ 7R  芝1200m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0.9,,,,,■10R  ダ1150m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-5.3,,,,
,,,,,,,,,,,,13, 4,Ｐオンワｰドソｰル,-37,小林徹, 2.0, 41, -11,  -7,14, 67.8, ⑬⑮,13, 9,Ｈタッソｰニｰ, 63,土谷智, 0.8, 57,  -7,   9,12, 50.1, ⑪⑩,13, 2,Ｐメガロパレス, 35,小林徹, 1.5, 53, -11,   3,15,134.5, ⑭⑮
,,,,,,,,,,,,14, 2,Ｉイｰグルホｰク, 41,嘉藤貴, 2.5, 36,  -9, -14,12, 60.8, ⑨⑨,14,14,Ｊリスティアエｰデル, 61,大西直, 1.2, 50,  -9,   4,11, 41.5, ⑫⑫,14,14,Ｌマチカネチシオ, 52,土谷智, 1.6, 52, -16,*  6,16,164.9, ⑯⑮
,,,,,,,,,,,,15, 6,Ｎヘンリｰズフォｰク, 16,千葉直, 2.8, 30, -10, -19,13, 65.3, ⑨⑩,15,13,Ｐスプラッシュビｰト, 49,菊沢隆, 1.3, 48, -14,   7,16,117.8, ⑮⑮,15,11,Ｏカゼノアルペジオ, 48,西原玲, 2.6, 44,*  9, -24, 9, 47.1, ②②
,,,,,,,,,,,,16, 7,Ｌレコルダｰレ, 35,塚田祥, 5.6,  3,  -8, -47, 6, 18.4, ⑨⑩,16, 7,Ｏフサイチプルミエ, 52,大野拓, 1.3, 46,  -7,  -2,14, 82.2, ⑨⑩,16,15,Ｎワンダｰヘネシ, 48,菊沢隆, 2.7, 42,  -5, -13,11,100.0, ⑫⑫
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:59 ﾚｰｽﾍﾟｰｽ指数:+5 ﾚｰｽｱｶﾞﾘ指数:+7 馬場:良(指数:-10),,,,,,,,,,,,ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:+10 ﾚｰｽｱｶﾞﾘ指数:+9 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:75 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:+11 馬場:良(指数:-10),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:+6 ﾚｰｽｱｶﾞﾘ指数:+6 馬場:良(指数:-2),,,,,,,,,,,
"単勝:320円 複勝:04=110円 01=210円 09=100円 枠連:1,580円",,,,,,,,,,,,"単勝:210円 複勝:03=120円 01=460円 15=150円 枠連:2,470円",,,,,,,,,,,,"単勝:810円 複勝:01=230円 10=150円 12=840円 枠連:1,090円",,,,,,,,,,,,単勝:430円 複勝:12=200円 06=440円 13=350円 枠連:780円,,,,,,,,,,,
"馬連:1,520円 ワイド:01-04=300円 04-09=140円 01-09=320円",,,,,,,,,,,,"馬連:2,420円 ワイド:01-03=740円 03-15=220円 01-15=1,500円",,,,,,,,,,,,"馬連:1,360円 ワイド:01-10=630円 01-12=2,960円 10-12=1,980円",,,,,,,,,,,,"馬連:3,500円 ワイド:06-12=1,140円 12-13=890円 06-13=2,470円",,,,,,,,,,,
"馬単:2,470円 3連複:770円",,,,,,,,,,,,"馬単:3,230円 3連複:3,110円",,,,,,,,,,,,"馬単:3,450円 3連複:11,910円",,,,,,,,,,,,"馬単:6,030円 3連複:12,900円 3連単:66,090円",,,,,,,,,,,
■ 2R  ダ1700m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-0.1,,,,,■ 5R  芝1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-0.3,,,,,■ 8R  芝2000m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-5.4,,,,,■11R  芝1200m 3歳上ｵｰﾌﾟﾝ(混) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:-4.2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,福島民友ｶｯﾌﾟ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 6,Ｂアドマイヤグロｰリ, 55,柴山雄,, 58,  -5,*  6, 2,  3.7,⑫⑨⑦, 1, 7,Ａショコラシチｰ, 69,中村将,, 61, -23,* 19, 1,  2.9,⑧⑧⑧, 1, 2,Ｇユキノマｰメイド, 62,武士沢,, 74,*  0,* 16, 3,  6.8,①①①, 1,13,Ｇコパノフウジン, 80,鮫島良,, 78,*  9,  16, 6, 10.9, ②②
 2, 1,Ａアグネスラッセル, 55,赤木高, 0.0, 59,* -1,   1, 3,  4.2,⑧④③, 2, 8,Ｆビｰトロｰズ, 52,スボリ, 0.4, 48, -19,  12, 4, 10.3,⑤⑤⑤, 2, 4,Ｉスノｰバロック, 60,小林徹, 0.4, 83,  -6,* 23, 5,  9.5,⑫⑫⑥, 2, 7,Ｃエムオｰウイナｰ, 83,赤木高, 0.0, 76,* 14,  12, 8, 28.1, ①①
 3,12,Ｅグランドタイガｰ, 51,大野拓, 0.1, 56,* -2,  -2, 5, 13.4,②①①, 3,11,Ｂメイショウアピｰル, 61,松田大, 0.4, 43,*-17,   8, 2,  2.9,④②②, 3, 9,Ｏエリモフィナｰレ, 43,田中克, 0.8, 58,* -3,   7,13, 94.8,④④②, 3, 2,Ｆオｰゴンサンデｰ, 80,大野拓, 0.1, 89, -14,* 36,10, 39.5, ⑭⑭
 4,10,Ｄマイボｰイ, 54,田辺裕, 0.3, 56,  -2,   0, 4,  8.3,⑥⑤⑥, 4, 2,Ｈウエスタンランラン, 45,二本柳, 0.5, 45, -19,  11, 9, 40.1,⑤⑤⑤, 4, 1,Ｍマイネルスパｰダ, 55,吉田隼, 1.0, 61,  -5,  11, 8, 25.8,⑧⑧⑥, 4, 9,Ｂフサイチホクトセイ, 85,スボリ, 0.3, 74,   8,  14, 1,  3.3, ④③
 5,13,Ｃケイジｰウィザｰド, 54,中舘英, 0.4, 56,* -1,  -4, 1,  2.6,③②②, 5,15,Ｄディｰプフラッシュ, 53,田中克, 0.6, 33,*-17,  -2, 7, 20.1,①①①, 5,10,Ｂワンダフルキャスト, 68,中舘英, 1.1, 62,  -5,  12, 1,  2.4,⑯⑫⑩, 5, 4,Ｍメイショウムネノリ, 75,吉永護, 0.5, 70,   1,  16,13, 47.9, ⑧⑦
 6, 2,Ｇデライトフルデイ, 46,川島信, 0.8, 51,  -5,  -1, 6, 19.1,⑥⑨⑦, 6, 1,Ｍイゾラトウショウ, 25,黛弘人, 0.8, 39, -24,   9,14,205.6,⑧⑩⑨, 6, 8,Ｋトｰセンバサラ, 57,佐藤聖, 1.1, 56,  -6,   8,10, 39.4,⑧⑧⑥, 6,12,Ｋマルカキセキ, 79,長谷川, 0.5, 71,   1,  17, 3,  5.9, ⑧⑨
 7, 4,Ｉマドモアゼルシチｰ, 44,小林徹, 1.5, 47,  -3, -12,10, 59.4,④⑤③, 7, 6,Ｃサンブルｰジュ, 55,菊沢隆, 0.8, 47, -23,* 14, 6, 15.3,⑬⑫⑫, 7, 3,Ｆヤマニンアジャスト, 64,田辺裕, 1.2, 56,  -3,   6,11, 64.8,⑤⑤④, 7, 1,Ｉマイネルソロモン, 79,塚田祥, 0.5, 76,  -8,  26, 7, 25.7, ⑫⑪
 8, 7,Ｍサンデｰカｰニバル, 10,武士沢, 1.6, 46,  -4, -11, 8, 46.9,⑧⑦⑨, 8,10,Ｅタイキランデヴｰ, 53,大西直, 0.9, 34,*-16,  -2, 3,  5.7,②②②, 8,13,Ｅサダムアカイカゼ, 65,鮫島良, 1.4, 58,  -8,  11, 2,  6.1,⑭⑯⑮, 8, 3,Ｏハッピｰトゥモロｰ, 70,川島信, 0.6, 76, -16,* 30,15,117.0, ⑮⑮
 9, 9,Ｆセルリアンラリック, 48,中村将, 1.6, 43,  -5, -12,11, 63.6,⑫⑦⑨, 9, 5,Ｎサイレンスエネアス, 21,大野拓, 1.0, 38, -25,   9,13,145.7,⑩⑫⑫, 9,16,Ｊシンハルカジョウ, 59,大野拓, 1.5, 50,  -5,   3,12, 80.4,⑧⑧⑬, 9,15,Ｅダイワバンディット, 82,中舘英, 0.6, 69,   8,   9, 5,  9.3, ④③
10, 3,Ｌマｰブルボストン, 28,田中克, 1.9, 40,  -8, -10,12,192.8,⑩⑫⑪,10, 4,Ｇティンクルハｰト, 48,赤木高, 1.0, 34, -19,   3, 5, 14.1,⑤⑤⑤,10,11,Ｄスタｰダストボｰイ, 65,黒岩悠, 1.5, 54,  -5,   6, 7, 19.4,⑭⑫⑬,10,16,Ｐプレシャスカフェ, 58,柴山雄, 0.7, 73,  -9,  25, 9, 30.4, ⑬⑪
11, 8,Ｊオリエンタルビｰチ, 44,塚田祥, 2.0, 41,* -2, -20, 7, 28.3,①②⑤,11, 9,Ｋアイウォｰル, 35,佐久間, 1.3, 32,*-17,  -6,11, 78.4,②②②,11,15,Ｃビエンナｰレ, 65,的場勇, 1.7, 46,  -5,  -2, 6,  9.8,⑪⑦⑪,11,14,Ｄツルガオカハヤテ, 83,武士沢, 0.7, 69,  -2,  17, 4,  8.6, ⑪⑪
12, 5,Ｋカイシュウワンダｰ, 32,嘉藤貴, 3.7, 30,  -7, -25,13,233.7,⑪⑬⑬,12,13,Ｏセイウンノセイセン, 16,吉田隼, 1.5, 30, -26,   5,12,108.7,⑮⑭⑭,12, 6,Ｌカシノオウジャ, 56,西田雄, 1.9, 47,  -3,  -5,15,120.1,⑤⑤⑥,12, 5,Ｎナイキアヘッド, 71,村田一, 0.8, 72, -17,* 29,16,238.6, ⑯⑯
13,11,Ｈトｰセンカｰニバル, 45,上野翔, 4.7, 22,  -6, -40, 9, 55.8,④⑨⑫,13,12,Ｌワｰルドフェイマス, 35,中舘英, 1.6, 29, -21,  -3, 8, 37.7,⑫⑧⑨,13, 5,Ａホリノフラワｰ, 70,柴山雄, 2.2, 50,*  0, -16, 4,  9.0,②②③,13, 6,Ａモンロｰブロンド, 96,吉田隼, 0.8, 66,   8,   6, 2,  4.1, ④⑥
,,,,,,,,,,,,14,14,Ｊセルリアンラオウ, 37,川島信, 1.6, 28, -22,  -2,15,229.2,⑩⑩⑪,14, 7,Ｎタヤスリビエラ, 48,上野翔, 2.2, 46,* -3, -16,14, 95.1,③③④,14,11,Ｊセレスダイナミック, 79,大西直, 1.0, 62,  -1,  10,11, 42.2, ⑩⑨
,,,,,,,,,,,,15, 3,Ｉロｰドポラリス, 42,村田一, 2.0, 25, -25,  -2,10, 50.7,⑬⑭⑭,15,12,Ｈアグネスヘルメス, 61,長谷川, 2.3, 46,  -4,  -8, 9, 26.3,⑫⑧⑫,15,10,Ｌカフェボストニアン, 76,菊沢隆, 1.0, 64,   6,   4,14, 71.5, ⑦⑦
,,,,,,,,,,,,,,,,,,,,,,,,16,14,Ｐレオヤマト, 39,池田鉄, 4.7,-40,  -6, -42,16,201.2,⑤⑫⑯,16, 8,Ｈレイズアンドコｰル, 80,的場勇, 1.4, 61,* 11,  -7,12, 44.6, ②③
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:+6 ﾚｰｽｱｶﾞﾘ指数:+9 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:63 ﾚｰｽﾍﾟｰｽ指数:-12 ﾚｰｽｱｶﾞﾘ指数:+15 馬場:良(指数:-10),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:+10 馬場:良(指数:-10),,,,,,,,,,,,ｸﾗｽ上位平均:87 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:+17 馬場:良(指数:-10),,,,,,,,,,,
単勝:370円 複勝:06=140円 01=160円 12=250円 枠連:870円,,,,,,,,,,,,"単勝:290円 複勝:07=120円 08=190円 11=120円 枠連:1,260円",,,,,,,,,,,,"単勝:680円 複勝:02=300円 04=310円 09=1,820円 枠連:1,970円",,,,,,,,,,,,"単勝:1,090円 複勝:13=390円 07=780円 02=940円 枠連:2,740円",,,,,,,,,,,
馬連:800円 ワイド:01-06=300円 06-12=690円 01-12=660円,,,,,,,,,,,,"馬連:1,440円 ワイド:07-08=490円 07-11=140円 08-11=450円",,,,,,,,,,,,"馬連:3,330円 ワイド:02-04=1,260円 02-09=7,600円 04-09=6,960円",,,,,,,,,,,,"馬連:10,820円 ワイド:07-13=3,130円 02-13=4,090円 02-07=6,230円",,,,,,,,,,,
"馬単:1,600円 3連複:2,570円",,,,,,,,,,,,"馬単:2,570円 3連複:1,300円",,,,,,,,,,,,"馬単:6,660円 3連複:76,070円",,,,,,,,,,,,"馬単:20,990円 3連複:113,340円 3連単:626,110円",,,,,,,,,,,
■ 3R  芝1800m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-0.7,,,,,■ 6R  ダ1700m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-2.5,,,,,■ 9R  芝1200m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1.7,,,,,■12R  芝1800m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-5.0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,原町特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 4,Ｄノンキ, 54,柴山雄,, 60,  -4,*  6, 1,  2.4,③④④, 1, 9,Ｂマｰベラスドリｰム, 56,中舘英,, 57,  -3,*  0, 1,  3.6,⑫④④, 1,16,Ｋオリオンザトｰル, 63,佐藤聖,, 67,* -7,  15, 8, 26.0, ①①, 1, 2,Ａピアチェヴォｰレ, 74,大西直,, 68,   6,   2, 1,  2.5,⑥⑤⑤
 2,11,Ｋゲイルマイラブ, 42,古川吉, 0.1, 59,  -5,*  8, 6, 17.4,⑫⑦④, 2,11,Ｆアサクサスコット, 48,長谷川, 0.0, 57,* -2,  -2, 7, 15.6,⑤②②, 2, 5,Ｆセイウンボｰルド, 69,鮫島良, 0.4, 63, -13,  16, 5, 14.4, ③③, 2, 3,Ｇシャドウストリｰム, 63,村田一, 0.3, 64,*  7,  -6, 4,  9.6,③③③
 3, 7,Ｅヒカルウミ, 53,吉田隼, 0.4, 53,  -7,   4, 3,  7.8,⑨⑦⑥, 3, 7,Ｄティリブルティｰト, 49,鮫島良, 0.0, 55,  -7,*  5, 5,  9.2,⑨⑧⑦, 3, 8,Ｃリンガスシュｰト, 71,西田雄, 0.6, 59,*-10,  12,10, 35.1, ②②, 3,13,Ｃマイネシャｰナ, 68,菊沢隆, 0.3, 62,  -1,* 13, 7, 24.0,⑬⑫⑨
 4, 5,Ｇスイｰトチュチュ, 50,塚田祥, 0.5, 50, -11,*  8,11, 94.0,⑭⑭⑫, 4, 3,Ｅノｰダウト, 48,スボリ, 0.1, 56,* -1,  -5, 6, 12.9,①①①, 4,12,Ｇアイラブマキシマム, 68,大野拓, 0.7, 57, -18,  15, 3,  6.8, ⑥⑥, 4, 4,Ｄエイシンルンナ, 66,赤木高, 0.3, 65,*  9,  -9, 2,  3.8,①①①
 5,14,Ａテイエムカリｰナ, 60,中舘英, 0.8, 51,* -2,  -9, 2,  3.7,③②②, 5, 4,Ａマルイチハｰト, 56,中村将, 0.6, 48,  -9,*  0, 3,  5.0,⑨⑪⑨, 5, 1,Ｂナイスヴァレｰ, 78,田中克, 0.9, 54, -23,* 16, 2,  5.3, ⑨⑨, 5,10,Ｉサダムサウンドアイ, 61,中村将, 0.5, 60,   2,   2, 6, 23.3,⑦⑦⑥
 6, 1,Ｉロイバｰフェリス, 44,スボリ, 0.8, 50,  -7,   0, 7, 28.1,⑫⑫⑨, 6,10,Ｇアルファｰレグナム, 43,吉田隼, 0.7, 50,  -4,  -5, 8, 17.6,⑥⑤⑤, 6, 4,Ｍフェアリｰティアラ, 61,菊沢隆, 0.9, 55, -17,  14,11, 41.7, ⑥⑥, 6,12,Ｅプリティタヤス, 65,松田大, 0.8, 56,   0,   2, 3,  5.9,⑫⑩⑨
 7, 6,Ｃケｰジｰオテンバ, 59,佐藤聖, 1.0, 44, -10,  -2, 5,  8.7,⑨⑬⑨, 7,14,Ｌネヴァファンタジｰ, 36,武士沢, 0.9, 49,  -5,  -5,15,144.5,⑧⑥⑥, 7,10,Ｉケンエンデバｰ, 67,中舘英, 1.0, 53, -19,  13, 1,  2.1, ⑧⑧, 7, 8,Ｎメジロレント, 56,武士沢, 0.8, 56,  -2,   5, 9, 43.9,⑬⑫⑬
 8, 8,Ｍシャコｰバニラ, 40,土谷智, 1.5, 42,  -5, -14,12, 99.2,⑥⑦⑨, 8, 8,Ｊライトブルｰ, 36,田辺裕, 1.0, 49,* -2, -11,12, 63.4,④②②, 8, 7,Ｊニホンピロラナ, 63,小林徹, 1.0, 51, -13,   9,12, 53.4, ⑤⑤, 8, 1,Ｊミココロ, 61,土谷智, 0.9, 55,  -4,*  8,10, 62.3,⑯⑮⑬
 9,16,Ｂラブイズエンジェル, 60,中村将, 1.7, 36,* -4, -25, 4,  8.6,②②①, 9,15,Ｋランドウイナｰ, 36,村田一, 1.1, 47,  -6,  -5,13, 65.3,⑨⑧⑧, 9,11,Ｅエイミングポイント, 70,吉田隼, 1.1, 52, -24,  16, 7, 21.7, ⑫⑫, 9, 6,Ｆミスズワｰルド, 64,柴山雄, 0.9, 56,  -1,   2, 8, 25.2,⑩⑪⑨
10,10,Ｌヒシヴィビアン, 40,松田大, 2.1, 36,* -2, -29,10, 81.6,①①②,10, 6,Ｃウォｰタｰトリック, 52,高橋亮, 1.2, 47,  -6,  -6, 2,  4.2,⑥⑧⑨,10, 2,Ｈタイニｰウイナｰ, 67,塚田祥, 1.1, 55, -29,* 20, 9, 26.3, ⑮⑭,10, 7,Ｂショウナンアンジュ, 69,中舘英, 1.0, 56,*  8, -18, 5,  9.9,②②②
11,13,Ｎラヴリｰビコｰ, 39,中谷雄, 2.5, 31,  -4, -32,15,228.0,⑥④⑥,11, 5, モンテトｰスト,---,大野拓, 1.7, 40, -10,  -7,10, 50.6,⑮⑭⑪,11,15,Ｄマルノサプライズ, 70,中村将, 1.2, 48, -27,  15, 4, 13.8, ⑫⑫,11,11,Ｍアイアイボタン, 56,池田鉄, 1.1, 54,   2,  -7,12, 76.6,⑩⑦⑧
12, 9,Ｆバルトアンジェラ, 52,鮫島良, 2.5, 30,  -5, -33, 8, 33.0,⑧④⑥,12,13,Ｈフォアザパｰトナｰ, 43,千葉直, 2.8, 31, -12, -15,11, 59.7,⑭⑮⑬,12,13,Ａカネツサンバ, 82,鹿戸雄, 1.4, 45, -12,   1, 6, 14.6, ③③,12, 9,Ｐスプリングラゴス, 32,伊藤直, 1.6, 48,  -3,  -4,16,233.5,⑧⑭⑯
13,15,Ｊシルクアプロｰズ, 44,鈴来直, 2.7, 29,  -6, -30,13,127.6,⑨⑦⑭,13, 1,Ｎセピアウインド, 28,赤木高, 3.0, 33,  -6, -24, 4,  8.2,③⑦⑫,13, 9,Ｌコスモライトアップ, 62,長谷川, 1.6, 42, -22,   7,13, 78.2, ⑨⑨,13,14,Ｌタガノヒロイン, 57,長谷川, 1.7, 48,   2, -17,14,139.6,⑨⑦⑨
