06年 8月19日 札幌,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,06年 8月19日 札幌,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1800m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4.2,,,,,■ 4R  芝1200m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 7R  ダ2400m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2.1,,,,,■10R  芝1200m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2.3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,まりも特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 4,Ａナムラマｰス, 62,安藤勝,, 71,*-11,* 16, 2,  3.7,②②①, 1, 3, ガルヴァニック,---,武豊  ,, 58, -15,*  8, 1,  2.5, ⑥⑤, 1, 4,Ｄオリオンザスカイ, 64,横山典,, 62,  -6,*  8, 2,  4.4,⑤③②, 1, 5,Ｃシルクドラグｰン, 71,藤田伸,, 76,* 12,   3, 1,  1.9, ②②
 2, 9,Ｂセントラルカフェ, 56,四位洋, 0.8, 53, -12,   7, 1,  1.6,②③②, 2, 7, キャッスルトン,---,岩田康, 0.1, 61, -19,* 12, 4,  7.2, ⑨⑦, 2, 8,Ｃオｰスミダンスイン, 65,本田優, 0.2, 59,* -4,   6, 5,  6.9,①①①, 2,10,Ａナイトアットオペラ, 73,津村明, 0.3, 69,   4,* 10, 3,  7.0, ⑪⑪
 3, 6,Ｅマンハッタンスカイ, 48,柴山雄, 1.4, 42, -14,   1, 3,  7.6,④④④, 3, 1, ハギノエアロ,---,藤田伸, 0.5, 45,* -3,  -9, 2,  3.3, ①①, 3, 3,Ｂロｰレルハッピｰ, 66,柴山雄, 0.5, 59,  -6,   7, 3,  5.8,⑧⑤⑤, 3, 7,Ｆフミノサチヒメ, 67,芹沢純, 0.3, 67,   6,*  5, 4,  9.3, ⑥⑤
 4, 8,Ｈワイルドコンコルド, 22,北村宏, 1.7, 38, -15,  -1, 8, 80.7,④⑥⑤, 4,11, ネバｰチェンジ,---,武幸四, 0.6, 41,  -9,  -8,11, 72.8, ③②, 4, 5,Ｆグルｰヴィンハイ, 62,岩田康, 0.5, 60,  -8,*  7, 4,  6.5,⑤⑨⑤, 4,13,Ｇリキアイカザン, 64,的場勇, 0.4, 75,* 16,  -8,11, 48.0, ①①
 5, 2,Ｃエネルクルｰ, 51,小林徹, 1.7, 39, -16,   1, 5, 19.5,⑦⑥⑤, 5, 2, アジアンホｰプ,---,小林徹, 0.7, 42,* -4, -11, 3,  6.4, ②②, 5, 6,Ｈスズカフロｰラ, 61,芹沢純, 0.6, 55,  -7,   5, 8, 17.1,⑤⑤⑤, 5, 2,Ｌチアズガディス, 61,岩田康, 0.5, 66,   9,  -1, 5, 12.6, ③③
 6, 3,Ｆアタゴコマンダｰ, 47,武幸四, 2.0, 38,*-10, -16, 6, 29.0,①①②, 6, 6, マルマツフェロｰ,---,菊沢隆, 0.9, 37,  -9, -12,13,120.2, ③④, 6, 2,Ｉサンレイマック, 60,武英智, 0.9, 50,  -7,   1, 7, 16.2,③⑤③, 6, 8,Ｅアラマサフェアリｰ, 67,菊沢隆, 0.7, 62,   1,*  7, 6, 21.8, ⑬⑬
 7, 1,Ｇコスモフリｰダム, 33,竹之下, 2.4, 31, -17,  -8, 7, 78.4,⑦⑧⑧, 7,12, クリップフェアリｰ,---,藤岡佑, 1.2, 35, -12, -11,10, 69.4, ⑤⑤, 7, 9,Ｇトウショウコｰラル, 61,北村宏, 1.0, 50,* -4,  -2, 6, 14.3,②②③, 7,14,Ｂトウショウアタック, 73,郷原洋, 0.7, 65,   7,   0, 2,  6.0, ⑥⑤
 8, 7,Ｄハストラング, 49,岩田康, 3.2,  6, -14, -25, 4, 10.1,④④⑦, 8, 9, ワイルドキング,---,横山典, 1.3, 31, -15, -12, 5, 14.8, ⑥⑧, 8, 1,Ｊマイネルコレドｰル, 59,五十嵐, 1.0, 51,  -8,   3, 9, 25.6,⑧⑨⑨, 8,12,Ｉアトス, 63,北村宏, 0.9, 58,   1,   0,10, 43.8, ⑬⑦
