06年 5月13日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,06年 5月13日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-5.6,,,,,■ 4R  芝1600m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0.7,,,,,■ 7R  芝1400m 3 歳500万 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1.9,,,,,■10R  芝2400m 4歳上1000万 別定,,,,,,,出走馬ﾚﾍﾞﾙ:0.3,,,,
 2,15,Ａブルｰミングスノｰ, 65,福永祐, 0.4, 58,   1,* -5, 1,  3.1, ⑥⑥, 2, 7,Ｃアイアンキング, 66,小牧太, 0.0, 69,* -5,  13, 5, 14.2,③③②, 2, 6,Ｂピサノヘネシｰ, 68,岩田康, 0.1, 66,   4,  -2, 1,  3.5, ④③, 2,15,Ａマルカジｰク, 85,福永祐, 0.0, 85,  14,   8, 1,  3.2, ⑨⑥
 3,14,Ｇブライアンズイｰラ, 52,幸英明, 0.5, 57,  -2,* -2, 7, 17.4, ⑩⑩, 3, 5,Ａエイシンハンコック, 76,安藤勝, 0.3, 68,  -7,  14, 1,  1.5,⑤⑥⑥, 3,13,Ｃジャイロスコｰプ, 68,川田将, 0.4, 57,  -7,*  4, 4,  8.3, ⑪⑫, 3, 2,Ｉサイキョウワｰルド, 77,安藤勝, 0.0, 85,  10,* 11, 2,  4.6, ⑬⑩
 4, 8,Ｆヴィｰトヴァンクル, 54,川原正, 0.7, 57,*  7, -15, 8, 26.7, ②②, 4, 6,Ｇグランプリゲイト, 62,福永祐, 0.6, 71, -11,* 19, 6, 18.3,⑫⑬⑫, 4,16,Ｊパリカバザｰル, 60,安藤勝, 0.4, 59,  -4,*  2, 7, 20.2, ⑨⑩, 4, 4,Ｍタニノロｰゼ, 73,川田将, 0.1, 88,* 29,  -9,13, 60.0, ①①
 5,10,Ｅメダルハンタｰ, 55,川田将, 0.8, 55,*  5, -16, 4,  7.3, ③②, 5, 8,Ｉキｰンゲイル, 57,太宰啓, 0.7, 60,* -4,   5, 7, 29.4,②②②, 5, 9,Ｌクィｰンマルトク, 58,池添謙, 0.5, 61,   5,  -7,11, 49.1, ③③, 5, 9,Ｈトｰセンザオｰ, 78,藤岡佑, 0.2, 77,   4,* 13, 5, 10.1, ⑯⑯
 6,12, ライゾｰ,---,岩田康, 1.0, 54,  -1,  -8, 3,  5.2, ⑩⑦, 6, 4,Ｅカネトシスティｰブ, 64,秋山真, 0.7, 68, -10,* 16, 8, 29.4,⑩⑫⑫, 6,15,Ｆサマニタｰフ, 66,上野翔, 0.6, 56,   0,  -7,10, 48.7, ⑦⑦, 6,16,Ｃナリタシｰクレット, 83,幸英明, 0.4, 78,  16,  -1, 8, 18.9, ③③
 7, 2,Ｃピノグリｰジョ, 57,上村洋, 1.1, 51,  -1, -10, 6, 10.3, ⑧⑩, 7, 9,Ｌバンブｰトヨタ, 53,幸英明, 0.7, 61,* -5,   6, 9, 39.4,③③②, 7, 7,Ｄミヤジアイ, 67,和田竜, 0.7, 61,*  8, -12, 3,  4.5, ①①, 7, 5,Ｌサンデｰサンライズ, 74,秋山真, 0.5, 76,  13,   0,12, 39.3, ⑥⑥
 8, 6,Ｍニホンピロブリナｰ,  4,熊沢重, 1.3, 51,   4, -18,11,128.1, ⑤④, 8,13,Ｆシルククルセイダｰ, 63,川田将, 0.8, 62,  -9,  11, 4, 11.7,⑩⑧⑨, 8, 8,Ａスクリｰマｰ, 69,福永祐, 0.8, 58,*  7, -12, 2,  3.7, ②②, 8, 6,Ｊエネルマオｰ, 76,和田竜, 0.5, 74,  10,   3,11, 36.6, ⑪⑬
 9, 4,Ｊディアフラワｰ, 40,小原義, 1.7, 45,  -6,  -9,15,568.4, ⑬⑫, 9, 3,Ｂニシノロドリゲス, 69,和田竜, 0.9, 61,  -8,  10, 2,  6.7,⑦⑦⑥, 9, 2,Ｈブラウトリｰト, 61,武幸四, 0.9, 56,   0,  -7, 8, 30.8, ⑧⑦, 9,10,Ｋテイエムリキサン, 75,角田晃, 0.6, 71,   4,   7,14, 69.5, ⑯⑰
10, 3,Ｈライブリシュロム, 44,石橋守, 1.8, 45,   0, -18,10, 73.0, ⑥⑦,10,11,Ｄフォｰリクラッセ, 65,岩田康, 1.0, 58,  -6,   6, 3, 11.5,⑤⑤⑤,10, 1,Ｋプルミエｰルマルク, 58,河北通, 1.0, 56,   4, -11,16,139.0, ④③,10,18,Ｅコスモフォｰチュン, 81,小牧太, 0.6, 78,* 23, -11, 7, 17.7, ②②
11,11,Ｉメｰクアポイント, 42,秋山真, 1.8, 44, -10,* -5,13,166.7, ⑯⑮,11,10,Ｊフレアキャスケｰド, 55,河北通, 1.2, 58,  -9,   9,11,123.1,⑨⑩⑨,11, 3,Ｍグレｰトホｰラｰ, 52,船曳文, 1.1, 49, -10,  -1,12, 74.0, ⑯⑭,11,14,Ｎショｰストッパｰ, 73,古川吉, 0.6, 71,   7,   4,15,162.0, ⑬⑮
12, 1, ノｰブルブロケイド,---,池添謙, 1.9, 42,  -9,  -8,12,164.5, ⑮⑮,12, 1,Ｍジョウショｰフジ, 24,上村洋, 1.4, 56,  -8,   6,13,306.5,⑦⑧⑧,12, 4,Ｏトゥランスレイト, 44,飯田祐, 1.2, 52,  -3,  -7,15,130.0, ⑨⑨,12,12,Ｆモンロｰブロンド, 80,岩田康, 0.7, 72,  12,  -1, 3,  6.2, ⑨⑩
13,13,Ｂアゲｰト, 58,安藤勝, 1.9, 44,   5, -25, 5,  7.7, ③⑤,13,12,Ｈファイブアロｰ, 61,川原正, 2.0, 50,  -9,   1,10, 85.5,⑫⑩⑨,13, 5,Ｇキシュウマドンナ, 65,幸英明, 1.2, 51,  -5,  -5, 6, 16.9, ⑪⑩,13, 3,Ｏトップパシコ, 72,高山太, 0.8, 72,  18,  -9, 9, 25.5, ③③
14, 7, メイショウギリｰ,---,飯田祐, 2.0, 42,  -5, -13,14,314.1, ⑫⑫,,,,,,,,,,,,,14,11,Ｉリトルマｰメｰド, 61,安部幸, 1.4, 48,  -5,  -7, 9, 43.8, ⑪⑫,14,11,Ｇフラワリングバンク, 79,生野賢, 0.9, 70,  14,  -6,10, 25.7, ⑥⑥
15, 9,Ｋピｰスオブスマイル, 36,藤岡佑, 3.1, 33,  -1, -30, 9, 48.4, ⑧⑦,,,,,,,,,,,,,15,14,Ｎネオクリｰチャｰ, 47,熊沢重, 2.5, 36,  -6, -17,13, 98.3, ⑪⑭,15,17,Ｄクリノワｰルド, 82,上村洋, 1.0, 68,  16, -11, 4,  8.6, ③③
16,16,Ｌシロキタベッピン, 35,渡辺薫, 3.4, 28,  -6, -26,16,578.7, ⑬⑭,,,,,,,,,,,,,16,12, ダイフクムスメ,---,川原正, 2.6, 35,  -8, -16,14,103.0, ⑮⑯,16, 1,Ｒスタｰエルドラｰド, 61,小原義, 1.1, 66,  15, -11,16,174.1, ⑥⑥
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17, 7,Ｐモエレフェニックス, 69,川原正, 1.1, 65,  10,  -6,18,199.9, ⑪⑬
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18, 8,Ｑマイネデセｰル, 64,安部幸, 3.1, 32,   3, -29,17,179.3, ⑯⑱
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:+16 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:重(指数:-10),,,,,,,,,,,,ｸﾗｽ上位平均:71 ﾚｰｽﾍﾟｰｽ指数:-7 ﾚｰｽｱｶﾞﾘ指数:+18 馬場:不良(指数:-11),,,,,,,,,,,,ｸﾗｽ上位平均:70 ﾚｰｽﾍﾟｰｽ指数:+8 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:不良(指数:-9),,,,,,,,,,,,ｸﾗｽ上位平均:85 ﾚｰｽﾍﾟｰｽ指数:+10 ﾚｰｽｱｶﾞﾘ指数:+0 馬場:不良(指数:13),,,,,,,,,,,
単勝:460円 複勝:05=180円 15=160円 14=340円 枠連:900円,,,,,,,,,,,,"単勝:28,400円 複勝:02=2,980円 07=320円 05=120円 枠連:16,570円",,,,,,,,,,,,単勝:980円 複勝:10=240円 06=150円 13=200円 枠連:850円,,,,,,,,,,,,"単勝:1,610円 複勝:13=380円 15=150円 02=170円 枠連:2,510円",,,,,,,,,,,
"馬連:880円 ワイド:05-15=320円 05-14=1,180円 14-15=1,380円",,,,,,,,,,,,"馬連:81,110円 ワイド:02-07=15,420円 02-05=2,910円 05-07=380円",,,,,,,,,,,,"馬連:1,470円 ワイド:06-10=560円 10-13=1,020円 06-13=510円",,,,,,,,,,,,"馬連:2,620円 ワイド:13-15=1,120円 02-13=1,310円 02-15=390円",,,,,,,,,,,
"馬単:1,940円 3連複:5,080円",,,,,,,,,,,,"馬単:185,770円 3連複:29,640円",,,,,,,,,,,,"馬単:3,090円 3連複:2,990円",,,,,,,,,,,,"馬単:7,570円 3連複:4,050円 3連単:33,990円",,,,,,,,,,,
■ 3R  芝1800m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-0.7,,,,,■ 6R  芝2000m 3 歳500万 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1.4,,,,,■ 9R  芝3170m 4歳上ｵｰﾌﾟﾝ ﾊﾝﾃﾞ,,,,,,,,,,,,■12R  ダ1200m 4歳上1000万 別定,,,,,,,出走馬ﾚﾍﾞﾙ:-2.4,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,京都ｼﾞｬﾝﾌﾟｽﾃｰｸｽ,,,,,,,,,,,,御池特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,17,Ｆドレスコｰド, 50,岩田康,, 70,  13,*-12, 2,  4.3, ⑬⑬, 1, 5,Ｇマストビｰトゥルｰ, 64,船曳文,, 72,* 14,*-15, 9, 23.7,②①①, 1,11, スプリングゲント,,小坂忠,,,,, 1,  2.0,②①①, 1, 4,Ｄウイングシチｰ, 74,内田浩,, 85,* 14,   6, 7, 20.5, ①①
 2,18,Ｄティアラプリンセス, 55,太宰啓, 0.0, 70,* 20, -26, 7, 29.6, ②②, 2, 3,Ｂフィｰルドベアｰ, 68,秋山真, 0.7, 68,  13,*-16, 2,  3.5,⑩⑧⑩, 2, 2, ファントムスズカ,,北沢伸, 0.6,,,, 8, 36.6,⑥④②, 2, 2,Ｉタｰタンフィｰルズ, 71,安部幸, 0.3, 80,   6,* 10, 3,  7.4, ⑥⑤
 3,12,Ｂトｰホウシャイン, 59,小牧太, 0.2, 69,  17,*-23, 3,  8.3, ⑧④, 3, 9,Ｉアｰスクリスハｰン, 62,小牧太, 0.7, 70,  15, -21, 4, 11.0,⑤④②, 3,13, マウントフォンテン,,横山義, 1.3,,,, 6, 21.2,③②②, 3, 7,Ｌピサノベガス, 66,川田将, 0.7, 77,   9,   3,12, 70.5, ④②
 4, 9,Ａグランオマｰジュ, 67,安藤勝, 0.3, 68,  16,*-22, 1,  1.9, ⑪⑦, 4,10,Ａテンシノゴｰルド, 69,上村洋, 0.9, 69,  13, -18, 3,  9.7,⑨⑧④, 4, 7, ラブアフェアｰ,,西谷誠, 1.3,,,, 5, 15.4,⑨⑦⑦, 4, 5,Ｈナリタダンディ, 71,河北通, 0.8, 74,   6,   4, 9, 24.3, ⑥⑤
 5, 4,Ｉホネマデアイシテ, 48,川原正, 1.0, 57,  15, -31,13,135.6, ⑧⑩, 5, 2,Ｎブライアンズエッセ, 52,福永祐, 0.9, 67,  12,*-16,12, 62.0,⑭⑪⑫, 5, 5, カネトシプロスパｰ,,林満明, 1.4,,,, 7, 27.5,⑤④⑥, 5, 1,Ｇウォｰタｰバロン, 71,武幸四, 1.5, 65,   0,   3, 4,  9.3, ⑬⑪
 6,14,Ｎプリムラシチｰ, 38,和田竜, 1.5, 52,  16, -41,12,135.3, ⑦⑦, 6, 8,Ｅアドマイヤダｰリン, 66,岩田康, 1.0, 67,  14, -22, 6, 13.7,⑦⑦④, 6, 3, マルブツトップ,,高田潤, 1.6,,,, 2,  3.9,④④②, 6,15,Ｅライジンオｰ, 74,小牧太, 1.5, 64,   2,   1, 8, 22.9, ⑫⑬
 7,10,Ｊテイエムピュアデｰ, 48,菊地昇, 1.6, 52,* 18, -46,15,266.8, ⑤④, 7,11,Ｍアンテヴォルテ, 61,安藤勝, 1.1, 65,  11, -18, 8, 15.4,⑫⑪⑫, 7, 8, バンジョｰブルｰ,,植野貴, 1.6,,,,10, 65.7,⑪⑨⑧, 7,14,Ａマルトク, 78,幸英明, 1.6, 67,* 10,  -8, 1,  2.2, ③②
 8, 8,Ｅスｰパｰジェット, 52,藤岡佑, 1.6, 52,  10, -29, 6, 18.8, ⑯⑮, 8, 1,Ｌミシックキョウト, 61,上野翔, 1.3, 55,  12, -29,11, 42.4,③④⑩, 8, 6, マイビッグドリｰム,,内田浩, 1.7,,,,12, 94.3,⑫⑫⑩, 8,11,Ｃヒカリアイ, 74,福永祐, 1.6, 61,  -8,*  9, 2,  5.2, ⑮⑮
 9,15,Ｇブライティアスカイ, 49,石橋守, 1.7, 52,  16, -43, 8, 65.0, ⑪⑦, 9, 6,Ｆアリババシチｰ, 66,柴原央, 1.5, 61,   9, -18,10, 40.2,⑮⑭⑭, 9, 1, メルシｰエイタイム,,出津孝, 2.0,,,, 3,  5.9,⑥⑦⑧, 9,12,Ｆアグネスレプトン, 72,上村洋, 1.7, 63,   6,  -5, 5, 13.5, ⑥⑧
10, 7,Ｈビｰミングフェイス, 48,渡辺薫, 1.9, 48,  13, -40,18,442.5, ⑬⑬,10,15,Ｄカルストンペｰスオ, 67,川原正, 1.6, 60,   8,*-16,15,193.5,⑬⑭⑭,10,12, イブキリムジンオｰ,,熊沢重, 2.1,,,, 4, 11.7,①②②,10, 9,Ｎファンドリワｰルド, 66,熊沢重, 1.9, 59,  -5,   3,15,258.7, ⑭⑭
11,16,Ｏフェｰデ, 36,上村洋, 2.2, 44,* 20, -59, 9, 76.5, ②②,11, 4,Ｃマｰブルワンダｰ, 67,池添謙, 1.6, 60,* 16, -36, 1,  2.8,③③②,11, 4, クｰルジョイ,,金折知, 3.0,,,,11, 84.9,⑩⑪⑫,11,13,Ｍチャレンジシチｰ, 66,藤岡佑, 1.9, 64,* 12, -12,14,166.2, ②②
12, 1,Ｃテイエムカリｰナ, 57,熊沢重, 2.2, 44,* 18, -55, 5, 12.8, ④④,12, 7,Ｈマイネルバシリコス, 63,橋本美, 1.8, 57,  15, -37, 7, 14.0,⑤④④,12, 9, エイシンペキン,,今村康, 3.2,,,, 9, 42.0,⑧⑨⑩,12, 6,Ｋメイショウオブラ, 69,石橋守, 2.0, 62,   4,  -6,13,134.3, ⑪⑧
13,11,Ｋザトライアンフ, 45,福永祐, 2.5, 41,* 20, -64, 4,  8.5, ①①,13,14,Ｊカノヤバトルスタｰ, 62,石橋守, 1.9, 58,  13, -34,14,156.2,⑦⑧④,13,14, ワンモアディネロ,,石山繁, 4.5,,,,13,144.1,⑬⑬⑬,13,16,Ｂラブイズゴｰルド, 76,川原正, 2.1, 58,   4,  -7,10, 24.7, ⑨⑪
14, 5,Ｐアラビアンホワイト, 24,安部幸, 2.8, 38,   3, -34,16,380.8, ⑱⑰,14,13,Ｋシホウネリ, 61,安部幸, 2.2, 57,  13, -37, 5, 13.2,⑩⑪④,14,10, ワンダｰタフネス,,村山明, 5.6,,,,14,166.4,⑭⑭⑭,14, 8,Ｏマルタカシャイン, 63,小林慎, 2.1, 60,   5,  -8,16,331.9, ⑨⑧
