06年 6月11日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,06年 6月11日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1800m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-4.9,,,,,■ 4R  芝2800m 3歳上未勝利 定量,,,,,,,,,,,,■ 7R  ダ1700m 4歳上500万(混) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:0.1,,,,,■10R  芝2000m 4歳上1000万(混) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:-3.2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,長久手特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 2,Ｄトウカイマｰチ, 51,福永祐,, 70,   4,* 10, 2,  4.6,⑭⑫⑪, 1, 9, シンワインザダｰク,,出津孝,,,,, 1,  3.5,①①①, 1, 2,Ｆサンデｰコバン, 65,吉田稔,, 67,   1,* 10, 4, 10.2,⑬⑪⑪, 1, 7,Ｄワンマンシャチョウ, 74,熊沢重,, 74,   6,*  8, 1,  2.9,⑦⑥④
 2,13,Ｈノンキ, 41,岩田康, 0.0, 72,   9,*  0, 1,  2.9,⑤⑤⑤, 2,12, ロイヤルクラウン,,嘉堂信, 0.3,,,, 5,  7.6,③③②, 2,12,Ａパントマイミスト, 71,武幸四, 0.2, 64,  -1,* 11, 3,  4.3,⑭⑬⑪, 2, 6,Ｇトｰワクリスタル, 72,渡辺薫, 0.0, 74,*  9,   2,10, 30.7,①①①
 3, 5,Ａサンペスカ, 63,角田晃, 0.3, 68,   9,  -3, 5,  8.4,⑤⑥⑤, 3, 4, オジャマシマス,,中村将, 0.8,,,, 2,  4.5,⑨⑧⑤, 3,16,Ｈタガノシャンハイ, 63,柴山雄, 0.3, 67,*  5,   0, 6, 11.0,④③③, 3,12,Ａマルイチクエスト, 76,幸英明, 0.2, 73,*  9,   1, 6, 14.8,④②③
 4, 8,Ｊプリムラシチｰ, 41,和田竜, 0.3, 68,* 10,  -6,10, 51.0,④③③, 4,11, キタサンブシドウ,,熊沢重, 1.5,,,, 7, 24.8,⑦⑦⑤, 4, 5,Ｍカシノバズライト, 59,幸英明, 0.4, 67,*  6,  -3, 5, 10.5,②②②, 4, 3,Ｈバトルフエルテ, 71,太宰啓, 0.5, 69,*  8,  -2, 9, 30.3,④④④
 5, 9,Ｂティアラプリンセス, 54,太宰啓, 1.0, 61,* 12, -21, 3,  5.0,①①①, 5, 3, アツスパｰコ,,宗像徹, 2.0,,,, 8, 25.0,④③③, 5,13,Ｃアグネスケイオｰ, 67,秋山真, 0.7, 62,   2,   1, 7, 18.1,⑧⑧⑧, 5,10,Ｃプロンタテヤマ, 75,武幸四, 0.6, 67,   5,   2, 4,  5.9,⑫⑧⑥
 6, 7,Ｅスリｰキセキ, 48,橋本美, 1.0, 58,   4,  -5,12, 65.5,⑮⑫⑨, 6, 1, スズノグランプリ,,林満明, 2.1,,,,10, 29.3,⑤⑤⑤, 6, 8,Ｄデュヴァル, 67,鮫島良, 0.8, 61,   3,  -3, 2,  4.0,⑦⑤③, 6, 1,Ｂフレアリングベスト, 75,武豊  , 0.6, 67,*  8,  -6, 2,  4.6,⑦②②
 7,14,Ｃウインザクラウン, 53,吉田稔, 1.2, 56,   5,  -9, 6, 17.9,⑬⑪⑪, 7, 6, スカイイレブン,,金折知, 2.1,,,, 3,  5.3,⑤⑥⑧, 7,15,Ｌメイショウセレット, 62,蛯名正, 1.4, 55,  -2,   1,10, 35.2,⑮⑮⑬, 7, 2,Ｉシンシンマｰキｰ, 70,蛯名正, 0.6, 67,   5,*  3, 7, 23.7,⑨⑧⑥
 8,11,Ｍコスモフｰシャ, 37,佐藤哲, 1.4, 55,   9, -20, 7, 30.6,⑨⑥⑦, 8,10, オｰスチンボンド,,高野和, 2.2,,,, 9, 26.1,⑨⑪⑩, 8, 6,Ｏクラッシックベル, 47,小林徹, 1.6, 55,   3,  -8,15,180.2,⑧⑧⑧, 8, 5,Ｆナイスハンド, 73,秋山真, 0.8, 66,   4,   2, 5, 10.6,⑩⑩⑥
