06年 2月25日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,06年 2月25日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 3 歳未勝利(混) 馬齢,,,,,,,,,,,,■ 4R  芝2880m 4歳上未勝利 定量,,,,,,,,,,,,■ 7R  ダ1200m 3 歳500万(混) 馬齢,,,,,,,,,,,,■10R  芝2500m 4歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,,,,,
 9,14,Ｇライフゴｰズオン, 42,蛯名正, 2.0, 49,  -2, -10, 8, 70.6, ⑥⑥, 9, 2, ダイシンツウィギｰ,,石山繁, 3.9,,,,13,151.8,⑪⑧⑨, 9, 4,Ｅスパイシｰ, 59,水出大, 1.6, 54,  -5,  -1,10, 57.1, ⑨⑨, 9,11,Ｃウォｰライクトニｰ, 79,バルジ, 1.2, 71,   4,   6, 7, 17.2,⑪⑫⑫
10, 7,Ｄワイルドインロｰズ, 48,池田鉄, 2.5, 44,  -2, -15, 7, 36.6, ⑥⑥,10,13, トｰアガイア,,蓑島靖, 6.6,,,,14,188.6,⑫⑭⑪,10, 9,Ｎタマモニュｰリズム, 50,松岡正, 1.8, 53, -13,   5, 8, 32.2, ⑭⑬,10, 8,Ｌチｰフシャトｰ, 58,中舘英, 1.6, 66,   6,  -5,12,103.2,⑧⑩⑪
11, 4,Ｈセｰゴｰルド, 41,吉田隼, 2.7, 35, -20,  -3,13,328.7, ⑭⑬,11, 8, ワンダｰアイドル,,菊池憲, 7.3,,,, 6, 27.4,⑭⑪⑩,11, 1,Ｍスプレッドアゲン, 51,小島太, 1.8, 52, -12,   3,14,672.7, ⑬⑫,11, 6,Ｈトウショウアタック, 72,郷原洋, 1.9, 59,*  8, -22, 9, 41.3,①①①
12, 5,Ｍリネンミリオネア, 31,江田照, 3.1, 33, -19,  -6,14,361.1, ⑭⑬,12,11, プリンセステキエロ,,村山明, 9.6,,,, 8, 38.3,⑥⑪⑭,12, 3,Ｊシンボリカッシｰニ, 55,西田雄, 2.1, 53,  -1,  -8,11,126.4, ⑥⑥,12,10,Ｋジｰクレフ, 68,田中勝, 2.4, 57,*  9, -29,10, 47.2,①①①
13, 2,Ｋビッグワンモア, 31,高山太, 3.1, 34, -14, -10,12,292.9, ⑬⑬,13, 6, エイユｰキャサリン,,大庭和,10.1,,,,10, 59.5,④⑪⑫,13,10,Ｏキョクイチベガ, 46,高野和, 2.2, 47,  -8,  -4,15,683.3, ⑫⑬,,,,,,,,,,,,
14,11,Ｏヒカルフェニックス, -5,水出大, 3.2, 30, -15, -13,15,435.0, ⑪⑫,14, 9, バトルウインロｰド,,穂苅寿,10.2,,,,11, 84.6,⑨⑩⑫,14,13,Ｆマイネルパイレット, 58,鈴木慶, 2.4, 44, -15,  -1,13,558.2, ⑮⑮,,,,,,,,,,,,
15, 1,Ｊノボバンク, 34,小野次, 3.4, 34,  -3, -22, 6, 27.6, ⑨⑨,,,,,,,,,,,,,15,14, カンザクラ,---,佐藤聖, 3.0, 38, -15,  -6,16,898.7, ⑮⑮,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,16, 2,Ｃノボワｰルド, 66,石橋脩, 3.2, 41,  -1, -19, 6, 26.9, ⑥⑥,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:+10 ﾚｰｽｱｶﾞﾘ指数:+9 馬場:重(指数:-5),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:71 ﾚｰｽﾍﾟｰｽ指数:+3 ﾚｰｽｱｶﾞﾘ指数:+8 馬場:重(指数:-4),,,,,,,,,,,,ｸﾗｽ上位平均:80 ﾚｰｽﾍﾟｰｽ指数:+3 ﾚｰｽｱｶﾞﾘ指数:+6 馬場:良(指数:-1),,,,,,,,,,,
"単勝:980円 複勝:10=180円 08=120円 06=110円 枠連:1,140円",,,,,,,,,,,,単勝:220円 複勝:07=100円 12=140円 14=130円 枠連:470円,,,,,,,,,,,,単勝:590円 複勝:15=140円 16=100円 08=120円 枠連:400円,,,,,,,,,,,,"単勝:520円 複勝:04=180円 02=170円 09=210円 枠連:1,010円",,,,,,,,,,,
"馬連:1,420円 ワイド:08-10=450円 06-10=390円 06-08=180円",,,,,,,,,,,,馬連:460円 ワイド:07-12=220円 07-14=210円 12-14=270円,,,,,,,,,,,,馬連:410円 ワイド:15-16=170円 08-15=310円 08-16=160円,,,,,,,,,,,,"馬連:1,060円 ワイド:02-04=450円 04-09=700円 02-09=670円",,,,,,,,,,,
"馬単:3,690円 3連複:840円",,,,,,,,,,,,馬単:820円 3連複:480円,,,,,,,,,,,,"馬単:1,130円 3連複:470円",,,,,,,,,,,,"馬単:2,580円 3連複:3,240円 3連単:16,640円",,,,,,,,,,,
■ 2R  ダ1800m 3 歳未勝利(抽) 馬齢,,,,,,,,,,,,■ 5R  芝2000m 3 歳未勝利(牝) 馬齢,,,,,,,,,,,,■ 8R  ダ1800m 4歳上500万 別定,,,,,,,,,,,,■11R  ダ1800m 4歳上1600万(混) 別定,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,内外ﾀｲﾑｽ杯,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,10,Ａコスモギャザｰ, 50,内田博,, 58, -12,*  8, 3,  4.9,⑨⑧⑧, 1, 8,Ａホｰリｰミスト, 65,横山典,, 68,  -9,* 20, 1,  3.3,⑪⑩⑨, 1,14,Ｇシルクヒｰロｰ, 65,武士沢,, 74,  -1,* 14, 5, 17.6,⑧⑦④, 1,13,Ｂイブロン, 82,内田博,, 85,   9,  15, 1,  3.7,④④③
 2,11,Ｆダイワアデオス, 46,北村宏, 0.0, 53,* -9,   2, 1,  2.0,①①①, 2, 7,Ｋメジロアレグレット, 36,吉田豊, 0.1, 61,*  0,  -1, 3,  6.2,①①①, 2,11,Ｊラヴサンシャイン, 62,土谷智, 0.3, 73,  -4,* 16,10, 91.3,⑬⑫⑦, 2, 8,Ａタイキヴァンベｰル, 85,蛯名正, 0.0, 85,   8,* 17, 4,  6.7,⑥⑦⑥
 3, 6,Ｌアポロコマンダｰ, 36,池田鉄, 0.1, 54,*-10,*  4, 8, 84.4,③③③, 3, 4,Ｄパｰプルカフェ, 55,小島太, 0.3, 57,* -5,   2, 5,  7.2,④②①, 3,12,Ｉオｰスミダンスイン, 62,西田雄, 0.5, 70,  -2,* 12, 6, 49.8,⑪⑩⑦, 3, 9,Ｃスｰパｰチャンス, 81,吉田豊, 0.3, 83,   6,* 17, 3,  5.2,⑩⑩⑧
 4, 8,Ｂジェネラスボｰイ, 50,松岡正, 0.6, 47,*-11,  -1, 5, 10.7,③③③, 4, 1,Ｎキッズエンジェル, 27,勝浦正, 0.4, 63,  -7,  11, 9, 55.6,⑨⑧⑤, 4, 3,Ｅニシノグレイシャ, 65,大野拓, 0.8, 63,* -1,   3, 7, 52.5,③③④, 4, 1,Ｄジンクライシス, 80,デムｰ, 0.4, 82,* 10,   9, 2,  3.8,②②①
 5, 2,Ｅカイマナリオ, 48,横山典, 0.6, 50, -12,   2, 2,  3.9,⑥⑧⑧, 5,11,Ｂリヴァリｰガｰデン, 58,デムｰ, 0.4, 62,  -7,  10, 2,  4.8,⑦⑧⑤, 4,16,Ｆレフォルマ, 65,内田博, 0.8, 65,*  1,   2, 2,  3.3,①①①, 5,14,Ｆウイングロリア, 78,石橋脩, 0.5, 82,   5,* 17,11,108.8,⑫⑫⑪
 6, 4,Ｇマイネエムロｰド, 44,勝浦正, 0.7, 46, -11,  -1, 7, 70.5,⑤③⑥, 6, 6,Ｆトピアリｰ, 51,木幡初, 0.6, 58,  -5,   3, 6,  8.4,⑤④⑤, 6, 6,Ａトゥインクリング, 73,横山典, 0.9, 66,  -2,   7, 1,  1.9,⑧⑨⑦, 6, 5,Ｍワンダｰハｰブ, 72,松岡正, 0.9, 78,   4,  15,14,166.9,⑬⑭⑭
 7,13,Ｃグレｰトアドミラル, 50,デムｰ, 0.7, 47, -11,  -1, 4,  9.7,⑥③③, 7, 3,Ｅアインマｰル, 53,佐藤聖, 0.8, 55, -12,   9,12, 65.2,⑪⑪⑩, 7,13,Ｂピッチサイドトｰク, 69,松岡正, 1.0, 64,  -3,   7, 3,  6.5,⑪⑩⑪, 7,11,Ｉマイネルマリク, 76,池田鉄, 0.9, 79,   5,  14, 9, 43.8,⑯⑭⑫
 8,12,Ｎグラスオペラ, 32,鈴来直, 1.2, 41,* -9,  -8,11,173.9,②①①, 8,10,Ｈビエンナｰレ, 49,吉田隼, 0.9, 55, -13,* 11,10, 56.1,⑭⑫⑪, 8,10,Ｃロｰドライジング, 68,デムｰ, 2.0, 57,   0,  -6, 4, 13.4,③⑤④, 8, 7,Ｇツムジカゼ, 77,左海誠, 0.9, 77,* 10,   4, 7, 18.2,②②③
 9, 7,Ｉコウジンクラマ, 42,小野次, 2.1, 34, -12, -11, 6, 36.3,⑭⑩⑪, 9, 2,Ｃテンエイミュｰズ, 56,バルジ, 1.1, 52,  -5,  -6, 4,  6.3,⑦④③, 9, 8,Ｈエゾノシャトｰ, 62,水出大, 2.1, 55,  -7,   3,12,124.3,⑯⑭⑫, 9, 3,Ｊモンテタイウン, 75,北村宏, 0.9, 77,   8,   9,10, 65.0,⑧⑦⑧
10,14,Ｋサｰガキャスケｰド, 38,バルジ, 2.2, 31, -11, -15,10,134.4,⑨③⑥,10, 5,Ｌダイワアルテミス, 31,津村明, 1.5, 50, -14,   5,14,301.7,⑪⑬⑫,10, 5,Ｄダイゴキリンジ, 67,吉田隼, 2.2, 52,  -1, -10,14,177.5,③⑤⑦,10, 2,Ｐヴィフォルテ, 70,田中勝, 1.1, 77,   9,   5,13,158.9,④④③
11, 1,Ｊワラクステルス, 40,高野和, 2.3, 31, -15, -12,14,486.9,⑫⑫⑫,11,14,Ｉペンタコｰド, 45,内田博, 1.7, 45,* -4, -16, 7, 18.6,②②③,11, 7,Ｎパワｰクルセダｰ, 51,田中勝, 2.4, 55,*  0, -11,16,252.5,③③①,11, 6,Ｌカオリノｰブル, 74,木幡初, 1.1, 76,* 11,   1, 6,  9.4,①①①
12, 3,Ｄアイノヤマト, 48,柴田大, 2.6, 31, -13, -14,13,311.9,⑨⑪⑩,12,13,Ｊヘイロｰマジック, 37,大野拓, 1.7, 47, -15,   3,11, 57.9,⑮⑬⑬,12,15,Ｌニチリンタカラ, 60,中舘英, 2.7, 49,  -1, -11, 8, 55.2,⑦⑦⑫,12,15,Ｋフサイチストラトス, 75,小野次, 1.3, 74,   6,   9,12,157.1,⑬⑫⑭
13, 5,Ｈネガイヲコメテ, 43,高山太, 2.8, 29, -14, -14, 9, 87.4,⑫⑫⑬,13,15,Ｐニシノツバメ, 18,石橋脩, 2.9, 31,  -5, -33,13,251.7,⑤④⑧,13, 4, バックオフゴｰ,---,北村宏, 3.4, 48,  -8,  -6,13,150.1,⑧⑮⑮,13,12,Ｅリスティアダｰリン, 80,バルジ, 1.4, 73,   9,   2, 5,  8.3,⑥④⑥
14, 9,Ｍスガノウッドマン, 36,江田照, 3.2, 25, -14, -19,12,258.2,⑥⑫⑬,14, 9,Ｍディｰパｰブレイズ, 27,丹内祐, 3.8, 23, -14, -28,16,395.2,⑨⑬⑮,14, 1,Ｍサｰチエネミｰ, 51,バルジ, 3.5, 47, -10,  -3,11,102.0,⑬⑯⑯,14,10,Ｎパラダイスリヴァｰ, 71,勝浦正, 1.5, 73,   7,   5,16,382.9,⑩⑩⑫
,,,,,,,,,,,,15,12,Ｏビュｰティジュン, 22,郷原洋, 4.1, 23, -14, -30,15,365.2,⑮⑯⑯,15, 2,Ｋプリズマティック, 61,田中剛, 3.9, 43,*  1, -27, 9, 59.7,①①①,15, 4,Ｏケｰジｰダンシング, 70,大西直, 1.7, 73,   2,  11,15,250.7,⑬⑯⑯
,,,,,,,,,,,,16,16,Ｇマイネエリス, 49,松岡正, 4.5, 12,  -7, -55, 8, 33.4,②⑦⑬,16, 9,Ｏシルクフィクサｰ, 47,吉田豊, 4.6, 38,  -5, -22,15,236.3,⑮⑬⑭,16,16,Ｈタヤスタｰゲット, 76,江田照, 1.9, 70,   8,  -1, 8, 31.8,⑧⑦⑧
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:+13 馬場:重(指数:-4),,,,,,,,,,,,ｸﾗｽ上位平均:63 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:+15 馬場:稍重(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:70 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:+16 馬場:重(指数:-5),,,,,,,,,,,,ｸﾗｽ上位平均:85 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:+11 馬場:重(指数:-5),,,,,,,,,,,
"単勝:490円 複勝:10=140円 11=120円 06=1,070円 枠連:430円",,,,,,,,,,,,"単勝:330円 複勝:08=150円 07=250円 04=210円 枠連:1,280円",,,,,,,,,,,,"単勝:1,760円 複勝:14=660円 11=1,260円 12=1,020円 枠連:6,850円",,,,,,,,,,,,"単勝:370円 複勝:13=150円 08=190円 09=170円 枠連:1,010円",,,,,,,,,,,
"馬連:510円 ワイド:10-11=240円 06-10=3,190円 06-11=1,970円",,,,,,,,,,,,"馬連:1,300円 ワイド:07-08=510円 04-08=430円 04-07=900円",,,,,,,,,,,,"馬連:53,530円 ワイド:11-14=12,760円 12-14=6,490円 11-12=11,300円",,,,,,,,,,,,"馬連:1,430円 ワイド:08-13=590円 09-13=420円 08-09=480円",,,,,,,,,,,
"馬単:1,470円 3連複:6,880円",,,,,,,,,,,,"馬単:2,010円 3連複:2,490円",,,,,,,,,,,,"馬単:144,610円 3連複:296,930円",,,,,,,,,,,,"馬単:2,640円 3連複:2,090円 3連単:10,740円",,,,,,,,,,,
■ 3R  ダ1800m 3 歳未勝利(混) 馬齢,,,,,,,,,,,,■ 6R  芝1600m 3 歳新馬(混) 馬齢,,,,,,,,,,,,■ 9R  芝1600m 3 歳500万(牝) 馬齢,,,,,,,,,,,,■12R  ダ1200m 4歳上1000万(混) 別定,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,きんせんか賞,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,13,Ａアルスボヘミアン, 56,菊沢隆,, 64,*  1,*  0, 1,  1.5,①①①, 1, 2, エッセイスト,---,蛯名正,, 64, -16,* 15, 2,  2.8,③③③, 1,10,Ａフサイチパンドラ, 71,角田晃,, 75,*  1,  13, 1,  1.8,①①①, 1, 3,Ｄアドマイヤベッカム, 74,田中勝,, 76,   6,* 10, 3,  5.6, ④⑤
 2,10,Ｄダノンスイショウ, 49,デムｰ, 0.7, 59,  -3,*  1, 2,  4.4,⑦④③, 2, 8, トｰセンブレイク,---,内田博, 0.3, 53,*-13,*  6, 1,  2.4,①①①, 2, 1,Ｄユノブラッキｰ, 63,北村宏, 0.5, 70,  -3,  13, 3,  9.5,⑤⑤⑤, 2,10,Ｍコウジンアルス, 68,小島太, 0.1, 73,   5,*  8,14,263.1, ④⑦
 3, 2,Ｃミックベンハｰ, 52,内田博, 1.0, 57,  -2,  -4, 4, 12.3,④③③, 3,15, マイネフェルヴァン,---,勝浦正, 0.8, 44,*-14,  -1, 6, 20.3,①①①, 3,11,Ｇクリムゾンルｰジュ, 60,左海誠, 0.6, 67,  -1,   8, 2,  6.6,④③③, 3,16,Ａクリアエンデバｰ, 80,吉田豊, 0.2, 76,   6,   8, 1,  2.2, ④②
 4, 6,Ｆサンパレス, 46,松岡正, 1.2, 56,  -5,* -1, 3, 10.8,⑩⑧⑤, 4,16, アンサｰフォｰユｰ,---,加藤士, 1.1, 38, -20,  -1, 8, 38.6,⑧⑥⑥, 4, 2,Ｊユキノマｰメイド, 57,西田雄, 0.7, 64,*  1,   2, 6, 17.2,①①①, 4, 1,Ｃケイアイスカイ, 75,内田博, 0.5, 74,* 11,   1, 4,  6.6, ①①
 5, 4,Ｂカザックシチｰ, 53,北村宏, 1.8, 51,*  0, -15, 5, 18.2,②②②, 5, 1, スナｰクブレｰブ,---,小林淳, 1.1, 40, -16,  -2, 7, 36.7,③③③, 5, 7, ストｰルンブライド,---,デムｰ, 0.8, 68,  -8,* 16,11, 43.8,⑬⑪⑩, 5, 7,Ｉシャドウハｰツ, 70,バルジ, 0.5, 69,   0,* 10, 2,  4.4, ⑬⑮
 6, 7,Ｌブレｰブソルジャｰ, 35,蛯名正, 2.1, 49,  -3, -11, 7, 34.0,⑦⑥⑥, 6, 5, ヤマニンアマランス,---,吉田隼, 1.2, 37, -20,  -1,10, 77.2,③⑦⑦, 6, 4,Ｂチェリｰムｰン, 69,内田博, 0.8, 68,  -8,* 16, 4,  9.7,⑦⑪⑩, 6, 2,Ｈシュウザンアイ, 71,松岡正, 0.6, 70,  -1,* 10, 5, 19.1, ⑬⑫
 7,14,Ｈウエスタンスナイプ, 39,武士沢, 2.3, 46,  -2, -15,14,947.8,③④⑥, 7, 7, リｰダｰシップ,---,バルジ, 1.3, 40, -19,   1, 3,  7.4,⑧⑦⑦, 7, 3,Ｈエアデュシェス, 59,蛯名正, 0.9, 64,  -5,  10, 7, 17.2,⑦⑦⑦, 7,13,Ｌホワイトピクシイ, 68,二本柳, 0.6, 71,   4,   6,12,155.6, ⑨⑦
 8, 9,Ｋマイネルマキシマム, 36,郷原洋, 3.1, 42,  -9, -10,10,152.9,⑩⑫⑪, 8,10, コスモストラテジｰ,---,小野次, 1.5, 36, -24,   1,14,127.2,⑪⑪⑩, 8, 5,Ｃジラソｰレ, 67,勝浦正, 0.9, 65,  -6,  11, 9, 31.3,⑫⑩⑩, 8, 6,Ｂベルモントサンダｰ, 79,吉田隼, 0.7, 67,   5,   0, 6, 21.0, ④⑤
 9, 5,Ｇマコトイチバン, 44,吉田隼, 3.2, 38,  -8, -17, 9,147.5,⑩⑨⑨, 9,11, ダンシングドミニア,---,丹内祐, 1.9, 27, -21,  -9,13,125.9,③⑦⑦, 9,16,Ｉバトルサクヤビメ, 58,小林淳, 1.0, 62,  -5,   8, 5, 12.9,⑦⑦⑦, 9,11,Ｐアイファｰペガサス, 62,西田雄, 0.7, 71,*  9,   0,11,125.9, ①②
10,12,Ｊエドノマドリｰド, 37,吉田豊, 4.1, 34,  -7, -24, 8, 57.3,⑦⑨⑩,10, 6, ウィナｰズステｰジ,---,石橋脩, 1.9, 31, -22,  -4,11,110.2,⑧⑪⑩,10, 6,Ｋエイダイタカラブネ, 52,二本柳, 1.0, 60,*  0,   1, 8, 22.8,①③③, 9, 5,Ｎハクリュウタケフジ, 64,小林淳, 0.7, 68,   3,   6,16,429.0, ⑨⑩
11, 1,Ｉミヤコタイガｰ, 38,田中勝, 4.3, 32,  -3, -32, 6, 22.6,④⑥⑧,11, 9, ブレンティナ,---,吉田豊, 2.1, 23,*-15, -19, 4, 10.0,③③③,11,15,Ｅコスモスカイライン, 63,木幡初, 1.1, 60,  -3,   4,10, 40.8,⑦⑤⑤,11,14,Ｅニシノイワイザケ, 73,左海誠, 0.9, 67,   4,   3, 7, 25.1, ⑨⑩
12, 8,Ｍパナックス, 29,岩部純, 4.7, 30, -11, -22,13,548.6,⑭⑭⑬,12,14, メイプルクイｰン,---,大庭和, 2.2, 28, -25,  -4,12,124.5,⑫⑭⑬,12, 8,Ｎツリｰオブライフ, 40,バルジ, 1.1, 60,  -5,   7,12, 51.7,⑦⑦⑨,12,12,Ｇケイビイスパイダｰ, 71,大野拓, 0.9, 63,   2,   1, 9, 72.7, ⑨⑫
13, 3,Ｅマイネルプリメｰロ, 48,水出大, 4.7, 27, -10, -27,12,268.2,⑬⑫⑪,13, 3, エンジェルハｰト,---,左海誠, 2.3, 25, -22, -10, 9, 73.1,⑮⑪⑩,13,14,Ｆラムグレス, 61,田中勝, 1.3, 61, -10,  13,14,249.4,⑬⑭⑭,13, 9,Ｆデアテンビｰ, 73,水出大, 0.9, 65,   3,   0,13,162.3, ⑧⑦
14,11,Ｎキャプテンツヨシ, 20,田中剛, 6.7, 14,  -8, -46,11,154.1,④⑪⑬,14,12, ジャイアンツオナｰ,---,デムｰ, 3.2,  5, -19, -28, 5, 12.5,⑬⑦⑭,14, 9,Ｏサチノプログレス, 37,鈴来直, 1.8, 52,  -8,   1,15,477.6,⑤⑪⑩,14,15,Ｏブランディｰグラス, 62,南田雅, 1.0, 62,  -3,   5,15,288.4, ⑯⑯
,,,,,,,,,,,,15, 4, フジムサシ,---,田中剛, 8.5,-67, -37, -79,15,251.0,⑬⑮⑮,15,13,Ｌミヤギノサクラ, 50,江田照, 2.6, 43, -14,  -1,13,171.1,⑯⑮⑮,15, 4,Ｋカネマサデュｰク, 69,北村宏, 1.3, 63,   0,   2,10,110.6, ⑬⑫
,,,,,,,,,,,,,,,,,,,,,,,,16,12,Ｍレディデピュティ, 43,大西直, 3.3, 32, -14, -11,16,542.6,⑬⑮⑯,16, 8,Ｊマチカネバテレン, 70,丹内祐, 2.6, 49,*  8, -20, 8, 25.4, ①②
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
