06年 6月24日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,06年 6月24日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1700m 3 歳未勝利(父) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-4.2,,,,,■ 4R  芝2600m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-3.0,,,,,■ 7R  芝1700m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-9.8,,,,,■10R  芝1800m 3歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:-5.2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,雄国沼特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 1,Ｅコスモメテオ, 47,吉田隼,, 60,  -1,*  1, 5, 17.1,④④④, 1, 3,Ｅクラヴィｰア, 53,中舘英,, 61,*  1,*  0, 3,  6.7,①②①, 1, 9,Ｆシルクアルタイル, 56,蛯名正,, 73, -14,* 26, 4,  9.2,⑪⑪⑩, 1, 2,Ｃチョウカイフライト, 75,柴田善,, 84,   3,* 22, 3,  5.4,⑤⑦⑦
 2,11,Ｃミラクルトライ, 50,中舘英, 0.4, 58,*  1,  -4, 1,  3.3,②②②, 0, 4,Ｄスイｰトゴｰルド, 54,蛯名正, 0.3, 58,* -1,*  0, 2,  5.5,⑤⑥⑥, 2,10,Ａエイシンサンバレｰ, 67,後藤浩, 0.1, 62,*-10,  18, 2,  3.5,⑤④③, 2,12,Ｂエイシンイイデサン, 75,蛯名正, 0.2, 70,*  5,  10, 2,  3.9,②②②
 3,10,Ｄマイティマイン, 50,南田雅, 0.6, 58,  -3,   0, 3,  5.0,⑤⑥⑥, 2, 5,Ｂダイワアスカロン, 55,武士沢, 0.3, 58,  -1,*  1, 9, 42.5,⑨⑨⑥, 3, 2,Ｌトｰアビバリｰヒル, 41,池田鉄, 0.1, 59,* -9,  15, 9, 39.4,②②①, 3, 6,Ｈダイワセレクション, 69,吉田隼, 0.3, 70,*  4,  12, 4,  7.0,④④③
 4,14,Ａビｰビｰファング, 52,蛯名正, 0.6, 56,*  1,  -5, 4,  5.4,③②②, 3, 8,Ｉロットバルト, 45,田辺裕, 0.6, 57,  -1,* -2, 5, 11.9,⑫⑩⑥, 4, 5,Ｂハヤチマル, 64,小林淳, 0.2, 65, -13,* 21, 1,  3.1,⑥⑩⑧, 4, 1,Ｄダイワブレスイング, 73,北村宏, 0.4, 73,  -1,* 17, 5, 10.8,⑩⑨⑧
 5,12,Ｇベルモントヒｰロｰ, 44,二本柳, 1.0, 54,   0,  -7, 6, 17.3,⑤④⑤, 4,13,Ｍマイネルオルペウス, 36,勝浦正, 0.6, 55,*  1,  -9, 8, 27.3,③①②, 5,13,Ｈソブリンブライト, 55,石神深, 0.2, 61, -11,  18, 6, 14.5,⑪⑥⑤, 5, 9,Ｆマイネピュｰル, 71,後藤浩, 0.6, 67,   2,  10, 6, 11.4,⑦⑥⑥
 6, 3,Ｂスクデットキング, 51,田中勝, 1.1, 52,*  1, -11, 2,  3.3,①①①, 5,10,Ｈハドソンストリｰト, 48,北村宏, 1.2, 49,*  0, -17, 4,  8.6,⑪②③, 6,12,Ｃハセノベルカント, 62,吉田隼, 0.2, 58, -13,  17, 3,  4.6,⑨⑥⑦, 6, 7,Ｋアポロイレヴン, 68,田中勝, 0.7, 67,  -2,  13,11, 77.8,⑪⑨⑬
 7,15,Ｌホクセイダリア, 34,江田照, 1.3, 54,  -8,*  3,11,106.2,⑩⑩⑨, 6,12,Ａマイネルスパルナ, 57,村田一, 1.4, 48,   0, -18, 1,  2.1,③⑤③, 7, 1,Ｄノｰブルレディ, 57,田辺裕, 0.4, 54,*-11,  13,11, 74.3,③④⑤, 7,11,Ｇマルタカキラリｰ, 71,田辺裕, 0.7, 59,*  5,  -1, 9, 38.1,①①①
 8, 4,Ｆメジログレイブス, 47,佐藤聖, 1.3, 52, -11,*  4, 9, 37.3,⑬⑪⑩, 7,11,Ｃトッチンコボ, 55,石神深, 1.9, 44,  -1, -24,12, 63.8,⑧⑥⑩, 8, 7,Ｅブライダルフラワｰ, 57,西田雄, 0.7, 58, -17,  19,10, 56.1,⑨⑬⑬, 8, 8,Ｍエピストラｰ, 64,大野拓, 0.8, 65,  -2,  12,10, 70.4,⑦⑨⑩
