06年 5月20日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,06年 5月20日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-0.4,,,,,■ 4R  芝1400m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1.2,,,,,■ 7R  ダ1800m 4歳上500万(混) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:-2.8,,,,,■10R  ダ1800m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-4.4,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,わらび賞,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,14,Ａトウカイポリシｰ, 59,芹沢純,, 55,*-15,* 12, 1,  2.3,②②②, 1,10, ラブアクチュアリｰ,---,鮫島良,, 51,   0,* -8,10, 36.2, ⑤⑥, 1, 4,Ｈキクノエンブレム, 61,柴山雄,, 67,   7,*  0, 5,  9.4,⑥④③, 1,13,Ａピｰスオブレグルス, 66,中舘英,, 65,*  5,  -1, 2,  5.5,④②②
 2,11,Ｉラッキｰショウリ, 44,柄崎将, 0.3, 52, -16,* 11,11,173.5,⑤③③, 2, 3,Ｆロイバｰフェイム, 52,長谷川, 0.3, 53,*  6, -17, 6, 14.7, ①①, 2,13,Ｍエランセ, 60,芹沢純, 0.0, 67,*  8,* -2, 6, 13.1,③②②, 2,15,Ｇシルクウィザｰド, 58,鮫島良, 0.0, 64,   3,*  2, 3,  5.8,⑦④④
 3,10,Ｅミラクルトライ, 50,中舘英, 0.5, 45,*-14,   6, 4,  6.5,①①①, 3,16,Ｃレオリズム, 53,西田雄, 0.4, 47,  -1, -10, 7, 16.7, ⑧⑥, 3, 9,Ａメイショウセレット, 67,鮫島良, 0.5, 61,   4,* -2, 2,  4.2,⑩⑩⑦, 3, 7,Ｍトｰセンジュビリｰ, 50,高橋智, 0.3, 62,   3,  -1, 9, 16.8,⑤④④
 4, 4,Ｄショウワインラヴ, 53,村田一, 0.9, 48, -18,  10, 5,  8.1,⑧⑦⑦, 4,13,Ｍクワントミアモｰレ, 26,黛弘人, 0.6, 36, -11,* -4,16,287.3, ⑮⑭, 4, 3,Ｃフジタカモニュマン, 65,田中克, 0.5, 61,   6,  -6, 1,  3.4,⑤④③, 4,10,Ｊオリオンザスカイ, 53,熊沢重, 0.3, 61,   1,*  4, 1,  3.9,⑬⑪⑧
 5,12,Ｃカノヤランブル, 53,中村将, 1.2, 38, -18,   3, 3,  6.5,⑤⑤⑤, 5, 6,Ｄトｰセンセレニティ, 53,中舘英, 0.8, 41,  -2, -14, 1,  2.6, ⑧⑨, 5, 7,Ｆヤマニンコｰリング, 62,中舘英, 0.7, 61,   5,* -2, 3,  7.3,⑬⑩⑩, 5, 5,Ｌオｰキッドコｰト, 51,橋本美, 0.6, 59,   0,*  3,11, 33.0,⑮⑮⑬
 6, 7,Ｆケンブリッジマイア, 48,吉田隼, 1.2, 35, -17,   1, 6, 12.5,③③③, 6, 9,Ｉユｰワミネルヴァ, 41,中村将, 0.9, 39,   0, -23,12, 49.4, ③②, 6,15,Ｄマルイチライデン, 63,熊沢重, 0.9, 60,   6,  -8, 4,  9.2,⑥⑥③, 6,11,Ｉタイインテンスリｰ, 53,中谷雄, 0.8, 58,   4,  -7,12, 63.7,⑤④④
 7, 2,Ｂアポロコマンダｰ, 56,丹内祐, 1.2, 48, -22,* 12, 2,  4.4,⑭⑬⑫, 7,11,Ｂヨイチトレジャｰ, 56,小野次, 1.1, 34,  -7, -13, 2,  5.2, ⑬⑪, 7, 6,Ｋニシノガルｰダ, 60,田辺裕, 1.1, 58,   6, -10,11, 34.4,⑩⑥⑦, 7,14,Ｂソレックス, 65,長谷川, 0.9, 58,*  6, -12, 4,  6.8,①①①
 8, 9,Ｈメイショウアマン, 45,北村友, 1.3, 36, -18,   2, 9, 82.7,③⑤⑤, 8, 7,Ｊエプソムファルコン, 38,野元昭, 1.1, 35,  -6, -14,15,179.1, ⑪⑬, 8, 8,Ｌコアレスブｰム, 60,中村将, 1.7, 50,   3, -14,12, 79.1,⑨⑩⑩, 8,12,Ｃマイイｰジス, 64,木幡初, 1.2, 55,*  6, -14, 5,  6.9,②②②
