06年 5月 7日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,06年 5月 7日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1400m 3 歳未勝利(牝) 馬齢,,,,,,,,,,,,■ 4R  芝1400m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-4.9,,,,,■ 7R  芝1600m 3 歳500万(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-4.5,,,,,■10R  ダ1600m 4歳上ｵｰﾌﾟﾝ ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:-1.0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ｻｳｼﾞｱﾗﾋﾞｱﾛｲﾔﾙｶｯﾌﾟ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 5, アンジェトワｰル,---,北村宏,, 63,  -7,*  9, 1,  2.1, ⑥⑤, 1,13,Ｇプリマシア, 41,和田竜,, 69,*  0,   7,12,183.1, ③③, 1,11,Ａマイネジャｰダ, 67,四位洋,, 75,* 20, -14, 2,  4.3, ④③, 1,16,Ａワイルドワンダｰ, 91,後藤浩,, 91,  11,* 19, 2,  4.8, ⑥⑤
 2, 6, ソｰマサイト,---,四位洋, 0.1, 63,* -3,   3, 8, 33.0, ②②, 2,10,Ｂスタｰクロス, 59,武豊  , 0.2, 66, -10,* 18, 1,  3.1, ⑪⑨, 2, 6,Ｅコアレスキャスト, 59,小林淳, 0.2, 73,  15,* -9, 4,  8.3, ⑫⑨, 2, 6,Ｇメテオバｰスト, 86,横山典, 0.0, 90,  10,* 20, 3,  5.6, ⑧⑦
 3,10, ショウナンアンジュ,---,後藤浩, 0.1, 63,* -4,*  5, 2,  3.2, ③③, 3,12,Ｃシベリアンスパｰズ, 55,藤田伸, 0.3, 65,*  2,  -1, 4,  4.7, ②②, 3,12,Ｃメタルビｰズ, 64,江田照, 0.4, 69,  14,* -9, 8, 23.7, ⑭⑬, 3, 9,Ｅタイキエニグマ, 88,田中勝, 0.7, 86,   7,* 20, 1,  3.8, ⑪⑪
 4, 4, メガクライト,---,柴田善, 0.3, 60,  -7,*  7, 3,  8.1, ⑥⑦, 4,14,Ｅラインウィット, 50,津村明, 0.4, 62,*  4,  -6,11, 77.7, ①①, 4, 9, ミスジョｰカｰ,---,佐藤祐, 0.5, 65,  11,* -6,15, 85.3, ⑫⑯, 4,12,Ｄチョウカイロイヤル, 88,四位洋, 0.7, 85,   5,* 21, 4,  6.2, ⑯⑬
 5, 3, マイネケｰニギン,---,ボス  , 1.6, 49,  -5,  -8, 4, 13.5, ③③, 5,11,Ａオルガス, 67,ボス  , 0.4, 60,  -3,   1, 3,  4.7, ③③, 5,16,Ｋエルツｰクィｰン, 49,山田信, 0.6, 67,  11,* -8,14, 84.9, ⑱⑯, 5,15,Ｂスｰパｰチャンス, 89,岩田康, 0.7, 84,   9,  14, 8, 15.9, ⑧⑦
 6, 2, ダッシュアゲン,---,田中勝, 1.9, 45,  -7,  -8, 9, 35.6, ⑥⑦, 6, 7,Ｐクインリボｰ, 32,江田照, 0.8, 56,  -6,   2,16,326.6, ⑤⑥, 6,17,Ｑコスモシュクレ, 33,ボス  , 0.6, 67,  13, -11,17,128.6, ⑭⑬, 6, 3,Ｊオｰガストバイオ, 85,ボス  , 1.0, 82,  12,   7,10, 35.4, ④④
 7, 9, ザッツザウェイ,---,武豊  , 2.2, 44,* -3, -17, 5, 14.0, ①①, 7, 4,Ｎスプリｰムスｰ, 37,小野次, 0.9, 54, -10,   7, 9, 52.1, ⑧⑨, 7, 7,Ｈドリｰムパラソル, 55,藤田伸, 0.7, 66,  18, -21, 6, 13.3, ⑧⑥, 7,14,Ｌバアゼルキング, 84,石神深, 1.1, 78,   4,  16,16,382.5, ⑬⑬
 8, 7, ライブリｰダンス,---,藤田伸, 2.4, 41, -12,  -7, 6, 20.1, ⑪⑪, 8,18,Ｄサトノソニック, 51,北村宏, 0.9, 54, -17,* 16, 2,  3.2, ⑯⑯, 8,14,Ｍスミノバンビｰナ, 46,蛯名正, 0.9, 63,* 21, -29,13, 52.9, ②③, 8,11,Ｉプライドキム, 85,池添謙, 1.1, 83,* 14,   5, 5, 11.6, ②②
