06年 8月 5日 函館,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,06年 8月 5日 函館,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1000m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1.2,,,,,■ 4R  ダ1700m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1.9,,,,,■ 7R  ダ1000m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1.4,,,,,■10R  芝1800m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2.1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,湯浜特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 7,Ｂブラックバレット, 54,松田大,, 63,*  3,  -4, 1,  3.8, ②①, 1, 7,Ａサンレイマック, 55,武英智,, 57,  -6,*  3, 3,  5.2,③③②, 1, 5,Ａヴァンクルタテヤマ, 69,武幸四,, 80,   2,* 13, 2,  3.5, ②②, 1,14,Ａフィｰルドベアｰ, 79,秋山真,, 76,   5,* 17, 1,  2.3,⑫⑩⑧
 2, 2,Ｄホットマニュｰバｰ, 44,藤岡佑, 0.0, 58,  -2,*  0, 4,  7.6, ③③, 2,12,Ｈナムラフウウンジ, 44,松田大, 0.2, 55,  -8,*  4, 6, 15.3,⑩⑥④, 2, 8,Ｆシルクアルボｰレ, 64,藤田伸, 0.4, 73,   1,  10, 1,  3.2, ④④, 2, 3,Ｇバンブｰユｰロ, 69,武幸四, 0.1, 75,   7,* 11, 6, 14.6,⑨⑨⑦
 3,10,Ｆクリｰルパトラｰ, 42,川田将, 0.3, 53,  -6,*  0, 8, 20.1, ⑦⑤, 3, 6,Ｃメイショウチュラ, 55,秋山真, 0.3, 54,  -9,*  4, 5,  7.0,⑦⑧⑥, 3,12,Ｈルルドウォｰタｰ, 62,柴山雄, 0.5, 67,*  2,   5, 7, 17.8, ②②, 3, 5,Ｎシャイニングスルｰ, 56,横山典, 0.1, 80,  12,   7, 9, 27.8,⑦⑤④
 4,11,Ｇイカンセン, 40,本田優, 0.7, 51,  -2,  -8, 3,  4.3, ③③, 4, 2,Ｄプルｰフオブキング, 49,本田優, 0.5, 53,* -5,  -4, 4,  6.3,②②①, 4,11,Ｉヤマニンデュエル, 62,四位洋, 0.6, 68,*  5,   5, 6, 16.2, ①①, 4,11,Ｃミヤコノカｰン, 76,北村宏, 0.3, 79,  11,   7, 3,  7.1,⑧⑧④
 5, 6,Ｃスマｰトフォルム, 46,安藤勝, 1.0, 48,  -3,  -9, 2,  3.9, ③⑤, 5, 8,Ｅファイブオｰス, 46,北村友, 1.5, 41, -12,  -5,10, 58.6,⑦⑩⑨, 5,10,Ｇボストンクｰラｰ, 63,川田将, 0.8, 66,  -7,   8, 3,  4.8, ⑨⑤, 5, 6,Ｊオリオンオンサイト, 65,川田将, 0.5, 73,* 13,  -6, 2,  5.3,②②②
 6, 3,Ｅナリタトパｰズ, 42,秋山真, 1.2, 45, -18,* -1, 5,  8.2, ⑩⑧, 6, 1,Ｉグランドミュｰズ, 41,丹内祐, 1.6, 42,  -8, -12, 9, 58.0,③④④, 6, 1,Ｌグランディバロｰズ, 56,吉田豊, 1.2, 61, -10,   9,11,115.6, ⑩⑩, 6, 4,Ｂタケカワルキュｰレ, 78,本田優, 0.9, 71,  12,  -5, 7, 17.2,⑤⑤③
 7, 1,Ａルチェｰレ, 57,柴山雄, 1.8, 44,*  3, -22, 7, 17.5, ①②, 7,10, モンフレｰル,---,川田将, 1.7, 42,  -9, -11, 2,  4.6,⑤⑥⑦, 7, 9,Ｃメジロシリング, 65,藤岡佑, 1.3, 55,  -2,   0, 5, 10.0, ④⑤, 7,10,Ｈスｰパｰキャノン, 66,菊沢隆, 0.9, 69,* 17, -20,12, 59.1,①①①
 8, 4,Ｋスロｰダンサｰ,-14,丹内祐, 2.5, 29, -16, -17,12,251.6, ⑨⑨, 8,13,Ｂレイジングザバｰ, 55,藤田伸, 1.9, 42,* -5, -17, 1,  2.7,①①②, 8, 3,Ｂチョウカイラッキｰ, 68,横山典, 1.6, 51,  -4,  -2, 4,  6.5, ⑦⑧, 8, 8,Ｌスマｰトブレｰド, 64,藤岡佑, 1.0, 70,  11,  -5,11, 44.0,⑥⑤④
