06年11月 4日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,06年11月 4日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1400m 2 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-7.0,,,,,■ 4R  芝2910m 3歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  ダ1800m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0.8,,,,,■10R  芝1600m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1.6,,,,
 9,12,Ｃテイエムノゾミ, 40,菊地昇, 2.5, 40, -14,  -8,14,314.0, ⑪⑦, 9,12, セフティｰマッハ,,白坂聡, 2.9,,,,11, 51.5,⑥⑦⑦, 9,16,Ｅアルキオｰネ, 67,藤岡佑, 1.1, 64,  -2,   2, 8, 17.7,⑭⑬⑪, 9, 5,Ｇレキシントンブルｰ, 73,福永祐, 1.2, 54,  -8,   9, 9, 51.9, ⑤③
10, 4,Ｅニホンピロマナツ, 40,小林徹, 2.6, 37, -12, -12, 8, 47.3, ⑧⑦,10, 1, マキハタスパｰト,,出津孝, 3.4,,,,13, 85.9,⑥⑧⑧,10, 4,Ｐニホンピロレガｰロ, 53,小牧太, 1.3, 59,*  2,  -8,11, 29.4,④②②,10, 9,Ｉシティボス, 65,佐藤哲, 1.2, 63, -15,  20,10,150.4, ⑩⑩
11, 9,Ｊアイファｰシルバｰ, 26,安部幸, 3.8, 26, -18, -16,12,212.0, ⑬⑫,11, 2, テｰオｰドラゴン,,菊池憲, 4.8,,,,12, 74.3,②⑧⑨,11, 8,Ｄシルクデュｰク, 67,田島裕, 1.5, 58,*  3, -11, 7, 11.9,①①①,,,,,,,,,,,,
12, 6,Ｋウレシｰダｰ, 25,川原正, 4.1, 23, -12, -27,13,311.3, ⑥⑩,12, 3, エクスキュｰション,,高野容, 5.8,,,,14, 92.9,⑪⑫⑫,12, 5,Ｌコスモメテオ, 59,川島信, 1.5, 59,   0,  -7,14,136.9,⑤⑥⑥,,,,,,,,,,,,
13,11,Ｈウインメガガｰル, 36,岩田康, 4.5, 20, -15, -27, 9, 54.7, ⑩⑫,13, 8, メイショウオキナ,,西谷誠,10.4,,,, 2,  3.6,⑫⑬⑬,13, 1,Ｏスリｰスウィｰプ, 53,菊地昇, 1.8, 58,  -3,  -2,16,188.4,⑯⑮⑮,,,,,,,,,,,,
14,10,Ｍファンシｰハｰト, 13,藤岡佑, 4.9, 17, -25, -19,11,143.7, ⑭⑭,14,10, マダムウイナｰ,,高井彰,10.4,,,, 6, 17.2,⑭⑭⑭,14,13,Ｉヒカリフォレスト, 62,本田優, 2.0, 55,   0, -10,10, 24.1,⑧⑧⑦,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,15,15,Ｍシルククリムゾン, 54,渡辺薫, 3.0, 48,  -5, -12,15,180.7,⑧⑮⑯,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,16,11,Ｈニシノウラシマ, 65,太宰啓, 4.1, 38,*  2, -35, 5,  9.6,②②⑦,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:+6 ﾚｰｽｱｶﾞﾘ指数:+9 馬場:良(指数:-4),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:70 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:+10 馬場:良(指数:-4),,,,,,,,,,,,ｸﾗｽ上位平均:80 ﾚｰｽﾍﾟｰｽ指数:-11 ﾚｰｽｱｶﾞﾘ指数:+14 馬場:良(指数:-8),,,,,,,,,,,
単勝:160円 複勝:14=110円 13=190円 07=140円 枠連:890円,,,,,,,,,,,,"単勝:2,660円 複勝:11=710円 07=250円 14=290円 枠連:1,340円",,,,,,,,,,,,"単勝:560円 複勝:12=230円 02=540円 10=270円 枠連:3,630円",,,,,,,,,,,,"単勝:640円 複勝:04=230円 01=180円 03=240円 枠連:1,660円",,,,,,,,,,,
馬連:930円 ワイド:13-14=310円 07-14=190円 07-13=650円,,,,,,,,,,,,"馬連:6,230円 ワイド:07-11=2,110円 11-14=2,240円 07-14=730円",,,,,,,,,,,,"馬連:5,390円 ワイド:02-12=1,780円 10-12=1,140円 02-10=2,650円",,,,,,,,,,,,"馬連:1,540円 ワイド:01-04=580円 03-04=720円 01-03=740円",,,,,,,,,,,
"馬単:1,360円 3連複:1,250円",,,,,,,,,,,,"馬単:18,980円 3連複:16,540円",,,,,,,,,,,,"馬単:8,400円 3連複:16,980円",,,,,,,,,,,,"馬単:3,590円 3連複:3,670円 3連単:23,250円",,,,,,,,,,,
■ 2R  芝2000m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1.1,,,,,■ 5R  芝1600m 2 歳新馬(父) 馬齢,,,,,,,,,,,,■ 8R  ダ1400m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2.8,,,,,■11R  芝1800m 3歳上ｵｰﾌﾟﾝ(国) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:-2.7,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ｶｼｵﾍﾟｱｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,10,Ｃロｰズプレステｰジ, 53,武豊  ,, 59,  -5,*  3, 1,  2.4,③③③, 1, 7, アドマイヤオｰラ,---,武豊  ,, 48,*-42,* 22, 1,  2.2, ②②, 1,13,Ｋピサノアルハンブラ, 60,福永祐,, 70,*  6,   4, 1,  3.6, ①①, 1,13,Ｆスｰパｰホｰネット, 83,安部幸,, 76, -17,  29, 6, 15.4, ③③
 2, 8,Ａテンザンコノハナ, 58,角田晃, 0.4, 54,* -3,  -6, 3,  3.9,①②②, 2,10, グッドラックアワｰ,---,福永祐, 0.1, 54, -44,* 25, 2,  2.2, ⑤③, 2, 4,Ｃビッグアラミス, 65,秋山真, 0.0, 75,  -1,* 11, 5,  7.1, ⑧⑧, 2, 2,Ｃホッコｰソレソレｰ, 87,安藤勝, 0.2, 82, -19,* 33, 1,  3.5, ⑨⑦
 3, 1,Ｄマッシヴカイザｰ, 45,小牧太, 0.4, 54,  -7,*  2, 5, 21.2,⑨⑧⑤, 3, 2, シャリバンメイツ,---,千田輝, 0.7, 17,*-40,   8, 6, 31.9, ①①, 3, 8,Ｄアグネスハッピｰ, 64,安藤勝, 0.2, 68,   3,   4, 3,  5.9, ③④, 3, 4,Ｉイｰスタｰ, 78,福永祐, 0.3, 59, -16,  23, 2,  3.8, ③③
 4, 4,Ｂブライトロジック, 55,安藤勝, 1.1, 46,* -3, -19, 2,  2.5,②①①, 4, 4, カミツキ,---,荻野要, 0.7, 29, -44,  16, 4, 14.3, ③③, 4,14,Ｅマｰベラスボｰイ, 64,上野翔, 0.2, 65,*  3,   2,11, 67.6, ③②, 4,11,Ｄアサカディフィｰト, 84,小牧太, 0.3, 93, -21,* 38, 4,  7.3, ⑫⑫
 5, 7,Ｇスズカストロング, 42,生野賢, 1.2, 44,  -5, -14, 4, 11.1,⑤⑥⑤, 5, 3, イイデレインジャｰ,---,秋山真, 0.9, 28, -46,  16, 8, 56.6, ⑤⑥, 5,12,Ｇティラノサウルス, 62,芹沢純, 0.2, 67,*  4,   3, 9, 36.2, ③②, 5, 8,Ｈスズノマｰチ, 81,岩田康, 0.3, 59,*-14,  22, 7, 26.3, ②②
 6, 5,Ｅエリスシチｰ, 45,岩崎祐, 1.3, 43,  -7, -13, 7,136.9,⑤⑥⑦, 6, 8, ヤマニンフィネス,---,佐藤哲, 1.1, 12, -44,   8, 5, 17.8, ③③, 6, 6,Ｊマジックミラｰジュ, 60,武幸四, 0.4, 71,  -4,* 11,13, 85.9, ⑭⑫, 6, 3,Ｍスタｰイレブン, 72,武幸四, 0.4, 52,*-13,  16, 9, 33.0, ①①
 7, 2,Ｆシゲルタックフィリ, 44,田嶋翔, 1.8, 38,  -9, -16, 8,182.8,⑧⑧⑨, 7, 1, ドリｰムフライト,---,和田竜, 1.3, 21, -49,  14, 9, 85.7, ⑧⑨, 7,11,Ｉランドベスト, 61,ルメｰ, 0.7, 65,  -2,   6, 8, 25.4, ⑪⑩, 7,12,Ｅブラックカフェ, 84,ルメｰ, 0.5, 57, -17,  23, 8, 28.4, ⑥⑤
 8, 3,Ｉベストキッド, 28,芹沢純, 2.5, 32,  -5, -36, 6, 90.4,③③④, 8,11, ハンティングダラｰ,---,ルメｰ, 1.5,  9, -45,   5, 3,  8.8, ⑦⑦, 8, 2,Ａスズカデヒア, 70,小牧太, 0.8, 62,  -1,   3, 4,  6.8, ⑧⑧, 8, 6,Ａロジック, 87,武豊  , 0.5, 63, -15,  25, 3,  4.0, ⑤⑤
 9, 6,Ｈメイショウセイラン, 33,飯田祐, 3.1, 28,  -6, -42, 9,201.2,⑦③⑦, 9, 6, カリスマコンコルド,---,安部幸, 1.7, 11, -52,  13,10,151.0, ⑩⑩, 9,15,Ｈダイシンチャンス, 62,太宰啓, 0.8, 71, -10,* 15,12, 68.1, ⑯⑮, 9, 9,Ｂアルビレオ, 87,秋山真, 0.7, 55, -17,  22, 5, 10.7, ⑥⑦
10, 9,Ｊメイショウジライヤ, 19,藤岡佑, 3.5, 26, -10, -39, 9,201.2,⑨⑩⑩,10, 9, ヤマニンガゼボｰ,---,酒井学, 1.8, -3, -47,   3, 7, 42.9, ⑧⑦,10, 3,Ｍメイショウベッサｰ, 52,岩崎祐, 1.0, 62,  -4,   5,16,245.7, ⑬⑫,10, 1,Ｋナイトフライヤｰ, 75,柴原央, 0.7, 57, -20,  24,11, 61.9, ⑥⑨
,,,,,,,,,,,,,,,,,,,,,,,,11, 1,Ｆワンダｰプロ, 63,渡辺薫, 1.1, 60,  -2,   3, 7, 18.5, ⑪⑩,11, 5,Ｊディｰプエアｰ, 77,幸英明, 0.9, 55, -21,  24,12, 69.3, ⑩⑩
,,,,,,,,,,,,,,,,,,,,,,,,12, 7,Ｌイソノサクセス, 58,藤岡佑, 1.1, 58,   1,  -2,14,118.5, ⑦⑥,12,10,Ｌポジションワン, 74,太宰啓, 1.2, 53, -23,  24,13,195.5, ⑫⑫
,,,,,,,,,,,,,,,,,,,,,,,,13, 9,Ｏオｰキッドコｰト, 46,岩田康, 1.4, 55,   2,  -5, 2,  4.9, ⑥⑥,13, 7,Ｇエリモマキシム, 83,四位洋, 1.3, 46, -20,  19,10, 36.8, ⑩⑩
,,,,,,,,,,,,,,,,,,,,,,,,14,16,Ｂペプチドジャスパｰ, 67,武英智, 1.6, 53,*  5, -11, 6,  8.7, ②④,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,15,10,Ｐベンガルシチｰ, 45,安部幸, 2.1, 49,  -8,  -1,15,220.2, ⑮⑮,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,16, 5,Ｎフサイチアイビｰ, 49,四位洋, 3.7, 39,  -1, -24,10, 42.4, ⑩⑭,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:59 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:+5 馬場:良(指数:-7),,,,,,,,,,,,ｸﾗｽ上位平均:56 ﾚｰｽﾍﾟｰｽ指数:-30 ﾚｰｽｱｶﾞﾘ指数:+26 馬場:良(指数:-8),,,,,,,,,,,,ｸﾗｽ上位平均:70 ﾚｰｽﾍﾟｰｽ指数:+5 ﾚｰｽｱｶﾞﾘ指数:+13 馬場:良(指数:-5),,,,,,,,,,,,ｸﾗｽ上位平均:87 ﾚｰｽﾍﾟｰｽ指数:-23 ﾚｰｽｱｶﾞﾘ指数:+19 馬場:良(指数:-8),,,,,,,,,,,
単勝:240円 複勝:10=130円 08=130円 01=300円 枠連:370円,,,,,,,,,,,,単勝:220円 複勝:07=110円 10=110円 02=310円 枠連:190円,,,,,,,,,,,,"単勝:360円 複勝:13=150円 04=180円 08=190円 枠連:1,070円",,,,,,,,,,,,"単勝:1,540円 複勝:13=350円 02=150円 04=140円 枠連:1,790円",,,,,,,,,,,
馬連:510円 ワイド:08-10=210円 01-10=560円 01-08=550円,,,,,,,,,,,,馬連:210円 ワイド:07-10=120円 02-07=670円 02-10=600円,,,,,,,,,,,,"馬連:1,170円 ワイド:04-13=460円 08-13=610円 04-08=660円",,,,,,,,,,,,"馬連:2,410円 ワイド:02-13=810円 04-13=940円 02-04=280円",,,,,,,,,,,
"馬単:900円 3連複:1,700円",,,,,,,,,,,,"馬単:460円 3連複:1,050円",,,,,,,,,,,,"馬単:2,020円 3連複:2,550円",,,,,,,,,,,,"馬単:6,220円 3連複:2,790円 3連単:23,550円",,,,,,,,,,,
■ 3R  芝1200m 2 歳新馬 馬齢,,,,,,,,,,,,■ 6R  ダ1400m 2 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3.1,,,,,■ 9R  ダ1800m 3歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:-1.9,,,,,■12R  ダ1400m 3歳上1000万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-5.6,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,花背特別,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 3, フロントダッシュ,---,本田優,, 42, -20,   2, 6, 28.0, ③③, 1, 5,Ｅトロピカルライト, 57,福永祐,, 73,* -3,* 11, 2,  3.5, ①①, 1, 8,Ａタガノシャンハイ, 82,小牧太,, 79,* -3,* 20, 2,  3.0,②②②, 1, 4,Ｄスプリングボｰド, 70,福永祐,, 74,  -6,* 15, 7, 22.3, ⑫⑫
 2, 9, ライフストリｰム,---,武豊  , 0.2, 38,*-17,  -5, 2,  2.5, ②②, 2, 4,Ｂコンゴウダイオｰ, 70,岩田康, 0.6, 68,  -7,* 10, 3,  5.6, ⑦⑥, 2, 1,Ｂマコトスペリオル, 78,和田竜, 0.4, 74,  -5,* 17, 3,  7.7,③④③, 2, 8,Ｆシュンキ, 68,川原正, 0.1, 71,  -5,* 13, 5, 12.9, ⑨⑩
 3, 7, ノボリシスタｰ,---,川原正, 0.3, 37,*-15,  -8, 8, 50.0, ①①, 3, 1,Ｊナムラカゲトラ, 47,秋山真, 1.0, 62,  -9,*  8, 7, 27.9, ⑪⑩, 3, 6,Ｇシュンサイ, 72,武幸四, 0.6, 67,* -3,  12, 5, 19.2,①①①, 3,11,Ｈアイシｰスズカ, 68,岩田康, 0.2, 73,  -8,* 16, 3,  5.8, ⑮⑭
 4, 4, タイムブレイカｰ,---,福永祐, 0.6, 32, -23,  -5, 1,  2.4, ⑤⑤, 4, 8,Ｃハタノワイズ, 70,安藤勝, 1.0, 59,  -6,   5, 4,  6.1, ③③, 4,12,Ｃマルブツリｰド, 75,武豊  , 0.9, 70,  -6,  16, 1,  2.3,⑨⑦⑥, 4,10,Ｃブライティアカｰム, 70,四位洋, 0.4, 66,  -5,  10,12, 60.4, ⑨⑧
 5, 1, コｰリングユｰ,---,ルメｰ, 0.6, 41, -42,* 15, 4,  8.0, ⑪⑪, 5, 6,Ａステニスハｰト, 71,武豊  , 1.3, 54,* -4,   0, 1,  2.4, ②②, 5,13,Ｆホｰマンジュピタｰ, 73,岩田康, 0.9, 73,  -8,* 19, 4,  8.3,⑪⑩⑨, 5,14,Ｅサンデｰサンライズ, 68,ルメｰ, 0.5, 62,* -1,   4, 4,  7.0, ③③
 6,11, マルブツグロｰリア,---,岩田康, 0.6, 35, -36,*  8, 7, 34.4, ⑩⑩, 6,10,Ｋヴィンテｰジライン, 45,船曳文, 1.7, 48,  -8,  -3, 9, 68.9, ⑤⑥, 6, 3,Ｄイセノイチ, 73,秋山真, 1.2, 63,  -6,  12,11, 54.1,⑦⑦⑤, 6, 7,Ｇナリタジュｰン, 68,石橋守, 0.5, 61,*  1,   3, 8, 33.9, ②②
 7,10, ブライトネスバイオ,---,安部幸, 0.7, 32, -20,  -9, 3,  7.3, ③③, 7, 3,Ｄテイエムホｰプフル, 65,和田竜, 2.0, 47,  -6,  -5, 8, 36.6, ③③, 7, 7,Ｅルポルタｰジュ, 73,渡辺薫, 1.2, 64,  -7,  13, 6, 30.3,⑦⑦⑨, 7, 5,Ａグランプリオｰロラ, 74,武豊  , 0.6, 62,  -4,   6, 1,  2.9, ⑥⑥
 8, 2, ニホンピロシェリｰ,---,小牧太, 0.7, 30, -31,   2, 5, 13.9, ⑨⑦, 8, 7, トミノハマチャン,---,安部幸, 2.1, 47,  -9,  -2,11,151.6, ⑪⑨, 8,16,Ｍシャイニングピアス, 68,船曳文, 1.4, 66, -11,* 16,16,227.0,⑭⑮⑮, 8, 9,Ｎビクトリアメｰク, 62,小林徹, 0.6, 64,  -7,  10,13,146.6, ⑭⑫
 9, 6, タカオストロング,---,野元昭, 1.2, 25, -28,  -9,11,297.9, ⑦⑦, 9,11,Ｇサイキックダイブ, 50,幸英明, 2.1, 46,  -7,  -4,10, 78.1, ⑦⑥, 9, 2,Ｊヤマトスプリンタｰ, 70,佐藤哲, 1.4, 68,  -8,  16, 8, 39.0,⑫⑬⑫, 9,13,Ｉキタサンラブソング, 67,幸英明, 0.8, 59,  -4,   5, 9, 42.3, ⑨⑥
10, 5, リング,---,田村太, 1.2, 20, -30, -11,10,159.5, ⑦⑦,10, 2, レｰザｰウイング,---,川原正, 2.3, 46, -13,   1,13,315.7, ⑬⑬,10,14,Ｋマルブツランナｰ, 69,安部幸, 1.6, 56,* -4,   5,14,167.8,③③③,10, 6,Ｂフォルテピアノ, 71,小牧太, 0.9, 58,  -3,   3, 2,  3.3, ④③
11, 8, クリノビッグタイム,---,幸英明, 2.2,-46, -23, -30, 9,157.1, ⑤⑤,11,13,Ｉエｰシンエｰケｰ, 49,野元昭, 2.4, 44,  -7,  -8, 5, 18.4, ⑤⑤,11,11,Ｈハスフェル, 72,川原正, 1.6, 64,  -9,  15,10, 41.9,⑯⑬⑫,11, 2,Ｋカレンママ, 65,秋山真, 1.2, 54,  -4,   1,10, 49.0, ⑦⑧
,,,,,,,,,,,,12, 9,Ｈウルワシノハナ, 50,太宰啓, 3.2, 40,  -8, -14, 6, 18.6, ⑦⑩,12, 5,Ｐボｰナスフィｰバｰ, 64,福永祐, 1.6, 56,  -6,   7, 9, 39.9,⑤⑥⑥,12, 3,Ｍツルミトゥインクル, 62,和田竜, 1.4, 53,* -1,  -4,11, 51.9, ④③
,,,,,,,,,,,,13,12,Ｆツカサラッキｰ, 51,本田優, 3.4, 40,  -7, -17,12,189.4, ⑦⑩,13,10,Ｏフミノトップヘイロ, 65,本田優, 1.7, 58,  -9,  11,15,182.4,⑨⑫⑭,13,12,Ｌシルキｰアゲイン, 63,安部幸, 1.4, 53,  -7,   2,14,228.4, ⑫⑭
,,,,,,,,,,,,,,,,,,,,,,,,14, 4,Ｎテイエムハｰン, 65,石橋守, 1.9, 60, -11,  14,12, 81.5,⑭⑮⑮,14, 1,Ｊスクリｰマｰ, 66,安藤勝, 1.9, 51,*  1, -12, 6, 20.6, ①①
,,,,,,,,,,,,,,,,,,,,,,,,15,15,Ｌストロングドン, 68,小原義, 2.1, 52,  -8,   6,13,101.0,⑫⑩⑨,15,15,Ｏスペシャライズ, 60,川島信, 3.6, 31,  -4, -22,15,288.7, ⑦⑩
,,,,,,,,,,,,,,,,,,,,,,,,16, 9,Ｉバリｰバｰン, 71,芹沢純, 2.1, 52,  -5,   2, 7, 33.6,⑤④⑥,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:56 ﾚｰｽﾍﾟｰｽ指数:-8 ﾚｰｽｱｶﾞﾘ指数:+15 馬場:良(指数:-7),,,,,,,,,,,,ｸﾗｽ上位平均:67 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:+14 馬場:良(指数:-4),,,,,,,,,,,,ｸﾗｽ上位平均:79 ﾚｰｽﾍﾟｰｽ指数:-13 ﾚｰｽｱｶﾞﾘ指数:+16 馬場:良(指数:-5),,,,,,,,,,,,ｸﾗｽ上位平均:77 ﾚｰｽﾍﾟｰｽ指数:-8 ﾚｰｽｱｶﾞﾘ指数:+11 馬場:良(指数:-4),,,,,,,,,,,
"単勝:2,800円 複勝:03=430円 09=140円 07=540円 枠連:3,380円",,,,,,,,,,,,"単勝:350円 複勝:05=170円 04=200円 01=540円 枠連:1,330円",,,,,,,,,,,,"単勝:300円 複勝:08=140円 01=230円 06=410円 枠連:1,010円",,,,,,,,,,,,"単勝:2,230円 複勝:04=510円 08=370円 11=210円 枠連:1,230円",,,,,,,,,,,
"馬連:2,330円 ワイド:03-09=830円 03-07=3,900円 07-09=1,130円",,,,,,,,,,,,"馬連:1,230円 ワイド:04-05=460円 01-05=1,620円 01-04=1,460円",,,,,,,,,,,,"馬連:1,260円 ワイド:01-08=460円 06-08=650円 01-06=1,700円",,,,,,,,,,,,"馬連:8,330円 ワイド:04-08=2,470円 04-11=1,890円 08-11=1,070円",,,,,,,,,,,
"馬単:7,550円 3連複:11,810円",,,,,,,,,,,,"馬単:2,430円 3連複:5,760円",,,,,,,,,,,,"馬単:2,090円 3連複:4,860円 3連単:18,320円",,,,,,,,,,,,"馬単:20,350円 3連複:18,100円 3連単:147,400円",,,,,,,,,,,
,※同着があったレｰスの払戻情報はスペｰスの関係上､同着分を省略しています｡,,,,,,,,,,,,,,,,,,,,,,,,※同着があったレｰスの払戻情報はスペｰスの関係上､同着分を省略しています｡,,,,,,,,,,,,,,,,,,,,,,
