06年10月28日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,06年10月28日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1200m 2 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:9.0,,,,,■ 4R  ダ1150m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2.9,,,,,■ 7R  ダ2400m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-5.3,,,,,■10R  芝2000m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2.4,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,奥只見特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 7,Ｂジョウノオアシス, 61,中舘英,, 56,   5,  -8, 1,  2.1, ④⑤, 1, 4,Ｆリバレンスハｰバｰ, 49,中村将,, 59,   2,* -2, 4,  8.0, ④③, 1,13,Ｆハイエンドクォｰツ, 61,赤木高,, 82,*  2,* 19, 2,  4.2,⑭④②, 1, 1,Ｅシンボリモｰガン, 65,塚田祥,, 77,   6,* 14, 5,  7.6,⑤⑤③
 2,12,Ｊトｰセンダッシュ, 42,江田照, 0.2, 53,   5, -11, 9, 42.7, ④②, 2, 9,Ａアルマｰジ, 64,イネス, 0.3, 62,*  7,  -6, 1,  2.2, ①①, 2,14,Ｂオｰスミダンスイン, 63,江田照, 0.2, 77,*  4,* 15, 1,  2.6,②①①, 2, 3,Ｆサントニｰビン, 60,難波剛, 0.1, 76,   5,* 14, 4,  6.8,⑧⑤⑥
 3,11,Ｄラストベガ, 58,スボリ, 0.2, 48,  -4,* -2, 2,  3.8, ⑫⑩, 3, 7,Ｋエアバラカ, 34,武士沢, 0.5, 54,   0,* -2,12,189.2, ⑦⑤, 3, 7,Ｅマルブツクロス, 62,大野拓, 1.4, 64,   1,   7, 6, 11.1,⑤⑥⑤, 3,10,Ａグランロワイヤル, 73,鮫島良, 0.1, 76,*  7,  10, 1,  2.4,④②②
 4, 4,Ｍハイギアチェンジ, 22,村田一, 0.3, 48, -11,*  3,13,196.3, ⑬⑬, 4, 1, カウントオンミｰ,---,スボリ, 0.6, 59,*  7,  -9, 9, 72.1, ②②, 4, 2,Ｇトｰセンマウンテン, 56,加藤士, 1.5, 65,   3,   6, 9, 51.0,⑩④⑥, 4, 2,Ｂミヤコノカｰン, 73,村田一, 0.2, 75,   6,  11, 2,  4.3,⑦⑤③
 5,10,Ｋテイクマイアイズ, 40,イネス, 0.3, 50,   4, -11, 6, 22.1, ④⑥, 5,15,Ｊエｰルチェリｰ, 35,古川吉, 1.1, 46,  -5,  -4,11,147.3, ⑨⑨, 5, 4,Ａクリスタルバッハ, 65,塚田祥, 2.0, 58,*  2,  -1, 4,  7.8,⑤②②, 5, 5,Ｃイナズマイｰジス, 69,中舘英, 0.8, 67,*  7,  -1, 3,  5.0,③②①
 6, 9,Ｇキルシュブリュｰテ, 49,小島太, 0.4, 43,  -3, -10,10, 63.4, ⑩⑩, 6,14,Ｃパッションルンバ, 56,小林淳, 1.2, 45,  -3,  -6, 5,  9.3, ⑧⑧, 6, 1,Ｍカツイチヴィｰナス, 38,鈴来直, 2.0, 63,   0,   7,12, 94.1,⑧⑩⑨, 6, 6,Ｊドレックセル, 55,江田照, 0.9, 66,   4,   3, 7, 46.6,⑧⑨⑧
 7, 5,Ｉチュｰイングサイン, 43,塚田祥, 0.4, 45,   1, -12, 8, 36.9, ⑦⑦, 7, 5,Ｂリキアイファイト, 59,松田大, 2.0, 42,   4, -20, 2,  4.8, ④⑤, 7, 8,Ｄメジロハックマン, 63,小林淳, 2.3, 57,*  4,  -4, 3,  6.4,③②②, 7, 9,Ｉカネマサスピｰディ, 56,野元昭, 1.2, 63,   5,  -1, 9, 68.6,⑧⑨⑧
 8, 2,Ｈエルウェｰマシェリ, 44,北村友, 0.6, 40,  -5, -11,11, 69.3, ⑪⑩, 8, 2,Ｈレストレスハｰト, 42,村田一, 2.1, 38,  -8, -11, 3,  5.3, ⑩⑨, 8, 9,Ｈワンダｰブレベスト, 54,鮫島良, 2.8, 56,  -2,   2, 8, 38.3,③⑪⑩, 8, 4,Ｈゼウスワンダｰ, 57,赤木高, 2.0, 55,   5, -14,10, 75.0,⑤⑤⑧
