06年 9月23日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,06年 9月23日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1200m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4.0,,,,,■ 4R  芝2800m 3歳上未勝利 定量,,,,,,,,,,,,■ 7R  ダ1000m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-3.6,,,,,■10R  芝1800m 3歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:-3.8,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,夕月特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 8,Ｄエｰシンエｰユｰ, 51,川田将,, 52, -16,   7, 1,  4.0, ③③, 1,10, ダイゴシラギク,,小坂忠,,,,, 1,  2.7,②①①, 1,10,Ａレジｰナガｰル, 73,岩田康,, 71,* 13,   3, 1,  1.9, ①①, 1,10,Ｄベルジュｰル, 75,鮫島良,, 80,  -2,* 20, 5,  8.4,⑧⑧⑦
 2, 5,Ｅタニノロッキｰ, 48,武豊  , 0.2, 54, -26,* 14, 5,  7.0, ⑩⑨, 2, 8, ゼンノソロモン,,北沢伸, 0.2,,,, 2,  3.9,⑤②②, 2,11,Ｐシｰグランジャｰ, 50,秋山真, 0.2, 71,  -1,  10,14,177.2, ⑥⑥, 2,11,Ｅトｰワクリスタル, 74,渡辺薫, 0.1, 74,   2,  15, 4,  6.0,⑧⑤④
 3,11,Ａコアレスリｰヴァ, 69,上村洋, 0.2, 46,*-13,   1, 4,  5.6, ②②, 3,11, メイショウピュｰマ,,嘉堂信, 1.4,,,, 4,  9.5,⑤⑥⑤, 3, 5,Ｊフジヤマスウィｰプ, 58,小牧太, 0.5, 66,  -5,   9, 3,  9.5, ⑧⑦, 3,14,Ｃプリティプリンセス, 75,秋山真, 0.4, 67,   0,  10, 9, 21.3,④⑤⑤
 4, 9,Ｋスｰパｰヴァイザｰ, 40,佐藤哲, 0.4, 46, -23,   7,12,147.1, ⑨⑨, 4,14, カネトシパワフル,,金折知, 1.6,,,, 3,  5.3,③③③, 4, 2,Ｈグランディバロｰズ, 59,佐藤哲, 0.7, 63,  -8,   9,10, 36.4, ⑨⑨, 4, 4,Ｉサイレンスゴｰルド, 70,安藤勝, 0.4, 73,  -3,* 17, 8, 19.4,⑫⑩⑪
 5,12,Ｂクロオビ, 58,渡辺薫, 0.5, 42, -19,   3, 3,  4.8, ⑥⑥, 5, 3, メイショウハｰデス,,白浜雄, 1.6,,,,10, 52.9,⑩⑨⑦, 5,13,Ｍキャントンガｰル, 55,川田将, 0.8, 62, -11,  10, 7, 26.8, ⑩⑪, 5,13,Ｇファランドｰル, 73,川田将, 0.5, 63,*  2,   6, 3,  5.6,⑦③②
 6, 7,Ｍバクシンセイコｰ, 28,中村将, 0.6, 36,*-13,  -9, 7, 34.3, ①①, 6,13, センティｰレ,,白坂聡, 2.1,,,, 9, 32.8,①③④, 6, 7,Ｆアルファルド, 60,中舘英, 0.8, 63, -14,* 12, 8, 28.0, ⑬⑪, 6, 2,Ｎラッセルバロｰズ, 37,岩田康, 0.8, 65,  -2,  11, 2,  4.9,⑪⑩⑧
 7, 3,Ｊマルタカブロイド, 40,池添謙, 0.6, 39, -16,  -2,11,106.0, ③③, 7, 6, シゲルフドウカブ,,今村康, 2.1,,,, 7, 21.3,⑦⑤⑤, 7, 4,Ｌセフティバｰニング, 56,幸英明, 0.9, 58,   5,  -1,13,109.7, ④④, 7, 6,Ａホシノプレゼント, 80,和田竜, 0.8, 59,*  4,  -1, 6,  9.5,①①①
 8, 1,Ｈヤマノブルｰグラス, 46,服部剛, 0.7, 40, -26,   6,10, 72.7, ⑩⑨, 8, 4, シロキタトウコン,,田中亮, 2.8,,,, 8, 24.6,⑨⑩⑩, 8,12,Ｉセレスブルック, 59,和田竜, 1.1, 54,* 11,  -8, 5, 13.9, ②②, 8, 8,Ｂレガシｰエンプレス, 75,太宰啓, 0.9, 65,  -6,  13,12, 86.5,⑬⑭⑭
