06年 3月 5日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,06年 3月 5日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1.6,,,,,■ 4R  芝2000m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-3.8,,,,,■ 7R  ダ1200m 3 歳500万 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1.4,,,,,■10R  芝1200m 4歳上1000万 別定,,,,,,,出走馬ﾚﾍﾞﾙ:1.3,,,,
 9,11,Ｍファイアｰワｰクス, 30,川島信, 1.7, 48,  -8,  -8,11,119.2,⑥⑤⑥, 9,13,Ｈメイショウダンケン, 45,渡辺薫, 1.3, 46,*  4, -32,12,112.4,②③③, 9,10,Ｈインテリアワｰド, 59,川島信, 0.9, 56,   6, -12, 9, 52.7, ⑤⑤, 9,10,Ａアンティｰクコイン, 82,福永祐, 0.6, 73,   3,   8, 4,  7.6, ⑬⑪
10, 4,Ｆスマｰトビジョン, 48,佐藤哲, 1.7, 49,  -9,  -4, 9, 40.7,⑩⑩⑨,10,15,Ａシャイニｰボｰイ, 58,川島信, 1.3, 47,  -4,*-13, 5, 10.1,⑯⑭⑭,10,12, スピｰドタッチ,---,北村友, 0.9, 50,  -4,  -5,14,296.4, ⑪⑫,10, 2,Ｆマチカネエテンラク, 78,古川吉, 0.8, 69,   9,  -1, 9, 24.5, ⑦⑩
11, 2,Ｅウォｰタｰトリトン, 48,菊地昇, 1.8, 47,* -7, -11, 7, 17.9,②③③,11, 4,Ｄコスモマゼンタ, 53,安部幸, 1.4, 46,  -6,*-11, 6, 18.7,⑫⑭⑭,11, 4,Ａアグネストラベル, 74,鮫島良, 1.1, 48,  -3,  -8, 2,  3.1, ⑨⑩,11, 7,Ｍエｰティｰホｰオｰ, 73,安部幸, 0.8, 69,  -1,* 10,12, 29.9, ⑮⑬
12, 5,Ｌラッキｰジンクス, 39,上村洋, 2.5, 44, -11,  -8,12,139.6,⑪⑫⑪,12, 6,Ｍテイエムファイト, 37,荻野要, 1.6, 43,  -1, -25,14,249.9,⑧⑧⑧,12,14,Ｌオｰメドック, 51,和田竜, 1.2, 53,   8, -17,12,180.0, ③④,12, 9,Ｇコスモフォｰチュン, 75,佐藤哲, 0.8, 68,   2,   7, 2,  5.4, ⑫⑬
13,13,Ｉカリスマヒロノオｰ, 44,田嶋翔, 4.2, 27, -10, -27,13,229.2,⑥⑦⑬,13, 1,Ｏシベリアンロｰゼズ, 27,川原正, 1.6, 42,  -4, -19,13,207.4,⑩⑫⑭,13,13,Ｍチャｰミｰフラワｰ, 49,福永祐, 1.2, 53,   4, -13,13,192.4, ⑦⑦,13,15,Ｈキョウワロアリング, 75,飯田祐, 1.1, 62,  -2,   5,10, 28.5, ⑯⑯
,,,,,,,,,,,,14, 8,Ｐタカアラシ, 10,上村洋, 1.7, 44,  -4, -20,11, 92.3,⑭⑫⑧,14, 9,Ｉヤマカツアンナ, 54,池添謙, 1.2, 54,* 10, -19, 4,  9.6, ②②,14, 6,Ｉリッカバクシンオ, 75,池添謙, 1.6, 59,  16, -19, 7, 10.0, ②④
,,,,,,,,,,,,15,16,Ｊマイネアトリｰチェ, 38,小林徹, 2.5, 34,  -4, -32,16,426.8,⑮⑭⑫,,,,,,,,,,,,,15, 1,Ｎメイショウリオン, 72,小林徹, 1.7, 60,* 19, -24,15, 68.0, ②②
,,,,,,,,,,,,16,12,Ｎドリｰムステｰジ, 28,和田竜, 2.7, 31,  -1, -41,15,344.2,⑧⑧⑧,,,,,,,,,,,,,16,14,Ｐナリタレインボウ, 64,渡辺薫, 1.7, 54,   1,  -7,16,236.8, ⑬⑬
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:-0 ﾚｰｽｱｶﾞﾘ指数:+14 馬場:良(指数:2),,,,,,,,,,,,ｸﾗｽ上位平均:64 ﾚｰｽﾍﾟｰｽ指数:+7 ﾚｰｽｱｶﾞﾘ指数:-8 馬場:良(指数:4),,,,,,,,,,,,ｸﾗｽ上位平均:71 ﾚｰｽﾍﾟｰｽ指数:+13 ﾚｰｽｱｶﾞﾘ指数:-0 馬場:良(指数:3),,,,,,,,,,,,ｸﾗｽ上位平均:80 ﾚｰｽﾍﾟｰｽ指数:+10 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:良(指数:3),,,,,,,,,,,
単勝:580円 複勝:08=210円 06=310円 09=130円 枠連:880円,,,,,,,,,,,,単勝:310円 複勝:09=150円 10=150円 02=590円 枠連:590円,,,,,,,,,,,,"単勝:1,080円 複勝:03=440円 06=630円 11=310円 枠連:2,090円",,,,,,,,,,,,"単勝:700円 複勝:12=280円 05=620円 11=320円 枠連:1,240円",,,,,,,,,,,
"馬連:6,370円 ワイド:06-08=1,790円 08-09=290円 06-09=440円",,,,,,,,,,,,"馬連:560円 ワイド:09-10=280円 02-09=1,410円 02-10=1,700円",,,,,,,,,,,,"馬連:14,810円 ワイド:03-06=3,580円 03-11=1,800円 06-11=2,690円",,,,,,,,,,,,"馬連:6,870円 ワイド:05-12=2,660円 11-12=1,080円 05-11=2,790円",,,,,,,,,,,
"馬単:12,230円 3連複:3,520円",,,,,,,,,,,,"馬単:1,220円 3連複:5,560円",,,,,,,,,,,,"馬単:17,390円 3連複:34,800円",,,,,,,,,,,,"馬単:12,190円 3連複:15,810円 3連単:95,650円",,,,,,,,,,,
■ 2R  ダ1200m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1.7,,,,,■ 5R  ダ1400m 3 歳新馬(牝) 馬齢,,,,,,,,,,,,■ 8R  ダ1800m 4歳上500万 別定,,,,,,,出走馬ﾚﾍﾞﾙ:0.3,,,,,■11R  ダ1800m 4歳上ｵｰﾌﾟﾝ ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:-1.4,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,仁川ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,14,Ｂスｰパｰマルトク, 53,太宰啓,, 61,   3,* -5, 1,  3.8, ⑥④, 1,11, キルシュワッサｰ,---,上村洋,, 54,*  4, -16, 1,  3.0, ②①, 1,13,Ａサクラキングダム, 75,岩田康,, 70,* -2,*  7, 1,  1.5,⑤⑤②, 1, 6,Ａエンシェントヒル, 90,福永祐,, 89,  11,* 17, 4,  6.5,⑫⑬⑬
 2,10,Ａペプチドジャスミン, 55,小坂忠, 0.3, 59,   6, -11, 9, 41.1, ③①, 2,12, リトルイライザ,---,小林徹, 0.1, 52,  -2,*-10,13, 74.5, ⑦⑤, 2,10,Ｉスタｰピアス, 60,幸英明, 0.7, 60,* -1,  -2, 4, 15.1,①①①, 2, 7,Ｇヒシアトラス, 86,藤田伸, 0.0, 94,  17,  10, 2,  4.5,⑤⑤③
 3, 1,Ｄタキオンシチｰ, 51,福永祐, 0.4, 56,   2,  -8, 5,  6.8, ⑧⑦, 3, 3, ホネマデアイシテ,---,安部幸, 0.8, 45,  -2, -16, 5, 12.8, ⑨⑧, 3, 7,Ｈキｰステｰジ, 60,佐藤哲, 0.7, 61,* -2,  -1, 9, 40.5,④③②, 3, 8,Ｄクワイエットデイ, 87,幸英明, 0.4, 86,  13,   7, 6,  9.5,⑦⑦⑥
 4, 9,Ｅシルククリムゾン, 50,上村洋, 0.6, 56,*  7, -15, 3,  6.1, ①①, 4, 7, シルクルｰセント,---,福永祐, 0.9, 44,  -2, -17, 2,  4.3, ⑦⑦, 4,12,Ｂグランドパルファン, 73,和田竜, 0.9, 60,  -3,  -1, 2,  5.3,⑦⑥④, 4,10,Ｃオｰガストバイオ, 87,岩田康, 0.4, 86,  12,   9, 1,  4.4,⑧⑨⑧
 5, 5,Ｆエｰケｰリｰプ, 49,安部幸, 0.7, 52,  -2,* -7,10, 47.1, ⑨⑨, 5, 5, ヤマニンビｰミング,---,飯田祐, 0.9, 43,  -6,*-13,15,112.8, ⑪⑪, 5, 1,Ｃスカイウイング, 66,北村友, 1.1, 53,  -4,  -4, 8, 38.9,③③⑤, 5, 2,Ｏプライドキム, 75,本田優, 0.5, 85,* 17,   0,12, 53.2,②②①
 6, 4,Ｎバンブｰブンデス, 21,川島信, 0.8, 51,  -2,  -8,12,247.1, ⑨⑧, 6, 4, ベルベティｰン,---,川原正, 1.2, 39, -11,* -9,11, 56.6, ⑮⑮, 6, 9,Ｋツルミベレイザ, 55,川原正, 1.2, 61,  -7,*  5,10, 73.0,⑫⑫⑪, 6, 5,Ｈハｰドクリスタル, 86,渡辺薫, 0.8, 84,* 17,   0, 3,  5.4,⑤③③
 7,12,Ｊマヤノモノノケヒメ, 42,池添謙, 1.0, 47,  -4,  -9,11, 48.5, ⑨⑪, 7,15, ブルｰミングデイズ,---,鮫島良, 1.5, 36,   0, -29, 8, 29.6, ③③, 7, 4,Ｅアグネスヘルメス, 62,池添謙, 1.2, 56,  -3,  -3, 3,  9.8,⑨⑥⑦, 7,14,Ｂベラｰジオ, 89,池添謙, 0.8, 83,  12,   8, 5,  7.2,⑭⑪⑪
 8, 7,Ｃラスカルデュｰク, 53,幸英明, 1.2, 48,   6, -20, 7,  9.8, ④⑥, 8,14, キャッチアシｰフ,---,池添謙, 1.5, 37,  -7, -17, 7, 18.3, ⑪⑪, 8, 6,Ｊトウショウコｰラル, 57,高橋智, 1.2, 56,  -4,  -2, 7, 27.2,⑩⑥⑧, 8, 9,Ｋアルファフォｰレス, 83,川原正, 0.9, 81,* 15,  -3, 8, 21.5,③③③
 9, 3,Ｋマイネルタフティ, 33,川原正, 1.8, 37,  -9, -12, 8, 26.7, ⑨⑫, 9, 8, フレンチアロマ,---,和田竜, 1.7, 35,  -2, -26, 9, 31.4, ⑤⑧, 9, 3,Ｆスナｰクエベレスト, 62,太宰啓, 1.3, 57,  -5,   0,11,121.9,⑧⑩⑨, 9,13,Ｊタイギャラント, 85,佐藤哲, 1.1, 78,  10,   4,14,181.6,⑩⑪⑪
10, 6,Ｉデライトホｰラｰ, 43,飯田祐, 1.8, 44,*  8, -27, 2,  5.7, ①①,10,10, リキアイコンドル,---,太宰啓, 1.8, 35,  -9, -18, 4,  6.6, ⑭⑬,10, 8,Ｄキシュウレディ, 63,安部幸, 1.5, 56,  -5,  -1, 5, 18.3,⑩⑩⑨,10, 3,Ｅシロキタゴッドラン, 86,和田竜, 1.2, 80,  12,   1, 9, 25.7,⑩⑨⑧
11,13,Ｇニホンピロルｰジュ, 48,藤田伸, 1.9, 41,   5, -26, 6,  7.3, ④④,11,16, イサミフラワｰ,---,服部剛, 1.9, 35,   0, -29,10, 34.9, ⑤⑥,11,11,Ｌサンレイスキャン, 53,渡辺薫, 2.3, 45,* -2, -16, 6, 20.2,②②⑤,11,12,Ｍテンケイ, 81,畑端省, 1.3, 76,   6,   8,15,196.1,⑮⑮⑭
12,11,Ｌセレスダｰリング, 32,古川吉, 2.3, 33, -11, -15,14,550.0, ⑬⑬,12, 6, インナｰヴィジョン,---,川島信, 2.3, 32,   1, -35, 3,  5.9, ③③,12, 5,Ｇタガノスナイパｰ, 60,鮫島良, 2.5, 44,  -8,  -9,13,199.5,⑫⑫⑬,12, 4,Ｆハギノベルテンポ, 86,安部幸, 1.4, 78,  10,   6,11, 44.2,⑫⑬⑭
13, 8,Ｈブルｰブラック, 46,鮫島良, 2.6, 29,  -1, -30, 4,  6.6, ⑦⑨,13, 9, アｰスジャンヌ,---,小坂忠, 2.6, 27,  -9, -26,16,142.4, ⑬⑬,13, 2,Ｍプラントボｰイ, 51,小林徹, 5.1, 20,  -4, -37,12,192.2,⑥⑥⑫,13, 1,Ｌエｰピｰフラッシュ, 82,古川吉, 1.4, 77,  13,  -4,10, 42.4,⑧⑦⑥
14, 2,Ｍコシズイッツ, 25,田嶋翔, 3.0, 25, -14, -19,13,250.8, ⑭⑭,14, 1, テｰルウィンド,---,佐藤哲, 3.7, 15, -15, -28,14, 78.3, ⑯⑯,,,,,,,,,,,,,14,15,Ｎバアゼルキング, 78,鮫島良, 1.7, 72,  13,  -8,13, 82.5,③⑤⑧
,,,,,,,,,,,,15,13, プラチナマリン,---,岩田康, 3.9, 17,  -5, -43, 6, 14.0, ⑩⑧,,,,,,,,,,,,,15,11,Ｉエイシンハンプトン, 86,小林徹, 2.3, 72,* 17, -17, 7, 19.3,①①①
,,,,,,,,,,,,16, 2, ブライティアビスタ,---,幸英明, 3.9, 18,*  4, -55,12, 63.0, ①①,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:+17 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:良(指数:2),,,,,,,,,,,,ｸﾗｽ上位平均:54 ﾚｰｽﾍﾟｰｽ指数:+18 ﾚｰｽｱｶﾞﾘ指数:-3 馬場:良(指数:2),,,,,,,,,,,,ｸﾗｽ上位平均:70 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:+4 馬場:良(指数:3),,,,,,,,,,,,ｸﾗｽ上位平均:88 ﾚｰｽﾍﾟｰｽ指数:+10 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:良(指数:2),,,,,,,,,,,
単勝:380円 複勝:14=150円 10=760円 01=240円 枠連:590円,,,,,,,,,,,,"単勝:300円 複勝:11=150円 12=1,630円 03=460円 枠連:12,590円",,,,,,,,,,,,単勝:150円 複勝:13=110円 10=240円 07=630円 枠連:440円,,,,,,,,,,,,"単勝:650円 複勝:06=300円 07=200円 08=270円 枠連:2,080円",,,,,,,,,,,
"馬連:4,680円 ワイド:10-14=1,490円 01-14=600円 01-10=2,780円",,,,,,,,,,,,"馬連:11,200円 ワイド:11-12=2,970円 03-11=930円 03-12=13,310円",,,,,,,,,,,,"馬連:840円 ワイド:10-13=320円 07-13=1,020円 07-10=2,640円",,,,,,,,,,,,"馬連:2,020円 ワイド:06-07=970円 06-08=1,300円 07-08=1,030円",,,,,,,,,,,
"馬単:6,820円 3連複:7,290円",,,,,,,,,,,,"馬単:18,030円 3連複:61,440円",,,,,,,,,,,,"馬単:1,050円 3連複:6,290円",,,,,,,,,,,,"馬単:3,670円 3連複:6,180円 3連単:26,000円",,,,,,,,,,,
■ 3R  ダ1400m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1.0,,,,,■ 6R  芝2000m 3 歳新馬 馬齢,,,,,,,,,,,,■ 9R  芝1400m 3 歳500万 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1.2,,,,,■12R  ダ1400m 4歳上1000万 別定,,,,,,,出走馬ﾚﾍﾞﾙ:-0.6,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,雪割草特別,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,12,Ｂオレンジシンジュ, 54,小坂忠,, 56,  -6,  -1, 8, 14.3, ④③, 1, 2, バンブｰトヨタ,---,幸英明,, 54,*  2, -18, 2,  4.8,①①①, 1, 5,Ｃユメノオｰラ, 67,渡辺薫,, 75,   6,*  8, 3,  6.0, ⑨⑧, 1, 8,Ａウインセイヴァｰ, 82,本田優,, 83,  13,   5, 1,  1.8, ④④
 2, 8, フｰガフェスタ,---,本田優, 0.3, 53, -11,*  3, 4,  9.8, ⑪⑩, 2, 4, スノｰバロック,---,小林徹, 0.1, 55,  -4,* -4,11, 96.3,⑩⑨⑦, 2, 1,Ｈメイショウゲンジ, 61,池添謙, 0.0, 77,* 15,  -4, 6, 11.3, ④③, 2, 3,Ｃウォｰタｰヘンリｰ, 75,福永祐, 0.3, 80,   4,* 14, 2,  3.6, ⑭⑩
 3, 2,Ａブライティアメッセ, 55,佐藤哲, 0.3, 53, -11,   2,11, 47.0, ⑩⑩, 3,11, ダンツマｰブル,---,藤田伸, 0.3, 52,  -9,*  3, 3,  6.1,⑨⑪⑪, 3, 9,Ａアスタｰトリッピｰ, 73,福永祐, 0.4, 70,   8,  -1, 1,  3.1, ⑥⑤, 3,15,Ｉタガノコマンダｰ, 68,飯田祐, 0.4, 79,   4,* 12, 8, 35.7, ⑬⑩
 4,14,Ｃメイショウガラシャ, 50,池添謙, 0.5, 51, -14,*  4,10, 35.0, ⑭⑫, 4, 7, アレキサンドリア,---,岩田康, 0.5, 49,  -1, -18, 1,  1.6,⑦④③, 4,15,Ｋロｰタス, 56,川原正, 0.7, 65,   7,  -4, 7, 15.9, ⑨⑧, 4,12,Ｇアサクサソネット, 72,川原正, 0.5, 78,  12,   2, 5, 16.3, ④④
 5, 5,Ｍランティランナｰ, 35,幸英明, 0.6, 50, -13,   2, 9, 34.7, ⑬⑫, 5, 5, トｰホウセントレア,---,和田竜, 0.9, 46,  -5, -15,10, 87.5,⑩⑨⑧, 5, 4,Ｍアドマイヤダｰリン, 51,岩田康, 0.8, 62,   0,*  3, 5,  8.5, ⑬⑬, 5, 7,Ｌオッティミスタ, 64,太宰啓, 0.6, 78,  10,   4, 9, 51.2, ⑧⑥
 6, 3,Ｊデｰトリッヒ, 45,藤田伸, 0.6, 51,* -3, -11, 3,  7.4, ①①, 6,14, テイエムエｰス,---,菊地昇, 1.3, 41,  -4, -22, 7, 44.5,⑦⑧⑧, 6,10,Ｄショウナンハイギア, 64,幸英明, 0.8, 65,   8,  -7, 2,  4.3, ⑦⑤, 6,16,Ｅスナｰクタイガｰ, 75,幸英明, 0.8, 77,* 14,  -5, 3, 11.0, ③①
 7,11,Ｉナムラクニヒメ, 45,安部幸, 0.7, 49, -14,   2, 6, 13.9, ⑭⑫, 0, 9, マチカネコチョウ,---,酒井学, 1.3, 40,*  1, -34, 8, 51.6,②②②, 7,13,Ｅコスモルビｰ, 63,安部幸, 0.9, 62,   1,   0, 4,  8.5, ⑬⑪, 7,14,Ｋマンジュデンコウベ, 65,小林徹, 0.9, 75,   6,   5,12,136.2, ⑫⑦
 8, 6,Ｅサンキンレタｰ, 49,和田竜, 0.7, 50,  -5,  -9, 5, 12.9, ④③, 7, 8, ビッグクロス,---,鮫島良, 1.4, 35,  -4, -30,12,114.3,⑤⑤⑤, 8,14,Ｂロングフラワｰ, 68,佐藤哲, 0.9, 64,* 18, -23, 9, 22.9, ②②, 8, 6,Ｈツルマルフェロｰ, 70,藤田伸, 1.5, 69,   7,  -1,10, 56.1, ⑪⑩
 9, 4,Ｄキャプテンルｰカン, 50,岩田康, 0.8, 49,* -3, -13, 1,  2.3, ①②, 8,12, ショルダｰノット,---,池添謙, 1.6, 39,  -8, -18, 5, 21.6,⑭⑫⑪, 9, 2,Ｇマイネルウェルス, 62,藤田伸, 1.0, 63,   9, -12, 8, 20.2, ⑨⑤, 9,13,Ｊグリンガレット, 66,鮫島良, 1.6, 65,   9,  -9, 6, 17.3, ⑦⑦
10, 1,Ｈホワイトポイント, 46,小林徹, 0.8, 47,  -8,  -7, 7, 14.0, ④⑥, 9,10, マルイチハｰト,---,福永祐, 2.9, 23,   0, -55, 6, 31.3,④③③,10, 8,Ｊスリｰサンフレンチ, 56,小林徹, 1.3, 54,   5, -10,10, 43.4, ⑦⑪,10, 5,Ｎネオナｰト, 62,安部幸, 1.6, 69,* 16, -14,14,168.1, ①①
11,16,Ｆマリンブルｰ, 47,福永祐, 0.8, 49,  -8,  -7, 2,  5.4, ⑦⑥,10, 3, ダイゴフウジン,---,太宰啓, 3.3, 17,  -3, -55,14,252.6,③⑤⑧,11,11,Ｉチョウジャｰボス, 59,大山真, 1.6, 51,   0,  -9,14,417.6, ⑫⑬,11, 2,Ｆトｰホウハヤテ, 73,渡辺薫, 1.7, 66,   4,  -1,11, 61.2, ⑭⑬
12,10,Ｋクイックバレリｰナ, 44,飯田祐, 1.4, 43,  -5, -15,12, 70.8, ③③,11, 1, チャｰムクラウン,---,渡辺薫, 3.3, 19,  -9, -40,13,221.2,⑫⑫⑬,12, 3,Ｌサインゴｰルド, 55,鮫島良, 1.7, 52,  14, -29,12, 91.2, ③④,12, 4,Ｄクリアｰザコｰスト, 75,岩田康, 2.3, 59,   3,  -5, 4, 15.7, ⑭⑮
13, 7,Ｎサバクノテンシ, 19,太宰啓, 1.4, 43,  -8, -12,16,419.7, ⑦⑥,12, 6, スパｰクスバイオ,---,安部幸, 3.6, 17, -14, -34, 9, 74.7,⑫⑭⑭,13, 7, コｰワティアラ,---,飯田祐, 1.9, 45,   8, -24,15,419.2, ④⑩,13, 9,Ｂワｰルドドン, 76,池添謙, 2.3, 62,* 15, -20, 7, 24.1, ①①
14,15,Ｇオｰスミシルク, 46,上村洋, 1.7, 41,  -8, -15,13,131.6, ⑦⑥,,,,,,,,,,,,,14,12,Ｎチャｰミングソウル, 49,畑端省, 2.1, 42,  -7,  -8,13,401.8, ⑮⑮,14,11,Ｏインデュライン, 59,酒井学, 3.1, 49,   4, -14,16,239.7, ⑩⑯
15,13,Ｌダイゴピリカ, 40,鮫島良, 2.1, 33, -14, -14,15,387.0, ⑭⑮,,,,,,,,,,,,,15, 6,Ｆラプタル, 62,川島信, 3.1, 34,* 22, -60,11, 69.5, ①①,15,10,Ｍコパノスピｰキング, 63,佐藤哲, 3.3, 49,   6, -19,13,160.2, ⑧⑬
16, 9,Ｏフェアリｰメｰカｰ, 11,川原正, 2.9, 27, -12, -21,14,238.1, ⑪⑮,,,,,,,,,,,,,,,,,,,,,,,,,16, 1,Ｐビッグフラワｰ, 53,和田竜, 3.9, 46,  11, -29,15,209.7, ⑥⑦
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
