06年 6月 4日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,06年 6月 4日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1600m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-0.3,,,,,■ 4R  芝2000m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-2.4,,,,,■ 7R  芝2400m 4歳上500万(混) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:-4.9,,,,,■10R  ダ1600m 4歳上1600万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:-1.9,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,麦秋ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,11,Ｅデザｰトバｰド, 49,木幡初,, 54,* -5,* -2, 5, 16.2, ④④, 1,17,Ｂシャチョマンユウキ, 58,田中勝,, 68,   5,*  2, 2,  3.4,⑦⑦⑦, 3, 6,Ｃネヴァｰトルネｰド, 64,武士沢, 0.0, 75,*  6,*  8, 6, 11.2,④③③, 1, 4,Ａモンテタイウン, 83,四位洋,, 80,   8,* 14, 3,  7.6, ⑫⑫
 2, 5,Ｃラフィｰク, 52,武豊  , 0.3, 52,* -4,  -7, 1,  1.7, ②②, 2, 6, キングアｰサｰ,---,横山典, 0.5, 62,   4,* -4, 3,  5.2,⑭⑩⑨, 1,10,Ｆメジロコルセア, 61,吉田豊,, 75,*  8,   3, 3,  6.1,①①①, 2, 2,Ｇベルｰガ, 79,蛯名正, 0.2, 77,   6,* 16, 7, 16.6, ⑮⑭
 3, 3,Ｄクｰルダンサｰ, 51,内田博, 0.4, 52,* -3,  -9, 2,  5.5, ①①, 3, 2,Ｄドマｰニ, 55,武豊  , 0.8, 59,*  7, -15, 1,  2.7,④④④, 2, 1,Ｎオンリｰワンクロス, 42,藤田伸, 0.2, 73,   6,*  8, 4,  8.5,⑦⑤⑤, 3,11,Ｌシャｰベットトｰン, 75,横山典, 0.2, 82,* 13,   6, 5,  9.7, ②②
 4, 8,Ｋエビスハルカ, 42,岩田康, 0.4, 49,  -9,*  0, 7, 23.0, ⑬⑪, 4,10,Ｃマイネルファッシノ, 56,内田博, 1.2, 54,   6, -20, 4,  6.5,⑥④⑤, 4,14,Ｄロックスピリッツ, 63,後藤浩, 0.4, 71,*  7,   0, 1,  2.8,③②②, 4,12,Ｎパラダイスリヴァｰ, 72,江田照, 0.3, 74,   6,* 12,15,236.5, ⑬⑬
 5, 6,Ｆソフィアルｰジュ, 49,武士沢, 0.5, 50,* -5,  -8, 9, 69.1, ③③, 5,12,Ｋオナｰズヘイロｰ, 34,吉田豊, 1.5, 51,   5, -21,15,187.6,⑦⑦⑦, 5, 4,Ｇマイネシャロｰナ, 60,丹内祐, 1.0, 62,   3,  -1, 8, 22.6,⑩⑧⑧, 5,16,Ｈメイショウホウオウ, 79,福永祐, 0.3, 80,  12,   6, 8, 16.8, ⑤④
 6,12,Ｌチャｰムラブ, 42,丹内祐, 1.0, 44,* -6, -13,15,298.5, ④④, 6, 7,Ｊパナックス, 35,藤田伸, 1.5, 51,   6, -25,11,122.4,④④⑤, 6, 2,Ｍファントムオペラ, 51,柴山雄, 1.0, 64,   3,   3,11, 79.5,⑫⑬⑫, 6,15,Ｃケｰジｰアジュデ, 83,武豊  , 0.9, 77,  14,   1, 4,  7.7, ②④
 7,10,Ｇスペシャルプレイス, 48,北村宏, 1.0, 45,* -5, -12, 4, 13.8, ④④, 7,11,Ｆスピアスピｰク, 47,小野次, 1.5, 51,   4, -18, 7, 40.8,⑨⑨⑩, 7,12,Ａシンボリユタカオｰ, 70,田中博, 1.1, 59,   3,  -9, 2,  4.9,⑥⑤⑤, 7,13,Ｍタヤスタｰゲット, 72,プレブ, 1.0, 73,  11,   0,10, 45.6, ⑤⑦
 8, 7,Ｂリンガスパｰトナｰ, 53,田中勝, 1.1, 42, -11,* -4, 3,  5.9, ⑮⑬, 8,16, マイスタｰキング,---,柴山雄, 1.5, 51,  -4,*  2,17,284.6,⑰⑰⑯, 8, 8,Ｅヤクモアクティヴ, 61,岩田康, 1.1, 64,   4,  -1,13, 87.3,⑧⑧⑧, 8, 3,Ｋビッグシャｰク, 76,勝浦正, 1.2, 69,   6,   6,12, 85.2, ⑬⑭
 9, 2,Ｈアイオブザジャガｰ, 43,大野拓, 1.2, 40,  -9, -11,13,189.9, ⑩⑩, 9, 5, クリイｰスト,---,小林淳, 1.8, 48,   3, -22, 8, 57.5,⑯⑫⑩, 9, 3,Ｂシベリアンエンゼル, 66,吉田隼, 1.2, 61,   2,  -5, 5,  9.5,⑭⑭⑧, 9,14,Ｐドントコイタカトモ, 68,佐藤聖, 1.2, 65,   2,   8,16,310.0, ⑯⑯
10, 4,Ｊダッシュアゲン, 43,津村明, 1.3, 42,* -6, -15, 6, 21.2, ④④,10, 3,Ａフレｰミングライフ, 60,北村宏, 1.9, 48,*  8, -35, 5, 12.3,①①①,10, 7,Ｊゼンノホワイト, 55,石橋脩, 1.4, 61,   5,  -8,10, 38.8,⑧⑧⑧,10, 5,Ｅエミリア, 80,後藤浩, 1.4, 69,  11,  -4, 2,  5.3, ⑨⑦
11,13,Ｍベルモントアヴリル, 36,小林淳, 1.5, 41,  -6, -15,11,111.3, ⑧⑧,11,15,Ｍジョｰジョｰカズン, 14,岩田康, 2.1, 46,  -2, -14,16,231.6,⑪⑬⑬,11, 9,Ｌカンファｰマックス, 53,菊沢隆, 2.0, 55,   3, -12,12, 81.5,⑪⑪⑫,11, 7,Ｂアルドラゴン, 83,藤田伸, 1.9, 68,* 14, -11, 1,  2.4, ②②
12, 9, ショウナンマｰレ,---,福永祐, 1.8, 38,  -7, -17,10, 79.8, ⑩⑧,12, 9,Ｅコスモミエｰレ, 48,津村明, 2.6, 38,*  6, -48,14,175.6,②②②,12,13,Ｋシルクバッカス, 54,田中勝, 2.1, 54,*  6, -24, 7, 13.6,②③③,12, 6,Ｏシベリアンメドウ, 70,吉田隼, 1.9, 62,   8,  -7,13,138.6, ⑪⑩
13,16,Ｉウレシイ, 43,柴田善, 2.5, 32,  -9, -21, 8, 62.7, ⑧⑪,13,13, ブルｰビッグベン,---,江田照, 2.8, 41,   2, -34, 9, 81.2,⑩⑩⑫,13, 5,Ｈヴイトゥリｰ, 56,内田博, 2.6, 50,   6, -29, 9, 27.2,④⑤⑤,13,10,Ｆナリタキセキボｰイ, 80,小野次, 1.9, 65,  10,  -5,14,153.4, ⑩⑩
14,15,Ｎダイワレイピア, 33,後藤浩, 2.6, 31, -13, -15,12,166.0, ⑬⑮,14, 8,Ｇミヤコノアドミラル, 46,安藤勝, 3.2, 40,  -6, -20, 6, 17.0,⑪⑭⑰,14,11,Ｉウインクポラリス, 56,佐藤聖, 3.4, 42,   1, -34,14,278.2,⑬⑪⑫,14, 1,Ｄプリンスコウベ, 81,岩田康, 2.1, 64,  11, -12, 6, 15.3, ⑤④
15,14,Ｏファビラスシュｰト, 29,蛯名正, 3.4, 26, -11, -27,14,214.2, ⑫⑬,15, 4,Ｌスガノブライアン, 20,勝浦正, 3.8, 36,  -3, -38,13,172.8,⑭⑭⑭,,,,,,,,,,,,,15, 8,Ｊワンダｰハヤブサ, 78,菊沢隆, 2.6, 60,* 13, -19,11, 49.1, ①①
,,,,,,,,,,,,16, 1,Ｉマイティジャン, 40,蛯名正, 4.3, 30,  -3, -45,10, 94.1,⑬⑭⑮,,,,,,,,,,,,,16, 9,Ｉケイアイカｰルトン, 78,内田博, 3.0, 57,  11, -19, 9, 30.4, ⑤⑦
,,,,,,,,,,,,17,14,Ｈカトリｰヌシェアｰ, 43,吉田隼, 4.9, 15,*  6, -81,12,150.8,③②③,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:+3 ﾚｰｽｱｶﾞﾘ指数:+4 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:63 ﾚｰｽﾍﾟｰｽ指数:+10 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:70 ﾚｰｽﾍﾟｰｽ指数:+5 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:84 ﾚｰｽﾍﾟｰｽ指数:+8 ﾚｰｽｱｶﾞﾘ指数:+6 馬場:良(指数:0),,,,,,,,,,,
"単勝:1,620円 複勝:11=200円 05=100円 03=160円 枠連:950円",,,,,,,,,,,,"単勝:340円 複勝:17=140円 06=200円 02=120円 枠連:1,080円",,,,,,,,,,,,"単勝:610円 複勝:10=280円 01=330円 06=370円 枠連:3,030円",,,,,,,,,,,,"単勝:760円 複勝:04=250円 02=470円 11=320円 枠連:2,750円",,,,,,,,,,,
馬連:940円 ワイド:05-11=340円 03-11=780円 03-05=200円,,,,,,,,,,,,"馬連:1,500円 ワイド:06-17=550円 02-17=230円 02-06=420円",,,,,,,,,,,,"馬連:2,560円 ワイド:01-10=940円 06-10=1,280円 01-06=1,240円",,,,,,,,,,,,"馬連:4,900円 ワイド:02-04=1,840円 04-11=1,450円 02-11=2,990円",,,,,,,,,,,
"馬単:3,140円 3連複:1,260円",,,,,,,,,,,,"馬単:2,770円 3連複:1,150円",,,,,,,,,,,,"馬単:4,680円 3連複:8,730円",,,,,,,,,,,,"馬単:8,600円 3連複:16,940円 3連単:99,380円",,,,,,,,,,,
■ 2R  ダ1400m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-3.1,,,,,■ 5R  ダ1300m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-3.6,,,,,■ 8R  ダ1600m 4歳上1000万(牝) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:-3.2,,,,,■11R  芝1600m 3歳上ｵｰﾌﾟﾝ(国) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-7.0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,安田記念 ＧⅠ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,13,Ｃブレンティナ, 54,菊沢隆,, 60,*  4,  -9,12,115.9, ①①, 1,16,Ｃプロセッション, 63,武豊  ,, 79,  -2,* 19, 2,  4.4, ⑬⑪, 1, 3,Ｂサヨウナラ, 73,安藤勝,, 80,  -1,* 20, 1,  3.3, ⑧⑧, 1, 4,Ｈブリッシュラック, 86,プレブ,,105,  14,* 30, 3,  6.4, ⑩⑨
 2, 2,Ｂシベリアンスパｰズ, 55,藤田伸, 0.0, 53,  -9,*  8, 1,  2.8, ⑪⑪, 2,14,Ｉトｰホウカウンタｰ, 57,四位洋, 0.2, 76,  -1,* 16, 6,  9.9, ⑨⑩, 2,11,Ｊフロムアップランド, 68,内田博, 0.5, 67,*  5,   8, 2,  4.2, ②②, 2,15,Ｌアサクサデンエン, 83,藤田伸, 0.4,100,  11,* 30,10, 24.5, ⑯⑮
 3, 6,Ｆウエスタンハイパｰ, 47,大野拓, 0.2, 52,  -2,  -6,14,134.2, ⑧⑤, 3,15,Ｆルックアミリオン, 59,柴山雄, 0.3, 74,   1,  12, 4,  6.3, ⑨⑦, 3, 7,Ｐシュウザンアイ, 58,柴田善, 0.5, 81,  -6,* 24, 8, 26.4, ⑮⑮, 3,16, ジョイフルウィナｰ,---,ビｰド, 0.4,100,  12,* 27, 8, 21.6, ⑬⑫
 4, 3,Ｅディレットｰレ, 48,武豊  , 0.4, 54,   0,  -8, 3,  7.3, ⑤④, 4, 5,Ｄビｰボｰン, 61,福永祐, 0.8, 68,   0,   8, 5,  9.8, ⑦⑦, 4,13,Ｎデュアルライフ, 63,北村宏, 0.7, 74,  -4,* 19,16,213.1, ⑭⑭, 4, 1,Ｄダイワメジャｰ, 90,安藤勝, 0.5, 96,* 19,  15, 2,  5.8, ③③
 5,14,Ｋエｰルスタンス, 40,蛯名正, 0.4, 51,  -6,   0, 7, 24.5, ⑩⑨, 5, 2,Ｇバリオン, 58,横山典, 0.9, 71, -10,* 19, 3,  5.7, ⑯⑯, 5,14,Ｄスプリングボｰド, 72,勝浦正, 0.7, 69,  -1,  14, 6, 15.0, ⑩⑨, 5, 2,Ｂダンスインザムｰド, 92,北村宏, 0.7, 96,  11,  24, 4,  7.3, ⑬⑫
 6,11,Ｎバルバレスコ, 36,岩田康, 0.9, 47, -20,* 13, 4,  7.3, ⑯⑯, 6,13,Ａエステｰムシチｰ, 69,岩田康, 0.9, 65,   4,   3, 7, 10.2, ⑤⑤, 6,12,Ｏオポテュｰニティ, 61,吉田隼, 0.9, 61,*  2,   4,15,180.7, ③③, 6,14,Ｊインセンティブガイ, 85,横山典, 0.8, 93,  16,  15,11, 28.2, ⑥⑦
 7, 7,Ｄマンノダイヤモンド, 49,北村宏, 1.1, 44, -12,   0, 6, 10.7, ⑭⑬, 7,12,Ｊタケデンタンゴ, 55,高橋智, 1.5, 59,   1,   0, 9, 73.3, ⑦⑦, 7,10,Ｇランタナ, 70,塚田祥, 1.0, 65,  -4,  13, 7, 15.0, ⑫⑪, 7, 7,Ｏシンボリグラン, 79,柴山雄, 0.8, 94,  17,  14,14, 56.8, ⑥⑥
 8, 4,Ｇシンボリファン, 44,福永祐, 1.4, 44,  -2, -14,11, 82.9, ⑤⑦, 8, 4,Ｅスパイシｰ, 59,吉永護, 1.5, 57,* 11, -11,10, 91.7, ①①, 8, 9,Ａギミｰシェルタｰ, 74,武豊  , 1.1, 62,   0,   7, 3,  4.3, ⑥⑥, 8,18,Ｇグレイトジャｰニｰ, 87,佐藤哲, 1.0, 91,  14,  15,12, 41.4, ⑩⑨
 9, 1,Ａユキノサンシャイン, 56,小野次, 1.5, 45,*  3, -22, 2,  3.3, ②②, 9, 3,Ｎミヤギノサクラ, 49,佐藤哲, 1.9, 54,   3,  -6,14,209.1, ⑥⑤, 9, 8,Ｅミヤビアゼリア, 71,吉田豊, 1.1, 66,  -4,  14,12, 84.5, ⑫⑬, 9, 3,Ｆテレグノシス, 87,武豊  , 1.0, 93,  10,  23, 5,  7.4, ⑰⑮
10, 9,Ｊクロワシジョｰ, 41,柴山雄, 1.7, 40, -11,  -7,13,133.9, ⑭⑬,10, 8,Ｌエイコｰロマン, 51,勝浦正, 2.0, 55,  -6,   3,12,165.1, ⑮⑭,10,15,Ｍアイシｰスズカ, 64,田中勝, 1.1, 72,  -7,* 20,10, 38.8, ⑯⑯,10,17,Ｉオレハマッテルゼ, 85,柴田善, 1.2, 87,* 19,   4, 1,  5.7, ③③
11,15,Ｍケンブリッジウィン, 37,村田一, 2.2, 36,  -3, -21,16,396.6, ⑦⑦,11, 9,Ｂステラディクオｰレ, 65,藤田伸, 2.1, 52,* 10, -16, 1,  3.1, ②②,11, 1,Ｋマダムチェロキｰ, 68,津村明, 1.3, 60,  -2,   7, 9, 36.3, ⑨⑨,11,11,Ａカンパニｰ, 92,内田博, 1.2, 89,  12,  15, 6,  8.5, ⑩⑫
12, 8,Ｐサクセスストｰリｰ, 35,中谷雄, 2.4, 34,  -8, -16, 8, 67.1, ⑧⑩,12, 6,Ｈジャスミンフレイズ, 58,大野拓, 2.5, 46,  -4,  -7,13,172.5, ⑪⑪,12, 4,Ｈエリモジェンヌ, 69,福永祐, 1.4, 61,  -3,  10,14,105.2, ⑩⑪,12,13,Ｎエイシンドｰバｰ, 80,蛯名正, 1.3, 89,  11,  17,18,169.1, ⑬⑮
13, 5,Ｉミスティアスガイ, 42,高山太, 2.9, 31, -11, -18,15,227.5, ⑬⑬,13, 1,Ｏミズサワゲンキ, 48,池田鉄, 2.8, 46,  -6,  -5,16,280.1, ⑭⑭,13, 2,Ｌグリシｰナ, 65,五十嵐, 1.4, 59,*  4,  -2,13, 98.1, ①①,13, 6,Ｅハットトリック, 89,岩田康, 1.4, 85,  16,   6, 7,  9.7, ⑧⑦
14,12,Ｌサンダｰドルフィン, 38,後藤浩, 2.9, 31,  -9, -20, 9, 76.9, ⑪⑪,14,11,Ｍアポロマグナム, 49,菊沢隆, 3.7, 41,*  9, -31,11,104.0, ②④,14, 5,Ｉケイパブルバイオ, 68,大野拓, 1.7, 54,  -1,   0,11, 46.7, ⑥⑥,14, 5,Ｋメイショウボｰラｰ, 83,福永祐, 1.6, 81,* 21,  -5,13, 53.5, ①①
15,10,Ｏコウチシルバｰ, 35,吉田豊, 3.0, 31,*  2, -36,10, 82.7, ②③,15, 7,Ｐシンボリカッシｰニ, 46,二本柳, 3.9, 37,  -2, -20,15,229.5, ⑪⑪,15,16,Ｆフレンチビキニ, 70,木幡初, 1.7, 57,   2,  -1, 4,  9.2, ④④,15,10, ザデュｰク,---,ダン  , 1.6, 83,  14,   6,15, 84.6, ⑧⑨
16,16,Ｈパタゴニアウインド, 44,内田博, 3.0, 30,  -1, -32, 5,  9.8, ④⑤,16,10,Ｋブンブンブン, 52,津村明, 4.5, 33,* 10, -40, 8, 61.5, ②②,16, 6,Ｃアイアムアドｰタｰ, 72,蛯名正, 1.8, 57,   2,  -2, 5, 11.6, ④④,16, 8,Ｍフジサイレンス, 81,江田照, 1.8, 82,   9,  12,16, 87.4, ⑰⑱
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,12,Ｃバランスオブゲｰム, 90,田中勝, 2.8, 66,* 19, -21, 9, 22.9, ③③
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18, 9,Ｐロｰエングリン, 72,四位洋, 2.9, 65,* 20, -24,17,132.5, ②②
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:+10 ﾚｰｽｱｶﾞﾘ指数:+12 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:70 ﾚｰｽﾍﾟｰｽ指数:+11 ﾚｰｽｱｶﾞﾘ指数:+19 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:74 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:+21 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:98 ﾚｰｽﾍﾟｰｽ指数:+3 ﾚｰｽｱｶﾞﾘ指数:+10 馬場:良(指数:-2),,,,,,,,,,,
"単勝:11,590円 複勝:13=1,450円 02=160円 06=3,650円 枠連:1,430円",,,,,,,,,,,,単勝:440円 複勝:16=190円 14=310円 15=230円 枠連:640円,,,,,,,,,,,,単勝:330円 複勝:03=140円 11=150円 07=430円 枠連:570円,,,,,,,,,,,,"単勝:640円 複勝:04=250円 15=760円 16=660円 枠連:2,280円",,,,,,,,,,,
"馬連:11,890円 ワイド:02-13=2,220円 06-13=79,080円 02-06=5,740円",,,,,,,,,,,,"馬連:2,390円 ワイド:14-16=1,010円 15-16=720円 14-15=1,020円",,,,,,,,,,,,"馬連:590円 ワイド:03-11=290円 03-07=940円 07-11=1,430円",,,,,,,,,,,,"馬連:12,770円 ワイド:04-15=3,650円 04-16=1,490円 15-16=7,320円",,,,,,,,,,,
"馬単:42,320円 3連複:415,960円",,,,,,,,,,,,"馬単:3,710円 3連複:3,930円",,,,,,,,,,,,"馬単:1,200円 3連複:3,780円",,,,,,,,,,,,"馬単:19,790円 3連複:56,730円 3連単:288,270円",,,,,,,,,,,
■ 3R  芝1600m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-3.9,,,,,■ 6R  ダ1600m 4歳上500万(混) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:-2.5,,,,,■ 9R  芝1400m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1.7,,,,,■12R  芝2000m 4歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:-0.3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,若鮎賞,,,,,,,,,,,,稲村ヶ崎特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,16,Ａシュヴァルドｰル, 63,岩田康,, 59,* -3,   4, 1,  2.0, ③③, 1, 5,Ａソフトパワｰ, 67,藤田伸,, 73,  -1,* 12, 2,  4.6, ⑧⑦, 1,18,Ｃフィンマックｰル, 67,後藤浩,, 68,* -2,  11,10, 47.8, ②②, 1, 8,Ｋチョウサン, 71,横山典,, 81,  15,   4, 2,  4.5,④⑤⑥
 2, 5,Ｇダイワアデオス, 46,四位洋, 0.3, 53,* -3,  -1, 3,  5.7, ⑤③, 2,16,Ｃサンデｰコバン, 67,吉田隼, 0.2, 67,  -1,*  7, 4, 10.2, ④⑤, 2, 2,Ｄナカヤマパラダイス, 65,木幡初, 0.2, 63,* -1,   6, 1,  4.3, ①①, 2, 4,Ｃシルクエフォｰト, 79,田中勝, 0.1, 76,  11,   5, 4,  7.3,⑥⑨⑧
 3, 8,Ｅレインボｰジャック, 48,北村宏, 0.3, 58,  -7,   7, 4,  6.6, ⑧⑨, 3, 8,Ｅハリアｰズリベンジ, 64,田辺裕, 0.7, 64,  -3,   7, 5, 20.1, ⑪⑨, 3, 9,Ｈアドマイヤダｰリン, 59,岩田康, 0.2, 72,  -9,* 17, 7, 13.9, ⑫⑪, 3,11,Ｄエアフォルツァ, 78,四位洋, 0.2, 74,   7,* 11, 8, 20.2,⑮⑮⑮
 4,17,Ｈアｰズドｰル, 44,吉田隼, 0.5, 48,  -6,  -2,15,195.2, ⑤⑥, 4,10,Ｂペイデイ, 67,田中勝, 0.9, 65,  -5,*  9, 3,  6.9, ⑫⑮, 4, 6,Ｅメジロボンズ, 64,吉田豊, 0.2, 65,* -3,   9, 6, 12.1, ③③, 4, 2,Ｊレイルバｰド, 72,後藤浩, 0.3, 74,  11,   2, 9, 21.9,⑩⑨⑧
 4,11,Ｂナムラバンダム, 57,藤田伸, 0.5, 50,* -1,  -7, 2,  5.0, ②②, 5,13,Ｎスウィｰプアロング, 46,塚田祥, 1.0, 55,*  0,  -4,11,120.8, ②②, 5,15,Ｉマイネルスカット, 58,四位洋, 0.4, 64,* -5,   8,14, 91.6, ⑭⑤, 5, 9,Ｇチェストウイング, 74,藤田伸, 0.3, 75,  12,   1, 1,  4.2,⑥⑧⑧
 6,10,Ｆトシノオスカｰ, 47,鈴来直, 0.6, 55, -10,   7,14,173.3, ⑪⑪, 6, 6,Ｆメテオグロｰリｰ, 61,内田博, 1.2, 62,  -4,   6, 1,  1.6, ⑦⑫, 6,12,Ａシュトラウス, 80,横山典, 0.6, 67, -14,* 17, 3,  5.1, ⑯⑮, 6, 6,Ｈピサノパテック, 73,内田博, 0.3, 76,* 16,  -7, 5,  7.9,③②②
 7,13,Ｎショウナンタイトル, -1,吉田豊, 0.6, 65, -15,* 16, 9, 49.8, ⑯⑮, 7,11,Ｍバックスラッシュ, 52,津村明, 1.2, 59,  -5,   4,15,335.4, ⑭⑫, 7,17,Ｏシュウザンジャンプ, 50,小野次, 0.8, 59, -10,   9,17,142.2, ⑱⑬, 7,12,Ｂタイムレスワｰルド, 81,武豊  , 0.4, 73,   9,*  7, 6, 17.8,⑬⑭⑫
 8, 6,Ｄトピアリｰ, 52,木幡初, 0.8, 48,*  0, -13, 6, 29.8, ①①, 8,15, グロリアスヴュｰ,---,後藤浩, 1.2, 61,  -5,   6,12,122.7, ⑭⑮, 7, 4,Ｊヒカルルｰジュ, 58,武豊  , 0.8, 57, -10,   9, 4,  6.7, ⑨⑬, 8,16,Ｉリアルコンコルド, 73,柴田善, 0.4, 75,  13,  -2, 3,  5.8,⑥⑦⑦
 9, 1,Ｌオヤマエルニｰニョ, 31,蛯名正, 0.8, 53, -12,   7,12,131.2, ⑬⑬, 9, 7,Ｌナウシカトウショウ, 54,田中博, 1.3, 56,  -6,   3,16,447.8, ⑭⑫, 9, 7,Ｋビｰトザディｰラｰ, 56,プレブ, 0.8, 53,* -5,   1, 9, 38.5, ④⑤, 9, 5,Ａペガサスファイト, 81,安藤勝, 0.5, 70,   8,   4,10, 27.6,⑪⑫⑫
10, 3, ウインレボルシオン,---,柴田善, 1.1, 54, -17,* 11, 7, 30.0, ⑰⑰,10, 3,Ｉミリオンナイト, 54,岩田康, 1.4, 55,  -2,  -2, 9, 92.3, ⑧⑦,10,10,Ｌネヴァフｰル, 56,武士沢, 0.9, 51,* -3,  -2,18,152.6, ④③,10, 1,Ｐメジロベネット, 65,高橋智, 0.7, 71,  10,  -1,14, 60.0,⑬⑨⑪
11,15, エｰピｰモモ,---,勝浦正, 1.1, 51, -15,   8,11, 65.8, ⑭⑮,11, 1,Ｊグリｰンカイザｰ, 54,北村宏, 1.4, 57,  -3,   0,10,103.2, ⑫⑨,11,14,Ｂトｰセンエックス, 73,吉田隼, 1.1, 48,  -6,  -2, 2,  4.7, ⑥⑦,11, 7,Ｆマルタカハｰモニｰ, 75,丹内祐, 0.8, 69,   9,   0,11, 32.8,⑫⑫⑫
12, 4,Ｃコスモセドナ, 53,佐藤聖, 1.5, 38,  -8, -17, 5, 21.7, ⑤⑦,12,12,Ｄブルｰアドミラル, 65,大庭和, 1.7, 53,  -3,  -3, 8, 69.2, ⑩⑨,12,16,Ｍイイデチェロキｰ, 53,福永祐, 1.3, 47,  -6,  -5, 8, 18.3, ⑫⑦,12,10,Ｅヤナギムシ, 76,岩部純, 0.9, 66,  13, -14,13, 39.4,④④④
13,14,Ｉアマゾンリブ, 43,小林淳, 1.6, 41,  -7, -13,18,563.1, ⑩⑨,13, 4,Ｋジェイケイワンダｰ, 54,蛯名正, 1.9, 50,*  0, -10, 7, 57.5, ④⑤,13, 3,Ｒプレシャスドロップ, 35,藤田伸, 1.3, 46,  -7,  -3,15, 98.6, ⑥⑨,13,14,Ｍニシノセレッソ, 68,石神深, 1.2, 64,   6,  -1,12, 39.2,⑮⑯⑯
14,12,Ｋエプソムメガミ, 36,二本柳, 1.7, 41,  -6, -16,13,170.3, ⑧⑦,14,14,Ｈヨシインクレデブル, 54,柴田善, 2.0, 49,*  1, -11, 6, 44.1, ③③,14, 8,Ｐゴｰファイトウィン, 42,柴田善, 1.4, 45,  -7,  -5, 5,  8.6, ⑧⑨,14, 3,Ｎロケットパンチ, 67,福永祐, 1.9, 56,  13, -30,15,106.1,⑥⑤④
