06年11月11日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,06年11月11日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1800m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-4.0,,,,,■ 4R  ダ1700m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-0.5,,,,,■ 7R  芝2000m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-3.8,,,,,■10R  芝1800m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2.0,,,,
11, 9,Ｅマイネルテアトロン, 44,佐藤聖, 2.7, 41,  -4, -15,10, 43.3,⑩⑩⑫,11,14,Ｄマイネルギルト, 64,江田照, 1.1, 57,  -1,   1, 5, 16.0,⑪⑩⑫,11, 2,Ｆトットコヒｰロｰ, 63,佐藤哲, 1.6, 41, -12,   2, 6, 16.5,⑤⑥⑩,11,10,Ｋトｰセンアダン, 62,柴山雄, 1.3, 51,   5, -18, 8, 21.6,⑫⑩⑧
12,12,Ｋリュウシャルマン, 24,吉田隼, 2.9, 41,  -5, -11,12, 91.2,⑫⑫⑬,12, 1,Ｋノｰプロブレム, 57,野元昭, 1.2, 55,  -1,   0,11, 50.7,⑥⑩⑨,12, 3,Ｅコスモラバンジン, 65,木幡初, 1.6, 40, -14,   6, 5,  9.8,⑧⑪⑫,12, 1,Ｄアスタｰトリッピｰ, 70,中舘英, 2.0, 43,   5, -29, 3,  6.2,⑤⑩⑪
13,10,Ｄサンキストゴｰルド, 45,田嶋翔, 3.2, 41,   1, -26, 6, 11.4,⑤⑤⑨,13, 4,Ｍスマｰトバイパｰ, 50,柴山雄, 1.8, 52,  -5,   1,13,140.6,⑨⑮⑬,13, 1,Ｏイｰルドハｰド, 51,藤岡佑, 1.9, 41, -12,  -2,14, 94.9,③⑥⑦,13,14,Ｎメジロファング, 48,江田照, 2.1, 43,   6, -31,14,111.2,⑧⑦⑬
14,13,Ｎフィジカル, 13,千葉直, 3.2, 39, -13,  -4,14,187.1,⑭⑭⑭,14,13,Ｎツルギフェロン, 44,松田大, 2.5, 47,*  3, -19,15,261.4,②③⑥,14,13,Ｐマルタカウェルカム, 43,鹿戸雄, 2.4, 37, -13,  -8,15,139.2,⑤⑧⑭,14, 2,Ｍピｰスメｰカｰ, 56,スボリ, 4.5, 24,   6, -68, 7, 19.3,⑦⑦⑬
,,,,,,,,,,,,15, 8,Ｏホウライゴｰルド, 41,田中克, 4.0, 34,   0, -33,14,164.3,⑤④⑬,15, 8,Ｌトウジンポインタｰ, 57,吉田隼, 2.5, 36, -16,  -3,16,152.2,⑬⑮⑯,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,16,12,Ｄノｰヴァｰチャル, 66,佐藤聖, 2.6,  6, -12, -19, 3,  5.8,②②⑦,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:59 ﾚｰｽﾍﾟｰｽ指数:+7 ﾚｰｽｱｶﾞﾘ指数:+19 馬場:良(指数:7),,,,,,,,,,,,ｸﾗｽ上位平均:70 ﾚｰｽﾍﾟｰｽ指数:+3 ﾚｰｽｱｶﾞﾘ指数:+11 馬場:稍重(指数:-8),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:-12 ﾚｰｽｱｶﾞﾘ指数:+18 馬場:稍重(指数:8),,,,,,,,,,,,ｸﾗｽ上位平均:74 ﾚｰｽﾍﾟｰｽ指数:+4 ﾚｰｽｱｶﾞﾘ指数:-5 馬場:重(指数:8),,,,,,,,,,,
"単勝:2,760円 複勝:06=790円 14=190円 04=240円 枠連:820円",,,,,,,,,,,,単勝:440円 複勝:03=150円 09=120円 15=700円 枠連:510円,,,,,,,,,,,,"単勝:410円 複勝:04=160円 06=160円 09=1,150円 枠連:430円",,,,,,,,,,,,"単勝:3,020円 複勝:08=840円 12=260円 11=790円 枠連:4,240円",,,,,,,,,,,
"馬連:6,790円 ワイド:06-14=2,410円 04-06=3,250円 04-14=560円",,,,,,,,,,,,"馬連:480円 ワイド:03-09=240円 03-15=1,630円 09-15=1,480円",,,,,,,,,,,,"馬連:930円 ワイド:04-06=360円 04-09=4,700円 06-09=3,000円",,,,,,,,,,,,"馬連:8,690円 ワイド:08-12=3,050円 08-11=2,990円 11-12=2,090円",,,,,,,,,,,
"馬単:19,470円 3連複:16,930円",,,,,,,,,,,,"馬単:1,090円 3連複:4,740円",,,,,,,,,,,,"馬単:2,000円 3連複:14,420円",,,,,,,,,,,,"馬単:23,970円 3連複:44,720円 3連単:291,850円",,,,,,,,,,,
■ 2R  芝1200m 2 歳新馬(牝) 馬齢,,,,,,,,,,,,■ 5R  ダ1150m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-3.9,,,,,■ 8R  ダ1700m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-6.4,,,,,■11R  芝2000m 3歳上ｵｰﾌﾟﾝ(国) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:-5.1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,福島記念 ＧⅢ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,14, ミヤギバスタｰ,---,木幡初,, 72,* -3,* 12, 6, 11.0, ②②, 1,14,Ｂエイワジョリｰ, 68,中舘英,, 68,*  6,   3, 1,  1.5, ③③, 1, 6,Ｄアグネスラック, 58,福永祐,, 70,   5,*  7, 2,  3.5,③④③, 1, 1,Ｂサンバレンティン, 88,佐藤哲,, 75,  10,*  6, 4,  7.1,⑧⑨⑫
 2, 7, マッキｰビｰナス,---,野元昭, 0.5, 62,  -6,*  7, 2,  4.6, ⑤⑦, 2, 3,Ａバｰニングキャット, 70,津村明, 0.7, 58,   1,  -1, 2,  8.2, ⑤⑤, 2, 5,Ｎアイオブザジャガｰ, 42,津村明, 0.5, 65,   3,*  4,13,193.0,⑦⑤④, 2, 7,Ｃフォルテベリｰニ, 86,中舘英, 0.2, 71,* 10,  -1, 3,  7.0,⑤④⑦
 3,11, フェアリｰストｰン,---,長谷川, 0.7, 56,  -5,   3, 1,  3.8, ⑤④, 3,12,Ｍカネツサンバ, 55,鹿戸雄, 0.7, 60,  -2,   3,13, 93.4, ⑧⑧, 3, 1,Ｉアジアン, 51,長谷川, 0.6, 65,   2,*  6,10, 42.7,⑨⑨⑦, 3,10,Ｈワンモアチャッタｰ, 81,福永祐, 0.2, 76,* 12,   3, 1,  3.1,⑭⑦⑦
 4, 6, ゴｰルデンルｰル,---,佐藤聖, 0.8, 50,* -3,  -3,12, 74.1, ①①, 4, 1,Ｎランバイルビｰ, 55,大西直, 0.9, 59,  -7,*  5,16,169.4, ⑩⑨, 4,10,Ｅエイダイタカラブネ, 58,二本柳, 0.9, 64,*  6,  -3, 3,  5.3,⑤②②, 4,16,Ｄロフティｰエイム, 84,石橋脩, 0.3, 72,* 11,  -3, 6, 13.6,③②②
 5,10, フェアリｰスポット,---,江田照, 1.0, 51,  -8,   2, 4,  8.6, ⑨⑦, 5, 2,Ｄナウシカトウショウ, 61,江田照, 0.9, 60, -10,*  8, 3, 14.0, ⑫⑪, 5, 7,Ｂパッサリン, 65,藤岡佑, 1.6, 57,   3,  -5, 1,  2.2,⑪⑥⑥, 5, 8,Ｐダンツジャッジ, 69,江田照, 0.3, 77,   7,* 10,10, 20.4,⑯⑯③
 6, 4, ソｰニョ,---,的場勇, 1.0, 46,* -5,  -5,14, 77.7, ②④, 6, 7,Ｌリトルホｰプ, 55,赤木高, 1.0, 55,   2,  -3, 4, 14.6, ⑤⑦, 6, 2,Ｊナンヨｰアクトレス, 50,石橋脩, 1.7, 58,*  7, -12, 8, 29.6,①①①, 6,12,Ｅタイガｰカフェ, 82,赤木高, 0.5, 68,   8,   0,14, 55.8,⑭⑪⑮
 7,15, テイエムアイガテ,---,塚田祥, 1.2, 44,  -7,  -4, 9, 19.0, ⑤④, 7,15,Ｏシノワｰルド, 49,高野和, 1.0, 52,   4,  -7,14,141.2, ④④, 7,12,Ｇマドリガｰレ, 55,吉田隼, 2.0, 52,  -2,  -1, 9, 42.0,⑭⑭⑫, 7, 9,Ｊシェイクマイハｰト, 80,木幡初, 0.5, 67,   7,   1, 7, 16.0,⑪⑮⑫
 8,13, グラマラスドｰル,---,村田一, 1.2, 48,  -9,   0, 5, 11.0, ⑨⑩, 8,11,Ｃリンガスゲｰム, 62,西田雄, 1.2, 51,*  9, -11, 5, 17.8, ②①, 8,13,Ｏエレガンストラッド, 40,西田雄, 2.5, 50,   2, -11,14,252.6,⑦⑨⑧, 8, 5,Ｋクｰフｰリン, 78,田中克, 0.5, 65,   8,  -3,12, 43.8,⑧⑨⑦
 9, 5, ナミノオト,---,藤岡佑, 1.4, 51, -25,* 12,11, 60.1, ⑯⑬, 9, 8,Ｈカシノエスケイプ, 58,佐藤聖, 1.3, 51,  -7,  -1,11, 52.8, ⑨⑩, 9, 9,Ｍグリフォニｰ, 48,木幡初, 2.6, 49,   0,  -9,12,185.7,⑫⑫⑨, 9,11,Ｎセフティｰエンペラ, 76,長谷川, 0.6, 68,   9,  -1, 9, 20.2,⑧⑪⑮
10,12, エスケｰビリｰヴ,---,池田鉄, 1.4, 43,* -1, -10,13, 77.6, ②②,10, 6,Ｅセイリングシップ, 60,小島太, 1.6, 49, -16,*  4,10, 48.1, ⑮⑭,10, 8,Ｃライトモｰション, 60,田中克, 2.8, 45,  -1, -12, 5, 14.3,⑫⑫⑫,10,14,Ｆメテオバｰスト, 81,藤岡佑, 0.6, 69,* 13, -10, 8, 16.1,①①①
11, 9, イヴピアジェ,---,スボリ, 1.5, 42,  -5,  -9, 7, 15.9, ⑤⑦,11,16,Ｇブラックバッカラ, 59,村田一, 1.8, 45,   2, -11, 9, 41.4, ⑤⑤,11, 4,Ｆカシノロイヤル, 55,黛弘人, 3.0, 45,*  5, -25, 4, 13.8,②②④,11,13,Ａヴィｰタロｰザ, 90,柴山雄, 0.8, 71,* 13,  -6, 2,  6.5,⑪④⑦
12, 3, ソツギョウ,---,高野和, 2.1, 31, -25,  -2,15, 83.8, ⑮⑯,12, 5,Ｉクイックマリ, 57,田中克, 1.8, 46, -16,   1,15,150.3, ⑮⑮,12,15,Ｈスズカブルｰム, 55,伊藤直, 3.8, 41,   3, -26, 6, 21.9,⑤⑦⑨,12, 2,Ｇスプリングドリュｰ, 81,吉田隼, 1.2, 63,   9, -10, 5, 11.0,⑦⑪⑦
13, 1, グレｰトマｰブル,---,田中克, 2.1, 32, -16, -11, 8, 16.4, ⑫⑬,13,10,Ｋムソウ, 56,福永祐, 1.9, 45,  -8,  -4, 8, 27.6, ⑩⑪,13,14,Ｋワンダフルライフ, 49,田中博, 4.1, 37,   1, -28,11,177.5,⑨⑨⑪,13, 4,Ｉロｰドフラッグ, 80,武士沢, 1.3, 60,*  9, -16,16,147.3,④⑦③
14,16, ナツアザミ,---,二本柳, 2.4, 32, -14, -13, 3,  5.3, ⑫⑪,14,13,Ｊアウトゥリｰチェ, 56,小林久, 1.9, 45,  -9,  -3,12, 82.9, ⑫⑬,14,11,Ｌフサイチカスケｰド, 48,江田照, 4.9, 34,   3, -36, 7, 26.3,③⑦⑭,14, 3,Ｍユキノサンロイヤル, 78,塚田祥, 1.5, 60,   8, -15,15, 61.0,⑪⑪③
15, 2, テンエイルンルン,---,佐藤哲, 2.5, 32,  -8, -21,10, 28.4, ⑨⑬,15, 9,Ｆメダイユドｰル, 60,柴山雄, 2.0, 45, -11,  -2, 6, 18.4, ⑭⑮,,,,,,,,,,,,,15, 6,Ｏラヴァリｰジェニオ, 76,津村明, 1.6, 59,* 11, -20,13, 51.1,⑤④⑫
16, 8, ユキノハナグルマ,---,嘉藤貴, 2.5, 32, -14, -15,16, 99.8, ⑫⑪,16, 4,Ｐミハルザクラ, 21,石橋脩, 4.2, 14,* 10, -42, 7, 24.4, ①②,,,,,,,,,,,,,16,15,Ｌゴｰウィズウィンド, 78,大西直, 1.7, 56,* 11, -25,11, 39.0,②②③
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:56 ﾚｰｽﾍﾟｰｽ指数:+5 ﾚｰｽｱｶﾞﾘ指数:+14 馬場:良(指数:7),,,,,,,,,,,,ｸﾗｽ上位平均:69 ﾚｰｽﾍﾟｰｽ指数:+8 ﾚｰｽｱｶﾞﾘ指数:+5 馬場:稍重(指数:-7),,,,,,,,,,,,ｸﾗｽ上位平均:69 ﾚｰｽﾍﾟｰｽ指数:+8 ﾚｰｽｱｶﾞﾘ指数:+5 馬場:重(指数:-7),,,,,,,,,,,,ｸﾗｽ上位平均:88 ﾚｰｽﾍﾟｰｽ指数:+0 ﾚｰｽｱｶﾞﾘ指数:-7 馬場:重(指数:9),,,,,,,,,,,
"単勝:1,100円 複勝:14=250円 07=150円 11=170円 枠連:1,160円",,,,,,,,,,,,"単勝:150円 複勝:14=110円 03=150円 12=1,090円 枠連:450円",,,,,,,,,,,,"単勝:350円 複勝:06=170円 05=3,080円 01=750円 枠連:2,190円",,,,,,,,,,,,"単勝:710円 複勝:01=240円 07=210円 10=150円 枠連:1,100円",,,,,,,,,,,
"馬連:2,420円 ワイド:07-14=850円 11-14=720円 07-11=430円",,,,,,,,,,,,"馬連:590円 ワイド:03-14=260円 12-14=1,240円 03-12=4,780円",,,,,,,,,,,,"馬連:27,020円 ワイド:05-06=6,210円 01-06=1,630円 01-05=30,170円",,,,,,,,,,,,"馬連:2,390円 ワイド:01-07=920円 01-10=640円 07-10=550円",,,,,,,,,,,
"馬単:5,010円 3連複:3,830円",,,,,,,,,,,,"馬単:800円 3連複:10,290円",,,,,,,,,,,,"馬単:42,580円 3連複:108,760円",,,,,,,,,,,,"馬単:5,080円 3連複:2,780円 3連単:18,830円",,,,,,,,,,,
■ 3R  ダ2400m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2.9,,,,,■ 6R  ダ1700m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-6.2,,,,,■ 9R  ダ1150m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-3.4,,,,,■12R  芝1200m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2.3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,五色沼特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,15,Ａオｰスミダンスイン, 77,江田照,, 72,*  0,* 14, 2,  2.9,⑥③②, 1,10,Ａナスケンウインド, 67,二本柳,, 72,*  8,   2, 1,  2.4,⑤②②, 1,14,Ａキョウエイシンファ, 72,的場勇,, 65,*  4,   3, 1,  1.9, ②②, 1, 7,Ａセトノゼディタブ, 80,古川吉,, 82,   9,* 15, 1,  4.7, ⑥③
 2, 6,Ｂタカオセンチュリｰ, 71,津村明, 0.6, 67,  -2,* 11, 3,  3.8,⑨⑤④, 2,14,Ｅトウショウノｰティ, 60,中舘英, 0.3, 70,*  9,  -3, 2,  4.0,①①①, 2, 1,Ｅレオベルリン, 65,佐藤聖, 0.0, 67,  -4,* 10, 5, 13.1, ⑩⑧, 2,11,Ｂキルシュワッサｰ, 77,福永祐, 0.3, 73,   0,* 19, 2,  4.8, ⑭⑬
 3, 3,Ｋスタｰフォワｰド, 52,福永祐, 1.1, 65,  -2,*  9, 1,  2.8,⑪⑨⑥, 3, 9,Ｃマリンオンワｰド, 60,西田雄, 0.4, 66,   1,* 10, 9, 25.4,⑫⑦⑦, 3,16,Ｊマコトテンカイチ, 57,福永祐, 0.2, 66,   0,   7, 2,  5.5, ⑧⑧, 3,12,Ｏゼットフラッシュ, 59,江田照, 0.3, 77,   7,* 14,10, 24.6, ⑨⑥
 4, 9,Ｄマルブツクロス, 64,木幡初, 1.3, 60,*  0,   1, 4, 15.2,③③④, 4, 3,Ｈサンワｰドピラｰ, 58,福永祐, 0.5, 66,   4,   4, 3,  5.9,⑦⑥⑤, 4, 2,Ｃサンエムワｰルド, 65,佐久間, 0.3, 65,   0,   6, 4, 13.1, ⑧⑤, 4,15,Ｄキングオザｰ, 74,土谷智, 0.4, 74,   6,  12, 6, 10.2, ⑨⑪
 5,16,Ｇバンダムカｰン, 59,青木芳, 1.4, 65,  -4,* 13, 6, 24.3,⑮⑪⑧, 5, 6,Ｂオンワｰドマリオン, 61,村田一, 0.5, 66,   5,   3, 7, 24.1,⑦⑤⑤, 5,15,Ｂフジマサビュｰティ, 67,中舘英, 0.3, 63,*  8,  -1, 7, 19.1, ①①, 5,10,Ｊマシロンガｰル, 69,大西直, 0.7, 74,* 11,   3,12, 35.7, ③⑥
 6, 1,Ｊトゥルｰビュｰティ, 52,的場勇, 2.0, 53,*  0,  -9, 8, 37.8,③②①, 6, 7,Ｌタマモステイタス, 52,木幡初, 0.6, 66,   6,   0,12, 59.4,②③③, 6,10,Ｋエルカミニｰト, 56,嘉藤貴, 0.6, 60,   5,  -1, 3,  7.0, ③③, 6,16,Ｉマチカネマスラオ, 70,赤木高, 0.7, 68,   3,  10, 9, 22.6, ⑬⑬
 7, 2,Ｆメジロハックマン, 59,高橋智, 2.4, 54,  -1,  -5, 7, 28.6,⑥⑦⑥, 7,11,Ｆオｰスミナイス, 59,長谷川, 1.3, 58,   0,   3, 8, 25.1,⑩⑩⑧, 7, 4,Ｎキンシベガ, 48,佐藤哲, 0.6, 63,  -9,* 10,11, 78.4, ⑭⑬, 7, 1,Ｆオｰトセレブ, 72,鮫島良, 0.8, 72,* 11,   1, 5,  9.5, ③②
 8, 5,Ｅクリスタルバッハ, 63,塚田祥, 2.9, 49,  -3,  -8, 5, 21.4,⑨⑨⑩, 8, 5,Ｏキクノプログレッソ, 41,佐藤哲, 1.4, 57,  -1,   4,11, 36.4,⑬⑭⑫, 8,11,Ｆトｰセンエンパイア, 59,田中博, 0.9, 57, -15,* 10,10, 52.0, ⑯⑯, 8, 6,Ｅウインイｰジス, 72,佐藤哲, 1.0, 67,   5,   5, 3,  5.2, ⑪⑥
 9,13,Ｉアルゲニブ, 53,田中博, 3.3, 49,  -7,  -2,12,160.6,⑯⑮⑬, 9, 1,Ｄラッキｰショウリ, 60,柄崎将, 1.5, 56,  -1,   3, 4, 11.7,⑭⑭⑫, 9,13,Ｄシルクリザルト, 65,池田鉄, 1.0, 55,   2,  -3, 8, 35.1, ⑦⑤, 9, 5,Ｃダイワフェロｰ, 75,スボリ, 1.3, 65,* 11,  -6, 8, 16.0, ③③
10,14,Ｃトｰセンマウンテン, 65,加藤士, 3.5, 47,  -1, -15, 9, 42.1,⑥⑦⑧,10, 2,Ｊシンボリタイガｰス, 57,吉田隼, 1.9, 55,   6, -14,10, 28.5,②③③,10, 6,Ｇコスモライトアップ, 59,塚田祥, 1.1, 54, -11,   5,12, 94.4, ⑭⑬,10, 8,Ｈマイネルグロッソ, 71,中舘英, 1.4, 59,   5,  -2, 7, 14.6, ⑪⑪
11, 4,Ｈジャックフロスト, 56,赤木高, 3.8, 47,  -4, -11,10, 64.8,⑭⑪⑫,11, 8,Ｎアルファユラナス, 47,池田鉄, 2.4, 50,   0,  -7,14,178.6,⑩⑩⑪,11, 8,Ｈブラックシチｰ, 59,武士沢, 1.2, 52,   5,  -7, 9, 37.3, ③⑤,11, 3,Ｋフサイチエｰシック, 66,塚田祥, 1.4, 65,* 12,  -9,11, 35.4, ②①
12, 8,Ｌミスフェイスフル, 50,難波剛, 3.9, 43,*  1, -26,11, 73.7,①①②,12,15,Ｉムｰヴスタｰ, 58,江田照, 2.5, 49,   0,  -8,13,106.3,⑮⑩⑧,12, 3,Ｐテイエムビｰスト, 45,津村明, 1.3, 50,   4,  -8,14,138.5, ③③,12, 2,Ｌイクエイタｰ, 66,中谷雄, 1.5, 59,   8,  -6,14, 82.4, ⑥③
13,11,Ｏエプソムフォルテ, 35,平沢健, 4.7, 41,  -5, -17,16,385.2,⑬⑬⑬,13, 4,Ｍエイワンスタｰ, 50,中谷雄, 4.0, 39,   1, -25,15,208.5,⑤⑦⑧,13, 7,Ｌバルｰション, 51,吉田隼, 1.4, 50,  -8,   0,13, 96.2, ⑬⑬,13,13,Ｇイケタイトル, 71,田嶋翔, 1.7, 58,   9, -10, 4,  7.8, ⑥⑨
14,12,Ｎエスペランサワン, 46,石橋脩, 5.9, 37,  -1, -39,15,266.0,②⑤⑩,14,12,Ｋスタンディングベア, 54,柴山雄, 4.3, 37,   0, -25, 6, 23.1,⑨⑩⑮,14, 5,Ｍウメノレイメイ, 50,石橋脩, 1.5, 49,  -3,  -4,15,160.2, ⑩⑧,14, 4,Ｎジｰガｰユタカオｰ, 60,木幡初, 1.7, 52,  -5,   3,15,177.4, ⑯⑮
