06年 6月18日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,06年 6月18日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1400m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1.0,,,,,■ 4R  芝2910m 3歳上未勝利 定量,,,,,,,,,,,,■ 7R  ダ1800m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2.4,,,,,■10R  ダ1200m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0.2,,,,
15, 6,Ａマダムウイナｰ, 59,佐藤哲, 2.7, 32,  -4, -26, 3,  6.7, ⑦⑧,,,,,,,,,,,,,15, 9,Ｎウォｰタｰゼットン, 48,北村浩, 3.3, 41,  -1, -23,16,599.7,⑪⑬⑯,15,13,Ｋオｰゴンプリンス, 66,中村将, 3.0, 48,  -8,  -2,16,365.8, ⑮⑭
16,11, スマイリｰアイ,---,安部幸, 3.7, 24,  -5, -35,15,345.6, ⑧⑪,,,,,,,,,,,,,16, 5,Ｐベルモントディガｰ, 36,石橋守, 3.8, 39,   2, -33, 8, 16.2,⑦⑦⑪,16,14,Ｐプリティメｰカｰ, 57,太宰啓, 3.6, 47,*  9, -25,14,263.0, ③⑤
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:+11 ﾚｰｽｱｶﾞﾘ指数:+7 馬場:稍重(指数:-7),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:70 ﾚｰｽﾍﾟｰｽ指数:+5 ﾚｰｽｱｶﾞﾘ指数:-0 馬場:稍重(指数:-6),,,,,,,,,,,,ｸﾗｽ上位平均:79 ﾚｰｽﾍﾟｰｽ指数:+4 ﾚｰｽｱｶﾞﾘ指数:+8 馬場:稍重(指数:-6),,,,,,,,,,,
"単勝:1,820円 複勝:02=500円 07=3,330円 01=330円 枠連:5,650円",,,,,,,,,,,,"単勝:730円 複勝:02=210円 14=130円 03=130円 枠連:1,310円",,,,,,,,,,,,"単勝:920円 複勝:01=330円 07=140円 06=200円 枠連:1,390円",,,,,,,,,,,,"単勝:2,800円 複勝:05=630円 04=350円 01=230円 枠連:1,590円",,,,,,,,,,,
"馬連:55,490円 ワイド:02-07=12,090円 01-02=1,430円 01-07=14,580円",,,,,,,,,,,,"馬連:1,510円 ワイド:02-14=550円 02-03=460円 03-14=220円",,,,,,,,,,,,"馬連:2,190円 ワイド:01-07=930円 01-06=840円 06-07=480円",,,,,,,,,,,,"馬連:14,460円 ワイド:04-05=3,140円 01-05=1,850円 01-04=1,680円",,,,,,,,,,,
"馬単:116,660円 3連複:181,730円",,,,,,,,,,,,"馬単:3,530円 3連複:1,260円",,,,,,,,,,,,"馬単:4,570円 3連複:3,120円",,,,,,,,,,,,"馬単:33,470円 3連複:27,970円 3連単:241,400円",,,,,,,,,,,
■ 2R  ダ1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-2.9,,,,,■ 5R  芝1200m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 8R  芝2200m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0.9,,,,,■11R  芝2000m 3歳上ｵｰﾌﾟﾝ(牝) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:-3.6,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ﾏｰﾒｲﾄﾞｽﾃｰｸｽ ＧⅢ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 1,Ｅライゾｰ, 49,岩田康,, 65,* -7,*  9, 1,  1.8,①①①, 1, 4, オｰスミダイドウ,---,武豊  ,, 56,*-15,*  5, 1,  1.2, ①①, 1, 4,Ｂグランドパルファン, 74,和田竜,, 86,   6,* 18, 4, 13.1,⑦⑥④, 1,13,Ｊソリッドプラチナム, 80,安部幸,, 97,   3,* 28, 9, 19.5,⑫⑪⑫
 2, 6,Ｂゲイルホｰク, 51,幸英明, 0.0, 66,* -7,* 10, 3,  5.4,②②②, 2, 3, マイネルカｰロ,---,岩田康, 0.8, 38, -20,  -3, 2,  5.9, ③③, 2, 9,Ａグッドネイバｰ, 76,武豊  , 0.2, 86,   5,* 20, 1,  1.4,⑧⑧⑦, 2, 2,Ｃサンレイジャスパｰ, 84,佐藤哲, 0.0, 89,   6,* 22, 3,  5.9,⑤⑥⑥
 3, 3,Ｃディレットｰレ, 50,武豊  , 1.1, 67, -15,* 15, 2,  5.4,⑬⑬⑩, 3, 1, マルカハンニバル,---,福永祐, 1.3, 32, -31,   0, 3, 15.1, ⑧⑦, 3,11,Ｄエイシンサリヴァン, 70,吉田豊, 0.4, 85,   4,* 20, 3, 11.0,⑧⑧⑨, 3, 4,Ｋオリエントチャｰム, 79,赤木高, 0.0, 81,   9,  13,11, 35.8,④④④
 4,13,Ａエクロジオン, 51,川島信, 1.3, 48,* -8,  -2, 4,  7.9,⑥③③, 4, 2, ビｰドラスティック,---,角田晃, 1.4, 30, -32,   0, 4, 21.0, ⑩⑨, 4, 7,Ｃバトルブレｰヴ, 73,太宰啓, 0.5, 80,*  8,   8, 2,  4.3,③③②, 4, 9,Ｄマイネサマンサ, 83,福永祐, 0.1, 81,* 15,   7, 2,  5.8,①①①
 5, 4,Ｉグランドストｰム, 40,菊地昇, 1.9, 43,* -8,  -7, 8, 87.5,③③④, 5, 6, エイシンイチズ,---,赤木高, 1.6, 25, -31,  -4, 5, 25.5, ⑧⑨, 5, 5,Ｌシルククロノグラフ, 55,川島信, 0.6, 79,   6,   9,11,185.6,⑥⑤④, 5, 1,Ｎシｰルビｰバック, 73,中村将, 0.2, 75,* 10,   6,14,218.5,③②②
 6,11,Ｇドンコルレオｰネ, 47,石橋守, 2.0, 43,* -8,  -8, 6, 67.4,③③④, 6, 9, ミスワンダフル,---,川島信, 2.0, 21, -26, -15,10,191.3, ⑥⑥, 6,12,Ｇマイネルエクセラン, 64,池添謙, 1.0, 79,   3,  14, 5, 25.9,⑬⑪⑫, 6,12,Ｅマリアヴァレリア, 83,吉田隼, 0.4, 72,* 11,   2, 8, 13.3,②②②
 7, 2,Ｋマリンランド, 34,上野翔, 2.2, 39, -12,  -7,10, 98.2,⑥⑥⑦, 7, 5, エｰシンエムシｰ,---,小牧太, 2.1, 19, -29, -14, 7, 35.4, ⑥⑦, 7, 3,Ｅシホウネリ, 70,安部幸, 1.0, 75,   1,  13, 6, 36.4,⑩⑪⑨, 7, 5,Ｂトウカイラブ, 85,幸英明, 0.5, 84,   3,  21, 6, 11.3,⑫⑪⑨
 8,14,Ｈゼットユニコｰン, 41,鮫島良, 2.3, 39, -11,  -8,11,141.0,⑥⑥⑥, 8, 7, メイショウミヤビ,---,石橋守, 2.1,  5, -20, -23, 8, 82.6, ③③, 8, 1,Ｈガッサングリｰン, 63,服部剛, 1.1, 77,   3,  11, 9, 92.8,⑩⑩⑨, 8,14,Ｆヤマニンシュクル, 83,四位洋, 0.5, 87,   9,  20, 1,  3.0,⑨⑥⑧
 9, 9,Ｊバルビエレ, 35,橋本美, 2.5, 39, -11,  -7,13,277.2,⑩⑧⑧, 0,10, リアルアンサｰ,---,幸英明, 2.7,-41,*-17, -35, 9,174.2, ②②, 9, 2,Ｉタガノヒロイン, 62,鮫島良, 1.3, 70,   4,   1,10,136.3,⑤⑥⑦, 9, 8,Ｇライラプス, 81,岩田康, 0.6, 79,   9,  12, 4,  9.0,⑤⑤⑤
10, 5,Ｌベイリｰビッド, 32,吉田隼, 2.5, 38, -14,  -4,12,176.0,⑨⑪⑩,,,,,,,,,,,,,10,13,Ｍユキノチャンプ, 55,田村太, 1.4, 63,*  6, -11,13,229.6,①①①,10, 3,Ｈスプリングドリュｰ, 81,鮫島良, 0.7, 76,   3,  15,12, 95.2,⑦⑨⑨
11,12,Ｆコウエイドリｰム, 48,赤木高, 3.9, 32, -11, -20, 5,  9.6,⑩⑧⑧,,,,,,,,,,,,,11,10,Ｆシュアリｰゴｰルド, 65,吉田隼, 1.9, 60,*  6, -17,12,228.2,②②②,11,10,Ａプリンセスグレｰス, 87,生野賢, 0.8, 71,   6,   8, 7, 13.2,⑦⑥⑥
12, 7,Ｍマルブツタフネス, 31,小池隆, 4.0, 34, -14, -16, 7, 75.3,⑫⑪⑫,,,,,,,,,,,,,12, 6,Ｋセルリアンシャチ, 60,上村洋, 2.0, 63,*  7, -14, 8, 63.3,③③④,12,11,Ｌレクレドｰル, 79,武豊  , 1.0, 76,   6,  13, 5, 10.3,⑨⑨⑨
13, 8, マチカネマボロシ,---,福永祐, 7.9, 7.9---, -12, -58, 9, 94.7,③⑧⑬,,,,,,,,,,,,,13, 8,Ｊメイショウチョイス, 61,佐藤哲, 5.3, 34,  -9, -26, 7, 51.6,⑫⑬⑬,13, 7,Ｉフィヨルドクルｰズ, 80,吉田豊, 1.3, 71,   3,  12,10, 25.4,⑫⑭⑬
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14, 6,Ｍプリモスタｰ, 74,和田竜, 1.3, 69,   2,  11,13,140.5,⑨⑬⑬
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:+18 馬場:稍重(指数:-7),,,,,,,,,,,,ｸﾗｽ上位平均:56 ﾚｰｽﾍﾟｰｽ指数:-9 ﾚｰｽｱｶﾞﾘ指数:+9 馬場:稍重(指数:3),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:+3 ﾚｰｽｱｶﾞﾘ指数:+14 馬場:良(指数:2),,,,,,,,,,,,ｸﾗｽ上位平均:91 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:+10 馬場:良(指数:2),,,,,,,,,,,
単勝:180円 複勝:01=110円 06=150円 03=140円 枠連:460円,,,,,,,,,,,,単勝:120円 複勝:04=100円 03=110円 01=180円 枠連:190円,,,,,,,,,,,,"単勝:1,310円 複勝:04=190円 09=110円 11=190円 枠連:560円",,,,,,,,,,,,"単勝:1,950円 複勝:13=540円 02=260円 04=750円 枠連:930円",,,,,,,,,,,
馬連:520円 ワイド:01-06=220円 01-03=220円 03-06=430円,,,,,,,,,,,,馬連:190円 ワイド:03-04=120円 01-04=250円 01-03=380円,,,,,,,,,,,,馬連:690円 ワイド:04-09=280円 04-11=850円 09-11=270円,,,,,,,,,,,,"馬連:5,360円 ワイド:02-13=1,450円 04-13=6,130円 02-04=2,580円",,,,,,,,,,,
馬単:720円 3連複:650円,,,,,,,,,,,,馬単:230円 3連複:510円,,,,,,,,,,,,"馬単:3,300円 3連複:1,690円",,,,,,,,,,,,"馬単:13,570円 3連複:48,340円 3連単:301,550円",,,,,,,,,,,
■ 3R  芝1600m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-7.0,,,,,■ 6R  ダ1200m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1.9,,,,,■ 9R  芝1600m 3歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:-2.0,,,,,■12R  ダ1400m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0.6,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,乙訓特別,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 1,Ｏヘラクレスバイオ, 19,池添謙,, 73,* 10,  -6, 7, 16.9, ①①, 1, 5,Ｂテイエムメダリスト, 68,橋本美,, 82,*  4,* 12, 4,  6.8, ①①, 1, 2,Ｊワディラム, 74,高田潤,, 89,* 14,   9, 6, 10.7, ②②, 1, 5,Ｄウォｰタｰオｰレ, 69,鮫島良,, 72,* -5,* 14, 5,  8.6, ①①
 2, 4,Ｅスズカダｰク, 46,角田晃, 0.3, 62,  -9,* 22, 4, 10.1, ⑰⑰, 2, 6,Ｆグリｰディｰ, 62,岩田康, 0.4, 77,   1,* 11, 5, 11.3, ④②, 2, 4,Ｄビッグファルコン, 77,熊沢重, 0.0, 86,   9,  14,13, 36.2, ④④, 2, 6,Ａタｰタンフィｰルズ, 72,安部幸, 0.2, 75,  -8,* 18, 1,  2.8, ⑥④
 3,14,Ａクリティカルライト, 55,福永祐, 0.5, 62,   2,   1, 1,  2.2, ⑨⑦, 3,14,Ｃフォルテピアノ, 67,小牧太, 0.7, 69,*  3,   6, 2,  5.3, ②②, 3, 3,Ｐフィンマックｰル, 71,鮫島良, 0.0, 84,   9,  12,11, 32.4, ⑥④, 3, 2,Ｂマチカネモエギ, 71,小牧太, 0.6, 70, -11,* 17, 3,  7.5, ⑩⑨
 4, 8,Ｄブルｰマタドｰル, 53,中村将, 1.0, 50,  -8,*  3, 3,  6.0, ⑮⑬, 4, 1,Ａルックアミリオン, 69,熊沢重, 1.0, 67,  -3,   8, 3,  6.5, ⑦⑦, 4, 7,Ｏルタンティｰル, 71,武豊  , 0.2, 82,   5,* 19, 5,  8.0, ⑭⑫, 4, 3,Ｋアラビアンナイト, 60,角田晃, 0.8, 63,  -7,  10,11, 48.6, ④④
 5, 9, ダディｰズメモリｰ,---,高田潤, 1.0, 54,  -7,*  7, 9, 25.7, ⑯⑬, 5, 8,Ｈリトルマｰメｰド, 60,中村将, 1.1, 68, -11,* 13,11,121.0, ⑬⑬, 5,14,Ｂアマノトレンディｰ, 78,小牧太, 0.2, 83,   8,  13, 1,  5.1, ⑦⑦, 5,14,Ｍランドベスト, 57,幸英明, 0.9, 61,* -6,   8, 6, 19.0, ③②
 6,17,Ｍシンゲキ, 24,安部幸, 1.0, 56,   1,  -6,14,238.3, ⑨⑨, 6,15,Ｇニホンピロブリュレ, 62,安部幸, 1.2, 63,   2,   2, 8, 24.0, ④⑤, 6,17,Ｋダブルタイトル, 74,渡辺薫, 0.3, 80,   7,  10,14, 90.4, ⑦⑦, 6,10,Ｆコｰリンヴァリウス, 66,武豊  , 0.9, 64,  -9,  12, 2,  3.9, ⑨⑦
 7, 5,Ｂケンブリッジケン, 54,小牧太, 1.4, 52,   4, -18, 6, 14.6, ⑤⑤, 7,13,Ｌスｰルドゥカノウ, 58,川島信, 1.4, 63,  -4,   6, 9, 24.9, ⑨⑨, 7,12,Ｅモニュメンタル, 76,佐藤哲, 0.4, 74,   1,* 15,16,132.6, ⑯⑮, 7, 1,Ｅエアファンタジスタ, 68,福永祐, 1.3, 59, -11,  11, 7, 19.4, ⑫⑫
 8,13,Ｃウォｰタｰネバダ, 53,岩田康, 1.4, 51,   3, -16, 5, 14.2, ⑦⑦, 8, 9,Ｊジｰティｰピｰチ, 58,生野賢, 1.4, 60,*  3,  -1,14,308.5, ②②, 8, 8,Ｌホッコｰパドゥシャ, 73,上村洋, 0.6, 79,   6,  14, 2,  5.2, ⑭⑮, 8,16,Ｐキングプログレス, 46,渡辺薫, 1.8, 51,* -4,  -3,13,129.6, ②②
 9,12,Ｈメイショウモリゾｰ, 39,吉田豊, 1.4, 50,  -3,  -6,13,203.0, ⑬⑫, 9, 2,Ｍクィｰンマルトク, 57,幸英明, 1.5, 60,   0,   1, 7, 23.0, ⑥⑥, 9, 6,Ｈトウカイポピｰ, 75,幸英明, 0.6, 75,   6,   7,10, 20.4, ⑩⑦, 9, 8,Ｈマヤノダズラｰ, 62,畑端省, 1.8, 51,  -7,   1, 8, 26.4, ⑥⑩
10,11, サクラインザダｰク,---,武豊  , 1.8, 46,  -2, -13, 2,  5.3, ⑫⑨,10, 3,Ｏタニノカフェオｰレ, 45,福永祐, 1.5, 62,  -6,   7,12,144.1, ⑪⑪,10, 5,Ｃカリプソパンチ, 78,岩田康, 0.7, 79,* 13,   0, 4,  8.0, ③③,10,12,Ｃシルクアルボｰレ, 70,上村洋, 1.8, 51,  -8,   2, 4,  7.5, ⑥⑦
11, 3,Ｋマチカネカシワギ, 29,和田竜, 1.8, 47,*  6, -27,12,141.2, ③②,11,11,Ｉキｰツヨイ, 59,上野翔, 1.7, 59, -12,   8,13,145.4, ⑭⑫,11,11,Ｆレキシントンブルｰ, 76,福永祐, 0.7, 77,   7,   9, 8, 13.7, ⑫⑪,11,13,Ｇブルｰアイガｰ, 63,中村将, 1.9, 50, -17,   8,10, 38.3, ⑮⑯
12, 2, ウインレジｰナ,---,石橋守, 1.8, 48,*  8, -30, 8, 18.7, ③②,12,16,Ｅキャンパスクイｰン, 62,鮫島良, 1.9, 53,  -4,  -1, 6, 20.5, ⑨⑨,12, 1,Ａユウカｰジナル, 78,和田竜, 1.0, 72,* 14, -11, 9, 17.3, ①①,12,11,Ｉブラウトリｰト, 62,池添謙, 1.9, 51, -12,   6,12, 85.9, ⑫⑩
13, 6,Ｉウェルカムフラワｰ, 36,吉田隼, 2.0, 42,   3, -28,10, 62.3, ⑤⑤,13,10,Ｄキルシュワッサｰ, 63,太宰啓, 2.5, 48,  -2,  -9, 1,  2.2, ⑦⑦,13,13,Ｇマルブツライト, 76,赤木高, 1.0, 76,   8,   7, 7, 12.1, ⑫⑫,13, 9,Ｎリキアイナスノオｰ, 53,佐藤哲, 2.1, 50, -14,   7,14,138.4, ⑮⑮
14,15,Ｆコウエイセントレア, 43,上野翔, 2.0, 42,*  6, -35,17,515.4, ②②,14, 7,Ｋシゲルコイコイ, 58,小原義, 2.7, 47, -10,  -1,10, 89.9, ⑭⑬,14,15,Ｎメイショウトキムネ, 72,四位洋, 1.1, 70,   3,   8,12, 34.7, ⑰⑮,14, 7,Ｏセルリアンタオ, 52,田嶋翔, 2.4, 46, -13,   2,16,304.9, ⑫⑭
15, 7,Ｇバロッサバレｰ, 40,四位洋, 2.3, 40,   1, -25,11, 84.5, ⑨⑨,15,12,Ｎクイックマリ, 48,吉田豊, 2.9, 45,  -7,  -6,16,473.4, ⑪⑬,15, 9,Ｑアズマアビリティｰ, 65,川島信, 1.3, 65,   6,  -4,17,173.5, ⑩⑩,15, 4,Ｊスリｰスウィｰプ, 61,橋本美, 2.5, 45, -11,  -1,15,251.9, ⑩⑫
16,16,Ｎサウスユウキオｰ, 19,船曳文, 2.6, 34,  -2, -30,18,641.9, ⑦⑬,16, 4,Ｐダイフクムスメ, 32,赤木高, 3.5, 40, -14,  -6,15,326.1, ⑯⑯,16,16,Ｍタマモヘラクレス, 73,吉田豊, 1.3, 65,   8,  -9,15,129.1, ④④,16,15,Ｌジョインアゲン, 58,四位洋, 3.8, 30,  -6, -20, 9, 31.0, ④④
17,10,Ｊシロキタベッピン, 32,渡辺薫, 2.7, 37,  -4, -24,15,303.4, ⑬⑬,,,,,,,,,,,,,17,10,Ｉメイショウゲンジ, 75,池添謙, 3.0, 46,   6, -27, 3,  6.9, ⑦⑫,,,,,,,,,,,,
18,18,Ｌロｰマンスピリット, 27,高橋亮, 3.3, 33, -12, -19,16,427.9, ⑰⑱,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
