06年 7月 8日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,06年 7月 8日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1200m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-2.4,,,,,■ 4R  ダ1150m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-4.0,,,,,■ 7R  ダ1700m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1.1,,,,,■10R  芝1200m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0.0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,塩屋埼特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 9,Ａマイネバイレ, 61,小野次,, 73,* 14,* -2, 2,  3.5, ②②, 1,14,Ｅチャｰムラブ, 42,吉田豊,, 70,*  2,*  5, 5, 14.0, ②②, 1, 5,Ｈパピヨンシチｰ, 61,吉田隼,, 71,*  5,*  6, 4, 10.7,③②①, 1, 6,Ｂリキアイダンディ, 77,北村宏,, 83,  10,* 14, 1,  3.7, ④④
 2,14,Ｈクインズプレイヤｰ, 40,小林淳, 0.0, 66,   6,*  5,11, 49.2, ⑥⑤, 2, 8,Ｂベルモントエｰス, 55,穂苅寿, 0.3, 66,*  0,*  4, 1,  1.7, ③③, 2,10,Ａシャコｰミリオン, 71,田中勝, 0.2, 70,   4,* 10, 1,  1.8,⑦⑥⑤, 2,11,Ｉコスモルビｰ, 63,石橋脩, 0.7, 72,   3,   9, 7, 15.0, ⑦⑤
 3, 4,Ｉモンテグリｰン, 38,中舘英, 0.9, 56,  11, -13, 4,  8.1, ③③, 3, 5,Ｄバッドフォｰチュン, 44,吉田隼, 0.9, 56,  -3,  -1, 7, 22.1, ④④, 3,14,Ｂタカオセンチュリｰ, 68,小林慎, 0.3, 69,   5,   6, 3, 10.2,③⑤⑤, 3,14,Ｃダイワフェロｰ, 74,勝浦正, 0.7, 73,* 11,   2, 5,  9.5, ③③
 4, 1,Ｂフロストワｰク, 50,後藤浩, 1.0, 50,   0,  -4, 1,  3.3, ⑨⑦, 4,12,Ｆベルモントクリｰム, 39,武士沢, 1.1, 54,  -3,  -2,10, 72.8, ④④, 4,11,Ｅブレイバｰ, 65,後藤浩, 0.7, 67,*  6,   0, 2,  4.5,③②②, 4, 7,Ｆメジロボンズ, 67,吉田豊, 0.8, 70,  -1,* 11, 2,  4.1, ⑨⑨
 5, 2,Ｋキルシュブリュｰテ, 30,穂苅寿, 1.1, 49,  -3,* -2, 6, 11.0, ⑫⑨, 5,10,Ａドリｰムタイガｰ, 55,岩部純, 1.1, 53,*  2,  -6, 2,  4.3, ①①, 5, 4,Ｇプレンティスピｰド, 63,村田一, 0.9, 63,  -2,* 13,11, 52.1,⑮⑮⑫, 5,15,Ｇコアレスキャスト, 65,小林淳, 0.8, 70,  -1,* 11, 3,  7.2, ⑨⑧
 6,12,Ｅマイネルボビッシュ, 45,勝浦正, 1.2, 47,   0,  -7, 5, 10.8, ⑨⑨, 6,11,Ｃジンデンスバル, 48,田面木, 2.0, 44, -11,  -4, 4, 13.7, ⑩⑨, 6,13,Ｄトｰセンベルボｰイ, 66,北村宏, 1.8, 58,   3,  -3, 8, 26.8,⑨⑧⑧, 6, 9,Ｌセイウンボｰルド, 60,後藤浩, 0.8, 72,* 13,  -1,11, 39.8, ②①
 7, 5,Ｄソニックソニア, 47,北村宏, 1.2, 52,  11, -18, 3,  6.7, ③③, 7, 1,Ｇバイタルサイン, 38,石崎隆, 2.1, 43, -12,  -4,14,262.0, ⑪⑨, 7,15,Ｆバンダムロッシ, 63,酒井忍, 1.8, 58,   4,  -5, 6, 22.0,⑥⑥⑦, 7, 8,Ｊスペシャルリｰズン, 61,田面木, 1.0, 68,   5,   4,13,128.4, ⑥⑤
 8,10,Ｌフロｰラルポケット, 23,吉田豊, 1.4, 45,   0, -10,12, 74.1, ⑨⑦, 8, 7, ミツアキトレジャｰ,---,二本柳, 2.1, 42,  -8,  -7, 9, 54.7, ⑧⑦, 8, 6,Ｏバックスラッシュ, 53,石橋脩, 2.5, 52,   2,  -9,13,186.4,⑨⑧⑧, 8, 3,Ａヒシカｰド, 82,田中勝, 1.1, 66,* 12,  -6, 6, 10.4, ①②
