06年 5月 7日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,06年 5月 7日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1.3,,,,,■ 4R  芝2910m 4歳上未勝利 定量,,,,,,,,,,,,■ 7R  芝1400m 4歳上500万 別定,,,,,,,出走馬ﾚﾍﾞﾙ:-2.1,,,,,■10R  ダ1400m 4歳上1000万 別定,,,,,,,出走馬ﾚﾍﾞﾙ:-2.1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,高瀬川特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 3,Ｃルスナイクノイチ, 50,飯田祐,, 49,* -7,  -8, 3,  4.7,①①①, 1,13, スリｰブラボｰ,,小坂忠,,,,, 2,  3.9,①①①, 1,13,Ａセトノゼディタブ, 77,川原正,, 76,* 14,  -4, 1,  2.6, ②②, 1, 8,Ｂオッティミスタ, 74,太宰啓,, 83,*  7,* 12, 5,  6.4, ③②
 2, 4,Ｅホクザンワンダフル, 48,幸英明, 0.1, 49,  -9,* -5, 5, 10.4,⑤⑤⑤, 2, 5, ビッグファントム,,今村康, 0.7,,,, 1,  3.3,②②②, 2,11,Ｋコアレスパレｰド, 58,田中学, 0.3, 72,   5,*  4,12, 64.0, ⑬⑩, 2, 2,Ｅフォｰカルフィギア, 72,幸英明, 0.2, 81,   5,* 12, 3,  4.6, ⑤④
 3, 6,Ｂスズカゲラン, 50,河北通, 0.2, 47,* -8,  -8, 2,  3.9,②②②, 3, 2, ニシノニシｰノ,,植野貴, 1.3,,,, 4,  5.2,③②③, 3,14,Ｄスリｰレインボｰ, 71,川田将, 0.6, 67,* 14, -13, 3,  7.1, ②②, 3, 5,Ｆハギノプレシャス, 70,川田将, 0.4, 79,*  8,   7, 2,  3.8, ②②
 4, 7,Ａマイスイｰトプラン, 51,川原正, 0.3, 47,  -9,  -7, 6, 13.3,⑧⑤⑤, 4, 6, ロｰレルスパｰク,,宇田登, 1.6,,,,13,205.3,④④④, 4, 5,Ｂシンシアｰ, 72,上村洋, 0.6, 69,  12,  -9, 4,  8.3, ④④, 4, 4,Ａエアオｰサム, 80,角田晃, 0.8, 76,   3,   7, 4,  4.9, ⑥④
 5, 8,Ｄアイファｰエキスポ, 50,秋山真, 0.4, 47, -10,* -5, 1,  3.5,⑨⑦⑦, 5,10, サンエムタロウ,,熊沢重, 2.4,,,, 3,  4.4,⑥⑤⑤, 5, 1,Ｈジｰンハンタｰ, 59,渡辺薫, 0.7, 68,   9,  -6, 2,  5.3, ⑩⑦, 5, 6,Ｊグレイトアロｰ, 61,河北通, 1.1, 72,   3,   5, 8, 39.9, ⑦⑦
 6,10,Ｇタイキアレグレット, 47,佐藤哲, 0.6, 44,* -8, -12, 7, 22.9,④②②, 6, 8, エイシンハルピン,,黒岩悠, 2.7,,,,12,170.3,⑦⑧⑧, 6, 3,Ｆプレシャスワン, 62,芹沢純, 0.8, 64,   1,*  2, 7, 26.7, ⑮⑬, 6,11,Ｃドラゴンアイズ, 74,小坂忠, 1.2, 71,   2,   5, 9, 49.8, ⑨⑨
 7, 5,Ｉファｰムウィル, 36,上村洋, 0.7, 42,* -8, -13, 4,  4.7,②②④, 7,14, シャンディムｰン,,菊地昇, 3.1,,,, 9, 71.4,⑨⑨⑨, 7,12,Ｃナムラシゲコ, 71,太宰啓, 0.9, 65,  12, -14, 6, 11.0, ④④, 6, 3,Ｄコレデイイノダ, 74,上村洋, 1.2, 72,   3,   5, 1,  3.6, ⑦⑧
 8, 1,Ｈスリｰマスコット, 40,菊地昇, 0.8, 45, -12,  -6,12,191.0,⑨⑨⑧, 8, 7, シップスラッシュ,,柴田大, 3.4,,,,11,161.9,④⑤⑤, 8, 7,Ｍシルクホｰムラン, 56,飯田祐, 1.0, 60,   0,*  1,10, 36.8, ⑮⑯, 8, 9,Ｇニシノハｰロック, 67,渡辺薫, 1.5, 69,  -5,* 11,10, 95.6, ⑫⑫
