06年 7月 2日 函館,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,06年 7月 2日 函館,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1000m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0.6,,,,,■ 4R  芝2000m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1.7,,,,,■ 7R  ダ1000m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0.7,,,,,■10R  芝2600m 3歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:-1.3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,北海ﾊﾝﾃﾞｷｬｯﾌﾟ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,12,Ｅサクラシリウス, 51,藤田伸,, 64,*  6,  -4, 3,  5.4, ②②, 1,13,Ｆマイネルヴェステン, 53,岩田康,, 65,   6,* -2, 4,  9.9,⑤⑤⑤, 1, 7,Ｃミッドナイトトｰク, 65,長谷川,, 75,  10,*  4, 5,  8.1, ③②, 1, 4,Ｄウォｰライクトニｰ, 72,藤田伸,, 80,   4,* 17, 2,  4.0,③③②
 2, 6,Ｄベレッツァ, 51,安藤勝, 0.2, 64,*  7,  -7, 1,  2.6, ②②, 2, 4,Ｏシンゲン,-184,藤田伸, 0.0, 66,*  8,  -8, 7, 25.8,③②①, 2, 6,Ｄチャｰムダイヤ, 65,四位洋, 0.4, 72,* 11,  -1, 1,  3.4, ②②, 2, 1,Ａオルドリｰバ, 85,横山典, 0.1, 78,   4,  16, 1,  1.8,⑧③②
 3, 9,Ｂタマモヘヴン, 53,黛弘人, 0.6, 49,  -2,  -7, 5, 17.1, ④④, 3, 5,Ｅスマｰトエンブレム, 55,安藤勝, 0.3, 62,   5,* -5, 3,  5.0,⑧⑦⑤, 3, 2,Ｅモンテティアラ, 65,岩田康, 0.9, 57,  -2,*  2, 4,  6.4, ⑥⑥, 3, 9,Ｃキャンベラシチｰ, 77,四位洋, 0.1, 78,   1,* 18, 8, 31.1,⑦⑤④
 4, 4,Ａシングフォアジョイ, 60,塚田祥, 0.9, 53,*  6, -15, 2,  3.0, ①①, 4,10,Ｂマヤノテンザン, 63,長谷川, 0.5, 60,   4,  -6, 6, 16.4,⑩⑩⑦, 3, 1,Ａスクリｰマｰ, 72,藤田伸, 0.9, 60,   5,  -2, 3,  4.6, ⑤⑤, 4, 6,Ｆアドマイヤタｰボ, 70,岩田康, 0.8, 68,   1,  10, 3,  6.5,⑤⑧⑦
 5, 7,Ｋニホンピロヒリュウ, 30,池添謙, 1.0, 45, -13,* -2, 6, 18.4, ⑪⑧, 5, 6, コウシュンダンス,---,柴山雄, 0.6, 60,   5,  -9, 9, 53.4,⑫⑦②, 5, 3,Ｂテンカジョウ, 67,木幡初, 1.0, 68,* 13,  -8, 6, 13.7, ①①, 5, 2,Ｅロングセンチュリｰ, 72,秋山真, 0.8, 66,   1,   8, 9, 36.5,⑤⑤⑥
 6, 5,Ｆルスナイピンク, 48,小林徹, 1.2, 42,  -5,  -9, 7, 21.8, ⑥⑥, 6, 7,Ｃキングトップガン, 59,池添謙, 0.6, 59,   6, -12, 1,  2.5,④④②, 6, 4,Ｉアサヒカレンダｰ, 52,小林徹, 1.3, 52,  -3,  -1, 9, 67.4, ⑧⑥, 6, 5,Ｇトレオウオブキング, 69,柴山雄, 1.1, 66,   1,   9, 5, 15.0,⑨⑨⑦
 7, 3,Ｈハロｰマイラブ, 43,長谷川, 1.3, 41, -10,  -7, 9, 41.2, ⑨⑩, 7, 2,Ａスナｰクチトセオｰ, 66,小林徹, 0.7, 57,   3,* -5, 5, 12.9,⑪⑫⑩, 7, 5,Ｊアミフジハナザカリ, 50,黛弘人, 1.7, 46,  -4,  -6,10,276.6, ⑧⑩, 7, 7,Ｂタヤスレノックス, 77,池添謙, 2.0, 56,   3,  -8, 4, 12.5,④⑤⑨
 8, 1,Ｃナムラキャラバン, 52,北村友, 1.5, 37, -27,*  0,11, 61.1, ⑫⑫, 8,11,Ｄレインボｰジャック, 57,横山典, 1.1, 54,   6, -18, 2,  3.7,⑦⑤⑦, 8,10,Ｇスパイシｰ, 59,吉永護, 1.8, 47,   0,  -8, 7, 16.0, ⑥⑧, 8, 3,Ｉドゥｰマイベスト, 66,小林徹, 2.4, 57,*  6, -30, 7, 25.1,②②④
 9, 2,Ｉラストカレス, 42,藤岡佑, 1.5, 39,  -8, -10, 4, 10.3, ⑨⑧, 9,16,Ｇラブシェンフォン, 52,四位洋, 1.2, 54,   5, -18, 8, 37.1,⑭⑦②, 9, 8,Ｆボムシェル, 63,柴山雄, 2.0, 50,   8, -15, 2,  3.5, ④④, 9, 8,Ｈリュウゴｰルド, 69,郷原洋, 3.0, 45,*  6, -42, 6, 19.3,①①①
