06年 2月19日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,06年 2月19日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1400m 3 歳未勝利(牝) 馬齢,,,,,,,,,,,,■ 4R  芝1400m 3 歳未勝利(混) 馬齢,,,,,,,,,,,,■ 7R  ダ1400m 4歳上500万(混) 別定,,,,,,,,,,,,■10R  芝1800m 4歳上1600万(混) ﾊﾝﾃﾞ,,,,,,,,,,,
 9,13,Ｐトゥｰマイファン,  9,小牧太, 2.8, 38, -21,  -1,14,332.2,⑮⑯⑯, 9, 8,Ｎシルバｰホｰプ, 17,小林淳, 1.1, 48, -12,  -1,14,229.8,⑭⑩⑪, 9, 2,Ｉマドンナシチｰ, 60,吉田豊, 1.9, 61,  -1,   2, 5, 16.4,⑬⑬⑩, 9, 5,Ｅテンジンオｰカン, 82,池添  , 0.8, 69,  -1,  10,16, 98.1,⑩⑩⑫
10,15,Ｋフレアリングクイン, 38,高山太, 2.9, 34,* -9, -17, 9,102.5,⑪⑤④,10,15,Ｌデザｰトフラワｰ, 21,中舘  , 1.5, 43, -17,  -1, 9, 74.6,⑮⑮⑮,10,13,Ｃハセノダンディ, 67,江田照, 2.1, 58,   4,  -8, 7, 21.1,⑦⑦⑦,10,13,Ｊファイトクラブ, 78,内田博, 0.9, 71,*  6,   2, 5, 12.5,⑤③③
11, 5,Ｏサミンプラグレス, 10,佐藤聖, 3.1, 30, -15, -15,16,405.4,⑧⑧⑨,11,14,Ｋダイワアスカロン, 31,武士沢, 1.7, 40, -13,  -9,12,190.9,⑫⑭⑬,11, 9,Ｏモリノトップガン, 22,幸    , 2.7, 52,  -2,  -5,15,264.3,⑬⑪⑫,11,14,Ｆプラズマ, 82,ペリエ, 0.9, 71,   2,   9, 4,  8.6,⑩⑩⑨
12, 3,Ｅフサイチサルサ, 46,田中勝, 3.1, 36, -18,  -8, 4, 13.4,⑮⑮⑪,12, 9, ドウケイ,---,伊藤直, 1.8, 40, -22,   2,16,473.9,⑯⑯⑯,12,12,Ｎオンリｰワンクロス, 47,上村  , 2.8, 51,  -4,  -3,13,189.7,⑮⑮⑭,12,16,Ｌレディｰシップ, 77,石橋脩, 0.9, 67,   3,   3,15, 96.8,③④⑤
13,12,Ｊヘクタｰハイツ, 38,西田  , 3.7, 28, -18, -13,10,137.7,⑫⑪⑪,13, 7,Ｊラインウィット, 35,佐藤聖, 1.8, 33,  -8, -21,15,371.4,③③④,13, 6,Ｍサクラエンプレス, 49,ペリエ, 3.1, 47,  -3,  -9,11, 96.0,⑩⑪⑫,13, 7,Ｏウルヴズグレン, 75,バルジ, 1.0, 71,  -5,  17,13, 62.5,⑮⑯⑮
14, 1,Ｎユウタｰオリビア, 16,二本柳, 3.7, 28, -20, -10,15,373.7,⑭⑭⑮,14, 2,Ｏランナップアゲン, 13,江田照, 2.0, 34,  -5, -24,11,183.2,⑦③④,14,14,Ｈマイネルエザット, 60,北村宏, 3.7, 43,  -1, -16,10, 75.4,⑩⑨⑩,14, 8,Ｋソウゴン, 77,村田  , 1.1, 65,   2,   0,14, 76.1,⑧⑦⑤
15, 4,Ｌクチベニ, 33,郷原  , 3.8, 27, -17, -15,11,181.7,⑧⑪⑪,15,16,Ｇヒロムｰンライト, 38,水出  , 2.0, 31, -13, -18,10,109.4,⑩⑩⑩,15, 3,Ｋセンスオブアｰト, 57,ルメｰ, 4.1, 42,*  9, -32, 9, 59.5,②②②,15, 3,Ｄミヤビキララ, 83,吉田豊, 1.1, 67,   2,   6, 6, 15.6,⑤⑦⑨
16,14,Ｍイイデサウンド, 27,松岡  , 4.7, 16, -18, -24,12,259.9,⑧⑩⑪,16, 5,Ｍタケショウチェリｰ, 18,北村宏, 2.1, 33,  -9, -21,13,201.6,⑨⑦⑧,,,,,,,,,,,,,16,15,Ａマイティｰカラｰ, 89,北村宏, 1.2, 66,   4,  -1, 9, 25.8,⑧⑦⑤
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:58 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:+16 馬場:良(指数:2),,,,,,,,,,,,ｸﾗｽ上位平均:64 ﾚｰｽﾍﾟｰｽ指数:+0 ﾚｰｽｱｶﾞﾘ指数:+8 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:70 ﾚｰｽﾍﾟｰｽ指数:+11 ﾚｰｽｱｶﾞﾘ指数:+7 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:85 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:+13 馬場:良(指数:-2),,,,,,,,,,,
単勝:540円 複勝:11=150円 06=110円 09=400円 枠連:430円,,,,,,,,,,,,"単勝:450円 複勝:01=180円 13=280円 12=290円 枠連:2,430円",,,,,,,,,,,,"単勝:1,010円 複勝:07=240円 05=120円 08=2,710円 枠連:670円",,,,,,,,,,,,単勝:340円 複勝:04=140円 06=160円 11=370円 枠連:300円,,,,,,,,,,,
"馬連:450円 ワイド:06-11=230円 09-11=1,270円 06-09=540円",,,,,,,,,,,,"馬連:2,120円 ワイド:01-13=840円 01-12=890円 12-13=1,290円",,,,,,,,,,,,"馬連:750円 ワイド:05-07=370円 07-08=9,860円 05-08=4,220円",,,,,,,,,,,,"馬連:350円 ワイド:04-06=270円 04-11=1,140円 06-11=1,320円",,,,,,,,,,,
"馬単:1,300円 3連複:2,040円",,,,,,,,,,,,"馬単:3,940円 3連複:6,430円",,,,,,,,,,,,"馬単:2,240円 3連複:25,730円",,,,,,,,,,,,"馬単:600円 3連複:4,640円 3連単:6,900円",,,,,,,,,,,
■ 2R  ダ1300m 3 歳未勝利(混) 馬齢,,,,,,,,,,,,■ 5R  芝1800m 3 歳新馬(混) 馬齢,,,,,,,,,,,,■ 8R  ダ2400m 4歳上1000万(混) 別定,,,,,,,,,,,,■11R  ダ1600m 4歳上ｵｰﾌﾟﾝ(混) 定量,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ﾌｪﾌﾞﾗﾘｰｽﾃｰｸｽ ＧⅠ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 9,Ｃウイニングヒット, 54,北村宏,, 64,   0,   2, 3,  8.2,③③③, 1,12, メンバｰズボンド,---,穂苅  ,, 62,* -3,   4, 7, 21.3,①①①, 1,13,Ａタマモアｰチスト, 78,内田博,, 81,   4,* 18, 1,  2.7,⑧⑧⑦, 1,14,Ｋカネヒキリ, 91,武豊  ,,102,  16,* 27, 1,  2.7,⑨⑩⑧
 2,13,Ｄアイアイスピｰチ, 54,小林淳, 0.3, 61,  -1,   0, 7, 20.5,③⑤⑤, 2,13, ニシノフリｰダム,---,バルジ, 0.0, 63,* -4,*  6, 2,  4.4,③②②, 2,10,Ｆフミノブルｰスカイ, 74,吉田隼, 0.1, 76,   4,  13, 5, 15.9,⑥④⑤, 2, 9,Ｂシｰキングザダイヤ, 98,ペリエ, 0.5, 97,  18,  16, 2,  5.2,④④③
 3, 3,Ａクｰデュパン, 59,安藤勝, 0.4, 61,*  1,  -3, 1,  1.7,②②②, 3,10, ヨシウォｰリア,---,木幡  , 1.3, 47,  -8,  -5,12, 86.2,⑦⑥⑥, 3, 8,Ｃグラスリアルパワｰ, 77,菊沢徳, 0.3, 79,   4,  16, 9, 45.9,⑩⑧⑦, 3, 3,Ｉユｰトピア, 92,安藤勝, 0.5, 96,  18,  16,11, 37.4,②③③
 4,16,Ｂパピヨンシチｰ, 57,松岡  , 0.4, 57, -11,* 10, 2,  7.0,⑭⑬⑫, 4,11, スマｰトエンブレム,---,安藤勝, 1.3, 48, -15,*  9, 3,  4.5,⑩⑩⑨, 4,12,Ｅメガトレンド, 75,藤田  , 0.5, 76,   5,  10, 2,  3.3,④④④, 4,11,Ｅブルｰコンコルド, 95,幸    , 0.7, 95,  17,  16, 4, 10.7,⑤⑥⑤
 5, 4,Ｆビｰトザディｰラｰ, 52,内田博, 0.6, 59,*  2,  -6, 5, 13.2,①①①, 5, 3, ピュアリクエスト,---,藤田  , 1.4, 46,  -6, -12, 8, 33.4,⑥④③, 5, 2,Ｂスズカアジテｰタｰ, 78,バルジ, 0.5, 77,   2,* 19, 4, 12.1,⑫⑪⑬, 5, 8,Ｍヴァｰミリアン, 90,ルメｰ, 0.9, 95,  17,  16, 3,  6.3,⑦⑥⑤
 6,14,Ｅミサトアロｰ, 53,小野  , 1.5, 48,  -6,  -6,14,108.3,⑦⑦⑦, 6,14, ナンヨｰノコイ,---,柴田善, 1.7, 43,  -7, -15, 9, 35.3,③④③, 6, 9,Ｄレストオブセｰル, 76,大野  , 0.9, 73,   1,  14,10, 52.6,⑭⑭⑬, 6, 6,Ｇサカラｰト, 94,小牧太, 1.1, 91,  15,  15,14, 74.6,⑨⑧⑧
 7, 8,Ｉコスモタイド, 45,藤田  , 1.7, 47,  -3, -11,12, 70.0,⑪⑥⑥, 7,15, フィｰルザミリオン,---,武豊  , 2.0, 38,  -6, -21, 4,  5.6,②②③, 7, 4,Ｇマイクラリネット, 74,田中勝, 1.3, 71,*  6,   1, 3,  4.6,③③②, 7, 7,Ｎアジュディミツオｰ, 90,内田博, 1.1, 91,  14,* 18, 5, 13.0,⑭⑬⑫
 8,15,Ｇスミノバンビｰナ, 46,池添  , 1.8, 45,  -7,  -7, 9, 29.1,⑧⑦⑧, 8, 6, ケンブリッジマイア,---,田中勝, 2.1, 39, -23,* 13, 1,  4.3,⑭⑬⑭, 8, 1,Ｎロングセンチュリｰ, 64,四位  , 1.4, 71,   3,   8,12,110.6,⑫⑪⑪, 8,15,Ｐタガノゲルニカ, 84,池添  , 1.5, 89,  16,  12, 8, 19.8,⑦⑧⑧
 9,10,Ｋアイトサクラ, 40,鈴木慶, 1.9, 40, -17,  -1,16,187.8,⑬⑭⑭, 9, 1, トｰセンロワイヤル,---,内田博, 2.3, 36,  -8, -21, 5,  6.5,⑧⑦⑥, 9, 6,Ｊスタｰマｰケット, 68,福永  , 1.4, 70,*  6,   0, 7, 19.5,②②②, 9,13,Ｃタイムパラドックス, 98,安藤光, 1.5, 88,  14,  14,12, 58.4,⑬⑫⑫
10, 1,Ｏキングオブパンサｰ, 19,勝浦  , 2.2, 38, -22,*  5, 4, 12.9,⑯⑯⑯,10, 4, アプロｰズライト,---,吉田豊, 2.4, 34, -13, -13, 6, 16.6,⑤⑦⑧,10,14,Ｉワンダｰゼネラス, 70,中舘  , 1.8, 68,   4,   1,14,138.5,⑦⑦⑦,10, 2,Ｌタイキエニグマ, 90,田中勝, 1.6, 87,  12,  15,10, 34.9,⑯⑮⑮
11, 5,Ｎショウナンタイトル, 24,吉田豊, 2.2, 43,  -9,  -9, 6, 18.7,⑫⑫⑨,11, 7, ウレシイ,---,北村宏, 2.4, 35, -18,  -2,10, 51.7,⑪⑩⑪,11,15,Ｌコスモマリオネット, 67,安藤勝, 1.9, 68,   3,   4, 8, 27.6,⑪⑪⑪,11, 1,Ｄリミットレスビッド, 96,バルジ, 1.6, 86,  14,  12, 7, 13.1,⑪⑩⑪
12, 6,Ｐケイアイエンツォ,  2,田中勝, 2.2, 39, -18,   0,10, 46.6,⑭⑮⑮,12, 9, アタゴイチバンボシ,---,柴山  , 2.8, 32, -21,  -2,14, 94.6,⑬⑮⑬,12, 7,Ｋタイキコジャック, 67,丹内  , 2.5, 61,   4,  -8,15,226.2,④④⑤,12,16,Ｈサンライズバッカス, 94,柴田善, 1.7, 88,  14,  13, 6, 13.0,⑪⑬⑫
13,12,Ｈスｰパｰアンカｰ, 45,柴田善, 2.2, 41, -10,  -8,11, 52.4,⑧⑩⑪,13, 8, アゲンルネッサンス,---,小牧太, 3.1, 27, -14, -21,13, 89.0,⑨⑨⑨,13, 5,Ｈカネサマンゲツ, 72,幸    , 2.8, 61,*  6, -15, 6, 17.4,①①①,13, 5,Ａスタｰキングマン,101,柴山  , 1.7, 86,  12,  15,13, 68.1,⑭⑮⑮
14,11,Ｌカシノモムチャン, 38,二本柳, 2.3, 39,  -9, -10,15,142.5,⑤⑦⑨,14, 5, クロスソニック,---,水出  , 3.9, 13, -20, -27,16,205.8,⑪⑩⑪,14,11,Ｍサクラスタｰダム, 64,小島一, 2.9, 60,   0,  -1,13,125.4,⑮⑮⑮,14, 4,Ｏニホンピロサｰト, 88,中舘  , 3.0, 76,  17,  -5,16,254.3,⑤⑤⑤
15, 2,Ｊスカイヴォイジャｰ, 41,穂苅  , 2.6, 39,   0, -23, 8, 28.1,⑥③③,15, 2, レアｰヴァリュｰ,---,郷原  , 4.3, 15, -26, -15,11, 72.9,⑯⑯⑮,15, 3,Ｏショウナンパレス, 63,石橋脩, 3.2, 61,   4, -11,11, 90.0,⑨⑩⑦,15,10,Ｆメイショウボｰラｰ, 95,福永  , 3.9, 69,* 26, -30, 9, 23.0,①①①
16, 7,Ｍコアレスソニック, 26,柴山  , 3.0, 32, -11, -15,13,105.0,⑩⑩⑫,16,16, トｰアアストラエア,---,池添  , 5.6, -2, -26, -35,15,185.5,⑮⑬⑮,,,,,,,,,,,,,16,12,Ｊトウショウギア, 91,藤田  , 4.7, 63,* 26, -36,15, 92.5,②②②
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:+8 ﾚｰｽｱｶﾞﾘ指数:+12 馬場:良(指数:2),,,,,,,,,,,,ｸﾗｽ上位平均:56 ﾚｰｽﾍﾟｰｽ指数:+4 ﾚｰｽｱｶﾞﾘ指数:+13 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:77 ﾚｰｽﾍﾟｰｽ指数:+3 ﾚｰｽｱｶﾞﾘ指数:+17 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:94 ﾚｰｽﾍﾟｰｽ指数:+10 ﾚｰｽｱｶﾞﾘ指数:+6 馬場:良(指数:1),,,,,,,,,,,
"単勝:820円 複勝:09=200円 13=360円 03=120円 枠連:5,350円",,,,,,,,,,,,"単勝:2,130円 複勝:12=510円 13=190円 10=1,620円 枠連:640円",,,,,,,,,,,,単勝:270円 複勝:13=160円 10=420円 08=530円 枠連:920円,,,,,,,,,,,,単勝:270円 複勝:14=130円 09=160円 03=750円 枠連:540円,,,,,,,,,,,
"馬連:6,300円 ワイド:09-13=1,570円 03-09=300円 03-13=580円",,,,,,,,,,,,"馬連:5,790円 ワイド:12-13=1,780円 10-12=12,750円 10-13=5,590円",,,,,,,,,,,,"馬連:2,570円 ワイド:10-13=1,020円 08-13=1,740円 08-10=4,870円",,,,,,,,,,,,"馬連:660円 ワイド:09-14=290円 03-14=1,860円 03-09=1,820円",,,,,,,,,,,
"馬単:10,300円 3連複:2,990円",,,,,,,,,,,,"馬単:16,010円 3連複:104,750円",,,,,,,,,,,,"馬単:3,990円 3連複:25,400円",,,,,,,,,,,,"馬単:1,090円 3連複:5,920円 3連単:21,200円",,,,,,,,,,,
■ 3R  ダ1600m 3 歳未勝利(混) 馬齢,,,,,,,,,,,,■ 6R  芝1800m 3 歳500万(混) 馬齢,,,,,,,,,,,,■ 9R  ダ1600m 3 歳ｵｰﾌﾟﾝ(混) 別定,,,,,,,,,,,,■12R  芝1400m 4歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,ﾋﾔｼﾝｽｽﾃｰｸｽ,,,,,,,,,,,,甲斐駒特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,10,Ｃケントルネｰド, 49,福永  ,, 52,  -2,* -8, 1,  3.9,⑨⑨⑧, 1,12,Ａトップオブツヨシ, 72,池添  ,, 75,   4,  10, 2,  3.7,③③③, 1, 2,Ａフラムドパシオン, 91,武豊  ,, 86,   0,* 22, 1,  1.1,②④④, 1, 8,Ｊウインディグニティ, 74,福永  ,, 85,  -9,* 31, 4,  6.8,⑪⑬⑫
 2,16,Ｊエバｰプリンス, 39,小牧太, 0.1, 51,  -1, -11, 8, 22.3,⑦⑦⑦, 2,13,Ｂカイシュウタキオン, 70,武豊  , 0.0, 76,  -1,* 21, 1,  1.6,⑧⑦⑦, 2,12,Ｄマンオブパｰサｰ, 70,四位  , 0.6, 77,   0,* 16, 2, 12.8,⑦④④, 2,10,Ｇカｰムブレイカｰ, 76,吉田豊, 0.1, 77, -10,* 26, 5, 12.3,⑩⑪⑪
 3, 5,Ｅダイワパンテｰラ, 47,田中勝, 0.5, 48,  -6,* -7, 2,  5.4,⑫⑪⑪, 3, 1,Ｆマイネルスパｰクル, 57,四位  , 0.3, 71,*  6,   2, 5, 16.2,①①①, 3, 5,Ｊナムラアトランテス, 63,石橋脩, 1.2, 70,  -2,  13,10,107.9,⑤⑥⑥, 3, 5,Ｉミュゲドボヌｰル, 75,津村  , 0.1, 71,  -6,  19, 7, 16.4,⑦⑦⑦
 4,15,Ａサクラレピｰド, 51,鹿戸  , 0.5, 48,  -6,* -7, 7,  8.6,⑮⑬⑪, 4,11,Ｊショウナンサザン, 51,吉田豊, 0.5, 70,  -2,* 16, 4, 12.1,⑨⑨⑨, 4, 8,Ｌピサノバンキッシュ, 61,内田博, 1.2, 68,*  0,  10, 3, 17.4,②②②, 4,15,Ｌルタンティｰル, 74,塚田  , 0.3, 66,  -3,  11,12, 61.2,④⑤④
 5, 3,Ｇロイバｰブレット, 46,藤田  , 0.9, 45,   0, -20, 3,  6.1,⑦⑥⑤, 5, 4,Ｈウインミッション, 52,藤田  , 0.7, 67,   1,   5, 6, 21.1,③④④, 5,15,Ｈメジロファルカル, 63,柴田善, 1.3, 67,*  0,   9,12,119.4,②②②, 5,14,Ａラストモア, 81,武豊  , 0.3, 79, -12,* 29, 1,  2.9,⑭⑭⑭
 6, 2,Ｍマイネルバウンサｰ, 35,勝浦  , 0.9, 45,   2, -22, 9, 33.9,④③③, 6, 6,Ｃリネンヤクシン, 62,南田  , 1.1, 58,  -4,   5, 9, 86.5,⑨⑨⑨, 6, 4,Ｃマルブツリｰド, 70,安藤勝, 1.3, 75,  -7,* 19, 4, 19.6,⑭⑮⑮, 6,16,Ｆサクライナセ, 77,藤田  , 0.4, 69,  -3,  15, 2,  4.9,⑥⑥⑥
 7, 8,Ｂサイレンスラダメス, 50,ペリエ, 1.0, 44,   2, -24, 6,  7.8,④③③, 7, 9,Ｅマイネルネオス, 58,梶    , 1.1, 62,   1,   1, 8, 55.5,⑤④④, 7, 9,Ｂタガノエクリプス, 73,小野  , 1.7, 65,  -4,  12,13,126.1,⑬⑨⑪, 7, 2,Ｋキラリダイヤモンド, 74,柴山  , 0.4, 68,  -1,  12, 3,  5.6,①④④
 8,14,Ｋアイキョウムゲン, 39,小林淳, 1.3, 42,  -5, -16,10, 64.0,⑩⑩⑨, 8, 7,Ｋスマｰトスナイパｰ, 45,ペリエ, 1.4, 59,  -1,  -1,10,239.9,⑦⑦⑦, 8, 7,Ｋキャスティング, 61,田中勝, 1.7, 67,  -5,  13, 7, 77.9,⑮⑭⑫, 8, 7,Ｅギミｰシェルタｰ, 78,柴田善, 0.6, 73, -13,  26, 6, 13.3,⑭⑮⑮
 9, 7,Ｄランナｰズハイ, 48,内田博, 1.5, 39,  -7, -15, 4,  7.0,⑩⑫⑬, 9, 5,Ｇマイネルブｰバリス, 53,津村  , 1.5, 54,*  4, -16,11,253.4,②②②, 9,14, アテスト,---,柴山  , 1.9, 65,  -2,   8, 5, 51.0,⑪⑪⑧, 9, 3,Ｎデュアルライフ, 72,北村宏, 0.8, 61,  -8,  12,14,116.2,⑦⑩⑨
10, 1,Ｉファストシャラポワ, 40,幸    , 1.9, 36,*  4, -36,13,120.2,①①②,10, 2,Ｌトｰセンプレミアム, 45,バルジ, 1.9, 53,  -2,  -5, 3, 11.4,⑪⑨⑨,10, 1, グッドストｰン,---,石崎駿, 2.2, 61,  -2,   4, 8, 81.0,⑦⑦⑥,10,12,Ｄフクノファイン, 78,田中剛, 0.9, 59,  -5,   8,11, 59.4,⑦⑦⑦
11, 9,Ｐプジュリ, -6,松岡  , 1.9, 34, -14,* -8,11, 70.4,⑯⑯⑯,11,10,Ｄムｰヴスタｰ, 59,木幡  , 2.9, 41,   1, -27, 7, 40.6,⑥④④,11, 6,Ｉダイワオンディｰヌ, 63,ルメｰ, 2.6, 56,  -3,   1, 9, 98.5,⑪⑨⑧,11, 9,Ｐワイルドソニック, 65,中舘  , 1.0, 56,*  1,  -1, 8, 21.5,④③②
12,11,Ｈスズタケヒデ, 42,村田  , 2.5, 31,  -9, -20,15,262.4,⑫⑭⑭,,,,,,,,,,,,,12, 3,Ｅウォｰタｰポロ, 68,松岡  , 2.7, 56,  -5,   4,11,117.9,⑦⑬⑬,12, 4,Ｍビッグスマッシュ, 73,バルジ, 1.0, 54,*  3,  -5,13, 65.9,①①①
13,13,Ｎノボミラクル, 26,丹内  , 3.0, 25, -13, -22,16,347.7,⑭⑮⑮,,,,,,,,,,,,,13,11,Ｆセイウンマル, 66,ペリエ, 3.2, 49,  -6,   0, 6, 64.3,⑤⑪⑭,13, 1,Ｈブルｰチェイサｰ, 76,吉田隼, 1.0, 53,*  0,  -3,15,150.4,①②②
14,12,Ｌベルモントエｰス, 37,穂苅  , 3.6, 24,*  4, -53,12, 87.8,②②①,,,,,,,,,,,,,14,13,Ｍモエレフェンリル, 59,バルジ, 3.3, 47,  -3,  -6,15,236.4,⑩⑦⑧,14, 6,Ｃアイアイサクラ, 78,池添  , 1.2, 59, -15,  17,10, 55.8,⑯⑯⑯
