06年 7月15日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,06年 7月15日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-5.4,,,,,■ 4R  ダ1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-2.1,,,,,■ 7R  ダ1800m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2.4,,,,,■10R  ダ1800m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-3.3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,三国特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,14,Ｂムラマサノヨｰトｰ, 45,田中勝,, 51, -10,*  0, 1,  3.0, ③③, 1, 1,Ｂハイエンドクォｰツ, 60,吉田隼,, 52,  -5,*  3, 1,  2.6,⑧⑧⑥, 1, 6,Ｋセプタｰレイン, 53,柴田善,, 69,* -4,* 14, 6,  9.4,①①①, 1, 5,Ａハｰドオブプレイ, 71,蛯名正,, 79,*  8,* 10, 2,  4.3,①①①
 2,10,Ｎリッシンボス,-35,柴田善, 0.2, 48, -10,  -2,10, 89.7, ③③, 2, 2,Ａシルククロｰチェ, 62,大野拓, 0.2, 51,  -4,* -3, 2,  2.9,⑤⑦⑤, 2, 7,Ｄダンサｰズナカヤマ, 65,塚田祥, 0.3, 64,* -6,* 11, 7, 17.3,②②③, 2, 2,Ｅニシノグレイシャ, 65,大野拓, 1.1, 69,   5,*  5, 5, 13.0,④②②
 3, 1,Ｈショウワモダン, 35,中舘英, 0.3, 49, -15,*  2, 2,  3.7, ⑨⑨, 3,12,Ｄグラッドテンエイ, 47,中舘英, 0.5, 53,*  2, -13, 3,  8.3,②②②, 3,10,Ｅコスモバｰン, 64,後藤浩, 0.3, 64,* -5,* 11, 1,  3.9,②②②, 3,13,Ｌマイネルカルディア, 52,後藤浩, 1.6, 64,*  5,  -2,11, 93.0,③②②
 4,11,Ｅサクラワイズ, 41,蛯名正, 0.5, 43,* -7,  -7, 3,  5.9, ②②, 4,14,Ｆオヤマエルニｰニョ, 44,村田一, 0.6, 52,*  1, -12, 8, 20.6,③③③, 4, 4,Ｎカフェイレブン, 47,大野拓, 1.2, 54,  -8,   7,10, 50.9,⑦⑥⑤, 4,11,Ｆマルイチライデン, 63,石橋脩, 1.7, 64,   3,   3, 6, 20.2,⑦⑤④
 5, 8,Ｌエスケｰカントリｰ, 23,石橋脩, 0.9, 39, -13,  -6, 8, 43.2, ⑥⑥, 5,13,Ｃマイティマイン, 53,南田雅, 0.8, 49,  -1, -10, 4,  9.9,⑤④④, 5, 8,Ｃアルスボヘミアン, 66,吉田隼, 1.3, 51,  -7,   4, 4,  6.9,⑤④③, 5, 6,Ｊグラスムｰン, 59,武士沢, 2.4, 57,   0,   2,10, 89.0,⑩⑪⑪
 6, 7,Ｃティムガッド, 44,北村宏, 1.0, 38, -13,  -7, 5,  7.3, ⑥⑥, 6, 4,Ｅシンボリタイタン, 44,江田照, 1.7, 42,  -7,  -7, 5, 18.0,⑬⑫⑫, 6, 1,Ａテンジンダイカグラ, 70,丹内祐, 1.3, 60, -11,* 13, 2,  4.5,⑭⑮⑭, 6, 9,Ｂユメノシルシ, 67,田中勝, 2.7, 56,   4,  -9, 1,  2.0,④④④
 7, 2,Ｍユウタｰビスケット, 15,南田雅, 1.1, 40, -22,*  0,12,183.0, ⑬⑬, 7, 8,Ｇコアレスウォルデン, 44,二本柳, 1.7, 42,  -6, -10,11, 49.3,⑫⑩⑨, 7,11,Ｂデジデｰリオ, 67,村田一, 1.5, 53,  -7,   6, 3,  4.6,⑦⑧⑧, 7, 3,Ｉロトスプレンダｰ, 59,千葉直, 2.7, 56,   2,  -5, 8, 35.2,④⑦⑥
 8, 3,Ｇクリｰンクルｰ, 37,丹内祐, 1.1, 35, -14,  -9, 6, 11.0, ⑥⑥, 8, 3,Ｉクサｰルギレン, 43,田中勝, 1.8, 43,*  2, -26, 9, 39.5,①①①, 8, 9,Ｈアドマイヤミラクル, 58,中舘英, 1.6, 50,  -7,   4, 5,  9.1,⑤⑥⑤, 8,10,Ｈアグネスライフ, 62,小野次, 2.7, 55,  -1,   0, 7, 21.8,⑫⑫⑬
