06年 5月13日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,06年 5月13日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-0.5,,,,,■ 4R  芝2400m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-4.6,,,,,■ 7R  ダ1800m 4歳上500万(牝) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:-2.1,,,,,■10R  芝1000m 4歳上500万 別定,,,,,,,出走馬ﾚﾍﾞﾙ:-2.0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,飛竜特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 9,Ｇマヤノズイウン, 37,中村将,, 59, -17,* 15, 7, 63.4,③③③, 1,12,Ａコスモチェｰロ, 55,田中克,, 48,* -7,  -5, 2,  5.9,②②①, 1,13,Ｃシャイニングピアス, 64,鮫島良,, 61, -12,* 15, 3,  6.2,⑪⑪⑨, 1, 7,Ｊデアンジェリス, 61,西田雄,, 69,   1,* 11,12, 38.9,   
 2, 7,Ａマイネルアンツｰク, 59,中舘英, 0.5, 52,*-14,  10, 1,  1.9,②②②, 2, 2,Ｆメジロワグナｰ, 48,木幡初, 0.0, 59,  -7,*  9, 5, 13.8,⑥⑥⑤, 2, 8,Ａノｰストピア, 66,赤木高, 0.1, 57,  -8,   9, 4,  6.7,⑧⑤⑥, 2,12,Ｃドルバコ, 70,中舘英, 0.0, 76,* 18,   0, 2,  5.5,   
 3, 6,Ｃクラシックムｰド, 50,大野拓, 0.5, 48,*-15,   7, 4,  7.3,①①①, 3,15,Ｂダンツマｰブル, 54,中舘英, 0.1, 54,* -5,   0, 1,  1.8,③③③, 3,10,Ｇニュｰグランジ, 59,鈴来直, 0.1, 61, -10,* 14, 1,  2.6,⑪⑧⑨, 3, 8,Ｆウインレックス, 67,木幡初, 0.1, 74,* 18,  -2, 5, 10.8,   
 4, 3,Ｅアイファｰドラゴン, 45,西田雄, 1.0, 51, -17,  11, 5, 14.1,⑥⑦⑥, 4, 1,Ｄマイネルヴィｰトル, 52,川島信, 0.2, 54,* -6,   1, 3,  6.4,③④④, 4, 2,Ｂレオシュガｰ, 65,吉田隼, 0.1, 56,  -8,   7, 6, 13.1,④⑤⑤, 4, 4,Ｄフラワｰメロディｰ, 69,赤木高, 0.3, 64,   3,*  4,10, 29.4,   
 5,10,Ｂロｰランウェルズ, 58,木幡初, 1.3, 45, -17,   7, 3,  6.5,⑥⑥⑤, 5, 8,Ｃサチノウイナｰズ, 53,鮫島良, 0.4, 51,  -9,*  3, 6, 13.9,⑬⑦⑦, 5, 7,Ｉエプソムデザイアｰ, 58,水出大, 0.3, 56, -11,  10,12, 75.5,⑬⑧⑦, 5,16,Ｌポｰトクレバｰ, 61,村田一, 0.4, 65,   8,   0, 9, 27.7,   
 6, 1,Ｆゴｰルデンペガサス, 43,伊藤直, 1.5, 40, -15,   2, 6, 24.5,③③④, 6, 9,Ｊスイｰトゴｰルド, 38,赤木高, 0.6, 49,  -6,  -3, 8, 64.5,⑤⑤⑤, 6, 1,Ｆビクトリアメｰク, 60,菊沢隆, 0.4, 53,  -5,   1, 5,  9.1,④④④, 6,13,Ｂテイエムジャンヌ, 71,田嶋翔, 0.5, 62,   8,  -2, 3,  6.3,   
 7, 8,Ｊフルスイング, 27,石橋脩, 2.8, 31, -19,  -3,10,146.2,⑩⑩⑩, 7, 4,Ｅロットバルト, 51,丹内祐, 0.8, 48, -11,   1, 4,  8.3,⑧⑨⑨, 7, 6,Ｋムギワラボウシ, 56,鹿戸雄, 1.2, 44,* -3, -10,11, 72.0,③③③, 7, 1,Ｋロｰズギャラリｰ, 61,石橋脩, 0.7, 60,  10,  -7,11, 36.2,   
 8, 4,Ｄアサクサスコット, 49,長谷川, 4.0, 15, -16, -21, 2,  3.7,③③⑦, 8, 5,Ｋシゲルキングマン, 36,長谷川, 0.8, 52, -10,*  4, 9, 84.9,⑧⑨⑨, 8, 9,Ｄプリモレディ, 63,田中克, 1.2, 49, -14,   7, 8, 19.0,⑮⑭⑭, 8, 2,Ｅユｰワパンドラ, 68,吉田隼, 0.8, 61,  15, -12, 7, 13.9,   
