06年 4月22日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,06年 4月22日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1600m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-8.0,,,,,■ 4R  芝3000m 4歳上未勝利 定量,,,,,,,,,,,,■ 7R  ダ1400m 3 歳500万 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-3.4,,,,,■10R  芝2000m 4歳上1000万 別定,,,,,,,出走馬ﾚﾍﾞﾙ:1.3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,六社特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 3,Ａインベスタｰ, 55,横山典,, 65,*  4,* -4, 1,  1.1, ①①, 1,14, マウントフォンテン,,横山義,,,,, 2,  2.7,③②②, 1,13,Ｂマルタｰズマッシブ, 66,内田博,, 78,*  7,*  9, 1,  2.2, ③③, 1, 2,Ｊグレｰトボヤｰジュ, 73,武幸四,, 82,   4,* 20, 6, 13.0,④④④
 2,10,Ｃツヴィンガｰ, 42,蛯名正, 1.5, 51,  -2,  -8, 6, 33.5, ⑤⑥, 2, 6, サンダｰロｰル,,田中剛, 0.2,,,, 1,  2.1,②①①, 2,11,Ｐゼンノスカイブルｰ, 43,横山典, 0.3, 75,*  6,   7, 7, 26.6, ③③, 2, 6,Ｅゼンスピリッツ, 76,内田博, 0.3, 79,*  5,  13, 2,  4.8,②②①
 3,11,Ｄブラッシュボｰル, 42,田中勝, 1.6, 51,   0, -12, 2, 12.6, ③③, 3,13, クルワザｰド,,高野容, 0.8,,,, 3,  6.1,⑦⑥⑤, 3,15,Ｌサイレントプライド, 51,後藤浩, 0.4, 74,   4,*  8, 2,  4.6, ⑤⑤, 3, 1,Ｂヒカルベガ, 80,横山典, 0.4, 78,   4,  14, 1,  2.7,④④④
 4, 8,Ｅユウタｰアクセス, 41,大庭和, 1.8, 49,  -4,  -8, 9,287.2, ⑦⑦, 4, 4, トウショウドラマ,,江田勇, 2.9,,,, 4, 10.5,⑥⑦⑤, 4, 8,Ａモンテチェリｰ, 67,田中勝, 1.1, 68,   4,   2, 5, 12.2, ⑨⑦, 4, 4,Ａジャッキｰテｰスト, 82,藤田伸, 0.4, 78,   2,* 17, 3,  5.2,⑨⑦⑧
 5, 1,Ｊベルモントヒｰロｰ, 23,藤田伸, 1.8, 50,*  4, -21, 4, 20.2, ①①, 5, 9, ハウルサンダｰ,,沢昭典, 3.2,,,, 8, 88.9,④③③, 5,16,Ｈサントアドヴァンス, 58,小野次, 1.1, 67,  -3,* 10,12, 88.6, ⑮⑬, 5, 3,Ｋブレｰヴハｰト, 68,田中勝, 0.6, 76,   3,  13, 4,  7.7,⑦⑦⑦
 6, 9,Ｆリｰダｰシップ, 40,後藤浩, 2.2, 47,   0, -17, 3, 15.1, ⑤③, 6, 5, オｰスチンボンド,,高野和, 3.9,,,, 9, 95.6,⑤④④, 6, 5,Ｅロトブルｰスタｰ, 60,千葉直, 1.2, 63,  -2,   5, 3,  6.9, ⑨⑨, 6,12,Ｇマルタカハｰモニｰ, 75,小林淳, 0.8, 75,   2,  13,11, 74.4,⑦⑩⑧
 7, 4, ホクセイプライム,---,松岡正, 2.4, 43,  -7,  -9, 7, 47.9, ⑧⑨, 7,11, ユメノジェネラス,,柴田未, 4.5,,,,10,102.4,⑨⑧⑧, 7,10,Ｊプリンセスヨコハマ, 52,黛弘人, 1.5, 61,   3,  -4,15,175.6, ⑤⑤, 7, 7,Ｈケイアイグレｰド, 74,蛯名正, 0.8, 71,   4,   6, 7, 20.2,②②③
 8, 7,Ｉビュｰティジュン, 28,大野拓, 2.4, 41,  -7, -12,10,322.5, ⑧⑧, 8, 1, ダグラスフォンテン,,穂苅寿, 5.1,,,, 6, 39.6,⑦④⑤, 8, 7,Ｍスパイシｰ, 51,吉永護, 1.7, 63,*  7,  -8,14,142.2, ②①, 8,11,Ｄオルドリｰバ, 79,松岡正, 0.9, 75,   0,  16, 9, 41.8,⑫⑫⑪
 9, 2,Ｇハセノオリヒメ, 35,黛弘人, 2.6, 41,  -9, -11, 8,280.1, ⑪⑨, 9, 3, オｰルゲイティｰ,,矢原洋, 5.7,,,, 7, 52.9,⑪⑩⑩, 9,12,Ｄファウンテンビｰト, 61,武幸四, 1.9, 61,   4,  -5, 6, 14.2, ⑧⑦, 9,10,Ｌトレオウオブキング, 62,伊藤直, 0.9, 73,   0,  14,12,211.3,⑨⑪⑪
10, 6,Ｂコスモロザリオ, 43,内田博, 2.6, 43,  -1, -20, 5, 20.9, ③③,10, 7, タイキストライカｰ,,鈴木慶, 7.9,,,,12,125.5,⑫⑪⑪,10, 3,Ｏジェネラスボｰイ, 48,松岡正, 2.3, 56,   0,  -4,11, 67.8, ⑨⑨,10, 5,Ｆジョリｰノエル, 75,小野次, 0.9, 71,*  6,   2, 8, 25.4,①①①
11,12,Ｈボスザメ, 35,高野和, 5.1, 19,  -9, -36,11,666.3, ⑧⑨,11, 2, ダｰジリンクロス,,高橋康,12.5,,,,13,213.3,⑩⑫⑫,11, 4,Ｋテンジンテンリュウ, 52,横山義, 2.5, 56,*  8, -17,16,216.3, ①①,11, 9,Ｉヴェルティｰジュ, 73,江田照, 0.9, 72,   3,  10,10, 42.2,⑨⑦⑧
,,,,,,,,,,,,12,10, エｰケｰロイヤル,,今村康,15.8,,,, 5, 23.5,①⑨⑨,12, 2,Ｇクｰデュパン, 58,江田照, 3.1, 49,   0, -12,10, 47.4, ⑨⑨,12, 8,Ｃディｰエスハリアｰ, 80,後藤浩, 1.2, 68,   4,   2, 5,  8.0,④④④
,,,,,,,,,,,,13,12, シゲルドントコイ,,菊池憲,17.2,,,,14,267.6,⑭⑬⑬,13, 1,Ｆアイアイスピｰチ, 59,小林淳, 3.1, 48,  -8,  -2, 9, 46.9, ⑯⑯,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,14, 6,Ｃサクラモサ, 64,小島太, 3.4, 42,  -6, -12, 4,  8.9, ⑬⑭,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,15,14,Ｉブラックシチｰ, 58,五十嵐, 4.1, 38,   0, -23, 8, 32.3, ⑤⑨,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,16, 9,Ｎアサクサバンザイ, 49,菊沢隆, 5.0, 31,  -5, -25,13,123.7, ⑭⑭,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:+11 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:良(指数:0),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:71 ﾚｰｽﾍﾟｰｽ指数:+7 ﾚｰｽｱｶﾞﾘ指数:+10 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:80 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:+10 馬場:良(指数:-5),,,,,,,,,,,
単勝:110円 複勝:03=100円 10=240円 11=130円 枠連:300円,,,,,,,,,,,,単勝:270円 複勝:14=110円 06=110円 13=130円 枠連:200円,,,,,,,,,,,,単勝:220円 複勝:13=140円 11=480円 15=190円 枠連:880円,,,,,,,,,,,,"単勝:1,300円 複勝:02=280円 06=180円 01=140円 枠連:2,670円",,,,,,,,,,,
馬連:820円 ワイド:03-10=340円 03-11=150円 10-11=730円,,,,,,,,,,,,馬連:260円 ワイド:06-14=130円 13-14=300円 06-13=300円,,,,,,,,,,,,"馬連:4,240円 ワイド:11-13=1,490円 13-15=320円 11-15=2,790円",,,,,,,,,,,,"馬連:2,840円 ワイド:02-06=920円 01-02=620円 01-06=340円",,,,,,,,,,,
"馬単:920円 3連複:1,120円",,,,,,,,,,,,馬単:600円 3連複:520円,,,,,,,,,,,,"馬単:5,790円 3連複:6,940円",,,,,,,,,,,,"馬単:7,000円 3連複:2,430円 3連単:25,260円",,,,,,,,,,,
■ 2R  ダ1400m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-2.2,,,,,■ 5R  芝2000m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-5.1,,,,,■ 8R  芝1600m 4歳上500万 別定,,,,,,,出走馬ﾚﾍﾞﾙ:0.0,,,,,■11R  ダ1600m 4歳上1600万 別定,,,,,,,出走馬ﾚﾍﾞﾙ:-2.0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,薫風ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,14,Ｆスミノバンビｰナ, 44,田中勝,, 60, -10,*  7, 6, 18.1, ④④, 1,10,Ａバトルスタｰボウ, 59,後藤浩,, 59,  -9,*  9, 2,  5.2,④④⑤, 1,17,Ｄアルシャトル, 69,藤田伸,, 64,* -4,  10, 5,  7.5, ①①, 1, 3,Ｈサウンドザビｰチ, 74,五十嵐,, 84,   5,  19, 6, 16.2, ⑦⑦
 2, 7,Ｇユキノサンシャイン, 44,田中剛, 0.3, 55,* -7,   1, 8, 48.3, ①①, 2, 4, シンボリスペクタｰ,---,小林淳, 0.4, 56, -12,*  9, 6,  9.3,⑪⑪⑫, 2, 5,Ａアサクサポインタｰ, 72,後藤浩, 0.0, 70,  -9,* 18, 2,  4.7, ⑦⑨, 2, 2,Ｂアルドラゴン, 83,藤田伸, 0.0, 83,   7,  16, 2,  5.0, ③③
 3,10,Ｄプルｰフオブキング, 53,藤田伸, 0.9, 49,* -8,  -4, 1,  2.5, ②②, 3, 5,Ｇミラクルショット, 44,横山典, 0.5, 49,* -8,  -2, 1,  2.9,①①①, 3, 7,Ｅトラッドスキｰム, 67,田中勝, 0.2, 65,  -8,  13, 1,  3.2, ⑦⑦, 3, 1,Ｅモンテタイウン, 78,横山典, 0.0, 84,   4,* 20, 7, 20.1, ⑨⑨
 4,16,Ａディレットｰレ, 59,武幸四, 1.0, 49, -10,  -2, 4,  6.0, ⑦⑥, 4, 9,Ｂタイキレｰザｰ, 53,藤田伸, 0.7, 47,* -8,  -4, 5,  8.1,③③③, 4,13,Ｉマイネルバイファル, 62,小野次, 0.3, 67, -10,* 17, 6, 17.8, ⑪⑪, 4, 4,Ｇスズジャパン, 75,後藤浩, 0.2, 82,   7,  14, 8, 32.6, ④③
 5,12,Ｅクラヴィｰア, 45,松岡正, 1.1, 48, -14,   1, 5, 15.5, ⑨⑪, 5, 7, ロイバｰファング,---,内田博, 0.8, 49, -11,   1, 8, 21.9,⑬⑫⑩, 5, 9,Ｃオイワケウコン, 71,松岡正, 0.3, 61,  -6,   9, 4,  5.8, ④③, 5, 5,Ｆベルｰガ, 77,松岡正, 0.4, 81,   3,  19, 3,  8.9, ⑩⑩
 6, 1,Ｍロｰリエビレッジ, -1,小林淳, 1.3, 45, -10,  -6,16,400.7, ④④, 6, 8,Ｅスピアスピｰク, 45,小野次, 0.8, 45,* -8,  -7,10, 52.3,②①①, 6, 6,Ｌシルクアルタイル, 55,小林淳, 0.5, 65, -11,* 15,11, 53.0, ⑮⑪, 6, 7,Ａタイキヴァンベｰル, 84,蛯名正, 0.4, 81,   4,  16, 1,  1.8, ⑦⑦
 7, 3, マイネルアビルテ,---,江田照, 1.3, 46, -12,  -3,13,151.6, ⑨⑨, 7,12,Ｃビｰトオｰル, 51,蛯名正, 1.3, 40, -10, -10, 4,  7.8,⑨⑩⑧, 7,12,Ｇベイリｰフ, 66,武幸四, 0.5, 58,* -5,   5, 8, 28.8, ②②, 7,10,Ｃツムジカゼ, 80,武幸四, 0.5, 79,   6,  13, 4,  9.3, ④⑤
 8,13,Ｃバンダムトレジャｰ, 55,後藤浩, 1.3, 46, -10,  -5, 2,  4.0, ⑨⑥, 8, 6, コスモミエｰレ,---,松岡正, 1.4, 34, -11, -13,11,101.9,⑧⑦⑧, 8, 4,Ｏサｰチエネミｰ, 49,田中剛, 0.7, 55,  -6,   3,14,178.2, ③③, 8, 6,Ｄバンブｰライカルト, 79,田中勝, 0.9, 76,   6,   9, 5, 11.0, ④⑤
 9, 5,Ｈトッチンコボ, 42,岩部純, 1.4, 43, -11,  -5, 7, 35.9, ⑦⑨, 9,13,Ｈヒシカツテイオｰ, 40,大野拓, 1.8, 28, -11, -21,12,127.8,⑨⑦⑤, 9,15,Ｆエアファンタジスタ, 66,内田博, 0.7, 55,  -8,   6, 3,  5.2, ⑦⑦, 9, 8,Ｊダｰクスワン, 73,内田博, 0.9, 75,*  9,   3, 9, 37.7, ①①
10, 6,Ｌクチベニ, 29,郷原洋, 1.4, 46, -17,*  2,12,125.7, ⑭⑭,10,11,Ｉストｰムシグナル, 27,田中勝, 1.8, 33,* -8, -21, 9, 41.3,④⑥③,10,10,Ｈスタｰダストカフェ, 64,小島太, 1.0, 50, -15,   8,12,144.1, ⑯⑮,10, 9,Ｉタヤスタｰゲット, 73,江田照, 0.9, 76,*  9,   3,10,132.7, ②①
11,11,Ｉアイゼンシュタイン, 40,大庭和, 1.5, 42,  -9,  -9,14,287.0, ②②,11, 2,Ｆチャンピオンリング, 45,田中剛, 2.0, 29, -10, -19, 3,  6.0,⑦⑦⑩,11, 8,Ｊホリノフラワｰ, 61,江田照, 1.2, 46,  -7,  -4, 7, 26.1, ④⑤,,,,,,,,,,,,
12,15,Ｂブラックプｰル, 55,内田博, 1.9, 40, -15,  -5, 3,  4.9, ⑫⑫,12, 3,Ｄレオヴァｰサス, 47,江田照, 2.1, 27,  -9, -24, 7, 11.1,④④⑤,12, 2,Ｋワンダｰアイドル, 57,菊沢隆, 1.3, 45,  -9,  -2,15,352.5, ⑦⑨,,,,,,,,,,,,
13, 9, クリノフィナｰレ,---,蛯名正, 2.0, 40, -18,  -2,11, 87.3, ⑯⑯,13, 1,Ｊフジムサシ,-69,吉永護, 7.1,-34, -19, -77,13,472.4,⑫⑬⑬,13, 3,Ｎトｰセンエンパイア, 54,蛯名正, 1.5, 46, -12,   1,10, 33.0, ⑯⑮,,,,,,,,,,,,
14, 2,Ｋダイワバｰリントン, 31,大野拓, 2.2, 34, -17,  -8,10, 84.9, ⑫⑬,,,,,,,,,,,,,14,14,Ｂコスモスパングル, 72,大野拓, 1.5, 40, -13,  -4, 9, 29.6, ⑪⑪,,,,,,,,,,,,
15, 4,Ｊトウカイシャルマン, 38,小野次, 2.4, 32, -11, -15, 9, 61.3, ④⑥,,,,,,,,,,,,,15, 1,Ｐニッシンノホシ, 22,田中博, 1.7, 35, -14,  -4,16,529.3, ⑪⑮,,,,,,,,,,,,
16, 8,Ｎライズフォモサ, -4,小林久, 2.8, 31, -17, -11,15,355.9, ⑭⑭,,,,,,,,,,,,,16,11,Ｑショウナンキング, 14,柴田大, 1.9, 35,  -7, -14,17,552.1, ④⑤,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,17,16,Ｍカウンタｰブラスト, 54,五十嵐, 2.1, 34, -11, -11,13,168.1, ⑪⑪,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
