06年12月23日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,06年12月23日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 2 歳未勝利(抽) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1.6,,,,,■ 4R  芝2970m 3歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  芝2000m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■10R  芝2400m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1.4,,,,
 6, 3,Ａジツリキドンドン, 63,秋山真, 0.9, 44,  -2, -12, 2,  4.7, ⑦⑩, 6, 8,Ｍエｰシンエヴァン, 35,安藤勝, 0.7, 62, -15,* 13, 4, 10.8, ⑮⑭, 6,16,Ｃマイティｰサンダｰ, 66,上野翔, 1.5, 58,  -1,  -5, 5, 15.7,⑥④③, 6, 5,Ｉマイネルダイナモ, 59,幸英明, 0.4, 50,* -7,   3,11,242.9,①①①
 7,14,Ｂコアレスリｰヴァ, 63,小牧太, 0.9, 49,*  5, -19, 5,  8.8, ②③, 7, 6,Ｌビュティフルロｰズ, 37,秋山真, 0.7, 49,* -3,  -7,15,223.4, ①①, 7, 8,Ｉホワイトドラゴン, 59,荻野要, 1.9, 61,  -5,   3,13,219.3,⑬⑬⑫, 7, 2,Ｃディｰプスピリット, 68,藤岡佑, 0.5, 62, -14,  19, 8, 82.7,⑦⑦⑦
 8,10,Ｋパッパタｰチ, 39,幸英明, 1.0, 43,  -9,  -8, 8, 50.2, ⑬⑬, 8, 5,Ｂボｰテセレスト, 51,モンテ, 0.7, 55, -10,   5, 8, 47.0, ⑨⑨, 8,10,Ｊイシヤクガルチ, 58,本田優, 1.9, 61,  -3,  -2, 9, 34.9,⑪⑪⑦, 8, 9,Ｅキンショｰジェット, 66,長谷川, 0.5, 58, -13,  16, 9,114.1,⑨⑦⑦
 9,12,Ｇポｰルシャトル, 49,本田優, 1.0, 44,   0, -15, 6, 27.4, ⑦⑤, 9, 4,Ｋステラパラダイス, 38,幸英明, 1.2, 44,  -9,  -4, 3, 10.1, ⑧⑨, 9, 5,Ｍノボワｰルド, 53,宗像徹, 2.0, 60,  -5,   2,16,398.9,⑭⑬⑭, 9,10,Ｇロｰズプレステｰジ, 62,ルメｰ, 0.7, 58, -15,  17, 5, 13.9,⑪⑨⑨
10, 4,Ｉテイエムサプライズ, 43,菊地昇, 1.1, 42,  -2, -14,14,295.2, ⑨⑧,10,14,Ｉマイネルプルｰト, 40,ルメｰ, 1.4, 41,  -8,  -9, 5, 12.2, ⑨⑦,10,11,Ｏミスタｰシｰザ, 48,長谷川, 2.3, 56,  -3,  -4,14,238.9,⑫⑪⑩,10, 6,Ｊケンメイオウ, 58,小牧太, 1.3, 46, -16,  11,10,194.6,⑩⑨⑩
11,13,Ｏマホロバ, 24,小林慎, 1.1, 50,*  8, -24,12,261.3, ①①,11,17,Ｆトウカイウェｰブ, 46,生野賢, 1.6, 39, -11,  -7,12, 81.3, ⑫⑫,11,15,Ｋアドマイヤグロｰリ, 57,岩田康, 2.4, 58,  -7,   2, 8, 32.5,⑮⑯⑯,,,,,,,,,,,,
12, 7,Ｎマイネルカトラｰ, 26,太宰啓, 1.2, 45, -17,* -2,14,295.2, ⑯⑯,12,13,Ｇフットワｰク, 45,太宰啓, 1.6, 43, -17,   2, 9, 55.1, ⑱⑯,12, 7,Ｇチェリｰロビン, 60,高橋亮, 2.4, 54,*  1, -13,11, 44.9,②③②,,,,,,,,,,,,
13, 2,Ｌオｰナｰドリｰム, 39,岩崎祐, 1.4, 39,  -5, -14,10,201.9, ⑩⑪,13, 9,Ｏインプレスゴｰルド, 32,長谷川, 1.8, 39,  -8, -15,16,234.2, ⑤⑦,13, 9,Ｅダカｰルシチｰ, 62,秋山真, 2.5, 55,  -3,  -7, 6, 20.8,⑩⑨⑦,,,,,,,,,,,,
14, 9,Ｍケｰジｰシルキｰ, 32,池添謙, 1.5, 41, -14,  -8,13,278.1, ⑮⑮,14,10,Ｄクリップフェアリｰ, 49,藤岡佑, 2.1, 37,* -6, -24,14,119.6, ③③,14, 1,Ｐシゲルサキモノガイ, 44,幸英明, 2.9, 50,  -1, -15,15,302.9,④④⑩,,,,,,,,,,,,
15, 6,Ｈウィッシュパｰル, 47,柴原央, 2.3, 30,   0, -28, 9, 56.6, ⑤⑤,15,12,Ｐユウキタイティ, 28,船曳文, 2.2, 30,  -9, -25,18,433.3, ⑥⑤,15,14,Ｎシゲルカイコシ, 52,船曳文, 4.1, 39,  -5, -22,12,110.8,⑦⑨⑭,,,,,,,,,,,,
16,11,Ｐハｰドラビット,  2,船曳文, 2.5, 28,  -8, -26,16,776.0, ⑩⑬,16,15,Ｃグランプリジョニｰ, 49,四位洋, 2.4, 32, -17, -10, 6, 24.2, ⑬⑯,16, 3,Ｄシャドウストリｰム, 63,四位洋, 5.0, 35,*  1, -38, 3,  8.3,①①④,,,,,,,,,,,,
,,,,,,,,,,,,17,18,Ｅオｰスミオｰカン, 47,石橋守, 2.8, 30, -17, -16, 7, 37.2, ⑮⑯,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,18,16,Ｎミスタｰリスリン, 32,池添謙, 3.2,  4, -14, -27,10, 61.9, ⑮⑭,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:58 ﾚｰｽﾍﾟｰｽ指数:+16 ﾚｰｽｱｶﾞﾘ指数:+5 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:59 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:+12 馬場:良(指数:-4),,,,,,,,,,,,ｸﾗｽ上位平均:70 ﾚｰｽﾍﾟｰｽ指数:+0 ﾚｰｽｱｶﾞﾘ指数:+7 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-9 ﾚｰｽｱｶﾞﾘ指数:+17 馬場:良(指数:-5),,,,,,,,,,,
"単勝:220円 複勝:15=130円 16=2,160円 05=190円 枠連:14,470円",,,,,,,,,,,,"単勝:190円 複勝:11=110円 03=4,080円 02=160円 枠連:820円",,,,,,,,,,,,単勝:450円 複勝:04=130円 06=110円 13=590円 枠連:250円,,,,,,,,,,,,単勝:180円 複勝:03=100円 11=150円 07=120円 枠連:360円,,,,,,,,,,,
"馬連:17,490円 ワイド:15-16=3,330円 05-15=310円 05-16=6,100円",,,,,,,,,,,,"馬連:25,540円 ワイド:03-11=8,030円 02-11=210円 02-03=10,090円",,,,,,,,,,,,"馬連:340円 ワイド:04-06=170円 04-13=2,210円 06-13=1,050円",,,,,,,,,,,,馬連:560円 ワイド:03-11=200円 03-07=150円 07-11=350円,,,,,,,,,,,
"馬単:21,760円 3連複:24,100円",,,,,,,,,,,,"馬単:27,720円 3連複:33,660円",,,,,,,,,,,,"馬単:950円 3連複:3,380円",,,,,,,,,,,,"馬単:880円 3連複:660円 3連単:2,370円",,,,,,,,,,,
■ 3R  ダ1400m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2.6,,,,,■ 6R  ダ1400m 2 歳新馬(牝) 馬齢,,,,,,,,,,,,■ 9R  ダ2000m 3歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:0.1,,,,,■12R  ダ1400m 3歳上1000万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2.8,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,北摂特別,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,15,Ｂトｰセンアｰチャｰ, 53,四位洋,, 68,   3,*  2, 3,  5.2, ⑧④, 1,12, フェスティヴマロン,---,秋山真,, 66,*  3,* -3, 4,  5.5, ②②, 1, 4,Ｅヴァンデグロｰブ, 76,岩田康,, 81,*  5,  15, 1,  1.8,②②②, 1,12,Ｆマンジュデンコウベ, 71,武英智,, 76,   0,* 14, 6, 21.7, ⑭⑬
 2, 8,Ｌライフストリｰム, 38,武豊  , 0.2, 67,*  5,* -3, 1,  3.1, ②②, 2,10, ルアシェイア,---,幸英明, 0.3, 59,  -1,*  0, 9, 27.4, ④④, 2, 6,Ｈタカオセンチュリｰ, 73,ルメｰ, 0.0, 83,   3,* 17, 3,  6.1,⑤④④, 2,16,Ａゴｰビハインド, 79,ルメｰ, 0.2, 76,*  9,   1, 2,  3.5, ①①
 3, 5,Ａゴｰルデンシャイン, 62,船曳文, 0.8, 55,  -1,* -4, 2,  3.3, ⑨⑨, 3, 5, コパノオｰシャンズ,---,ルメｰ, 0.9, 57,*  3, -12, 1,  3.9, ①①, 3, 5,Ｎエプソムボス, 68,幸英明, 0.4, 82,   1,* 18,13,118.2,⑨⑪⑪, 3, 6,Ｇファインスティｰル, 70,藤岡佑, 0.2, 75,*  9,   2, 9, 33.4, ②②
 4, 9,Ｋアロｰイレブン, 39,太宰啓, 1.1, 58,*  5, -12,13,113.4, ③②, 4,15, マルヨカレッジ,---,武豊  , 1.5, 50,*  2, -16, 2,  4.1, ③③, 4,14,Ｄゼンノコｰラル, 77,秋山真, 0.5, 75,*  5,  12, 2,  5.9,⑨④②, 4,14,Ｎミヤジヒｰト, 67,上野翔, 0.3, 71,   4,   3,11, 56.1, ⑤③
 5,16,Ｆマンテンポイント, 50,菊地昇, 1.2, 53,  -3,* -2,10, 94.9, ⑭⑬, 5, 8, コットンボｰル,---,池添謙, 1.6, 45,  -9,* -3, 6, 13.0, ⑩⑨, 5,11,Ｉウインカｰディナル, 73,藤岡佑, 0.7, 81,   0,* 19, 7, 24.4,⑬⑬⑪, 5,10,Ｌルックミｰナウ, 68,幸英明, 0.4, 72,   1,*  9, 8, 31.1, ⑪⑩
 6, 7,Ｈトットンメ, 43,岩田康, 1.3, 54,   1,  -9, 4,  6.4, ⑨⑦, 6, 1, ニシノマニッシュ,---,四位洋, 1.7, 45,  -5,  -9, 7, 13.3, ⑦⑤, 6,13,Ｍマイネルテセウス, 68,長谷川, 0.9, 67,*  4,   5,15,181.8,①①①, 6, 4,Ｅオッティミスタ, 73,太宰啓, 0.4, 73,   4,   6, 4,  8.0, ⑦⑦
 7,10,Ｄマイネルマニセス, 52,秋山真, 1.7, 52,   4, -16, 8, 51.1, ④④, 7, 4, メイショウルシｰタ,---,太宰啓, 3.3, 32,  -6, -23, 8, 16.8, ⑦⑤, 7, 3,Ｋナムラスピｰド, 71,小牧太, 0.9, 72,   1,  12,11, 94.4,⑧⑦⑦, 7, 3,Ｈマルブツランナｰ, 69,岩田康, 0.4, 72,   1,*  9, 5, 14.8, ⑪⑩
 8, 2,Ｃチアズジョイ, 53,小牧太, 1.9, 51,*  6, -21, 7, 20.6, ①①, 8, 6, ニホンピロアロア,---,岩田康, 3.9, 30, -12, -21,10, 44.1, ⑪⑪, 8,16,Ｇピオｰネ, 75,四位洋, 1.0, 72,   2,  12, 6, 15.4,⑪⑨⑦, 8,11,Ｄカイテキネオ, 74,長谷川, 0.4, 73,   6,   3, 3,  7.1, ⑤③
 9, 3,Ｏハギノエントラｰタ, 17,ルメｰ, 1.9, 46,  -5,  -7,12,105.0, ⑮⑭, 9,14, マイネルキナ,---,長谷川, 3.9, 30, -14, -19,11, 60.1, ⑫⑫, 9, 9,Ｆイエス, 75,武幸四, 1.1, 74,   1,  12, 5, 15.1,⑫⑫⑥, 9,13,Ｂデュヴァル, 78,武豊  , 0.6, 71,   3,   5, 1,  2.4, ⑨⑦
10, 6,Ｐセフティｰハｰト, -1,ペリエ, 2.0, 48,   3, -18, 9, 52.4, ④⑥,10,11, フォクシｰレッグス,---,安藤勝, 4.0, 26,  -3, -34, 3,  5.4, ④⑤,10,12,Ｌメディアミックス, 69,太宰啓, 1.1, 68,   2,   8,10, 66.6,④④⑦,10, 5,Ｍシンメイガルダン, 67,小牧太, 0.9, 68,   5,   0,10, 52.5, ⑦⑦
11,14,Ｉチャリティショウ, 42,藤岡佑, 2.1, 46,  -1, -14,15,145.6, ⑫⑩,11, 3, カネトシグラマｰ,---,南井大, 4.2, 26, -15, -21,13,114.6, ⑫⑫,11,15,Ａワンダｰスピｰド, 84,ペリエ, 1.3, 70,   0,  12, 4, 12.1,⑥⑨⑭,11, 8,Ｉハリｰコマンド, 68,柴原央, 1.0, 67,   1,   4,14,131.4, ⑬⑬
12,12,Ｊイセノオｰ, 41,武幸四, 2.2, 45,   0, -16,11,101.8, ⑫⑩,12, 2, クィｰンチェリｰ,---,高橋亮, 4.3, 25,  -5, -34, 5, 12.5, ⑦⑤,12, 8,Ｃルポルタｰジュ, 77,荻野要, 1.7, 65,  -1,   9,12,109.1,⑬⑬⑬,12, 2,Ｐチャイナドｰル, 54,四位洋, 1.2, 66,*  7,  -6,15,188.3, ④③
13, 4,Ｇケイアイグｰルマン, 49,幸英明, 2.8, 41,   3, -25, 6, 15.1, ④⑦,13,13, オｰスミトップワン,---,本田優, 5.3, 18,  -5, -45,12, 89.9, ④⑩,13, 7,Ｏミッキｰシャｰマン, 68,池添謙, 2.8, 55,  -2,   1, 9, 62.1,⑮⑮⑮,13, 1,Ｋレオフォｰレンス, 68,池添謙, 1.3, 63,  -1,   3,13, 96.0, ⑭⑮
14,11,Ｍスリジェ, 29,池添謙, 4.1, 31,  -6, -27,14,143.3, ⑮⑯,14, 9, ミラクルジｰン,---,小牧太, 5.5, -6, -15, -33,14,214.0, ⑫⑭,14, 1,Ｊトラベルシチｰ, 72,石橋守, 2.9, 59,*  3, -13, 8, 27.6,②②④,14, 9,Ｊシュウザンコンドル, 68,武幸四, 1.3, 64,   2,  -1,12, 63.8, ⑨⑩
15,13,Ｎカイトウランマ, 24,上野翔, 4.5, 24,  -2, -39,16,353.1, ⑨⑭,,,,,,,,,,,,,15, 2,Ｐゼンノジュウシン, 64,モンテ, 3.0, 57,   2,  -9,14,145.9,⑥⑦⑩,15,15,Ｃマイティシルバｰ, 76,船曳文, 2.1, 54,*  6, -16, 7, 30.3, ③③
16, 1,Ｅマキシマムフォｰス, 50,モンテ, 4.7, 24,   3, -44, 5, 13.1, ④⑩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:58 ﾚｰｽﾍﾟｰｽ指数:+16 ﾚｰｽｱｶﾞﾘ指数:+6 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:54 ﾚｰｽﾍﾟｰｽ指数:+15 ﾚｰｽｱｶﾞﾘ指数:+8 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:79 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:+15 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:78 ﾚｰｽﾍﾟｰｽ指数:+3 ﾚｰｽｱｶﾞﾘ指数:+5 馬場:良(指数:0),,,,,,,,,,,
