06年 5月28日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,06年 5月28日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ2100m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-6.5,,,,,■ 4R  芝1800m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-5.3,,,,,■ 7R  芝2000m 4歳上500万(混) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:4.8,,,,,■10R  芝2400m 3 歳ｵｰﾌﾟﾝ 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3.6,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,東京優駿 ＧⅠ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 4,Ａマイネルイディオス, 52,内田博,, 56,* -4,  -2, 2,  5.3,③③③, 1,15,Ｇクリゼイア, 40,勝浦正,, 56,* -1,* -6, 8, 43.9,③③②, 1, 5,Ａレイズユアドリｰム, 81,北村宏,, 70,  12,* -5, 1,  1.6,⑩⑨⑦, 1, 2,Ｃメイショウサムソン, 88,石橋守,, 95,* 11,* 25, 1,  3.8,⑤③③
 2, 2,Ｅゴｰルドバディｰ, 45,吉田隼, 0.1, 53,* -4,  -5, 7, 20.4,②②②, 2, 3,Ｄスウィｰトネス, 46,藤田伸, 0.0, 56,  -2,* -4, 3,  6.3,⑤④④, 2, 2,Ｊマチカネオオバン, 59,藤田伸, 0.1, 70,  14, -11, 6, 15.5,④④③, 2, 6,Ｂアドマイヤメイン, 89,柴田善, 0.1, 93,* 12,  21, 4,  6.4,①①①
 3, 5,Ｈコアレスウォルデン, 42,四位洋, 0.3, 56,  -9,*  8, 5,  6.9,⑬⑭⑬, 3, 5,Ａジョウノエリザベス, 60,北村宏, 0.0, 55,  -3,* -1, 1,  2.1,⑪⑩⑦, 3, 9,Ｇフサイチギャロップ, 64,蛯名正, 0.2, 68,  13, -10, 5, 11.9,⑥⑤⑤, 3,15,Ａドリｰムパスポｰト, 90,四位洋, 0.4, 94,   8,* 28, 7, 13.0,⑮⑬⑫
 4,14,Ｂサムライショウグン, 51,福永祐, 0.5, 53,  -6,  -2, 6,  7.4,⑧⑥⑥, 4,16,Ｃニシノミライ, 56,内田博, 0.2, 53,  -2,  -7, 2,  2.7,⑤④④, 4, 1,Ｋハイタイド, 53,福永祐, 0.6, 65,* 15, -22, 8, 40.9,②②②, 4, 4,Ｍマルカシェンク, 76,福永祐, 0.4, 93,   9,* 25, 5,  7.6,⑫⑪⑧
 5,10,Ｉニシノマルディグラ, 42,小林淳, 0.7, 50,* -3, -12, 1,  3.4,①①①, 5, 7,Ｌカシノスズラン, 28,西田雄, 0.8, 45,  -5, -10,15,495.6,⑨⑧⑩, 5,10,Ｂシルクダッシュ, 73,小林淳, 0.6, 63,  10, -10, 4, 10.1,⑨⑩⑩, 5, 3,Ｄロジック, 88,幸英明, 0.6, 90,  10,  21,11, 46.3,⑩⑥⑦
 6, 1,Ｄフュｰチュリズム, 45,ボス  , 0.9, 49,  -4, -10, 3,  5.4,③④④, 6, 6,Ｅリスペット, 41,幸英明, 1.0, 43,  -3, -17, 7, 38.0,⑦⑦⑦, 6, 8,Ｅシンボリモｰガン, 70,塚田祥, 0.7, 59,   9, -17, 9, 54.2,⑦⑦⑦, 6,12,Ｑアペリティフ, 72,和田竜, 0.8, 86,* 11,  15,13,108.5,⑥③⑤
 7,11,Ｋノｰスベアハｰト, 39,和田竜, 1.2, 48,  -7,  -5, 8, 48.2,⑨⑨⑩, 7,10,Ｉセｰゴｰルド, 38,丹内祐, 1.2, 38,  -9, -12,12,142.9,⑫⑬⑮, 7, 7,Ｄマイネルピカドｰル, 70,安藤勝, 0.9, 61,  11, -18, 2,  8.3,⑧⑦⑦, 7,10,Ｆアドマイヤムｰン, 87,武豊  , 0.9, 88,   8,  21, 3,  5.9,⑮⑮⑫
 8,13,Ｃヒシカツテイオｰ, 45,的場勇, 1.3, 44,  -8,  -8,11, 64.8,⑨⑨⑨, 8,12,Ｂメイショウハナビ, 57,石橋守, 1.2, 41,  -2, -23, 4, 16.5,③④④, 8,11,Ｆマイネルアルドｰレ, 70,内田博, 1.2, 59,* 16, -33, 3,  8.8,①①①, 8, 7,Ｈフサイチリシャｰル, 83,ボス  , 1.1, 83,* 11,   9,10, 34.7,③③③
 9, 6,Ｊニシノフラッシュ, 41,水出大, 1.4, 44,  -9,  -7,14,150.3,⑫⑬⑩, 9, 9,Ｊトｰホウメボン, 33,ボス  , 1.3, 41,*  0, -29,14,282.5,①①①, 9, 3,Ｃシマトラ, 72,大庭和, 1.4, 56,  14, -32, 7, 16.8,③③③, 9, 5,Ｐトｰホウアラン, 74,藤田伸, 1.3, 81,* 11,   7, 9, 34.2,⑦⑥⑤
10, 8,Ｇオンワｰドカイザｰ, 42,郷原洋, 1.4, 46,  -7,  -9,10, 59.5,⑥⑦⑦,10, 8,Ｆラヴリｰビコｰ, 41,加藤士, 1.3, 40,  -6, -17, 9, 50.9,⑬⑪⑩,10, 6,Ｈエイコｰオｰカン, 60,武士沢, 1.8, 55,   9, -23,10, 59.6,⑩⑪⑪,10, 9,Ｅサクラメガワンダｰ, 88,内田博, 1.3, 82,   9,  12, 6, 12.5,⑧⑧⑧
