06年 4月 9日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,06年 4月 9日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1.4,,,,,■ 4R  芝2880m 4歳上未勝利 定量,,,,,,,,,,,,■ 7R  ダ1200m 4歳上500万 別定,,,,,,,出走馬ﾚﾍﾞﾙ:0.6,,,,,■10R  芝1200m 4歳上1000万 ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:-2.3,,,,
 9,11,Ｄザッツアメｰジング, 48,吉田豊, 1.4, 42,  -1, -18, 4,  7.9, ②③, 9, 4, ナリタブラック,,リデル, 4.0,,,, 6, 10.1,③⑩⑨, 9, 7,Ｉジパングエンジェル, 58,田面木, 2.3, 53,  -6,  -1,12,241.8, ⑩⑩, 9, 3,Ｌサｰジェナイト, 70,小林淳, 0.5, 64,  -3,  10,13,201.4, ⑨⑩
10, 5,Ｋラピッドファイヤｰ, 17,大野拓, 1.8, 33, -11, -15,12,286.5, ⑩⑪,10, 5, ユメノジェネラス,,横山義, 6.5,,,, 5,  9.0,⑪⑪⑫,10, 3,Ｋゲイリｰビリｰブ, 57,江田照, 2.4, 51,  -7,  -1, 9, 85.2, ⑩⑩,10, 7,Ａエアカエサル, 77,江田照, 0.6, 60, -10,  14,10, 37.3, ⑬⑬
11, 1,Ｇエイトダンサｰ, 43,後藤浩, 2.1, 33,  -7, -20, 7, 30.4, ⑦⑨,11, 3, ダイワゼウス,,江田勇, 6.6,,,,10, 59.3,⑥⑨⑧,11, 1,Ｈワンダｰアイドル, 59,菊沢隆, 2.5, 49, -11,   1,13,276.5, ⑬⑬,11, 8,Ｎビッグスマッシュ, 65,北村宏, 0.8, 60,  -3,   6,12,124.9, ⑨⑨
12, 2,Ｊディｰパｰブレイズ, 24,郷原洋, 2.4, 29, -13, -17,11,279.9, ⑫⑫,12,13, レオバラｰド,,北沢伸, 7.1,,,,12,124.7,③⑧⑨,12, 9,Ｍスズノメガミ, 44,武士沢, 2.5, 52,   0,  -8,10,103.8, ⑦⑦,12,11,Ｆフルブラスト, 73,後藤浩, 0.8, 69,* 19, -13, 2,  3.6, ②②
,,,,,,,,,,,,13, 1, ワンダｰエベレスト,,高野和, 7.7,,,,13,177.2,⑭⑭⑭,13, 8,Ｌアメリカンカラｰ, 51,勝浦正, 3.0, 46,  -4, -10, 8, 62.6, ⑨⑨,13, 6,Ｈエイワショウグン, 71,勝浦正, 0.9, 68,  17, -10, 1,  3.1, ③③
,,,,,,,,,,,,14,12, ダイタクバンクス,,出津孝, 8.7,,,,14,178.8,⑬⑬⑬,,,,,,,,,,,,,14, 1,Ｉハｰトフルミラクル, 71,武士沢, 1.2, 52,  -8,   4,14,292.7, ⑬⑬
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:58 ﾚｰｽﾍﾟｰｽ指数:+9 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:良(指数:-1),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:70 ﾚｰｽﾍﾟｰｽ指数:+5 ﾚｰｽｱｶﾞﾘ指数:+11 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:80 ﾚｰｽﾍﾟｰｽ指数:+11 ﾚｰｽｱｶﾞﾘ指数:+11 馬場:良(指数:-3),,,,,,,,,,,
"単勝:4,830円 複勝:12=950円 08=120円 07=190円 枠連:330円",,,,,,,,,,,,単勝:410円 複勝:07=160円 09=150円 06=180円 枠連:410円,,,,,,,,,,,,単勝:200円 複勝:11=100円 13=140円 06=170円 枠連:280円,,,,,,,,,,,,単勝:870円 複勝:09=290円 05=200円 02=690円 枠連:480円,,,,,,,,,,,
"馬連:5,010円 ワイド:08-12=1,690円 07-12=3,370円 07-08=250円",,,,,,,,,,,,馬連:820円 ワイド:07-09=300円 06-07=480円 06-09=350円,,,,,,,,,,,,馬連:380円 ワイド:11-13=190円 06-11=330円 06-13=490円,,,,,,,,,,,,"馬連:1,920円 ワイド:05-09=860円 02-09=2,690円 02-05=1,740円",,,,,,,,,,,
"馬単:16,430円 3連複:7,050円",,,,,,,,,,,,"馬単:1,550円 3連複:1,270円",,,,,,,,,,,,馬単:580円 3連複:820円,,,,,,,,,,,,"馬単:4,670円 3連複:15,160円 3連単:81,590円",,,,,,,,,,,
■ 2R  ダ1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-0.2,,,,,■ 5R  芝1600m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-8.0,,,,,■ 8R  ダ1800m 4歳上500万 別定,,,,,,,出走馬ﾚﾍﾞﾙ:0.2,,,,,■11R  芝2000m 4歳上ｵｰﾌﾟﾝ 別定,,,,,,,出走馬ﾚﾍﾞﾙ:-7.4,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ｴｲﾌﾟﾘﾙｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 1,Ａソングオブウインド, 58,武幸四,, 53,  -3,* -7, 1,  1.5,⑤④④, 1, 1,Ａトｰセンブレイク, 53,後藤浩,, 68,   0,*  7, 1,  1.5,⑥⑤④, 1, 7,Ｆバックオフゴｰ, 64,江田照,, 67,* -2,  10, 3,  5.3,①①①, 1, 5,Ｂマチカネキララ, 84,北村宏,, 88,  18,*  5, 1,  1.3,⑧⑥④
 2, 8,Ｅハタノスティング, 49,小林淳, 0.1, 51,  -2,*-10, 4, 14.6,③①③, 2, 9,Ｄウインヴィｰナス, 48,勝浦正, 0.7, 59,*  3,  -8, 8, 71.9,①①①, 2, 9,Ｂマイネルレオン, 69,岩部純, 0.1, 68,  -4,* 12, 2,  3.2,③④③, 2, 2,Ｈコンゴウリキシオｰ, 72,後藤浩, 0.3, 83,* 25, -16, 5, 15.2,①①①
 3, 6,Ｄギャラクシｰキッド, 50,高山太, 0.3, 50,* -2, -13, 6, 27.2,①①①, 3, 5,Ｃペディクラリス, 48,北村宏, 0.9, 56,  -3,* -1, 2,  3.4,⑧⑪⑩, 3, 2,Ｅマイネルピエｰル, 65,小野次, 0.3, 66,  -4,  10, 5,  8.8,⑤④③, 3, 6,Ｅルｰベンスメモリｰ, 77,菊沢隆, 0.6, 80,  19,  -7, 2,  8.1,④④⑤
 4, 9,Ｃシンボリタイタン, 51,江田照, 0.9, 47,  -5, -12, 2,  4.4,⑧⑦⑥, 4,11,Ｅマイネルパラシオ, 47,小林淳, 0.9, 56,   1,  -8, 5, 31.3,③④④, 4, 3,Ａリスティアプロトス, 71,北村宏, 0.6, 64,  -6,  11, 1,  3.1,⑦⑦⑦, 4, 8,Ｆコスモオｰスティン, 76,勝浦正, 0.6, 79,  19,  -9, 3,  9.6,③②②
 5, 2,Ｂグランレｰヴ, 55,吉田豊, 1.4, 42,* -2, -23, 3,  8.0,①①①, 4, 8,Ｆタイキトラップ, 42,江田照, 0.9, 56,*  4, -13, 3, 11.3,①①①, 5,11,Ｄケイドリｰム, 65,吉田隼, 0.9, 56,* -4,   1, 8, 39.5,①①①, 5, 4,Ｉアラタマインディ, 70,江田照, 0.9, 80,  17,  -5, 9,106.3,⑦⑨⑥
 6,10,Ｇウエスタンスナイプ, 46,武士沢, 1.7, 40,  -5, -19,11,183.4,⑦⑦⑧, 6, 6,Ｂユｰロペ, 50,津村明, 0.9, 54,  -1,  -8, 6, 33.4,③⑤④, 6, 6,Ｈヴィオラポンポｰサ, 63,吉田豊, 1.2, 60,  -8,  10, 7, 37.6,⑩⑨⑩, 6, 3,Ａグラスポジション, 84,小林淳, 1.2, 77,  17,  -9, 7, 42.0,⑧⑨⑥
 7, 4,Ｈメジロソｰサ, 40,岩部純, 1.8, 40,  -3, -23, 7, 33.4,⑤⑤⑤, 7, 4,Ｋポリｰマグｰ, 29,吉田豊, 1.1, 54,  -4,  -2, 4, 14.2,⑫⑪⑩, 7, 1,Ｉエアルレクチェ, 61,津村明, 1.3, 55,  -7,   4, 6, 11.1,⑧⑦⑦, 7,10,Ｃナイトフライヤｰ, 82,武幸四, 1.4, 72,  18, -18, 4, 14.7,⑧⑥⑥
 8, 7,Ｆヒカルダイチ, 46,北村宏, 1.8, 40,  -4, -21, 5, 17.9,⑧⑦⑦, 8, 3,Ｌカツホマレ, 22,吉田隼, 1.3, 47,  -4, -12, 9, 99.2,⑧⑦⑦, 8, 5,Ｃグレｰドエｰス, 66,千葉直, 1.4, 60, -13,* 14,11,177.1,⑬⑬⑪, 8, 7,Ｇメジロマントル, 76,吉田豊, 1.5, 72,  20, -22, 6, 20.3,②②②
 9, 3,Ｉミウラフェニックス, 35,大庭和, 2.1, 37,  -5, -23, 9,159.3,⑧⑦⑧, 9, 2,Ｇニホンピロコフレ, 41,大野拓, 1.4, 45,  -4, -12,10,187.5,⑪⑨⑩, 9, 4,Ｇセイウンカラク, 63,小林淳, 1.6, 55,  -8,   5, 9, 56.4,⑪⑨⑨, 9, 9,Ｊサクラゲイル, 69,津村明, 1.7, 67,  19, -24, 8, 51.4,⑥④⑥
10,11, ダイワバｰリントン,---,後藤浩, 3.0, 29,  -3, -34, 8, 39.5,④⑤⑧,10, 7,Ｈコスモアクチュアル, 35,梶晃啓, 1.5, 49,  -2, -11,12,355.0,⑧⑨⑦,10,13,Ｌアクトジロｰ, 48,菊沢隆, 1.7, 53,  -4,  -3,10,108.7,⑤④③,10, 1,Ｄカフェブリストル, 78,小野次, 2.7, 56,  18, -37,10,183.4,④⑥⑩
11, 5,Ｊノボプレゼンス, 32,小野次, 4.2, 22,  -6, -41,10,176.3,⑪⑪⑪,11,10,Ｉストロウベイビイ, 33,郷原洋, 1.9, 44,*  2, -25, 7, 34.6,③③③,11,12,Ｍバクシンシンボル, 44,伊藤直, 2.2, 51,  -9,   2,13,402.5,⑪⑫⑪,,,,,,,,,,,,
,,,,,,,,,,,,12,12,Ｊエプソムジェイド, 31,菊沢隆, 2.2, 40,  -2, -24,11,335.0,⑥⑦⑦,12,10,Ｊレオシャｰプ, 58,大野拓, 2.7, 38,* -4, -16,12,243.2,③①③,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,13, 8,Ｋエビスグリｰン, 52,後藤浩, 4.9, 25,  -8, -25, 4,  7.6,⑨⑨⑪,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:+6 ﾚｰｽｱｶﾞﾘ指数:-5 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:64 ﾚｰｽﾍﾟｰｽ指数:+6 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:70 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:+16 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:89 ﾚｰｽﾍﾟｰｽ指数:+10 ﾚｰｽｱｶﾞﾘ指数:-12 馬場:良(指数:-2),,,,,,,,,,,
単勝:150円 複勝:01=120円 08=240円 06=380円 枠連:180円,,,,,,,,,,,,"単勝:150円 複勝:01=100円 09=440円 05=110円 枠連:1,220円",,,,,,,,,,,,単勝:530円 複勝:07=170円 09=140円 02=210円 枠連:520円,,,,,,,,,,,,単勝:130円 複勝:05=100円 02=210円 06=130円 枠連:870円,,,,,,,,,,,
"馬連:870円 ワイド:01-08=440円 01-06=610円 06-08=1,690円",,,,,,,,,,,,"馬連:3,840円 ワイド:01-09=1,020円 01-05=130円 05-09=1,340円",,,,,,,,,,,,馬連:840円 ワイド:07-09=320円 02-07=770円 02-09=440円,,,,,,,,,,,,馬連:770円 ワイド:02-05=320円 05-06=200円 02-06=830円,,,,,,,,,,,
"馬単:1,090円 3連複:2,970円",,,,,,,,,,,,"馬単:5,130円 3連複:2,150円",,,,,,,,,,,,"馬単:1,860円 3連複:2,150円",,,,,,,,,,,,"馬単:930円 3連複:1,150円 3連単:3,560円",,,,,,,,,,,
■ 3R  ダ1200m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-4.5,,,,,■ 6R  ダ1800m 3 歳500万 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-0.3,,,,,■ 9R  芝1600m 3 歳500万 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-5.8,,,,,■12R  ダ1800m 4歳上1000万 別定,,,,,,,出走馬ﾚﾍﾞﾙ:-3.5,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,山藤賞,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 3,Ａビッグユニット, 62,吉田豊,, 68,*  8,* -3, 1,  1.2, ①①, 1,12,Ａバルバロ, 70,後藤浩,, 64,* -7,  11, 1,  2.2,③③②, 1, 9,Ｃマイネルスパｰクル, 60,吉田豊,, 76,   1,* 15, 3,  4.4,⑨⑥④, 1, 4,Ｅスマｰトストリｰム, 71,吉田豊,, 75,  -7,* 21, 2,  4.7,⑧⑤⑤
 2, 8,Ｃネヴァベｰカリｰ, 49,武士沢, 1.2, 55,*  5, -13, 3, 14.0, ②②, 2,11,Ｊビコｰジェネラル, 54,武幸四, 0.0, 62,* -7,  10, 5, 12.5,②①②, 2, 6,Ｅアサクサゼットキ, 56,菊沢隆, 0.0, 75,   4,  10, 1,  2.6,②②②, 2, 8,Ａシルクヒｰロｰ, 74,武士沢, 0.0, 80,  -9,* 25, 1,  2.4,⑧⑪⑦
 3,14,Ｋテイエムマｰチ, 28,小野次, 1.5, 51,   3, -14, 6, 29.5, ③②, 3,13,Ｂシルクデュエリスト, 66,江田照, 0.1, 64,  -8,* 12, 3,  7.4,⑤④④, 3, 1,Ｇスｰパｰキャノン, 54,北村宏, 0.4, 70,*  9,  -4, 6, 19.2,①①①, 3, 1,Ｂエドノドリｰム, 72,江田照, 0.5, 67,  -7,  16, 3,  5.8,⑥⑤⑤
 4,12,Ｄトッチンコボ, 45,岩部純, 1.6, 48,  -2, -10, 9, 87.2, ⑦⑦, 4, 1,Ｃアクシオン, 65,北村宏, 0.1, 64,  -8,* 12, 2,  2.7,⑤④④, 4, 2,Ａレイザストレングス, 66,後藤浩, 0.4, 70,   5,   2, 4,  7.1,②②②, 4, 2,Ｉオｰスミダンスイン, 69,後藤浩, 0.5, 66,* -6,  14, 5, 11.1,①①①
 5, 2, シルクヴァルキリｰ,---,郷原洋, 1.7, 48,   0, -13, 4, 19.1, ⑤⑤, 5, 9,Ｉキングフォｰティ, 57,吉田豊, 0.3, 63,  -9,* 12, 4, 12.3,⑨⑦⑦, 5, 5,Ｂサクラオｰルイン, 61,武幸四, 0.6, 68,  -1,  10, 2,  2.8,⑧⑨⑧, 5, 7,Ｃヤマノサップ, 72,勝浦正, 0.8, 62,  -7,  13, 6, 17.5,⑥⑤⑦
 6, 6,Ｇデイトレｰダｰ, 39,北村宏, 1.7, 46,  -9,* -5,14,245.3, ⑩⑨, 6, 7,Ｈチェイスバニヤン, 57,津村明, 0.5, 54,* -8,   4, 9, 51.1,①①①, 6, 8,Ｈヒシカｰド, 46,小野次, 0.9, 64,   3,  -2, 7, 67.9,④④④, 6,13,Ｇタイキコジャック, 70,吉田隼, 0.9, 58,  -9,  11,10, 69.5,⑧⑤⑦
 7,10,Ｂバッドフォｰチュン, 54,吉田隼, 1.8, 44,  -1, -15, 2,  8.7, ⑤⑥, 7, 2,Ｄサンワｰドピラｰ, 63,小林淳, 0.8, 55,  -9,   7, 7, 42.0,⑤⑦⑦, 7, 4,Ｆマイネトップレディ, 55,郷原洋, 1.2, 60,   3,  -7, 5, 17.7,④④④, 7, 3,Ｊダイワデンバｰ, 68,北村宏, 0.9, 65,  -9,  15, 9, 40.1,⑪⑨⑦
 8, 1,Ｉディスティニｰワン, 35,津村明, 2.0, 43,   1, -18, 7, 48.6, ③④, 8, 8,Ｇマイネルメロス, 58,吉田隼, 1.3, 48, -11,   2, 6, 31.6,⑨⑩⑩, 8, 7,Ｄハタノアディクト, 57,小林淳, 1.5, 57,   1,  -8, 8,225.1,⑦⑥④, 8, 6,Ｆセイウンドリｰム, 70,小林淳, 1.1, 62,  -9,  14,12,116.8,⑪⑪⑪
 9,13,Ｆリュウアポロン, 39,伊藤直, 2.0, 44,  -5, -11,11,157.2, ⑧⑦, 9, 4,Ｋアイアムマイネル, 53,大野拓, 1.3, 47, -11,   1,13,154.7,⑧⑦⑦, 9, 3,Ｉモルフェワルツ, 22,吉田隼, 2.0, 48,   1, -16, 9,234.9,④⑥⑨, 9, 9,Ｄブリュメｰル, 72,石神深, 1.4, 60, -11,  14,13,178.7,⑬⑬⑬
10, 9,Ｊシェブロンシチｰ, 33,石神深, 2.2, 41,  -9, -10,13,216.8, ⑩⑨,10,10,Ｆライブリチチカカ, 61,小野次, 1.5, 47, -10,   2,11, 81.0,⑪⑩⑬,,,,,,,,,,,,,10, 5,Ｋチアズアビリティｰ, 68,津村明, 1.6, 51,* -7,   3, 4,  6.8,②①①
11,11,Ｈナンヨｰノジョｰ, 37,大野拓, 2.6, 34,  -9, -16, 5, 21.4, ⑩⑨,11, 3,Ｅサントアドヴァンス, 63,武士沢, 1.8, 47, -11,   1,10, 73.4,⑫⑫⑪,,,,,,,,,,,,,11,12,Ｈロｰランスパイス, 69,大野拓, 1.7, 48,* -8,   1, 8, 27.8,④①③
12, 7,Ｅベルモントカイト, 40,後藤浩, 2.8, 34, -11, -14, 8, 51.1, ⑬⑫,12, 5,Ｌアジアンティック, 53,勝浦正, 1.9, 43,* -8,  -6,12, 99.1,③④④,,,,,,,,,,,,,12,11,Ｍカフェフロリデアン, 58,武幸四, 2.5, 44,  -8,  -1,11, 79.1,④⑨⑫
13, 5,Ｌベルモントブｰケ, 25,小林淳, 4.2, 18, -15, -23,12,193.7, ⑭⑭,13, 6,Ｍドナパッション, 51,菊沢隆, 1.9, 46, -11,   0, 8, 47.8,⑫⑫⑪,,,,,,,,,,,,,13,10,Ｌアポロベルｰガ, 63,小野次, 2.9, 40,* -6,  -8, 7, 20.3,②①③
14, 4,Ｍナインバクシン,  8,江田照, 4.6, 15,  -5, -36,10,116.6, ⑧⑬,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:+13 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:71 ﾚｰｽﾍﾟｰｽ指数:-11 ﾚｰｽｱｶﾞﾘ指数:+15 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:+4 ﾚｰｽｱｶﾞﾘ指数:+9 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:77 ﾚｰｽﾍﾟｰｽ指数:-14 ﾚｰｽｱｶﾞﾘ指数:+20 馬場:良(指数:-2),,,,,,,,,,,
単勝:120円 複勝:03=110円 08=210円 14=320円 枠連:360円,,,,,,,,,,,,単勝:220円 複勝:12=120円 11=300円 13=230円 枠連:940円,,,,,,,,,,,,単勝:440円 複勝:09=160円 06=130円 01=390円 枠連:510円,,,,,,,,,,,,単勝:470円 複勝:04=160円 08=130円 01=170円 枠連:340円,,,,,,,,,,,
"馬連:480円 ワイド:03-08=260円 03-14=410円 08-14=1,740円",,,,,,,,,,,,"馬連:1,430円 ワイド:11-12=580円 12-13=350円 11-13=1,320円",,,,,,,,,,,,馬連:550円 ワイド:06-09=260円 01-09=930円 01-06=930円,,,,,,,,,,,,馬連:640円 ワイド:04-08=280円 01-04=390円 01-08=270円,,,,,,,,,,,
"馬単:540円 3連複:2,460円",,,,,,,,,,,,"馬単:2,420円 3連複:2,850円",,,,,,,,,,,,"馬単:1,150円 3連複:2,590円 3連単:9,800円",,,,,,,,,,,,"馬単:1,500円 3連複:900円 3連単:4,980円",,,,,,,,,,,
,※同着があったレｰスの払戻情報はスペｰスの関係上､同着分を省略しています｡,,,,,,,,,,,,,,,,,,,,,,,,※同着があったレｰスの払戻情報はスペｰスの関係上､同着分を省略しています｡,,,,,,,,,,,,,,,,,,,,,,
,※結果･払戻は必ず主催者発表のものと照合･確認して下さい｡,,,,,,,,,,,,,,,,,,,,,,,,※結果･払戻は必ず主催者発表のものと照合･確認して下さい｡,,,,,,,,,,,,,,,,,,,,,,
