06年 7月29日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,06年 7月29日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1200m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1.2,,,,,■ 4R  芝1800m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 7R  芝1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-0.3,,,,,■10R  芝2000m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0.6,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,九州ｽﾎﾟｰﾂ杯,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,13,Ｇシゲルメルシ, 40,渡辺薫,, 73,*  1,*  7, 6, 25.5, ①②, 1, 5, シゲルシュクラン,---,小牧太,, 50,*-43,* 25, 5, 15.0,②②②, 1, 2,Ｂティアラプリンセス, 67,太宰啓,, 58,* -5,   5, 1,  3.3,①①①, 1, 9,Ａバトルブレｰヴ, 83,太宰啓,, 75,*  4,  12, 6, 15.2,②②①
 2,10,Ａセレブラｰル, 63,福永祐, 0.9, 56,  -3,  -1, 1,  2.1, ④⑤, 2, 4, ダノンジュンコウ,---,佐藤哲, 0.0, 61, -46,* 30, 2,  4.3,⑥⑤③, 2, 8,Ａプリムラシチｰ, 68,和田竜, 0.1, 57,* -6,   5, 3,  4.4,②②②, 2, 5,Ｃブラッドバロｰズ, 81,岩田康, 0.0, 77,   3,* 15, 3,  4.9,④③③
 3, 9,Ｂアドマイヤデュｰク, 58,岩田康, 1.2, 45,*  1, -12, 2,  3.3, ②①, 3, 2, オｰルライトナウ,---,和田竜, 0.8, 18,*-43,  13, 3,  7.7,①①①, 3,12,Ｉダディｰズメモリｰ, 43,岩田康, 0.2, 66, -11,* 15, 2,  4.3,⑨⑦⑤, 3, 6,Ｂミツワスカイハイ, 81,渡辺薫, 0.2, 77,   1,* 17, 1,  2.2,⑧⑥⑥
 4, 2,Ｅアルｰリングライン, 42,和田竜, 1.3, 44,  -4,  -9, 4,  8.1, ④③, 4, 9, ドゥオナｰ,---,渡辺薫, 1.4,  9, -44,   8, 7, 43.0,⑤③③, 4, 9,Ｊトウカイベスト, 42,幸英明, 0.8, 47,  -9,   1,14,190.8,⑥④③, 4, 8,Ｄグランドパルファン, 76,和田竜, 0.3, 75,   1,* 15, 5, 11.3,⑥⑥④
 5, 3,Ｃテンシノウィｰク, 46,中村将, 1.3, 41,* -2, -13, 3,  5.5, ②③, 5, 1, トリノシチｰ,---,幸英明, 1.5,  5, -46,   7, 8, 59.2,③⑤③, 5,14,Ｃスリｰキセキ, 62,田中克, 1.0, 47, -15,   5, 7, 18.6,⑪⑩⑧, 5, 4,Ｆマｰブルバルダｰ, 70,熊沢重, 0.4, 74,   0,* 15, 8, 46.9,⑥⑧⑥
 6,12,Ｉタイセイユニオン, 27,石橋守, 1.5, 41,  -8,  -9,13,317.9, ⑥⑤, 6, 7, ゴｰルデンミション,---,福永祐, 1.5, -2,*-44,   3, 1,  1.6,④③③, 6, 4,Ｍレオンハルト, 37,渡辺薫, 1.0, 49, -13,   5,15,201.6,⑧⑨⑧, 6, 3,Ｇコスモプラチナ, 67,内田浩, 0.8, 57,*  3,  -3, 4,  7.8,①①②
 7, 7,Ｍマルタカブロイド,-29,池添謙, 1.6, 44, -21,*  2,12,260.8, ⑩⑩, 7, 6, スｰパｰヴァイザｰ,---,武豊  , 2.0,-17, -46,   0, 4,  9.6,⑦⑦⑦, 7, 5,Ｈサダムアカイカゼ, 45,鮫島良, 1.2, 48, -16,   6,11, 80.8,⑫⑪⑩, 7, 2,Ｈビッグタイガｰ, 65,赤木高, 1.0, 66,  -2,  11, 7, 28.0,⑩⑩⑨
 8, 8,Ｆアトラクティヴ, 41,畑端省, 1.6, 41, -14,  -4, 8,110.7, ⑧⑦, 8, 3, ヒラボクオウショｰ,---,川田将, 2.3,-13, -51,   3, 6, 35.4,⑨⑨⑧, 8, 7,Ｆミスタｰキセキ, 48,赤木高, 1.3, 53, -18,* 11, 6, 16.4,⑭⑭⑫, 8, 7,Ｅジョｰファング, 76,武豊  , 1.5, 55,   2,  -6, 2,  4.3,③④④
