06年 3月18日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,06年 3月18日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-6.4,,,,,■ 4R  ダ1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-3.1,,,,,■ 7R  ダ1800m 3 歳500万 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1.9,,,,,■10R  ダ1200m 4歳上1600万 別定,,,,,,,出走馬ﾚﾍﾞﾙ:-2.2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ﾌﾞﾗｯﾄﾞｽﾄｰﾝｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 6,Ａエイコｰロマン, 51,勝浦正,, 59,  -3,  -1, 1,  3.1, ④③, 1,16,Ｂダンシングクリス, 54,後藤浩,, 70,  -2,* 12, 5, 11.0,⑦⑥①, 1,13,Ｄジョウテンロマン, 63,藤田伸,, 75,  -2,* 16, 2,  3.6,④④①, 1, 3,Ｄオフィサｰ, 81,福永祐,, 83,  -5,* 24, 2,  4.6, ⑪⑩
 2, 5,Ｅサイレンスラダメス, 43,後藤浩, 0.3, 57,*  0,  -5, 2,  4.1, ②①, 2, 4,Ａパピヨンシチｰ, 54,松岡正, 0.4, 65,   0,   3, 4,  6.1,②③①, 2,10,Ｅバルバロ, 62,蛯名正, 0.1, 73,* -1,* 14, 3,  4.4,②①①, 2,10,Ｂケｰジｰアジュデ, 82,後藤浩, 0.0, 82,  -1,  20, 3,  5.5, ⑥④
 3, 8,Ｈキングオブパンサｰ, 38,柴田善, 0.9, 48, -11,  -2, 4,  6.8, ⑨⑧, 3,15,Ｄバリオン, 51,横山典, 0.5, 64,  -3,*  8, 1,  3.9,⑥⑥⑥, 3, 1,Ｉリファインドボディ, 57,勝浦正, 0.5, 68,* -1,   9,10, 68.8,①①①, 3,14,Ｋバンブｰミラン, 75,張田京, 0.1, 81,   0,  18,13,185.2, ⑥⑤
 4, 3,Ｂエフテｰクリニック, 50,江田照, 1.0, 50,*  1, -13, 3,  5.1, ①①, 4, 1,Ｊアポロコマンダｰ, 42,池田鉄, 0.9, 60,   0,  -1, 6, 11.1,④④⑤, 4, 9,Ｈアリマエクセレント, 59,柴田善, 1.0, 63,* -1,   6, 9, 54.6,②①④, 4, 1,Ｈハシルジョウオｰ, 79,角田晃, 0.2, 78,*  6,  11,12, 83.2, ②①
 5, 9, ブラッシュボｰル,---,デムｰ, 1.1, 45, -15,   0, 7, 17.0, ⑫⑪, 5,10,Ｅグランレｰヴ, 49,木幡初, 1.0, 60,*  2,  -6, 7, 14.4,②①①, 5,14,Ｃケイアイマイバッハ, 63,後藤浩, 1.1, 63,  -2,   6, 6, 16.6,⑥④④, 5, 2,Ｃメイショウオキナ, 81,大西直, 0.5, 77,  -8,* 21, 8, 32.2, ⑫⑫
 6, 2,Ｄスミノバンビｰナ, 45,田中勝, 1.1, 43, -19,*  3, 6, 15.6, ⑭⑭, 6, 8,Ｎロｰランウェルズ, 12,デムｰ, 1.2, 58,  -1,  -2,10, 65.7,④⑤⑥, 6, 4,Ｋマルブツクロス, 52,木幡初, 1.2, 65,  -4,   9, 7, 33.4,⑨⑩⑨, 5, 8,Ａエイシンボｰダン, 84,デムｰ, 0.5, 74,*  5,   9, 1,  2.0, ②③
 7, 1,Ｃリキアイテンリュウ, 49,小野次, 1.2, 46,  -6,  -9, 8, 33.9, ⑤⑤, 7,13,Ｉメジロバｰクマン, 42,吉田豊, 1.8, 54,  -5,  -1, 8, 26.7,⑧⑧⑧, 7, 3, サントアドヴァンス,---,北村宏, 1.4, 63,  -3,   6,14,235.7,④⑧⑥, 7, 5,Ｉポジティヴトライ, 76,菊沢隆, 0.6, 76, -11,* 23, 9, 51.7, ⑭⑬
 8, 7,Ｇストロングレパｰド, 39,北村宏, 1.4, 43,  -6, -11,12,144.4, ⑤⑥, 8, 9,Ｃマイネルコレドｰル, 52,藤田伸, 1.9, 54,  -6,   0, 2,  4.1,⑮⑨⑧, 8, 7,Ｍライブリチチカカ, 48,小野次, 1.5, 62,  -5,   8, 8, 45.2,⑫⑫⑫, 8, 6,Ｎショｰストッパｰ, 65,津村明, 0.8, 73,  -4,  15,14,224.8, ⑩⑧
 9,11, ツヴィンガｰ,---,蛯名正, 1.4, 44, -10,  -7, 5,  7.4, ⑧⑥, 9,11,Ｇサｰストンラウンド, 44,黛弘人, 2.4, 47,  -9,  -2,13,188.2,⑨⑩⑩, 9, 5,Ｆジャッキｰライオン, 61,田中勝, 1.5, 63,  -6,  10, 4, 12.3,⑨⑬⑬, 9,11,Ｅトｰセンザオｰ, 80,柴田善, 0.9, 70,  -3,  13, 5, 23.1, ⑨⑩
10,13, プリマシア,---,藤田伸, 1.5, 42,  -8, -10, 9, 43.8, ⑦⑧,10,14,Ｈカネスキングオｰ, 43,江田照, 2.6, 48,*  2, -21, 9, 57.5,①①①,10, 8,Ｌブライアンズエッセ, 51,福永祐, 1.8, 58,  -3,   1,11, 71.6,⑭⑥⑥,10,13,Ｆビッグシャｰク, 80,蛯名正, 0.9, 72,  -9,  18, 7, 24.3, ⑬⑬
11, 4,Ｊフェアレスジュエル, 33,大野拓, 1.5, 41,* -3, -18,13,222.1, ②④,11, 2,Ｍヤマニンエボニｰ, 24,大野拓, 3.2, 41,  -9, -11,15,363.6,⑪⑩⑩,11,11,Ｂアルスボヘミアン, 64,的場勇, 2.0, 54,  -6,   1, 5, 14.3,⑫⑩⑪,11,15,Ｌリメンバｰドリｰム, 72,木幡初, 1.1, 70, -11,  18,15,323.3, ⑭⑮
