06年 1月 8日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,06年 1月 8日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 3 歳未勝利(牝) 馬齢,,,,,,,,,,,,■ 4R  ダ1800m 3 歳新馬(混) 馬齢,,,,,,,,,,,,■ 7R  ダ1200m 4歳上500万(混) 別定,,,,,,,,,,,,■10R  ダ1800m 4歳上1000万(混) 別定,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,初凪賞,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,10,Ｃスプリングベルン, 38,石橋脩,, 53,  -3,* -3, 3,  8.0,⑩⑨⑨, 1, 2, ラウンドアイズ,---,柴山  ,, 57, -13,*  8, 3,  6.2,⑧⑦⑦, 1, 2,Ｇシャドウハｰツ, 65,バルジ,, 69,   0,* 10, 4,  7.2,⑨⑨⑨, 1,10,Ｉシャｰベットトｰン, 71,菊沢徳,, 80,* 11,   4, 5,  9.6,③②①
 2, 5,Ｂデアリングワｰルド, 43,中舘  , 0.1, 55,   2,* -9, 1,  2.2,⑥⑤⑤, 2,16, マルブツクロス,---,木幡  , 0.2, 52,*-10,*  1, 5,  7.7,④③④, 2,14,Ｃゴットザビｰト, 68,幸    , 0.1, 71,  10,   0, 2,  5.1,⑤③③, 2, 2,Ｃアサクササイレン, 75,後藤浩, 0.1, 79,   6,* 13, 1,  2.2,⑧⑧⑦
 3, 6,Ｎハイジトウショウ, 22,柴山  , 0.2, 55,*  7, -13, 5, 12.3,①①①, 3,11, プライベｰトプラン,---,後藤浩, 0.5, 49,*-10,  -2, 2,  4.8,③③②, 3, 8,Ｎマルタラヴ, 49,石橋脩, 0.4, 63,  -3,*  8,13, 66.1,⑪⑪⑪, 3,12,Ｇグランドハリケｰン, 71,吉永  , 0.2, 79,* 11,   4, 7, 21.1,④④②
 4, 4,Ｇハロｰマイラブ, 32,松岡  , 1.1, 44,   4, -21, 4, 10.6,④③③, 4,15, スズノオオゴン,---,柴田善, 1.0, 46, -11,  -4, 1,  2.3,⑥⑥⑤, 4,15,Ｌゴｰルドザボｰガｰ, 55,吉田豊, 0.6, 63,   0,   4, 9, 22.1,⑩⑨⑨, 4,16,Ａプリティロｰズ, 79,勝浦  , 0.4, 77,   8,   7, 3,  7.0,⑦⑥⑤
 5,16,Ｍワライナガラ, 23,村田  , 1.1, 44,  -1, -15,13,206.2,⑮⑦⑥, 5,10, テンクウワンダｰ,---,中舘  , 1.6, 39,* -9, -13, 8, 37.6,②②②, 5,11,Ｂカズノブラック, 70,大野  , 0.6, 63,   5,  -3, 6,  9.7,⑦⑥⑤, 5, 5,Ｅフェスティブシャン, 73,大庭  , 0.6, 76,   2,* 16,15,254.7,⑮⑮⑬
 6, 3,Ｅシャリｰク, 36,武士沢, 1.2, 40, -10,* -8,10,102.4,⑯⑮⑭, 6,14, サムゾｰ,---,北村宏, 1.7, 39,*-10, -12, 7, 36.8,⑦⑤⑤, 6, 7,Ｈエボニｰビジョン, 63,松岡  , 0.6, 60,  -7,*  9, 7, 10.7,⑫⑭⑮, 6, 7,Ｆシャコｰミリオン, 72,バルジ, 0.7, 75,   8,   4, 2,  6.0,⑥⑥⑤
 7, 1,Ａペンタコｰド, 44,バルジ, 1.4, 42,   4, -23, 2,  3.2,④③③, 7, 3, ベルモントエｰス,---,穂苅  , 2.3, 38, -16,  -8, 6, 28.0,⑩⑫⑧, 7, 3,Ａグロｰリｰブラッド, 78,後藤浩, 0.8, 64,  10,  -7, 1,  4.7,②③③, 7, 1,Ｍミヤビアゼリア, 66,石橋脩, 0.8, 74,   1,* 16,14,204.0,⑯⑯⑯
 8,14,Ｈタイキシｰリア, 29,丹内  , 1.6, 38,   3, -25, 8, 42.9,③⑤⑥, 8, 9, ロｰランラムズ,---,幸    , 2.4, 33,* -9, -21,10, 50.9,①①①, 8, 1,Ｄブルｰベレッタ, 67,田中剛, 0.9, 64,* 12, -10, 3,  5.6,①①①, 8,13,Ｊマストビｰエンゼル, 71,津村  , 1.0, 72,   6,   4,13,131.4,⑧⑧⑨
 9,11,Ｊグレｰスアロｰ, 28,幸    , 1.7, 37,  -3, -19,12,188.9,⑭⑨⑨, 9, 5, サンデｰレオン,---,松岡  , 3.1, 30, -16, -17, 9, 39.1,⑩⑩⑧, 9, 5,Ｋフォｰリングレイス, 57,丹内  , 0.9, 61,   8,  -8,15, 91.5,④⑤⑤, 9,14,Ｌリワｰドジオン, 68,嘉藤  , 1.1, 71,   5,   6, 9, 36.5,⑩⑪⑫
10, 8,Ｄノボキッス, 38,大野  , 1.7, 34,  -4, -20, 6, 13.9,⑩⑨⑨,10, 8, シェセル,---,津村  , 3.6, 25, -19, -16,11, 56.1,⑬⑬⑬,10, 4,Ｏロックエモｰション, 47,西田  , 1.1, 56,  -4,   3,14, 77.1,⑭⑪⑬,10,11,Ｂドラマチックテナｰ, 75,柴田善, 1.1, 72,   4,   7, 4,  8.5,⑬⑫⑪
11,13,Ｌオｰラドネｰジュ, 25,高野和, 1.8, 33,  -2, -23,15,364.9,⑨⑦⑧,11, 7, キッズアルタイル,---,石橋脩, 4.1, 20, -14, -30, 4,  7.4,④⑧⑧,11,10,Ｆアルファルド, 65,江田照, 1.1, 59,   2,  -3, 5,  8.4,⑦⑧⑦,11, 9,Ｈバンドマスタｰ, 71,柴山  , 1.4, 69,   4,   5, 8, 24.5,⑭⑭⑬
12, 9,Ｉカオリソフィｰ, 28,鹿戸  , 1.9, 34,  -7, -17,11,107.6,⑩⑬⑫,12, 6, ニシノマルディグラ,---,小林淳, 4.7, 16, -15, -31,14,234.9,⑩⑩⑫,12, 9,Ｅヒシキャサリン, 66,村田  , 1.2, 59,   5,  -6,10, 27.4,⑤⑦⑦,12, 4,Ｋヒロノタイタン, 70,丹内  , 1.4, 69,   6,   1,11, 77.5,⑩⑧⑨
13,12,Ｋスナｰクスイセン, 26,吉田隼, 2.6, 30,*  5, -38, 7, 25.2,①②②,13,13, アイランドアｰス,---,西田  , 5.7,  8, -15, -41,16,403.3,⑨⑨⑪,13, 6,Ｊオｰスミダイケン, 58,吉田隼, 1.6, 49,  -8,  -1,12, 50.9,⑮⑭⑬,13, 8,Ｄウインジェネシス, 74,北村宏, 1.9, 65,* 11, -13, 6, 12.0,②②③
14, 7,Ｏロｰランケイト, -8,江田照, 3.0, 23,  -9, -26,14,318.9,⑩⑮⑫,14,12, チョウカイタｰフ,---,村田  , 6.0, 11, -26, -23,13,211.1,⑭⑭⑭,14,13,Ｍデルマアポロ, 53,中舘  , 1.7, 51,  -3,  -4,11, 35.5,⑫⑪⑪,14,15,Ｐマイネルクオリティ, 62,郷原  , 2.6, 59,   4,  -7,16,274.8,⑫⑫⑮
15,15,Ｐオルレアンシチｰ,-12,津村  , 3.4, 15,  -9, -32,16,453.1,⑥⑬⑯,15, 4, ストレイフ,---,田中勝,15.1,-60, -30, -99,12, 68.1,⑮⑮⑮,15,12,Ｐミラクルカフェ, 46,小島一, 2.7, 44,* 11, -29, 8, 21.9,②②②,15, 6,Ｎアポロベルｰガ, 65,田中勝, 2.9, 57,   8, -17,10, 39.9,④⑤⑦
16, 2,Ｆレオヴィｰナス, 34,水出  , 3.4, 16,  -5, -36, 9, 99.8,⑥⑫⑭,,,,,,,,,,,,,16,16,Ｉアサクサパッカｰド, 61,鈴木慶, 2.8, 35, -11, -10,16,359.4,⑯⑯⑯,16, 3,Ｏロングチェイサｰ, 63,鹿戸  , 4.6, 45,* 11, -39,12, 86.9,①①③
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:58 ﾚｰｽﾍﾟｰｽ指数:+16 ﾚｰｽｱｶﾞﾘ指数:-3 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:+11 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:70 ﾚｰｽﾍﾟｰｽ指数:+15 ﾚｰｽｱｶﾞﾘ指数:+10 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:79 ﾚｰｽﾍﾟｰｽ指数:+6 ﾚｰｽｱｶﾞﾘ指数:+8 馬場:良(指数:0),,,,,,,,,,,
単勝:800円 複勝:10=210円 05=120円 06=270円 枠連:610円,,,,,,,,,,,,単勝:620円 複勝:02=190円 16=230円 11=190円 枠連:530円,,,,,,,,,,,,"単勝:720円 複勝:02=330円 14=220円 08=1,630円 枠連:650円",,,,,,,,,,,,単勝:960円 複勝:10=230円 02=140円 12=480円 枠連:880円,,,,,,,,,,,
