06年 2月 5日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,06年 2月 5日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1400m 3 歳未勝利(牝) 馬齢,,,,,,,,,,,,■ 4R  芝3000m 4歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  ダ1400m 3 歳500万(混) 馬齢,,,,,,,,,,,,■10R  ダ2100m 4歳上1600万(混) ﾊﾝﾃﾞ,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,金蹄ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,15,Ｅトｰホウカウンタｰ, 43,藤田  ,, 56,*  1,  -7, 2,  4.8,②②②, 1, 5, コネクトフォｰ,,横山義,,,,, 1,  2.2,④③②, 1, 9, カマｰバンド,---,後藤浩,, 65,*  1,*  2, 1,  2.6,②②②, 1,12,Ｋアルファフォｰレス, 77,藤田  ,, 83,*  9,  13, 4, 10.8,③③②
 2, 3,Ｊコアレスボニｰタ, 35,丹内  , 0.1, 53,*  1, -11,15,520.4,①①①, 2, 2, ニシノヘブンズドア,,水出  , 0.6,,,, 3,  5.2,⑤⑤④, 2, 4, オリオンシリウス,---,吉田豊, 0.3, 62,  -2,*  2, 9, 53.3,⑤⑥⑥, 2, 8,Ｉシャｰベットトｰン, 79,菊沢徳, 0.0, 82,*  7,  14, 8, 28.4,④③③
 3, 5,Ｆペンタコｰド, 41,バルジ, 0.1, 55,  -3,* -4, 4, 11.0,⑤⑥⑥, 3,10, メイスンボｰイ,,浜野谷, 1.0,,,, 2,  4.1,⑥⑤④, 3, 3,Ｂスパイシｰ, 60,水出  , 0.6, 56,  -1,  -4, 8, 38.6,④③④, 3, 5,Ａラッキｰブレイク, 85,武豊  , 0.5, 82,   5,* 17, 2,  3.6,⑨⑩⑧
 4,10,Ｃスペシャルプレイス, 47,田中勝, 0.2, 54,  -5,* -2, 3,  8.6,⑧⑧⑦, 4,14, セリｰンスカイ,,林    , 1.5,,,,10, 44.9,②③⑥, 4,16,Ｊタマモニュｰリズム, 41,松岡  , 0.8, 57,  -3,  -2, 7, 17.3,⑩⑦⑥, 4, 9,Ｏスズジャパン, 75,後藤浩, 0.6, 81,   4,* 18,14, 86.5,⑮⑬⑪
 5, 1,Ｂショウナンバラｰド, 51,吉田豊, 1.0, 46,  -2, -14, 1,  1.6,③③④, 5, 4, ランドブラザｰ,,嘉堂  , 1.8,,,, 8, 31.7,⑦⑨⑧, 5,13,Ｄアルカライズ, 56,勝浦  , 0.8, 58,   0,  -5, 3,  5.9,⑤⑤④, 5,16,Ｈカオリノｰブル, 80,木幡  , 0.6, 77,*  9,   7, 5, 11.1,①①①
 6, 4,Ｎコスモアクチュアル, 31,梶    , 1.1, 45,  -5, -11,13,343.4,⑧⑧⑦, 6, 3, ハイヤｰザンヘブン,,田中剛, 1.9,,,, 6, 15.5,②②①, 6,11,Ｅトｰヨｰハヤテ, 56,バルジ, 1.1, 58,  -7,   1, 5, 15.2,⑩⑯⑪, 6, 2,Ｆウインレガｰト, 81,田中勝, 0.7, 78,   5,  12,10, 32.2,⑦⑧⑦
 7,13,Ａクリノハッピｰデイ, 54,勝浦  , 1.3, 45,  -2, -17, 5, 11.9,⑤⑤④, 7, 6, ブルｰデスティニｰ,,出津  , 3.5,,,, 7, 24.6,⑨⑦⑦, 7, 6,Ａマイネルスカット, 66,石橋脩, 1.1, 53,  -9,*  3, 2,  3.5,⑮⑪⑮, 7, 3,Ｎフサイチストラトス, 75,小野  , 1.0, 78,   2,* 17,16,236.2,⑬⑬⑭
 8, 2,Ｇミヤギカントリｰ, 40,水出  , 1.7, 37, -11, -12,11,250.8,⑭⑭⑬, 8,13, トウショウフラッグ,,宗像  , 4.2,,,, 9, 41.3,⑧⑧⑧, 8,10,Ｋコスモライトニング, 37,池田  , 1.2, 55, -10,*  4,13,138.3,⑭⑭⑯, 8,10,Ｅダンシングテン, 81,石橋脩, 1.2, 74,   3,  10,15,144.8,⑫⑨⑧
