06年 7月 9日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,06年 7月 9日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1150m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-4.6,,,,,■ 4R  芝2770m 3歳上未勝利 定量,,,,,,,,,,,,■ 7R  芝2600m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1.0,,,,,■10R  ダ1700m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-6.4,,,,
 9,12, バニッシュアウェイ,---,千葉直, 2.2, 34, -17,  -8, 8, 44.5, ⑩⑩, 9, 9, カオリリニア,,伊藤直, 2.3,,,, 4,  5.3,①②③, 9, 5,Ｈサムライジョｰイ, 61,土谷智, 2.0, 57,   7, -17, 8, 53.4,⑥⑦⑨, 9, 1,Ｊミヤビアゼリア, 67,吉田豊, 1.8, 59, -10,  15,10, 47.6,⑭⑭⑭
10, 8,Ｈリネンミラクル, 31,南田雅, 2.6, 31,  -4, -21, 6, 36.0, ⑥⑥,10, 7, インファイトシチｰ,,浜野谷, 3.1,,,,10, 55.5,②⑧⑩,10,10,Ｆマイネシャロｰナ, 62,吉田隼, 2.3, 53,   0,  -3, 5, 13.7,⑪⑪⑩,10, 6,Ｏカフェフロリデアン, 55,横山義, 1.8, 55,  -7,  10,11,107.1,⑩⑧⑥
11,10, トエンティマｰチ,---,西田雄, 2.6, 32, -20,  -8,16,382.7, ⑪⑪,11,11, ダグラスフォンテン,,小林慎, 3.7,,,, 8, 37.0,⑫⑬⑬,11,11,Ｋカルストンアンバｰ, 44,大野拓, 5.8, 30,   4, -70,11,252.8,④⑨⑩,11, 9,Ｉブラストシチｰ, 67,大庭和, 1.9, 54,  -8,  10,13,176.1,⑦⑧⑨
12, 9,Ｊドナマッハ, 27,大野拓, 2.6, 29,  -9, -19,12, 60.8, ⑦⑦,12, 6, ウエスタンリピｰト,,菊池憲, 5.6,,,,14,154.1,⑫⑪⑪,,,,,,,,,,,,,12, 4,Ｂゼッツｰ, 70,中舘英, 2.0, 54,  -9,  10, 3,  5.9,⑫⑫⑫
13, 7,Ｉフレンチアガサ, 30,田中博, 3.1, 24, -21, -14,13,173.2, ⑪⑬,13, 2, シップスラッシュ,,高野和, 7.7,,,,11, 65.4,②⑤⑫,,,,,,,,,,,,,13, 3,Ｅダイワデンバｰ, 69,柴田善, 2.0, 53,  -8,   9, 7, 29.6,⑦⑧⑫
14, 5,Ｇペタサイトラブ, 33,武士沢, 3.5, 23, -20, -17, 5, 21.3, ⑪⑪,14, 3, ミオラシオン,,山本康,17.3,,,, 9, 50.2,⑭⑭⑭,,,,,,,,,,,,,14,12,Ｎハナタツマキ, 57,中谷雄, 2.3, 49,  -7,   5,12,124.8,⑫⑧⑨
15,16, オワラアワｰド,---,伊藤直, 3.6, 22, -34,  -6,15,369.9, ⑯⑯,,,,,,,,,,,,,,,,,,,,,,,,,15, 7,Ｇメジログリｰン, 68,岩部純, 2.6, 49, -11,   8, 9, 43.0,⑭⑭⑮
16,11, ウエスタンタイム,---,佐藤聖, 6.5,-43, -27, -43,14,291.3, ⑮⑮,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:+9 ﾚｰｽｱｶﾞﾘ指数:+7 馬場:良(指数:-5),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:+6 ﾚｰｽｱｶﾞﾘ指数:+6 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:79 ﾚｰｽﾍﾟｰｽ指数:-15 ﾚｰｽｱｶﾞﾘ指数:+15 馬場:良(指数:-6),,,,,,,,,,,
単勝:180円 複勝:14=110円 03=170円 02=560円 枠連:380円,,,,,,,,,,,,"単勝:1,130円 複勝:05=260円 10=150円 14=620円 枠連:1,000円",,,,,,,,,,,,"単勝:250円 複勝:08=140円 03=460円 07=2,290円 枠連:2,210円",,,,,,,,,,,,単勝:230円 複勝:10=160円 05=820円 13=540円 枠連:370円,,,,,,,,,,,
"馬連:550円 ワイド:03-14=280円 02-14=1,460円 02-03=2,530円",,,,,,,,,,,,"馬連:1,350円 ワイド:05-10=580円 05-14=3,390円 10-14=1,790円",,,,,,,,,,,,"馬連:2,960円 ワイド:03-08=950円 07-08=4,800円 03-07=20,180円",,,,,,,,,,,,"馬連:3,280円 ワイド:05-10=1,290円 10-13=910円 05-13=3,810円",,,,,,,,,,,
"馬単:890円 3連複:6,240円",,,,,,,,,,,,"馬単:3,730円 3連複:13,690円",,,,,,,,,,,,"馬単:4,200円 3連複:95,950円",,,,,,,,,,,,"馬単:4,480円 3連複:13,790円 3連単:53,990円",,,,,,,,,,,
■ 2R  芝1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-3.9,,,,,■ 5R  芝1200m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 8R  芝2000m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-3.3,,,,,■11R  芝2000m 3歳上ｵｰﾌﾟﾝ(国) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:-5.7,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,七夕賞 ＧⅢ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,13,Ａテイエムブライトン, 57,中舘英,, 65,* -1,*  6, 5,  8.0,③③②, 1,11, マイネルサニベル,---,勝浦正,, 62,  -5,*  9, 7, 24.4, ⑥⑥, 1,15,Ｉレフィナｰダ, 63,北村宏,, 75,   3,* 16, 5,  9.0,⑬⑫⑧, 1, 4,Ｍメイショウカイドウ, 76,武豊  ,, 98,* 21,* 18, 3,  7.3,③③②
 2,14,Ｃバｰチャルフォトン, 54,田中勝, 0.2, 63,  -3,*  6, 2,  4.8,④④④, 2,12, アイアムジュピタｰ,---,柴田善, 0.5, 54,  -7,*  3, 1,  2.7, ⑦⑦, 2, 5,Ｂエレアシチｰ, 69,村田一, 0.0, 73,   1,* 21, 7, 14.6,⑭⑮⑭, 2, 6,Ｅコンゴウリキシオｰ, 82,岩田康, 0.2, 95,* 23,   5, 1,  3.5,①①①
 3, 8,Ｇロイバｰブリング, 48,小野次, 0.4, 60,  -3,*  5, 6,  8.1,⑧⑥④, 3, 4, ダイワムゲン,---,北村宏, 0.6, 57,*  4,  -9, 2,  3.3, ①①, 3,11,Ａネヴァｰトルネｰド, 70,武士沢, 0.1, 73,*  7,   6, 1,  3.5,⑥⑤⑤, 3, 8,Ｂグラスボンバｰ, 86,勝浦正, 0.5, 90,  18,* 14, 2,  4.1,⑨⑧⑤
 4, 5,Ｆダイシンアラシ, 50,小牧太, 0.7, 56,  -4,   2, 4,  7.8,④⑦⑦, 4,13, アトラスリｰド,---,武豊  , 0.7, 53,  -2,  -4, 5,  8.5, ④④, 4, 7,Ｃダンシングクリス, 68,吉田隼, 0.2, 68,   3,   7, 4,  6.9,⑨⑨⑧, 4,16,Ａサザンツイスタｰ, 87,小牧太, 0.6, 83,  13,* 15, 5,  8.2,⑬⑫⑪
 5, 9,Ｄヒカルダイチ, 51,柴田善, 0.7, 56,  -4,   2, 1,  3.3,⑧⑦⑦, 5, 2, エｰシンパｰティｰ,---,中舘英, 0.9, 50,  -2,  -7, 3,  7.2, ④③, 5,10,Ｄボｰマンド, 66,吉田豊, 0.3, 69,*  7,   1, 2,  3.5,③③③, 5,10,Ｐホオキパウェｰブ, 74,田中勝, 0.7, 87,  18,   9,10, 27.6,⑤⑦⑤
 6,11,Ｉバンダムラッシュ, 45,南田雅, 0.8, 52,  -3,  -3, 8, 43.5,⑥④③, 6, 8, コスモリバイアサン,---,岩田康, 1.0, 46, -10,  -1, 4,  7.2, ⑩⑧, 6, 6,Ｆリアルトブリッジ, 65,柴田善, 0.3, 71,*  7,   3,10, 71.0,⑧⑤③, 6,14,Ｃトウショウナイト, 85,武士沢, 0.8, 86,* 19,   4, 6, 12.3,⑦③⑤
 7, 6,Ｂクロコアイト, 55,丹内祐, 0.8, 47,* -2,  -9,11, 69.2,②②①, 7, 6, イエロｰファイト,---,吉田隼, 1.1, 46,*  1, -16, 9, 35.8, ②②, 7,12,Ｏマイネルブラジリエ, 48,横山義, 0.5, 68,*  8,  -1,12, 97.2,③③①, 7, 2,Ｎタガノマイバッハ, 75,中舘英, 1.3, 81,* 20,  -5,13, 53.3,②②②
 8, 4,Ｅトウカイラジカル, 51,村田一, 0.9, 53,  -5,   0, 3,  7.3,⑥⑦⑦, 8,14, ヤマタケフレッシュ,---,池田鉄, 1.5, 38, -16,  -3,12,137.7, ⑫⑪, 8, 9,Ｌレイゴｰルド, 59,大庭和, 0.7, 65,   2,   9,15,302.7,⑫⑬⑭, 8,13,Ｌアサクサキニナル, 77,吉田隼, 1.4, 74,  13,   2, 9, 26.0,⑪⑫⑪
 9, 3,Ｈマコトイチバン, 46,吉田隼, 1.0, 52,  -9,*  3,12, 80.1,⑪⑩⑩, 8, 3, ホワイトアロｰ,---,石神深, 1.5, 38, -18,  -1,13,175.1, ⑬⑪, 9, 4,Ｍイグニッション, 58,田中博, 0.7, 62,   4,  -4,13,130.4,⑥⑧⑧, 9,11,Ｆコンラッド, 82,柴田善, 1.5, 74,  12,   6, 4,  7.7,⑭⑮⑬
10, 1,Ｍメジロジｰタｰ, 39,吉田豊, 1.3, 52,  -9,   3,10, 61.3,⑪⑫⑫,10, 7, モモタロサン,---,岩部純, 2.6, 23, -15, -21,10, 73.9, ⑪⑪,10,13,Ｈブライアンズエッセ, 64,武豊  , 0.8, 63,   1,   7, 3,  5.1,⑮⑬⑫,10, 3,Ｋユキノサンロイヤル, 77,小野次, 1.5, 74,  13,   4,15, 95.4,⑭⑭⑬
11,12,Ｊクロタラリア, 44,千葉直, 1.3, 45,  -9,  -3,13, 87.4,⑩⑩⑩,11,10, ジョウノカグヤヒメ,---,田中勝, 2.7, 25,*  1, -37, 8, 28.8, ③④,11,14,Ｎミココロ, 56,土谷智, 0.8, 66,   6,  -1,14,255.2,⑪⑨⑤,11,15,Ｄフジサイレンス, 83,江田照, 1.7, 74,  16,  -4,12, 45.8,⑪⑨⑨
12,10,Ｋジョｰジョｰカズン, 42,岩田康, 1.3, 53, -10,*  5, 9, 44.6,⑬⑬⑭,12, 9, ゴｰゴｰソクマ,---,小牧太, 2.8, 21, -20, -19, 6, 22.2, ⑬⑭,12, 2,Ｇスプラッシュ, 64,大野拓, 1.0, 59,   4,  -6, 9, 70.4,⑨⑨⑫,12,12,Ｏシャｰディｰナイス, 74,吉田豊, 1.8, 68,  13,  -6,16, 96.9,⑦⑨⑬
13, 7,Ｎフェアリｰドリｰム, 34,高山太, 1.6, 47, -10,   0,16,376.7,⑭⑬⑫,13, 5, シルクオデッセイ,---,大庭和, 4.2, -3,  -8, -51,11, 99.0, ⑧⑩,13, 3,Ｋアロマジュエリｰ, 61,田中勝, 1.5, 57,*  7, -15,11, 79.2,③⑤⑧,13, 7,Ｉダイワバンディット, 80,北村宏, 1.9, 71,* 18, -13, 8, 25.0,⑤③④
14,15,Ｌグランドヴィｰナス, 41,小林淳, 2.9, 20,*  0, -40,15,343.2,①①④,14, 1, ソノプロンタ,---,横山義, 4.8,-11,  -8, -60,14,317.8, ⑧⑧,14, 8,Ｊセタガヤフラッグ, 62,小牧太, 1.5, 56,*  8, -18, 6, 14.1,②②②,14, 5,Ｈエクスプロイト, 81,大野拓, 2.0, 67,* 16, -16, 7, 21.0,④③⑧
15, 2, アグネススピリッツ,---,武豊  , 4.0, 23, -16, -23, 7,  8.2,⑯⑯⑮,,,,,,,,,,,,,15, 1,Ｅマイネルブｰバリス, 66,千葉直, 1.8, 50,*  6, -24, 8, 35.2,①①⑤,15, 1,Ｊエルカミｰノ, 77,小林淳, 2.2, 64,  13, -14,14, 94.6,⑨⑨⑨
16,16,Ｏマイネルブラスタｰ, 23,江田照, 7.1, 7.1---, -12, -77,14,297.5,⑭⑮⑯,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:63 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:+8 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:56 ﾚｰｽﾍﾟｰｽ指数:+8 ﾚｰｽｱｶﾞﾘ指数:+9 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:+4 ﾚｰｽｱｶﾞﾘ指数:+7 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:88 ﾚｰｽﾍﾟｰｽ指数:+7 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:良(指数:-1),,,,,,,,,,,
"単勝:800円 複勝:13=210円 14=200円 08=250円 枠連:2,280円",,,,,,,,,,,,"単勝:2,440円 複勝:11=430円 12=130円 04=140円 枠連:2,370円",,,,,,,,,,,,"単勝:900円 複勝:15=230円 05=290円 11=160円 枠連:4,490円",,,,,,,,,,,,"単勝:730円 複勝:04=220円 06=160円 08=150円 枠連:1,230円",,,,,,,,,,,
"馬連:2,060円 ワイド:13-14=540円 08-13=870円 08-14=610円",,,,,,,,,,,,"馬連:2,110円 ワイド:11-12=780円 04-11=1,040円 04-12=220円",,,,,,,,,,,,"馬連:3,750円 ワイド:05-15=1,150円 11-15=550円 05-11=770円",,,,,,,,,,,,"馬連:1,690円 ワイド:04-06=620円 04-08=630円 06-08=330円",,,,,,,,,,,
"馬単:4,240円 3連複:4,780円",,,,,,,,,,,,"馬単:5,840円 3連複:2,060円",,,,,,,,,,,,"馬単:8,440円 3連複:5,320円",,,,,,,,,,,,"馬単:3,820円 3連複:1,590円 3連単:9,710円",,,,,,,,,,,
■ 3R  ダ1700m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3.4,,,,,■ 6R  ダ1700m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1.0,,,,,■ 9R  芝1800m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-3.4,,,,,■12R  芝1200m 3歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:-2.6,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,織姫賞,,,,,,,,,,,,尾瀬特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 2,Ｃベロボｰグ, 58,吉田豊,, 61,*  1,  -1, 1,  3.0,②②②, 1,15,Ｂロｰランウェルズ, 54,北村宏,, 53,*-17,* 13, 7, 27.7,③②②, 1, 9,Ｈフラッグシップ, 64,中舘英,, 76,   6,* 16, 7, 13.9,⑩⑫⑨, 1, 2,Ｇタイキエンデバｰ, 72,丹内祐,, 92,*  9,* 23, 3,  7.0, ①①
 2, 1,Ｆファイトスタｰ, 52,中舘英, 0.2, 59,*  1,  -4, 2,  3.6,①①①, 2,10,Ｆグラスサンダｰ, 42,中舘英, 0.2, 48,*-16,  10, 3,  5.6,①①①, 2, 2,Ａスマイルフォライフ, 75,武豊  , 0.2, 76,   7,  10, 1,  2.3,⑮⑪④, 2, 8,Ａタイキシルバｰ, 81,武豊  , 0.7, 83,  -5,* 26, 2,  3.4, ⑪⑪
 3,12,Ａディレットｰレ, 61,武豊  , 0.2, 57,  -4,*  6, 4,  6.2,⑧⑦④, 3, 7,Ａアポロコマンダｰ, 59,柴田善, 0.3, 53, -19,* 14, 1,  2.2,⑨⑦④, 3,16,Ｂマイネコンテッサ, 73,岩田康, 0.2, 76,   8,   9, 2,  4.6,⑪⑧②, 3, 6,Ｌケイエスストロング, 53,勝浦正, 0.8, 77,  -3,* 20,11, 77.5, ⑨⑩
 4, 7,Ｉフュｰチュリズム, 47,岩田康, 0.3, 58,* -1,  -2, 5, 14.4,②③③, 4, 2,Ｅボｰナスフィｰバｰ, 46,武豊  , 0.4, 55, -21,* 15, 2,  4.0,⑨⑧⑦, 4, 6,Ｃホッカイショコラ, 69,小林淳, 0.4, 72,   9,   3, 5, 10.2,⑤④④, 4,10,Ｈコスモスカイライン, 70,村田一, 1.0, 73,   1,  15, 7, 21.6, ⑦⑦
 5, 9, ナムラクック,---,小牧太, 1.1, 49,  -9,*  5,10, 52.9,⑬⑪⑪, 5,11,Ｃアルファリゲル, 51,大西直, 0.7, 43,*-18,   7, 4,  9.5,②③④, 5, 5,Ｅグランフィナｰレ, 66,北村宏, 0.5, 71,   8,   4, 3,  7.5,⑦⑧⑨, 5, 1,Ｉピクシｰダスト, 70,岩田康, 1.3, 67,   6,   7, 4, 10.0, ④②
 6,10,Ｅヒノクニオゴジョｰ, 53,佐藤聖, 1.2, 47,  -4,  -8, 7, 18.3,⑤④④, 6, 9,Ｊプラジェラｰト, 30,二本柳, 0.8, 42,*-18,   7, 6, 16.3,③③④, 6,15,Ｋフレンチムｰド, 60,大野拓, 0.5, 70,   5,  10, 8, 26.5,⑫⑭⑬, 6,12,Ｂマルタｰズホビｰ, 78,田中勝, 1.3, 68,   6,   9, 1,  2.4, ④⑤
 7,11, ビクスバイト,---,梶晃啓, 1.3, 48,  -6,  -2,11, 83.8,⑨⑧⑧, 7,13, トップオブフレンチ,---,吉田豊, 0.8, 41,*-18,   6, 9, 78.8,⑥③③, 7, 4,Ｆホリノフラワｰ, 65,小野次, 0.5, 71,   9,   1,10, 87.0,⑦④④, 7,11,Ｅケイビイスパイダｰ, 74,大野拓, 1.3, 64,*  7,   4,10, 50.3, ③②
 8,15,Ｂラッキｰショウリ, 58,柄崎将, 1.6, 47,  -3, -10, 3,  5.7,⑥⑥⑥, 8, 5,Ｄパワフルシチｰ, 49,岩田康, 0.9, 45, -21,  11, 5, 10.3,⑪⑧⑦, 8,11,Ｇメジロテディベア, 64,高橋智, 0.6, 68,   3,* 12, 4,  8.6,⑮⑯⑯, 8, 3,Ｊシャドロンガｰル, 63,中舘英, 1.7, 61,   2,   5, 9, 33.3, ⑦⑦
 9, 4,Ｇエクスダッシング, 48,吉田隼, 2.3, 38, -11,  -6, 9, 37.9,⑬⑬⑫, 9,14,Ｉディアブロｰディア, 34,田中勝, 1.8, 35, -23,   6, 8, 57.0,⑦⑩⑩, 9,10,Ｍトｰアビバリｰヒル, 56,池田鉄, 1.1, 64,   8,  -5, 9, 44.0,⑨⑧⑨, 9, 4,Ｃレオフォｰレンス, 76,小野次, 1.9, 55,   4,  -2, 8, 28.0, ④⑤
10,13,Ｄウエスタンハイパｰ, 55,大野拓, 2.5, 37,  -8, -14, 6, 16.1,⑪⑩⑨,10, 4,Ｈクリノダグラス, 34,武士沢, 2.2, 31, -19,  -6,14,222.1,③⑥⑦,10,12,Ｏスカイノミツキ, 52,吉田隼, 1.4, 58,   3,  -2,14,144.6,⑫⑮⑮,10, 7,Ｄフレンドリｰスピカ, 74,吉田隼, 2.1, 53,  -1,   0, 5, 12.8, ⑨⑦
11, 5,Ｈグランマｰジｰン, 48,高橋智, 3.2, 35,  -3, -26, 8, 24.0,④④⑥,11,12, ゴｰルデンロックス,---,大野拓, 2.5, 25, -26,   0,10,113.3,⑪⑫⑫,11, 1,Ｎタイキエトワｰル, 54,田中勝, 1.5, 59,   6,  -6,12,116.3,⑫⑫⑬,11, 5,Ｋキャンディッド, 62,中谷雄, 2.3, 47,  -9,   1,12,220.5, ⑪⑪
12, 6,Ｊゴｰルドインパルス, 39,勝浦正, 3.5, 32,  -6, -23,13,155.6,⑥⑧⑨,12, 1, ニシノアンドレ,---,石橋脩, 2.9, 27, -23,  -5,15,373.1,⑭⑩⑩,12, 7,Ｌコスモコネクション, 59,江田照, 1.5, 60,* 11, -17,15,318.2,②②①,12, 9,Ｆサクラブライアン, 74,吉田豊, 3.1, 45,*  9, -23, 6, 16.5, ②②
13, 8,Ｌミツアキタッチ, 33,二本柳, 3.9, 30, -11, -18,15,569.6,⑮⑭⑭,13, 6,Ｇトｰセンオペレッタ, 36,田中博, 3.0, 22, -27,  -2,11,138.2,⑪⑬⑬,13, 8,Ｄエイシンサンバレｰ, 67,小牧太, 1.9, 56,* 11, -23, 6, 13.6,③②②,,,,,,,,,,,,
14,14,Ｋアトマイザｰ, 34,中谷雄, 3.9, 30,  -9, -22,14,565.3,⑨⑪⑬,14, 3,Ｋユキノシラユキ,-12,吉田隼, 3.6, 21, -27,  -8,12,146.6,⑦⑬⑬,14, 3,Ｊサンブロンシェ, 61,丹内祐, 2.2, 52,   9, -24,13,122.8,③④⑧,,,,,,,,,,,,
15, 3,Ｍブロｰドリガメント, 26,小野次, 4.6, 28, -17, -16,12,102.4,⑪⑮⑮,15, 8, アナライズアゲン,---,小牧太, 8.9, 8.9---, -26, -58,13,175.1,⑮⑬⑮,15,14,Ｐヤマニンパルファン, 43,二本柳, 2.4, 50,   9, -27,16,357.6,⑤④⑨,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,16,13,Ｉブリスクウェザｰ, 62,石橋脩, 2.9, 44,* 13, -44,11, 98.3,①①④,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
