06年 4月16日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,06年 4月16日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0.8,,,,,■ 4R  芝3000m 4歳上未勝利 定量,,,,,,,,,,,,■ 7R  芝1200m 4歳上500万 別定,,,,,,,出走馬ﾚﾍﾞﾙ:-4.3,,,,,■10R  芝2500m 4歳上1000万 ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:-0.3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,白鷺特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,16,Ｉフォｰリクラッセ, 44,秋山真,, 65,*  0,*  0, 6, 10.8,②②①, 1,14, オｰプンエアｰ,,熊沢重,,,,, 2,  3.3,②①①, 1,12,Ｂウインファンタジア, 70,川田将,, 77,*  4,   8, 1,  2.5, ①①, 1,11,Ｃポップロック, 77,川田将,, 82,  14,* -3, 1,  2.4,⑧⑦⑦
 2,10,Ａトウカイポリシｰ, 63,芹沢純, 0.2, 63,*  0,  -1, 1,  2.0,②②①, 2, 1, ニシノジュエリｰ,,高橋康, 0.4,,,, 9, 45.4,⑥④②, 2,10,Ａヒョウタンジマ, 73,角田晃, 0.5, 70, -14,* 19, 2,  4.3, ⑬⑪, 2, 7,Ｄマチカネウマジルシ, 77,渡辺薫, 0.2, 76,  13,*-11, 5, 12.2,⑤⑤④
 3,11,Ｊウォｰタｰクルｰズ, 43,岩崎祐, 0.4, 63,  -5,*  5, 8, 42.2,⑧⑩⑦, 3, 6, メイショウピュｰマ,,嘉堂信, 0.6,,,,14,143.1,⑨⑧⑤, 3, 4,Ｏメイショウバル, 45,秋山真, 0.5, 70,*  2,   5, 4,  8.2, ②②, 3, 5,Ｆバトルブレｰヴ, 76,太宰啓, 0.4, 76,  13,*-10,10, 59.4,⑦⑦⑦
 4, 2,Ｆサンキンレタｰ, 49,武幸四, 0.5, 60,  -2,  -2, 4,  9.0,④④④, 4, 2, ジャガｰ,,金子光, 1.2,,,, 3,  5.1,⑧⑥④, 4, 8,Ｇパｰプルコブラ, 59,畑端省, 1.0, 63,  -8,   6,10, 84.0, ⑪⑧, 4, 2,Ａマｰブルバルダｰ, 79,藤岡佑, 0.5, 75,  15, -14, 8, 20.3,③③④
 5,14,Ｃマイネルヴェステン, 55,幸英明, 1.1, 56,  -4,  -4, 3,  7.1,④⑥⑤, 5,10, スリｰプレアデス,,鈴木慶, 1.3,,,, 8, 28.2,⑨⑩⑤, 5, 3,Ｄニホンピロリビエラ, 65,熊沢重, 1.1, 61,  -1,  -1, 3,  6.1, ④⑤, 5, 9,Ｅトリリオンカット, 76,佐藤哲, 0.5, 81,  17, -11, 6, 14.0,⑤⑤④
 6, 5,Ｅマヤノハクビ, 51,渡辺薫, 1.1, 56,  -3,  -5, 7, 41.0,⑥⑥⑤, 6, 9, ラダマンテス,,出津孝, 2.1,,,, 5, 14.9,⑫⑫⑧, 6, 2,Ｃユウゼｰタ, 68,柴原央, 1.2, 59,  -3,  -2, 5, 10.2, ⑦⑦, 6,12,Ｊイエス, 68,安藤光, 1.0, 70,* 15, -25, 9, 44.1,③③①
 7, 8,Ｂゼンノビｰト, 62,川原正, 1.2, 55,*  0, -12, 2,  5.1,①①①, 7,11, シャンパンスノｰ,,林満明, 2.3,,,, 1,  2.5,②③③, 7, 1,Ｍロｰレルスパンカｰ, 49,川原正, 1.3, 57, -12,   6, 9, 71.2, ⑪⑬, 7, 6,Ｉモニュメンタル, 71,生野賢, 1.2, 66,  11, -22,11,130.5,⑨⑨⑦
 8, 7,Ｇマイネルジュネス, 49,佐藤哲, 2.1, 49,  -6, -10, 5,  9.6,⑪⑪⑨, 8, 5, マイティｰビｰム,,岩崎祐, 2.6,,,,11,104.4,⑫⑫⑨, 8,16,Ｆハギノトリオンフォ, 59,芹沢純, 1.3, 59,   0,  -6, 6, 11.5, ④②, 8,10,Ｌイブキレボルシオン, 62,幸英明, 1.3, 73,  14, -19, 7, 18.1,⑫⑫⑦
