06年 2月26日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,06年 2月26日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 3 歳未勝利(国) 馬齢,,,,,,,,,,,,■ 4R  芝3000m 4歳上未勝利 定量,,,,,,,,,,,,■ 7R  芝1600m 4歳上500万(混) 別定,,,,,,,,,,,,■10R  ダ1200m 4歳上1600万(混) ﾊﾝﾃﾞ,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,なにわｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 8,Ｂタガノアルサルディ, 57,佐久間,, 66,*-10,*  8, 1,  3.1, ③③, 1,14, スプリングゲント,,白浜雄,,,,, 3,  7.7,②②②, 1, 6,Ｅドリｰムシチｰ, 64,藤田伸,, 68,   6,* -3, 3,  6.0,⑬⑫⑩, 1,13,Ｅマサアンビション, 84,小牧太,, 87,*  8,  15,10, 49.4, ①①
 2, 6,Ｅアゲｰト, 44,服部剛, 0.9, 56,* -8,*  0, 7, 15.5, ②①, 2, 6, スリｰブラボｰ,,小坂忠, 0.7,,,, 1,  2.3,①①①, 2, 3,Ｍシルクメガヒット, 51,中村将, 0.1, 63,   7,*-10, 8, 28.9,⑩⑧⑧, 2,12,Ｍスリｰアベニュｰ, 79,河北通, 0.3, 87,   5,  18, 2,  4.5, ④④
 3, 3,Ｃクリスタルハｰト, 51,鮫島良, 1.7, 43, -12,  -6, 4,  7.6, ⑤⑥, 3, 7, バンジョｰブルｰ,,植野貴, 1.0,,,,12,129.2,④④③, 3,14,Ｃアルシャトル, 68,本田優, 0.1, 66,* 14, -18, 7, 21.8,③①①, 3, 1,Ｎステンカラｰジン, 79,武幸四, 0.4, 84,   5,  15, 4,  9.1, ④④
 4, 4,Ｄトｰホウテンショウ, 50,北村浩, 1.7, 45, -12,  -6, 6,  9.7, ⑤④, 4, 9, エイシンヴァイデン,,西谷誠, 2.3,,,, 2,  2.8,③③④, 4, 9,Ａシンボリプレオ, 71,安藤勝, 0.1, 67,  11, -13, 2,  3.3,③④③, 4, 4,Ａサワノブレイブ, 86,安藤勝, 0.6, 85,   0,* 20, 3,  8.2, ⑪⑪
 5, 7,Ｊタｰフスウォｰド, 31,難波剛, 2.1, 44, -14,  -6, 9, 67.7, ⑩⑦, 5, 8, メッセトゥルム,,宇田登, 2.4,,,,11,101.6,⑥⑥⑥, 5,16,Ｆコスモジャイブ, 64,菊沢隆, 0.3, 64,  10, -15, 9, 33.4,⑦④③, 5, 8,Ｃワンダｰヴィボ, 85,石橋守, 0.6, 81,*  7,  11, 5, 12.6, ②②
 6, 1,Ｌキングメモリｰ, 20,長谷川, 2.4, 36,* -9, -14, 5,  8.7, ③④, 6,12, サンエムタロウ,,菊地昇, 2.6,,,, 8, 29.3,⑪⑨⑧, 6,12,Ｌミスタｰジャガｰ, 54,石山繁, 0.3, 65,   9, -12,12, 71.6,⑩⑧⑤, 6, 2,Ｌオフィサｰ, 80,四位洋, 0.6, 85,  -5,* 24, 1,  2.3, ⑭⑭
 7, 2,Ｈチャｰムクロス, 36,中村将, 2.4, 35, -13, -12,12,130.7, ⑦⑦, 7, 4, サｰボライアン,,金折知, 2.6,,,, 9, 51.5,⑥⑦⑦, 7, 8,Ｈスリｰハイシャトル, 61,鮫島良, 0.4, 58,   9, -20, 1,  2.7,③④⑤, 7, 6,Ｊアグネスギンガ, 81,長谷川, 0.7, 81,   3,  14,13, 83.9, ⑧⑧
 8,10,Ｋヴィオレッタ, 22,岩崎祐, 2.5, 39, -19,  -5,10, 79.1, ⑬⑪, 8,11, ブルｰデスティニｰ,,出津孝, 3.7,,,, 6, 21.3,⑧⑤⑤, 8, 4,Ｋダイワケベック, 57,柴田善, 0.7, 58,   8, -16,13, 92.1,⑨⑧⑨, 8, 5,Ｉハシルジョウオｰ, 81,橋本美, 0.9, 77,*  7,   8, 6, 12.6, ②②
