06年12月 2日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,06年12月 2日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1700m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-4.8,,,,,■ 4R  芝1200m 2 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-3.1,,,,,■ 7R  ダ1000m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1.9,,,,,■10R  芝1800m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-5.5,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,尾頭橋特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,11,Ｂオｰスミダイケン, 65,千葉直,, 83,  -6,* 20, 5, 10.2,⑭⑫⑧, 1,15,Ｊトｰワスキャット, 34,渡辺薫,, 55,* -3,  -1, 6, 14.2, ④④, 1, 1,Ａショウエンジェリコ, 71,長谷川,, 79,* 14,   3, 1,  4.2, ②②, 1, 5,Ｐタガノマスタング, 30,小原義,, 60,*-19,  18, 8, 20.6,①①①
 2, 4,Ｃアドマイヤミラクル, 63,柴山雄, 0.7, 63,*  1,   6, 2,  3.8,⑨④③, 2, 6,Ｂトｰセンダッシュ, 59,江田照, 0.3, 48,*  2, -10, 4,  6.0, ①①, 2,11,Ｂシルクゲイナｰ, 70,田中克, 0.3, 75,* 14,  -2, 3,  8.0, ①①, 2,10,Ｉセタガヤフラッグ, 62,佐藤哲, 0.4, 49,*-21,  15, 7, 14.1,②②②
 3, 5,Ｅテイエムオｰディン, 62,上野翔, 0.7, 67,  -5,* 12,12,114.8,⑫⑨⑥, 3,12,Ｅメイショウリップル, 45,佐藤哲, 0.3, 52,  -9,   1, 3,  5.8, ⑥⑤, 3, 2,Ｅレオベルリン, 65,佐藤聖, 0.4, 66,   5,   3, 5,  8.0, ⑥④, 3, 9,Ｊドレスコｰド, 60,赤木高, 0.6, 56, -24,  18, 3,  5.8,⑧⑧⑨
 4, 1,Ｄサンワｰドピラｰ, 63,田辺裕, 0.8, 67,  -3,  11, 3,  4.3,⑥⑦⑥, 4, 3,Ｄナムラハル, 49,小坂忠, 0.5, 49, -14,   3, 1,  2.4, ⑧⑦, 4, 3,Ｎメンバｰズボンド, 51,モンテ, 0.5, 64,  -2,*  8,13, 33.3, ⑨⑧, 4,16,Ｃタマヒカル, 68,菊沢隆, 0.6, 45,*-22,  13, 5,  7.3,③②②
 5, 3,Ｊパレスドン, 56,本田優, 1.0, 58,*  4,  -2, 8, 33.5,②②②, 5, 5,Ｈラサルハグエ, 39,田中博, 0.5, 46, -16,   1, 9, 57.7, ⑧⑦, 5,14,Ｇテイエムポラリス, 60,和田竜, 0.6, 64,   3,   4, 7, 18.4, ⑦⑧, 5, 2,Ｆマルタカデトリア, 65,西田雄, 0.6, 69, -27,* 24,15, 78.0,⑪⑬⑫
 6,10,Ｌアイアイスピｰチ, 52,池田鉄, 1.3, 59,  -2,   5,15,271.3,④⑤⑤, 6, 7,Ａマッキｰビｰナス, 61,野元昭, 0.6, 48, -16,   3, 5, 11.4, ⑧⑩, 6, 9,Ｃブルｰベレッタ, 69,赤木高, 0.7, 63,   3,   3, 6, 10.0, ⑦⑦, 6, 3,Ｇデザｰトモｰニング, 64,川島信, 0.6, 47, -23,  15, 1,  4.5,④④⑥
 7, 8,Ｍカイパｰベルト, 52,赤木高, 1.4, 55,*  2,  -3,11, 94.9,③③③, 7,17,Ｃペレ, 52,村田一, 0.7, 43,*  2, -16, 2,  5.8, ②②, 7,13,Ｆコペルニクス, 62,藤岡佑, 0.7, 61,  -8,* 10, 2,  4.9, ⑪⑫, 7, 1,Ｍテイエムセイラン, 54,芹沢純, 0.7, 45, -23,  13,10, 44.3,④④⑥
 8, 2,Ｆペガサスファイト, 62,和田竜, 1.4, 60,  -4,   8, 4,  7.0,⑨⑪⑪, 8,10,Ｇアタランテ, 39,赤木高, 0.8, 42,*  2, -18, 7, 14.4, ②②, 8,12,Ｄカゼノアルペジオ, 66,上野翔, 1.1, 65,* 13,  -9, 9, 18.5, ②③, 8, 7,Ｄマイネルゴｰシュ, 67,土谷智, 0.9, 41, -23,  12, 6, 10.4,⑥⑥④
 9, 9,Ａゲイルホｰク, 65,長谷川, 2.0, 53,  -4,   3, 1,  3.5,⑮⑫⑬, 9,18,Ｏラｰドロロフティｰ, 25,鮫島良, 0.9, 41, -19,   0,17,332.4, ⑪⑩, 9, 8,Ｈシルクマニフェスト, 59,田中博, 1.1, 55, -14,*  8,11, 28.6, ⑬⑫, 9,14,Ｏストロングアサクサ, 48,モンテ, 0.9, 43, -24,  13,13, 51.1,⑧⑧⑧
10,14,Ｈキシュウティアラ, 60,小林徹, 2.0, 54,  -6,   5, 9, 38.8,⑯⑮⑭,10,14,Ｉツルギロンド, 36,川島信, 1.0, 38,  -7, -11,14,189.7, ⑤⑤,10, 6,Ｉケイアイファンタム, 58,柴山雄, 1.1, 62,   8,  -4, 8, 18.4, ④⑤,10,15,Ａニホンピロビャクヤ, 70,藤岡佑, 0.9, 54, -26,  18, 2,  4.8,⑭⑫⑫
11,15,Ｋサウスグロｰリｰ, 54,江田照, 2.4, 49,  -3,  -3,10, 64.2,⑨⑨⑨,11,11,Ｌカシノアマゾネス, 31,西田雄, 1.1, 37, -12,  -8,18,406.0, ⑦⑦,11, 4,Ｊタツシャンハイ, 57,佐藤哲, 1.7, 50,  -6,  -1,10, 23.5, ⑪⑩,11,13,Ｌニシノバニｰガｰル, 57,石橋脩, 1.0, 53, -27,  18,11, 48.3,⑬⑬⑫
12,12,Ｉレアルグロｰリｰ, 57,津村明, 2.8, 46,  -5,  -4, 7, 19.4,⑬⑭⑭,12, 1,Ｒマインドシチｰ,-16,鈴来直, 1.1, 40, -24,   3,11,123.8, ⑫⑫,12,10,Ｋキタグニノホシ, 56,石橋脩, 1.7, 55,   8, -10, 4,  8.0, ④⑤,12, 8,Ｋダノンヒｰロｰ, 58,北村友, 1.2, 55, -29,* 20,14, 67.3,⑭⑮⑮
13,13,Ｇスズカイｰグル, 60,黛弘人, 3.3, 43,*  2, -25, 6, 13.0,①①①,13, 8,Ｑカイトウランマ, 21,小林徹, 1.2, 40, -28,*  6,16,301.7, ⑭⑬,13,16,Ｏポｰトエリザベス, 47,村田一, 2.0, 46,  -5,  -5,15,144.9, ⑩⑪,13, 6,Ｈサクラオｰルイン, 62,本田優, 1.2, 34, -23,   7, 4,  6.9,⑥⑥④
14, 6,Ｎダンディｰサウンド, 50,熊沢重, 3.7, 46,  -3, -16,13,180.1,⑥⑦⑪,14, 4,Ｎスリジェ, 29,柴山雄, 1.4, 38, -33,*  7, 8, 37.4, ⑯⑯,14, 7,Ｍウインカスケｰド, 52,津村明, 2.2, 45, -29,*  8,12, 30.1, ⑮⑮,14, 4,Ｂロングユリシｰズ, 68,長谷川, 1.3, 36, -26,  10, 9, 26.6,⑪⑩⑨
15,16,Ｏサンパレス, 49,石橋脩, 4.0, 43,  -2, -20,14,247.3,④⑤⑨,15,13,Ｐチョウトキメキ, 21,上野翔, 2.0, 22, -30,  -9,12,136.9, ⑭⑮,15, 5,Ｐフジマサプリンセス, 23,鈴来直, 3.9, 28, -11, -20,16,274.2, ⑬⑭,15,12,Ｎユｰセイシアトル, 52,岩部純, 1.6, 29, -26,   6,16, 84.6,⑩⑩⑨
16, 7,Ｐエイワンスタｰ, 41,藤岡佑, 4.1, 43,  -6, -15,16,274.8,⑧⑮⑯,16, 9,Ｆパルｰル, 44,田中克, 2.0, 23, -25, -13,10, 59.3, ⑫⑬,,,,,,,,,,,,,16,11,Ｅタマモゴｰオン, 66,村田一, 1.6, 49, -32,  18,12, 50.6,⑯⑯⑯
,,,,,,,,,,,,17, 2,Ｋユキノハナグルマ, 32,北村友, 2.5, 14, -43,  -4,15,206.4, ⑰⑰,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,18,16,Ｍソツギョウ, 30,佐藤聖, 5.1,-82, -45, -43,13,189.2, ⑱⑱,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:70 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:+16 馬場:良(指数:-4),,,,,,,,,,,,ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:+8 馬場:良(指数:-6),,,,,,,,,,,,ｸﾗｽ上位平均:70 ﾚｰｽﾍﾟｰｽ指数:+15 ﾚｰｽｱｶﾞﾘ指数:+10 馬場:良(指数:-4),,,,,,,,,,,,ｸﾗｽ上位平均:74 ﾚｰｽﾍﾟｰｽ指数:-24 ﾚｰｽｱｶﾞﾘ指数:+14 馬場:良(指数:-7),,,,,,,,,,,
