06年12月10日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,06年12月10日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1700m 2 歳未勝利(父) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4.1,,,,,■ 4R  芝1800m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0.9,,,,,■ 7R  ダ1000m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-3.7,,,,,■10R  芝2500m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-6.7,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,揖斐川特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,13,Ｂツルマルキセキ, 60,柴山雄,, 62,* -6,*  9, 2,  5.5,⑥③③, 1, 7,Ｂマスタｰカフェ, 55,小島太,, 60,*  0,  -2, 1,  3.5,④③①, 1,11,Ｆファインセンテンス, 59,中舘英,, 83,* 16,   8, 3,  4.9, ①①, 1, 4,Ｃレグルスキッド, 66,二本柳,, 74,  10,*  4, 1,  3.6,⑯⑫⑧
 2, 3,Ａショウワモダン, 66,大野拓, 0.0, 60,* -6,*  6, 1,  1.3,③①①, 2,12,Ｌマルイチキセキ, 22,中舘英, 0.2, 62,*  3,  -5, 5, 12.9,②②②, 2, 4,Ｃブルｰベレッタ, 66,赤木高, 0.2, 81,* 11,*  9, 2,  4.8, ②②, 2,10,Ｅタキオンバッハ, 65,中舘英, 0.2, 71,  14, -11, 2,  5.0,⑥④③
 3,12,Ｇゴｰルドリｰヴァ, 37,佐藤聖, 1.3, 49,* -6,  -6,13,419.0,③②②, 3,10,Ｏメイショウブリオ, 14,芹沢純, 0.4, 60,*  3,  -8,12,101.4,①①②, 3,12,Ｋマッキｰタイガｰ, 49,野元昭, 1.0, 68,   6,   4,10, 57.6, ⑤⑤, 3, 7,Ａロｰレルナイト, 66,石橋脩, 0.3, 70,  13,  -8, 6,  9.1,⑥⑦⑥
 4, 8,Ｈユウタｰビスケット, 34,南田雅, 1.6, 49,  -7,  -5, 9,245.2,⑩③③, 4, 9,Ａゴｰルドネオ, 60,北村友, 0.4, 54,  -6,*  4, 3,  4.6,⑫⑧⑦, 4,10,Ａウインイｰジス, 72,北村友, 1.0, 66,   0,   5, 1,  4.3, ⑥⑥, 4, 8,Ｆワインアドバイザｰ, 65,塚田祥, 0.5, 68,* 17, -25, 4,  7.5,②②②
 5,11,Ｅタガノゴｰマル, 44,松田大, 1.8, 48,  -8,  -4, 8, 54.0,⑨⑧⑤, 5, 1,Ｆステパノス, 47,塚田祥, 0.5, 55,  -6,*  7, 4,  5.9,⑮⑪⑩, 5, 7,Ｅスズカボス, 60,菊沢隆, 1.2, 67,  -3,   8, 4,  5.5, ⑨⑧, 5,13,Ｄファントムオペラ, 66,田辺裕, 0.5, 70,  15, -15, 7, 15.0,⑩④⑤
 6,10,Ｄイカンセン, 52,野元昭, 2.5, 43,  -9, -10, 7, 49.4,⑦⑩⑨, 6, 6,Ｄマイネルソルダネラ, 54,石橋脩, 0.5, 58,   0,  -3, 7, 16.1,⑦⑤④, 6, 2,Ｉブラックシチｰ, 54,田中剛, 1.3, 63,* 11,  -2, 9, 32.3, ②③, 6,15,Ｂリワｰドプレイン, 66,村田一, 0.5, 70,  11,* -2, 5,  8.5,⑬⑫⑬
 7, 6,Ｆカリスマダンディｰ, 43,北村友, 2.6, 39,  -9, -15, 6, 28.8,③⑥⑧, 7, 2,Ｃタマイエス, 55,菊沢隆, 0.6, 57,   0,  -5, 2,  3.9,④⑤⑥, 7, 6,Ｈマンボカｰニバル, 57,柴山雄, 1.3, 67, -13,* 13, 8, 28.7, ⑬⑬, 7, 1,Ｌスズカボｰイ, 59,飯田祐, 0.6, 68,* 15, -20,11, 47.9,③③③
 8, 9,Ｃマイネルデネブ, 53,船曳文, 2.9, 37, -10, -15, 3, 13.3,⑦⑩⑨, 8,13,Ｉフィクシアス, 42,田辺裕, 0.9, 53,   0,  -9, 6, 14.0,⑥⑤④, 8, 9,Ｊカシノロイヤル, 52,大野拓, 1.4, 62,  -4,   5,12, 83.4, ⑨⑧, 8,11,Ｉヤマニンアジャスト, 62,石神深, 0.8, 68,  13, -14,15,142.7,⑫⑨⑦
