06年10月29日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,06年10月29日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1400m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3.5,,,,,■ 4R  芝2910m 3歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  ダ1800m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-5.8,,,,,■10R  芝2400m 3歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:-2.6,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,高雄特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 4,Ａマイネルカンタｰレ, 66,幸英明,, 65,  -2,*  4, 1,  2.2, ③③, 1, 6, ラフハｰティリｰ,,南井大,,,,, 3,  4.8,②①①, 1,10,Ｂメディアミックス, 68,太宰啓,, 62,  -9,  12, 2,  4.0,⑧⑧⑥, 1, 4,Ｂトウカイエリｰト, 79,鮫島克,, 91,  14,* 12, 5, 10.0,⑧⑩⑥
 2, 7,Ｂナックルパｰト, 64,秋山真, 0.2, 64,*  0,   0, 2,  3.0, ②②, 2, 9, デｰトリッヒ,,白坂聡, 1.3,,,, 5, 12.5,⑤④③, 2, 1,Ｇフォｰリクラッセ, 56,秋山真, 0.0, 66, -12,* 15, 1,  3.8,⑫⑫⑪, 2,14,Ａミツワスカイハイ, 79,渡辺薫, 0.2, 87,  13,* 11, 4,  8.5,⑬⑬⑩
 3,10,Ｄウインルｰセント, 46,松岡正, 0.5, 59,  -4,*  2, 4,  8.8, ⑤④, 3,11, シルバｰガル,,小坂忠, 1.4,,,, 6, 13.5,⑥③③, 3, 3,Ｆイシヤクガルチ, 57,本田優, 0.2, 59, -10,  11, 7, 17.2,⑪⑨⑪, 3, 7,Ｉテンシノゴｰルド, 73,角田晃, 0.4, 82,  10,* 12, 2,  4.5,⑰⑯⑭
 4, 2,Ｃアｰスコマンダｰ, 50,野元昭, 0.6, 60,*  0,  -5, 3,  5.5, ①①, 4,10, エイユｰフォｰラム,,北沢伸, 2.2,,,, 2,  3.3,③⑤⑤, 4, 8,Ｋメイショウアズｰロ, 53,長谷川, 0.2, 55,  -8,   7,11, 61.8,⑤④④, 4,11,Ｄトウショウパワｰズ, 76,石橋守, 0.6, 81,  14,   2, 1,  2.9,⑦⑨⑨
 5, 8,Ｌニシオハンセル, 31,高橋亮, 1.5, 48,  -7,  -5, 8, 84.4, ⑦⑦, 5,13, マルノウエスタン,,黒岩悠, 2.8,,,, 1,  2.9,③⑤⑤, 5, 9,Ｈダカｰルシチｰ, 55,石橋守, 0.2, 62, -10,  12, 8, 18.0,⑨⑩⑥, 5, 5,Ｃマイネルポライト, 76,本田優, 0.6, 81,* 15,  -3, 3,  6.2,⑤⑤②
 6,11,Ｋゴｰルデンビッグ, 32,上野翔, 2.1, 40,  -7, -14,12,250.9, ⑦⑥, 6,12, テイエムヒビキ,,高井彰, 3.0,,,, 4,  7.2,①②②, 6,13,Ｎインカム, 40,角田晃, 0.4, 64, -13,* 16, 9, 45.6,⑭⑭⑬, 6, 1,Ｍマイネルリｰデル, 69,松岡正, 0.8, 76,   9,   5, 6, 12.9,⑮⑮⑯
 7,13,Ｇブラックマジック, 42,田村太, 2.2, 38, -16,  -4, 9,115.1, ⑬⑫, 7, 4, エムテイクラウン,,林満明, 4.4,,,, 7, 32.5,⑨⑦⑦, 7, 6,Ｉメイショウマボンヌ, 53,酒井学, 0.5, 52,  -9,   6,13,107.2,⑤⑥⑥, 7,15,Ｋマキハタサイボｰグ, 72,秋山真, 1.0, 73,  10,  -2, 8, 21.2,⑪⑬⑩
 8,12,Ｅテイエムアッパレ, 45,高井彰, 2.4, 39, -10, -10,13,264.4, ⑨⑩, 8, 2, マイネルザカｰト,,嘉堂信, 4.6,,,, 9, 60.2,⑩⑩⑩, 8, 2,Ｅクイッククイック, 58,上野翔, 0.8, 46,* -7,  -4, 5, 11.5,①①①, 8, 6,Ｇマイネルファｰマ, 75,長谷川, 1.1, 73,  10,  -3,10, 37.0,⑪⑫⑭
