06年11月12日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,06年11月12日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1150m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-2.6,,,,,■ 4R  芝2600m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-4.0,,,,,■ 7R  芝1800m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-3.4,,,,,■10R  芝2000m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1.5,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,伊達市誕生記念,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 6,Ｄシンボリハイドン, 42,芹沢純,, 64,*  2,*  1, 3,  4.5, ②②, 1, 4,Ｂタニノディキディキ, 69,柴山雄,, 86,* -3,* 28, 1,  1.9,⑦③②, 1, 2,Ｆマイネシャｰナ, 64,菊沢隆,, 75,   2,  16, 4,  7.3,⑨⑥②, 1, 8,Ｌクリスタルルｰジュ, 61,吉田隼,, 69,   2,* 11, 5, 18.0,⑩⑥⑥
 2,13,Ａマセラティスタ, 66,穂苅寿, 0.4, 59,* -1,* -1, 1,  2.6, ③③, 2, 2,Ｈワインアドバイザｰ, 63,塚田祥, 0.6, 64,* -4,  15, 3,  6.3,①①①, 2, 5,Ａマイネルｰシッド, 71,吉田隼, 0.0, 79,  -2,* 21, 2,  5.6,⑪⑪⑧, 2,10,Ｂコウエイマｰブル, 75,柴山雄, 0.1, 69,*  4,   5, 1,  2.1,⑩②③
 3, 8,Ｃダイワムゲン, 54,長谷川, 0.7, 53,  -7,*  1, 4,  9.5, ⑥⑥, 3, 1,Ｃメジロガンバス, 68,石橋脩, 0.6, 71,* -3,* 19, 4,  8.3,④③③, 3, 4,Ｊエリモフィナｰレ, 61,田中克, 0.1, 65,*  2,   8, 9, 18.9,①①①, 3, 4,Ｈダイワグラム, 63,スボリ, 0.5, 63,   1,   6,10, 40.1,⑫⑩⑩
 4,16,Ｂユｰオｰミｰ, 56,中舘英, 0.7, 57,*  3,  -7, 2,  4.0, ①①, 4,13,Ｇシルククロノグラフ, 63,赤木高, 0.8, 67,* -3,  17, 7, 25.1,⑬③③, 4, 8,Ｈショウナンアンジュ, 64,中舘英, 0.1, 71,   1,  14, 6, 10.9,⑥⑥⑥, 4, 1,Ｄエタｰナルスマイル, 70,石橋脩, 0.7, 61,   0,   7, 9, 39.2,⑥⑬⑪
 5, 9,Ｇセンザイイチグウ, 39,吉田隼, 1.2, 48,  -5,  -6, 5, 11.4, ⑤⑤, 5,12,Ｅマイネルプログレス, 64,スボリ, 1.4, 59,  -4,  12, 6, 19.7,⑨⑩⑦, 5, 7,Ｇショコラシチｰ, 64,長谷川, 0.2, 72,   0,  15, 7, 13.6,⑨⑨⑫, 5,11,Ｇスリｰセレブル, 66,橋本美, 0.7, 61,  -3,* 13,13, 59.7,⑯⑯⑯
 6,12,Ｉカｰリアンダンス, 28,柴山雄, 1.7, 41, -14,  -3, 7, 36.7, ⑬⑬, 6,10,Ｋテツタイソン, 59,田辺裕, 1.5, 55,  -4,   9,14,242.5,⑨⑨⑦, 6, 9,Ｌキシュウティアラ, 57,小林徹, 0.3, 74,  -2,* 17,12, 60.5,⑬⑪⑥, 6,16,Ｆトミケンラピッド, 66,塚田祥, 0.8, 61,   2,   0,11, 42.5,⑫⑥⑥
 7, 4,Ｊロッキｰパラダイス, 27,石橋脩, 1.7, 44,  -3, -12,10, 70.3, ④④, 7, 8,Ｆホクテンハイトップ, 64,菊沢隆, 1.6, 58,  -5,  12, 9, 33.1,⑫⑫⑨, 7, 1,Ｃロｰランアントレ, 67,柴山雄, 0.3, 67,   1,  11, 5,  9.0,③⑥④, 7,15,Ｏエテルノ, 55,菊沢隆, 1.0, 58,*  4,  -8, 4, 13.3,③②②
 8, 2,Ｆリンガスフリｰト, 40,西田雄, 1.9, 40, -10,  -8,11, 79.9, ⑨⑥, 8, 3,Ａサインオブゴッド, 72,木幡初, 1.7, 51,* -3,   2, 2,  6.2,③③③, 8,10,Ｄエイシンルンナ, 66,赤木高, 0.4, 64,*  3,   7, 1,  3.9,②②②, 8,12,Ａスノｰバロック, 78,小林徹, 1.2, 56,   1,  -4, 2,  4.3,⑫⑩⑧
