06年 5月28日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,06年 5月28日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝2000m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-4.6,,,,,■ 4R  芝2800m 3歳上未勝利 定量,,,,,,,,,,,,■ 7R  ダ1700m 4歳上500万(混) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:0.7,,,,,■10R  ダ1700m 4歳上1600万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:-4.6,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,名古屋城ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 4,Ｂアンドレルノｰトル, 60,熊沢重,, 64,*  3,* -2, 1,  1.8,⑥③③, 1, 8, ヤマカツブルックス,,植野貴,,,,, 1,  2.5,③②②, 1,11,Ｍデュヴァル, 56,鮫島良,, 70,*  8,   0, 3,  6.1,④②②, 1, 3,Ｂブルｰフランカｰ, 81,川島信,, 76,*  9,   5, 1,  3.0,⑤③②
 2, 1,Ｊサンペスカ, 38,角田晃, 0.1, 64,*  6,  -9,16,226.9,①①①, 2,14, ベルゲン,,今村康, 1.2,,,, 2,  3.9,①①①, 2, 3,Ｈピｰニョリブロ, 64,田中克, 0.3, 68,*  9,  -6,12, 41.1,①①①, 2, 6,Ｃバンブｰライカルト, 81,中舘英, 0.0, 73,   3,* 14, 2,  5.1,⑮⑨⑦
 3,14,Ｋシャドウストリｰム, 36,武幸四, 0.3, 61,*  5,  -9, 3,  8.5,③②②, 3, 5, ブレｰブティック,,浜野谷, 2.2,,,, 3,  4.2,②③③, 3,12,Ｃアグネスケイオｰ, 69,秋山真, 0.3, 68,   5,*  5,11, 40.2,⑫⑧⑤, 3,14,Ａゼンノストライカｰ, 82,武幸四, 0.2, 74,*  8,   4, 3,  6.9,⑥④④
 4, 3,Ａトｰホウシャイン, 60,鮫島良, 0.4, 57,   1,  -6, 2,  3.7,⑥⑤⑤, 4,13, スリｰプレアデス,,佐久間, 2.4,,,, 4, 11.2,④④④, 4, 1,Ｂハｰドオブプレイ, 70,渡辺薫, 0.4, 68,   7,   1, 1,  3.2,⑧⑥④, 4, 4,Ｅテイエムファンキｰ, 76,菊地昇, 0.3, 71,   6,   3, 9, 54.6,⑥④④
 5,15,Ｄスｰパｰジェット, 48,柴山雄, 0.5, 58,  -1,*  0, 8, 30.6,⑨⑨⑦, 5, 7, セイウンバンチョｰ,,平沢健, 5.4,,,,11, 58.1,⑨⑧⑧, 5,10,Ｅスナｰクエベレスト, 67,柴山雄, 0.5, 65,   2,*  8, 8, 16.3,⑫⑫⑪, 5,12,Ｇシｰルビｰバック, 75,角田晃, 0.4, 72,*  9,  -1,11, 81.5,②②①
 6, 6,Ｇオドゥｰルゲラン, 45,小林徹, 0.7, 55,  -1,* -3, 5, 21.5,⑬⑨⑨, 6, 1, マイティｰビｰム,,岩崎祐, 6.9,,,,12, 72.2,⑩⑩⑨, 6, 6,Ｋダイシンチャンス, 62,太宰啓, 1.2, 59,   1,*  4, 6, 12.6,⑯⑬⑪, 6, 8,Ｊパラダイスリヴァｰ, 73,柴原央, 0.5, 66,   0,* 11,15,172.9,⑪⑭⑬
 7,16,Ｃホネマデアイシテ, 56,中舘英, 1.0, 53,   2, -14, 4, 18.7,⑨⑤⑤, 7, 4, ドングレイシｰ,,林満明, 7.8,,,,10, 48.8,⑦⑦⑥, 7, 5,Ｉマンボカｰニバル, 63,古川吉, 1.2, 60,   3,  -1,14, 76.0,⑫⑪⑨, 7,16,Ｌマッスルダンサｰ, 72,岩崎祐, 0.5, 69,   4,   6,16,260.9,⑧⑥⑥
 8,17,Ｈスリｰキセキ, 43,橋本美, 1.0, 52,  -3,* -3,13,168.7,⑬⑭⑫, 8, 9, ダイゴシラギク,,黒岩悠, 8.9,,,, 9, 32.3,④⑥⑥, 8, 7,Ａシルクエディフィス, 71,石山繁, 1.5, 57,   1,   0, 4,  9.3,⑧⑬⑭, 8,11,Ｄボｰドスウィｰパｰ, 81,秋山真, 0.7, 68,   5,   5, 5,  8.8,⑪⑧⑦
 9,18,Ｉマイスイｰトロｰド, 42,北村友, 1.1, 48,*  2, -22,10, 37.1,④③③, 9, 3, サンキングロウ,,高野容, 9.1,,,, 6, 21.6,⑪⑩⑩, 9, 8,Ｄナゾヲトクカギ, 67,中村将, 1.7, 56,*  8, -17,10, 18.2,③②③, 9,13,Ｍメイショウスイセイ, 71,飯田祐, 1.3, 62,   3,   0,12, 82.9,⑮⑨⑨
10, 8,Ｆチェリｰサウンド, 46,川島信, 1.5, 47,  -4,  -8, 9, 33.3,⑰⑮⑬,10, 2, ソルジャｰシチｰ,,沢昭典, 9.7,,,,14,186.9,⑧⑧⑪,10, 4,Ｊトウカイフラッグ, 62,川島信, 1.7, 59,   9, -14, 7, 16.1,②④⑦,10, 7,Ｎサンマルアンサｰ, 70,渡辺薫, 1.3, 64,*  9, -10,10, 61.1,①①②
11, 5,Ｅコスモマゼンタ, 47,中村将, 1.7, 42,  -2, -22, 7, 28.1,⑪⑨⑧,11,12, ロッキｰワンダｰ,,宗像徹,10.0,,,,13,134.8,⑥⑤⑤,11,14,Ｆブルルイ, 65,北村浩, 1.7, 57,   6, -10, 2,  5.6,⑥⑥⑦,11, 5,Ｋドントコイタカトモ, 73,中村将, 2.0, 54,   0,  -5,14,160.0,⑧⑬⑫
12,13,Ｍアイビスシチｰ, 34,赤木高, 2.1, 41,  -6, -12,12,166.7,⑰⑰⑯,12, 6, オｰスミナイス,,白坂聡,21.0,,,, 7, 22.9,⑬⑬⑬,12, 9,Ｏドリｰムシｰカｰ, 48,生野賢, 1.7, 57,   4,  -6,13, 63.1,⑪⑨⑪,12,15,Ｆメイショウフクヒメ, 76,鮫島良, 2.2, 55,   3,  -8,13,104.5,⑪⑨⑪
13,12, ニホンピロソレイユ,---,秋山真, 2.3, 41,  -2, -24, 6, 27.1,⑮⑬⑨,13,11, ワンダｰシアトル,,村山明,22.3,,,, 5, 17.1,⑫⑫⑫,13,13,Ｇニシノグレイシャ, 64,熊沢重, 1.8, 57,   7, -13, 5, 10.3,④⑤⑤,13, 1,Ｉリｰピンスイｰパｰ, 74,長谷川, 2.2, 56,   5, -10, 8, 16.0,②⑥⑨
14, 2,Ｏフェアリｰメｰカｰ, 31,上野翔, 2.3, 36,  -3, -28,17,246.4,⑧⑫⑮,,,,,,,,,,,,,14, 2,Ｌロジエｰル, 61,中舘英, 2.6, 51,   4, -15, 9, 17.9,⑥⑨⑩,14, 9,Ｈイブキサブデュｰ, 74,赤木高, 3.9, 44,   0, -17, 7, 10.7,⑪⑯⑮
15, 9,Ｑテイエムアライブ, 22,菊地昇, 3.1, 35,  -7, -24,15,218.2,⑯⑱⑯,,,,,,,,,,,,,15,15,Ｐホクザンビクトリｰ, 27,野元昭, 3.8, 43,   0, -19,15,160.5,⑮⑮⑮,15,10,Ｐエキゾｰストノｰト, 62,後藤浩, 5.2, 37,   1, -31, 6,  9.9,⑩⑮⑯
