06年 8月19日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,06年 8月19日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1600m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-11.2,,,,,■ 4R  芝1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-0.1,,,,,■ 7R  ダ1200m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-5.2,,,,,■10R  芝3250m 3歳上ｵｰﾌﾟﾝ(混) ﾊﾝﾃﾞ,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,新潟ｼﾞｬﾝﾌﾟｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,12,Ｂコスモジエラ, 48,吉田豊,, 55,* -7,   4, 3,  4.8, ③③, 1, 6,Ｂレオリズム, 66,江田照,, 69,  -1,* 15, 6, 12.3, ⑩⑨, 1, 9,Ａロｰドウィズダム, 65,中舘英,, 75,* -1,* 15, 1,  2.3, ①①, 1, 1, ストｰムセイコｰ,,穂苅寿,,,,, 2,  4.2,⑤②②
 2, 9,Ｋタイムズスクェア, 30,蛯名正, 0.1, 51,* -6,   1, 4,  7.8, ②②, 2, 4,Ａプジュリ, 68,小林淳, 0.5, 63,  -1,*  7, 4,  8.1, ⑨⑨, 2,12,Ｊトレトレジョリ, 55,石橋脩, 0.1, 75,* -3,* 16, 9, 37.1, ②②, 2, 4, ニシノヘブンズドア,,林満明, 0.0,,,, 9, 41.7,②①①
 3, 1,Ｍサンアイブライト, 28,大野拓, 0.3, 52, -10,   4, 9, 63.7, ⑧⑧, 3,17,Ｃスウィｰトネス, 59,中舘英, 0.5, 64,*  3,  -1, 1,  3.5, ③②, 3,14,Ｋスガｰフォｰティｰ, 55,江田照, 1.0, 62,  -5,   9, 7, 25.0, ③③, 3, 7, ユｰワキングストン,,大庭和, 0.3,,,, 5,  7.9,⑨⑥④
 4,15,Ｃブリオｰサ, 40,後藤浩, 0.5, 57, -13,* 10, 1,  2.1, ⑫⑫, 4,13,Ｄパｰプルカフェ, 56,吉永護, 1.2, 54,  -1,  -4, 3,  5.7, ⑪⑨, 4, 6,Ｌレオベルリン, 53,高野和, 1.0, 59,  -7,   8,14,325.7, ⑤⑥, 4, 5, サンダｰロｰル,,柴田大, 1.4,,,, 3,  7.4,⑪⑦⑤
 5, 2,Ｇマイネルブリアｰ, 32,江田照, 0.7, 42,  -8,  -6, 5, 24.5, ⑥⑤, 5, 2,Ｆスズエアフォｰス, 50,柴田善, 1.3, 54,*  4, -15, 5, 10.7, ②②, 5, 7,Ｍバリュアットリスク, 51,塚田祥, 1.2, 58,  -9,   9,12,142.1, ⑦⑦, 5,10, テレジェニック,,金子光, 1.5,,,, 1,  2.8,⑬⑨⑧
 6,14,Ｊレオプリンス, 30,吉田隼, 0.9, 39, -11,  -5, 8, 57.2, ⑥⑦, 6,11,Ｈミスティルテイン, 47,塚田祥, 1.6, 47,  -4,  -7,10, 33.5, ⑬⑫, 6, 3,Ｇタイセイドラゴン, 59,佐藤聖, 1.4, 56, -14,  10, 6, 21.5, ⑩⑩, 6, 9, ブレｰブティック,,江田勇, 2.0,,,, 7, 22.8,③③③
 7, 4,Ｌエプソムナイスガイ, 29,佐藤聖, 0.9, 46, -19,*  6,15,368.3, ⑯⑯, 7,14,Ｍミッキｰスマイル, 40,長谷川, 1.7, 48,  -1, -12, 7, 12.5, ⑦⑥, 7,13,Ｃロｰレルハンバｰバ, 63,村田一, 1.6, 52, -11,   5, 5, 12.7, ⑦⑧, 7, 2, グラスボランチ,,浜野谷, 3.0,,,, 8, 24.9,①④⑤
 8, 7,Ａコマンドｰルクロス, 52,柴田善, 1.0, 39, -11,  -6, 2,  3.6, ⑧⑧, 8, 7, ベルエトワｰル,---,吉田隼, 2.0, 43,  -6,  -8, 9, 20.7, ⑰⑰, 8,10,Ｂヒカルジェイエ, 64,柴田善, 1.7, 54, -11,   8, 2,  3.2, ⑩⑫, 8, 8, ザファステスト,,矢原洋, 3.4,,,,12,115.0,⑦⑦⑧
