06年10月21日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,06年10月21日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1150m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-10.8,,,,,■ 4R  ダ1150m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-5.0,,,,,■ 7R  芝1200m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-0.8,,,,,■10R  芝2600m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-3.6,,,,
15, 2,Ｏホワイトキリシマ,-66,黛弘人, 4.5,-27, -27, -19,10,151.5, ⑯⑯,15,12,Ｏエドッコ,-34,池田鉄, 3.4,  2, -24, -15,16,340.0, ⑯⑯,15,13,Ｍブルｰムトウショウ, 27,田中克, 3.5,-31, -17, -33,13,204.4, ⑫⑬,,,,,,,,,,,,
16, 8,Ｐマリナｰズラック,-221,高山太, 4.5,-11, -22, -21,14,222.7, ⑮⑮,16, 8,Ｎマジックミリオン,-24,田中博, 5.0,-31, -21, -37,14,225.1, ⑭⑮,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:58 ﾚｰｽﾍﾟｰｽ指数:+14 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:+10 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:63 ﾚｰｽﾍﾟｰｽ指数:+5 ﾚｰｽｱｶﾞﾘ指数:+11 馬場:良(指数:-9),,,,,,,,,,,,ｸﾗｽ上位平均:74 ﾚｰｽﾍﾟｰｽ指数:+4 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:良(指数:-9),,,,,,,,,,,
"単勝:560円 複勝:05=180円 06=210円 13=120円 枠連:2,270円",,,,,,,,,,,,単勝:810円 複勝:10=130円 03=100円 05=120円 枠連:270円,,,,,,,,,,,,"単勝:4,100円 複勝:10=470円 03=140円 04=170円 枠連:3,280円",,,,,,,,,,,,"単勝:570円 複勝:08=250円 02=1,130円 05=170円 枠連:18,100円",,,,,,,,,,,
"馬連:1,910円 ワイド:05-06=720円 05-13=340円 06-13=570円",,,,,,,,,,,,馬連:410円 ワイド:03-10=160円 05-10=390円 03-05=190円,,,,,,,,,,,,"馬連:6,380円 ワイド:03-10=1,720円 04-10=3,880円 03-04=360円",,,,,,,,,,,,"馬連:26,210円 ワイド:02-08=3,510円 05-08=370円 02-05=2,590円",,,,,,,,,,,
"馬単:2,610円 3連複:2,000円",,,,,,,,,,,,"馬単:1,720円 3連複:570円",,,,,,,,,,,,"馬単:24,400円 3連複:12,010円",,,,,,,,,,,,"馬単:37,570円 3連複:16,240円 3連単:133,570円",,,,,,,,,,,
■ 2R  芝2000m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-0.3,,,,,■ 5R  芝1200m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 8R  芝1800m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-6.3,,,,,■11R  芝1800m 3歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:-2.6,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,西郷特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 8,Ａロｰレルナイト, 61,石橋脩,, 56,*-15,  17, 5, 10.5,④④④, 1, 6, サンエンタティナｰ,---,塚田祥,, 52,*-11,*  2, 2,  4.8, ①①, 1, 8,Ａフェスティヴナイト, 73,スボリ,, 70,* 11,  -3, 1,  1.7,③②②, 1,13,Ｎクｰフｰリン, 61,菊沢隆,, 74,  -4,* 19,13, 69.3,⑨⑩⑪
 2, 9,Ｂバブルスプリングス, 59,中舘英, 0.0, 50,*-13,  12, 3,  7.2,②②②, 2, 1, トｰセンサンクス,---,田中博, 0.6, 49, -32,* 10, 3,  8.0, ⑩⑥, 2,12,Ｂカンペキ, 68,石橋脩, 0.2, 69,   5,   5, 2,  6.4,⑥⑤④, 2,11,Ｆフラッグシップ, 75,鮫島良, 0.1, 68,*  0,  13, 6, 11.0,③②②
 3,12,Ｄフサイチミライ, 58,スボリ, 0.1, 55, -16,  17, 7, 19.7,④④④, 3,12, マイラヴユアハｰト,---,吉田隼, 0.6, 42, -19,   1, 1,  2.5, ③③, 3,10,Ｃロｰランアントレ, 64,鮫島良, 0.5, 64,   4,   1, 8, 22.3,⑤⑤⑥, 3, 5,Ｌマリアヴァレリア, 69,柴山雄, 0.1, 69,*  1,  13, 1,  3.0,③②③
 4,13,Ｃマイスタｰキング, 58,吉田隼, 0.1, 56, -17,* 17, 2,  4.6,⑧⑧⑧, 4, 2, デザインシチｰ,---,柴山雄, 1.5, 29, -24,  -6, 4,  8.0, ⑤④, 4, 9,Ｅミヤコタイガｰ, 63,塚田祥, 0.5, 61,*  8, -11, 7, 20.8,③④③, 4, 6,Ｋトｰセンレｰサｰ, 71,村田一, 0.1, 66,*  2,  10, 2,  4.9,①①①
 5,11,Ｅシルクヴェルディ, 57,小林淳, 0.1, 62, -18,* 21, 1,  2.2,⑨⑨⑨, 5, 7, ヤマニンノベリスト,---,スボリ, 1.8, 23, -30,  -6, 6, 13.5, ⑩⑨, 5, 2,Ｈコアレスウィｰク, 59,中村将, 0.5, 60,* 12, -19, 6, 15.2,①①①, 5, 3,Ｅダイワブレスイング, 75,武士沢, 0.3, 64,  -2,  12,10, 34.2,⑦⑥⑥
 6,15,Ｆピエナテンイヤｰズ, 55,小林徹, 0.2, 49,*-14,  12, 6, 17.9,③③③, 6, 8, エイブルマリｰ,---,池田鉄, 1.8, 25, -39,*  3, 7, 18.5, ⑬⑬, 6, 7,Ｏガリンシャ, 53,赤木高, 0.5, 66,   2,   6,14,108.4,⑥⑦⑦, 6,15,Ｂナスノフィオナ, 79,吉田隼, 0.3, 65,  -2,  12, 4,  8.7,⑦⑥⑥
 7, 2,Ｇスズエアフォｰス, 50,菊沢隆, 0.5, 44,*-15,   9, 4,  9.9,④④④, 7,11, クニサキロｰズ,---,西田雄, 2.0, 23, -26, -12,13, 78.2, ⑧⑪, 7,13,Ｊマイネルブｰバリス, 57,池田鉄, 0.6, 64,   3,   3,15,114.1,⑥⑦⑦, 7, 7,Ｇアクトナチュラリｰ, 75,石橋脩, 0.4, 67,  -2,  15, 7, 17.0,⑨⑩⑪
 8,10,Ｌストライキング, 45,中村将, 0.8, 44, -22,  13,10, 61.0,⑭⑬⑫, 8, 4, カイザｰイモン,---,二本柳, 2.0, 13,*-11, -26, 8, 24.6, ②②, 8, 4,Ｍアイファｰドラゴン, 55,西田雄, 0.6, 65,   0,   7,10, 60.8,⑨⑪⑩, 8, 9,Ｉニシノフリｰダム, 72,スボリ, 0.5, 66,  -3,  14, 3,  6.7,⑫⑩⑨
 9, 7,Ｋオｰベルヴィリエ, 46,野元昭, 1.0, 37, -17,   6,12, 79.9,⑨⑨⑨, 9,13, カネコメアクティブ,---,野元昭, 2.1, 22, -24, -15,10, 41.4, ⑤⑤, 9, 5,Ｄコスモラバンジン, 63,大西直, 0.6, 65,   1,   6, 4, 10.8,⑫⑨⑦, 9, 1,Ｃオｰトゼウス, 78,古川吉, 0.5, 70,  -6,* 19,11, 36.9,⑯⑭⑪
10, 5,Ｊサニｰストレイン, 47,田中克, 1.1, 32, -19,   3,13, 81.8,⑨⑨⑨,10, 5, サワヤカハンタｰ,---,黛弘人, 2.5,-13, -28, -22,15, 84.2, ⑧⑧,10, 6,Ｇタイクｰン, 60,田中克, 0.7, 60,  -2,   6,12, 81.7,⑨⑫⑪,10,16,Ｈミラクルレイザｰ, 73,赤木高, 0.6, 65,  -6,  15, 9, 20.8,⑫⑬⑭
11,14,Ｈストロングザイオン, 50,鈴来直, 1.3, 36,*-15,  -3, 8, 28.7,④④④,11,14, チェリｰピット,---,高橋亮, 2.5, 16, -42,  -4, 9, 25.1, ⑭⑮,11,15,Ｎエルロドリゴ, 54,鹿戸雄, 0.7, 66,  -4,* 15, 9, 45.9,⑮⑭⑭,11, 8,Ａシルクダッシュ, 80,小林淳, 0.6, 59,  -1,   8, 8, 20.1,⑥⑥⑥
12, 3,Ｉレディジュピタｰ, 48,村田一, 1.3, 35, -19,   6, 9, 41.8,⑭⑬⑫,12, 3, コアレススキル,---,西原玲, 2.9,-10, -35, -16,12, 62.2, ⑫⑪,12,11,Ｐサボｰルストリｰト, 34,田中博, 0.8, 60,  -6,* 12,16,279.2,⑬⑭⑭,12,14,Ｍリキサンポイント, 67,野元昭, 0.9, 54,*  1,  -1,12, 49.2,②②③
13, 1,Ｏライフセイバｰ, 32,武士沢, 1.3, 36, -20,   8,15,170.8,⑯⑬⑮,13, 9, セントラルヘブン,---,加藤士, 2.9,  3, -46,  -8,16,110.3, ⑯⑬,13, 1,Ｆパシコグランルビｰ, 62,中舘英, 0.8, 60,* 10, -16, 3, 10.5,②②④,13,10,Ｊステラマドレｰド, 72,中舘英, 1.0, 54,*  1,  -2, 5,  9.9,③②③
14, 4,Ｐハクシンフリｰダム, 27,吉永護, 1.4, 37,*-13,  -9,16,196.9,①①①,14,15, ヤマショウグロリア,---,赤木高, 3.0,-35, -22, -30, 5, 12.0, ⑤⑨,14, 3,Ｋリキアイノキセキ, 56,二本柳, 1.1, 60,   0,   2,13, 96.2,⑬⑫⑪,14, 4,Ｏストレッチランナｰ, 58,水出大, 1.1, 53,  -9,   9,16,261.1,⑭⑮⑮
15,16,Ｍライブリｰダンス, 35,赤木高, 1.5, 33, -18,   0,11, 75.1,⑫⑨⑮,15,16, イディナロｰク,---,中村将, 3.6,-68, -22, -45,11, 57.7, ④⑥,15,14,Ｉクリスタルロｰズ, 57,村田一, 1.3, 58,  -6,   9,11, 62.7,⑯⑯⑯,15, 2,Ｐメジログリｰン, 56,高山太, 1.2, 54,  -9,  10,15,196.7,⑮⑮⑯
16, 6,Ｎダブルマイル, 34,柴山雄, 2.3, 28, -19,  -9,14,120.8,⑫⑬⑫,16,10, ノボトゥｰリオ,---,石橋脩, 3.7,-38, -42, -22,14, 81.2, ⑭⑯,16,16,Ｌハンマｰクラヴィア, 55,吉田隼, 1.3, 55,   1,  -5, 5, 14.0,⑨⑨⑪,16,12,Ｄディアプルｰデンス, 76,嘉藤貴, 1.9, 48,  -3, -13,14, 97.9,⑨⑥⑨
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:63 ﾚｰｽﾍﾟｰｽ指数:-10 ﾚｰｽｱｶﾞﾘ指数:+20 馬場:良(指数:-9),,,,,,,,,,,,ｸﾗｽ上位平均:56 ﾚｰｽﾍﾟｰｽ指数:-8 ﾚｰｽｱｶﾞﾘ指数:+10 馬場:良(指数:-7),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:+5 ﾚｰｽｱｶﾞﾘ指数:+7 馬場:良(指数:-9),,,,,,,,,,,,ｸﾗｽ上位平均:80 ﾚｰｽﾍﾟｰｽ指数:-6 ﾚｰｽｱｶﾞﾘ指数:+10 馬場:良(指数:-9),,,,,,,,,,,
"単勝:1,050円 複勝:08=330円 09=270円 12=580円 枠連:2,460円",,,,,,,,,,,,単勝:480円 複勝:06=130円 01=230円 12=140円 枠連:790円,,,,,,,,,,,,単勝:170円 複勝:08=120円 12=160円 10=400円 枠連:640円,,,,,,,,,,,,"単勝:6,930円 複勝:13=2,330円 11=310円 05=170円 枠連:11,430円",,,,,,,,,,,
"馬連:2,320円 ワイド:08-09=970円 08-12=2,290円 09-12=1,830円",,,,,,,,,,,,"馬連:1,930円 ワイド:01-06=560円 06-12=300円 01-12=660円",,,,,,,,,,,,"馬連:740円 ワイド:08-12=350円 08-10=580円 10-12=1,540円",,,,,,,,,,,,"馬連:45,260円 ワイド:11-13=10,690円 05-13=7,000円 05-11=730円",,,,,,,,,,,
"馬単:4,820円 3連複:9,760円",,,,,,,,,,,,"馬単:3,340円 3連複:2,020円",,,,,,,,,,,,"馬単:1,030円 3連複:3,330円",,,,,,,,,,,,"馬単:105,560円 3連複:53,070円 3連単:477,430円",,,,,,,,,,,
■ 3R  ダ1700m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3.8,,,,,■ 6R  ダ1700m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-4.2,,,,,■ 9R  ダ1700m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-4.7,,,,,■12R  芝1200m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-3.8,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,会津特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,12,Ａメイショウルイｰズ, 62,柴山雄,, 63,* -2,*  6, 1,  2.2,②②②, 1, 3,Ａシルクシャｰプネス, 59,鮫島良,, 66,  -8,* 10, 1,  1.5,⑫⑩⑦, 1, 1,Ａスウォｰドキャット, 71,中舘英,, 73,*  9,*  2, 1,  1.6,①①①, 1,13,Ｉアグネスボｰイ, 60,スボリ,, 76,*  7,  10, 5, 15.4, ②②
 2, 7,Ｃヤマニンリュクス, 58,中村将, 0.9, 52,  -7,*  2, 4,  5.8,⑩⑦⑤, 2, 8,Ｄゴｰルデンペガサス, 49,柴山雄, 0.4, 55,* -3,   0, 3,  6.9,⑨②②, 2,13,Ｂウエスタンマックス, 68,石橋脩, 0.1, 72,   8,*  4, 2,  4.3,⑤④②, 2,16,Ａタニノバロン, 78,鮫島良, 0.2, 70,*  8,   5, 1,  1.8, ①①
 3, 8,Ｅロイバｰベナｰル, 51,菊沢隆, 1.5, 50,  -7,   1, 5, 15.0,⑨⑩⑨, 3, 9,Ｅセフティｰトキメキ, 47,田中克, 0.6, 49,* -4,  -4, 6, 21.9,①①①, 3,15,Ｇナスケンウインド, 58,二本柳, 0.2, 71,   8,*  3, 4, 13.0,⑨④③, 3,10,Ｆマチカネマスラオ, 64,赤木高, 0.3, 71,   4,   9, 8, 23.4, ④④
 4, 3,Ｄリヴァリｰガｰデン, 57,吉田隼, 1.7, 48,  -4,  -8, 2,  4.5,⑤⑤⑤, 4, 6,Ｃゼンノコルモ, 50,小林徹, 0.9, 50,* -4,  -2, 2,  6.9,⑥③③, 4,10,Ｆロトブルｰスタｰ, 58,小林淳, 0.4, 69,*  8,   0, 5, 16.8,②②③, 4, 7,Ｅオリエンタルロｰズ, 66,西田雄, 0.4, 67,*  5,   5, 7, 22.2, ②②
 5, 4,Ｉジェイドヴィジョン, 35,石橋脩, 1.9, 48,* -2, -13, 7, 43.0,①①①, 5, 1,Ｉフサイチハヤト, 36,嘉藤貴, 1.1, 50,  -6,  -1,10,100.7,③④④, 5, 4,Ｈバスタｰヒリュウ, 56,田辺裕, 1.0, 64,   8,  -4,10, 62.5,④④⑤, 5, 1,Ｊピサノランゲ, 59,古川吉, 0.6, 67,  -3,  10,15,188.9, ⑩⑨
 6, 1,Ｇホットレディ, 38,スボリ, 2.4, 44,* -3, -16, 6, 21.1,②③③, 6, 7,Ｊヤマカツジェット, 35,石橋脩, 1.2, 50,  -7,  -1, 9, 81.3,⑩⑧④, 6,11,Ｌレオアライブ, 52,赤木高, 1.0, 63,   4,*  2,14,246.7,⑫⑫⑪, 6, 5,Ｃオｰヴェｰル, 71,中舘英, 0.6, 68,  -6,* 13, 2,  5.3, ⑫⑪
 7,11,Ｆブリンダｰレ, 42,岩部純, 2.4, 44,* -3, -16, 9, 73.7,④③③, 7, 2,Ｆケｰライアン, 44,塚田祥, 1.6, 42,  -8,  -6, 8, 50.1,③⑧⑩, 7, 9,Ｄマルタカタキオン, 59,松田大, 1.0, 63,   6,  -3, 6, 17.4,⑦⑦⑨, 7,11,Ｄクリノジャンファン, 68,武士沢, 0.6, 70, -11,* 17, 3,  7.1, ⑮⑮
 8, 9,Ｈキクカチルドレン, 36,小林淳, 2.4, 44,  -4, -13, 8, 70.4,⑤⑤⑦, 8, 4,Ｂマｰカッシン, 51,中舘英, 1.6, 45,  -7,  -4, 4, 12.7,⑩⑩⑦, 8,14,Ｅマイネルマルス, 59,柴山雄, 1.1, 63,   6,  -4, 7, 22.5,⑦⑦⑤, 8,12,Ｇキイボ, 63,吉田隼, 0.8, 62,  -1,   5, 4, 13.5, ⑥⑨
 9, 5,Ｋダイワレイピア, 34,佐藤聖, 2.6, 38, -10,  -9,10,153.9,⑪⑪⑪, 9,15,Ｇダノンスペシャル, 41,青木芳, 1.7, 43,  -6,  -8, 5, 17.8,③④④, 9, 7,Ｊスナｰクムサシ, 55,高橋亮, 1.4, 60,   5,  -5, 9, 49.0,⑭⑩⑦, 9, 9,Ｋシルクコンプリｰト, 57,嘉藤貴, 0.8, 61,   2,   2,13,137.4, ④⑤
10,10,Ｊスズノクロカミ, 34,村田一, 2.6, 41, -10,  -5,11,166.3,⑫⑫⑪,10,11,Ｋキクノソニック, 31,川島信, 2.0, 43, -10,  -3,14,223.8,⑬⑬⑩,10, 8,Ｃストｰムタイガｰ, 64,鮫島良, 1.6, 58,   5,  -6, 3, 12.7,⑨⑩⑪,10,14,Ｈカイシュウムサシ, 60,村田一, 1.0, 58,  -3,   4, 9, 73.4, ⑩⑪
11, 2,Ｌボディｰスペシャル, 28,加藤士, 2.7, 41,  -6, -13,12,219.2,⑦⑨⑨,11,14,Ｍブライトサｰクル, 17,武士沢, 2.2, 51, -17,*  7,11,155.9,⑮⑮⑭,11, 6,Ｎゴｰルドロバリｰ, 46,菊沢隆, 1.6, 58,   2,  -1,15,327.2,⑪⑬⑬,11, 2,Ｎニシノピクチャｰ, 53,田辺裕, 1.4, 50,  -1,  -4,10, 86.2, ⑥⑥
12, 6,Ｂトｰセンウイスパｰ, 59,塚田祥, 3.2, 35,  -6, -20, 3,  4.6,⑦⑦⑧,12,13,Ｈオグリウインザｰ, 37,小林淳, 2.4, 39,  -5, -15,12,194.4,⑥④⑦,12, 3,Ｍフロｰレストウブ, 51,吉田隼, 2.4, 53,   7, -17,11,126.5,⑤⑦⑨,12, 6,Ｌジェルクルキバ, 56,石橋脩, 1.4, 50,  -1,  -4,11, 86.5, ⑥⑧
,,,,,,,,,,,,13,10,Ｏテンシノサンディ, -1,中村将, 2.6, 35,  -9, -14, 7, 41.0,⑥⑩⑫,13,12,Ｏロｰランフェルド, 37,武士沢, 2.4, 51,   1,  -7,13,213.7,⑭⑭⑭,13, 8,Ｂタマモハクライ, 73,柴山雄, 1.6, 47,  -9,   0, 6, 17.7, ⑬⑬
,,,,,,,,,,,,14,12,Ｌナモンゼウス, 30,村田一, 4.1, 29, -15, -14,15,237.3,⑭⑭⑮,14, 5,Ｋチェリｰヴァレｰ, 52,田中克, 2.6, 48,  -1,  -9,12,172.6,⑫⑮⑮,14, 4,Ｍブラッドシフト, 55,小林淳, 1.7, 45,   1, -10,14,181.3, ⑥⑥
