06年10月29日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,06年10月29日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1200m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-0.8,,,,,■ 4R  芝1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1.6,,,,,■ 7R  芝1800m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-5.5,,,,,■10R  芝2000m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-3.2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
■ 2R  ダ1700m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-6.4,,,,,■ 5R  ダ1150m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-4.3,,,,,■ 8R  芝1700m 2 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-7.7,,,,,■11R  芝1200m 3歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:-0.9,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,きんもくせい特別,,,,,,,,,,,,河北新報杯,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,13,Ｂナチュラルウェｰブ, 54,塚田祥,, 68,*  2,*  7, 3,  7.8,①①①, 1,15,Ｋニシノムｰンボｰ, 25,中舘英,, 69,*  7,   1, 3,  4.6, ②②, 1, 6,Ｂフライングアップル, 55,塚田祥,, 71,* -7,  23, 1,  2.2,②②②, 1, 5,Ｃニホンピロブリュレ, 79,赤木高,, 74,   1,* 18, 3,  7.3, ⑫⑨
 2, 5,Ａブルｰレパｰド, 56,飯田祐, 0.8, 65,  -2,*  8, 1,  1.8,⑥③③, 2, 2,Ａトｰセンアラベスク, 62,鮫島良, 0.3, 63,*  4,  -1, 2,  3.6, ③③, 2, 8,Ｇマイネヴェロナ, 49,吉田隼, 0.2, 71, -11,* 25, 3,  6.0,③⑤⑤, 2,13,Ｅスパイン, 76,吉田隼, 0.1, 84,* 17,   5, 1,  4.2, ①①
 3,11,Ｃマンノダイヤモンド, 46,中舘英, 1.0, 65,  -4,*  9, 2,  4.9,⑧④④, 3, 5,Ｈウエストワｰド, 33,菊沢隆, 1.1, 57,*  7, -10, 5, 25.5, ①①, 3, 3,Ｄマイネルダイナモ, 52,柴山雄, 0.4, 64,  -8,  20, 2,  4.3,③③③, 3, 8,Ｈチリエｰジェ, 74,飯田祐, 0.1, 81,  13,   9, 5,  8.5, ④④
 4, 2,Ｋヒシエンジェル, 38,田嶋翔, 1.3, 56,*  2,  -3, 7, 19.0,②②②, 4, 6,Ｅゴｰルドインパルス, 36,吉田隼, 1.3, 52,   3,  -9, 9, 40.9, ③④, 4, 5,Ｅスガノキング, 51,江田照, 0.6, 66, -11,  23, 4,  8.6,⑦⑦⑥, 4, 9,Ｌシャドロンガｰル, 69,石橋脩, 0.2, 75,   8,  10,12, 38.3, ⑦⑥
 5, 4,Ｄシルクギャロップ, 44,船曳文, 1.4, 58,  -6,*  6, 8, 25.8,⑥⑦⑥, 5, 4,Ｂプリキュアアズサ, 57,塚田祥, 1.4, 48,  -4,  -6, 1,  2.6, ⑦⑥, 5, 2,Ａコスモチｰキｰ, 60,大西直, 1.0, 51,  -9,  10, 7, 13.9,③③③, 5, 6,Ｋヤマニンパンテｰル, 71,中舘英, 0.2, 71,  -2,* 19, 4,  8.1, ⑮⑭
 6, 1,Ｆベルベティｰン, 41,二本柳, 1.8, 56,  -5,   4, 9, 38.8,⑩⑦⑤, 6,14,Ｉアタゴイチバンボシ, 31,江田照, 1.6, 45, -19,*  7,11,102.1, ⑭⑭, 6, 7,Ｃシャイナムスメ, 55,中舘英, 1.0, 50,* -6,   4, 6, 10.8,①①①, 6,10,Ｄタムロスタｰディ, 78,村田一, 0.3, 73,   7,  10, 2,  6.9, ⑦⑥
 7,10,Ｌアグネスミヤビ, 33,田中克, 2.8, 46,  -9,  -3,15,225.3,⑫⑬⑨, 7,13,Ｊシルクディフィｰト, 30,古川吉, 1.6, 45, -13,*  2,12,129.9, ⑪⑩, 7, 4,Ｆゴｰルドアラン, 50,スボリ, 2.0, 45,  -9,  -3, 5, 10.7,⑥⑤⑥, 7, 4,Ｇブライティアアイ, 75,鮫島良, 0.6, 65,   0,  11, 8, 15.3, ⑭⑮
