06年 5月 6日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,06年 5月 6日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-4.9,,,,,■ 4R  芝1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1.7,,,,,■ 7R  芝2400m 4歳上500万 別定,,,,,,,出走馬ﾚﾍﾞﾙ:-3.7,,,,,■10R  芝1400m 4歳上500万 別定,,,,,,,出走馬ﾚﾍﾞﾙ:-1.4,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,米山特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 2,Ｄアスカノヒミコ, 46,小野次,, 60,*-11,* 11, 3,  7.3,②②①, 1, 3,Ｂメイショウナイト, 57,高橋亮,, 56, -25,  23, 2,  3.8, ⑧⑥, 1,14,Ｃダンツトレジャｰ, 68,田中勝,, 73,*  3,* 12, 1,  2.1,③③②, 1,13,Ａリキアイダンディ, 81,小牧太,, 72,   3,  10, 2,  4.5, ④③
 2, 8,Ａリンガスパｰトナｰ, 55,田中勝, 0.3, 56,*-11,*  9, 1,  2.5,⑧③②, 2, 9,Ｊリバｰスプライト, 44,小野次, 0.0, 46,*-21,  16,13,153.5, ①①, 2,11,Ｆメジロテディベア, 60,高橋智, 0.4, 66,*  6,  -3, 5, 14.8,①①①, 2, 4,Ｄスズヨバクシンオｰ, 67,田中勝, 0.3, 68,*  4,   4, 5, 10.3, ③③
 3, 6, カノヤランブル,---,中村将, 0.9, 53, -17,* 10, 5, 11.6,⑪⑨⑧, 3, 2,Ａシャチョマンユウキ, 58,田中勝, 0.1, 63, -28,* 30, 1,  2.0, ⑬⑪, 3, 8,Ｂマイネルピカドｰル, 70,柴山雄, 0.4, 69,   2,*  9, 2,  3.7,⑤⑤⑤, 3,12,Ｈハイビスカス, 61,中舘英, 0.4, 67,   0,   9, 7, 14.4, ⑤⑤
 4, 4,Ｅピュアウインド, 42,石橋脩, 1.2, 46, -12,   2,10, 61.0,⑤⑥⑥, 4, 6,Ｃヒカリクロメｰト, 55,田嶋翔, 0.1, 59, -27,* 26, 5, 16.4, ⑧⑨, 4, 2,Ｌフｰフｰ, 55,村田一, 0.5, 68,   3,   7,10, 71.1,③⑤⑤, 4, 1,Ｂヒョウタンジマ, 73,藤岡佑, 0.5, 64,  -5,* 13, 1,  3.4, ⑨⑧
 5,13,Ｋラファミｰユ, 24,高橋智, 2.0, 37, -12,  -6, 6, 13.4,③③④, 5, 7, ドマｰニ,---,上村洋, 0.3, 59, -29,* 28, 7, 19.3, ⑭⑭, 5,10,Ａシルクスクランブル, 70,中村将, 0.5, 62,*  1,   1, 3,  6.5,②②②, 5,10,Ｃストロｰズティック, 71,柴山雄, 0.6, 64, -12,* 21, 3,  5.3, ⑯⑭
 6, 1,Ｌルスナイレンジャｰ, 19,畑端省, 2.3, 36, -13,  -6,13,125.9,⑤⑦⑦, 6, 1,Ｇテントゥワン, 51,西田雄, 0.3, 53, -27,  23, 9, 60.0, ⑪⑪, 6, 7,Ｍワンモアディネロ, 54,江田照, 0.6, 66,*  3,   3, 7, 38.7,⑦③②, 6,11,Ｋアグネスドｰン, 58,四位洋, 0.8, 60,  -4,   7, 9, 33.8, ⑧⑨
 7,11,Ｉダンスブルｰム, 32,村田一, 2.5, 32,*-10, -14,12,122.9,①①②, 7, 8,Ｄタイセイラン, 53,中村将, 0.7, 28,*-23,   3, 3,  8.0, ②②, 7, 9,Ｇサムライジョｰイ, 59,土谷智, 0.8, 66,   1,   8,12, 78.5,⑤⑨⑨, 7, 6,Ｊヴイプラド, 58,勝浦正, 0.9, 59,  -3,   4, 6, 11.6, ⑦⑦
 8, 5,Ｊラプラシアン, 27,柴山雄, 2.6, 36, -16,  -3, 7, 22.2,⑧⑩⑨, 8,15,Ｅゼンノビｰト, 52,橋本美, 0.8, 32, -24,   9, 6, 18.2, ④⑤, 8, 1,Ｅダイタクドルチェ, 61,小牧太, 1.0, 64,   1,   4, 4,  7.7,⑨⑦⑦, 8, 5,Ｌアドマイヤソニック, 57,上村洋, 1.0, 57,  -6,   7,12, 48.7, ⑩⑩
 9, 7,Ｃミルサジェス, 48,服部剛, 3.0, 33, -17,  -6,14,195.9,⑫⑫⑪, 9,12,Ｋワンダｰポテンシア, 39,小池隆, 0.8, 34, -25,  11,16,326.1, ⑥⑥, 9, 6,Ｈダブリンフォレスト, 58,橋本美, 1.1, 62,   1,   2, 8, 39.2,⑬⑦⑦, 9, 8,Ｉトｰセンエタニティ, 61,小島太, 1.1, 55, -11,  11,10, 45.2, ⑭⑭
10, 3,Ｂユメノハｰモニｰ, 49,藤岡佑, 3.6, 27, -18,  -9, 2,  3.5,⑭⑭⑭,10,11,Ｌシャカオｰ, 35,四位洋, 1.0, 46, -31,  22,12,128.3, ⑯⑯,10, 4,Ｄフラップジャック, 64,石橋脩, 1.1, 65,  -1,   8, 9, 51.6,⑭⑫⑩,10, 7,Ｅフリｰダムホｰク, 65,石橋脩, 1.2, 55,   1,  -5, 8, 15.4, ⑤⑤
11,10,Ｈエプソムメガミ, 35,木幡初, 4.1, 17,*-11, -27, 4,  8.8,③③④,11, 5,Ｉオヤマエルニｰニョ, 47,柴山雄, 1.1, 27,*-23,   1, 4, 11.2, ④④,11, 5,Ｊゼウス, 56,吉田隼, 1.1, 61,  -3,*  8,13,110.6,⑫⑬⑬,11,14,Ｏスイｰトオカリナ, 52,西田雄, 1.2, 57,*  8, -14,15,272.1, ①①
12,14,Ｇマｰムリップス, 37,長谷川, 4.4, 17, -14, -24, 8, 28.0,⑧⑧⑨,12,13,Ｈスカイブルｰ, 48,穂苅寿, 1.5, 20,*-22,  -6,10, 71.9, ②③,12,13,Ｋヒミノハｰド, 55,田嶋翔, 1.2, 62,  -1,   5,14,221.8,⑧⑩⑩,12,15,Ｆニシノツキカゲ, 64,木幡初, 1.4, 53,*  6, -16, 4, 10.0, ②②
13, 9, エビスチェリｰ,---,勝浦正, 4.4, 19, -17, -19,11, 70.5,⑬⑬⑬,13,14,Ｆセイカバｰバリアン, 52,石橋脩, 1.5, 23, -26,   1, 8, 20.3, ⑥⑥,13, 3,Ｉカンファｰマックス, 56,鮫島良, 1.3, 58,  -2,   2, 6, 25.0,⑨⑩⑫,13, 2,Ｇオｰスミサムソン, 62,松田大, 1.5, 52, -11,   6,11, 47.3, ⑭⑪
