06年12月 9日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,06年12月 9日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3.2,,,,,■ 4R  ダ1200m 2 歳新馬 馬齢,,,,,,,,,,,,■ 7R  ダ1400m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2.2,,,,,■10R  ダ2000m 3歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-5.2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ｵｰｸﾗﾝﾄﾞRCT,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 6,Ｅメイショウエグル, 45,幸英明,, 66,* -4,*  8, 4,  6.3,③③②, 1, 1, フェザｰウイング,---,小牧太,, 58,*  0,  -3, 1,  1.9, ①①, 1, 4,Ｐカリプソパンチ, 59,藤田伸,, 72,*  0,  12, 3,  7.9, ①①, 1, 1,Ａヒｰロｰアンセム, 83,長谷川,, 90,* 14,  10, 6, 12.5,①①①
 2, 9,Ｃジョｰモルデュｰ, 52,岩田康, 1.3, 54, -10,*  6, 5,  8.6,⑩⑪⑩, 2, 9, オｰミバンディエラ,---,吉田稔, 0.4, 55,  -6,  -1, 9, 87.4, ③③, 2,11,Ｆカイテキネオ, 72,長谷川, 0.2, 73,  -4,  15, 6, 13.5, ④④, 2, 5,Ｅアドマイヤスバル, 76,秋山真, 0.8, 83,* 13,   4, 7, 13.0,②②②
 3, 2,Ｄチアズジョイ, 52,藤田伸, 1.4, 55,* -3,  -8, 2,  5.2,①①①, 3, 2, グランプリジョニｰ,---,福永祐, 0.9, 50, -11,  -1, 2,  3.6, ④④, 3,15,Ｅハスフェル, 73,佐藤哲, 0.4, 79, -11,* 22, 7, 14.1, ⑭⑬, 3,13,Ｆマジックアワｰ, 76,上村洋, 0.8, 82,  10,* 12, 8, 29.4,⑫⑪⑪
 4, 5,Ａディジュリドゥｰ, 59,四位洋, 1.6, 54,  -7,  -2, 1,  2.4,⑩⑨⑤, 6, 5, サンタナイト,---,金折知, 1.2, 46, -13,  -2, 7, 48.9, ⑤⑦, 4, 6,Ｂオッティミスタ, 79,太宰啓, 0.4, 68,* -2,  10, 5, 12.8, ②②, 4, 6,Ｉスマｰトストリｰム, 72,モンテ, 1.0, 82,  13,   3,10, 37.9,③②②
 5, 8,Ｂゴｰルデンエビス, 53,佐藤哲, 2.2, 48,  -5, -12, 6, 16.2,⑧⑤④, 4,10, シゲルオブリガｰド,---,佐藤哲, 1.4, 42,* -2, -15, 5, 18.0, ②②, 5, 9,Ｃコレデイイノダ, 74,安藤勝, 0.5, 68,  -4,  12, 1,  2.9, ④④, 5,11,Ｂゲットアウト, 79,太宰啓, 1.0, 80,   6,* 18,13, 73.8,⑮⑮⑮
 6, 4,Ｋゴｰストライタｰ, 26,小牧太, 2.2, 48,* -4, -14, 3,  6.1,②②②, 5, 7, アドマイヤミスティ,---,岩田康, 1.4, 45, -16,  -1, 3,  4.5, ⑦④, 6, 5,Ｈセレスクラブ, 69,ペリエ, 0.5, 67,  -4,  11,11, 26.9, ④④, 6,15,Ｏメテオグロｰリｰ, 69,藤田伸, 1.0, 81,  10,  10, 4,  6.6,⑪⑩⑦
 7, 1,Ｈマルカグレイシｰ, 35,福永祐, 3.3, 39,  -8, -16,10, 58.1,⑨⑨⑨, 7, 4, ペプチドホマレ,---,菊地昇, 1.6, 50, -29,*  9, 6, 43.0, ⑪⑨, 7,16,Ｋマルブツランナｰ, 68,吉田稔, 0.6, 69,  -6,  13,10, 25.0, ⑪⑦, 7,10,Ｄタガノシャンハイ, 78,藤岡佑, 1.2, 80,  11,   6,11, 44.7,⑧⑧⑦
 8, 7,Ｊファイトシｰン, 27,本田優, 3.9, 34,  -6, -27, 8, 32.0,⑦⑤⑦, 8, 6, ワンダｰフガタ,---,服部剛, 2.0, 36, -15,  -8,10,109.9, ⑥④, 8, 1,Ｇソリッドエビデンス, 70,岩田康, 0.7, 67,  -6,  12, 8, 14.3, ⑦⑧, 8, 3,Ｊマンノレｰシング, 72,小牧太, 1.4, 78,  12,   1, 2,  4.2,⑥⑤⑥
 9,10,Ｇカルストンチｰタｰ, 38,熊沢重, 4.7, 29,  -5, -36, 9, 36.1,④③⑥, 9, 3, ウインクルハｰド,---,幸英明, 2.7, 30, -19, -11, 8, 60.7, ⑦⑧, 9, 2,Ｎトｰセンハミング, 67,藤岡佑, 0.8, 68,  -9,  15,16,189.1, ⑪⑫, 9, 9,Ｐテイエムテンライ, 67,安部幸, 1.5, 78,  13,  -2,15,156.6,③②②
10,11,Ｆユウタｰディｰン, 40,吉田稔, 4.7, 29,  -6, -34, 7, 16.8,⑥⑤⑦,10, 8, コスモテレストル,---,長谷川, 4.3, 13, -32, -15, 4, 11.5, ⑩⑩,10, 7,Ｄゼンノグッドウッド, 73,田中勝, 0.8, 70, -11,* 17, 9, 20.6, ⑬⑬,10,14,Ｃイアオニｰドル, 79,岩田康, 1.5, 78,  12,  -1, 3,  5.7,⑤⑤⑤
11, 3,Ｉテイエムニンジャ, 28,安部幸, 6.8, 18,  -7, -52,11,172.0,④⑧⑪,11,11, テイエムドラドラ,---,佐久間, 5.4,-36, -30, -27,11,180.5, ⑨⑩,11, 3,Ｏハリｰコマンド, 67,小牧太, 0.9, 63,  -6,  10,13, 79.3, ⑦⑧,11,16,Ｌセフティｰステｰジ, 70,河北通, 1.5, 77,   7,  11,14,115.1,⑮⑬⑫
,,,,,,,,,,,,,,,,,,,,,,,,12, 8,Ａビッグジェム, 82,上野翔, 1.2, 56,  -7,   6, 4,  9.9, ⑦⑧,12, 7,Ｍメイショウスイセイ, 70,石橋守, 1.6, 76,   7,  10,16,165.6,⑬⑬⑫
,,,,,,,,,,,,,,,,,,,,,,,,13,14,Ｊダノンビクトリｰ, 68,安部幸, 1.7, 53,  -6,   3,15, 90.6, ⑦⑪,13, 4,Ｎグランパティシエ, 70,四位洋, 2.5, 69,   6,   5,12, 63.8,⑬⑮⑯
,,,,,,,,,,,,,,,,,,,,,,,,14,10,Ｍゴｰルドヴェイン, 67,四位洋, 1.8, 55, -12,   9,14, 89.5, ⑭⑮,14, 8,Ｇメイショウホウオウ, 75,幸英明, 2.7, 69,  11,  -8, 1,  4.0,⑥⑦⑦
,,,,,,,,,,,,,,,,,,,,,,,,15,12,Ｉアイシｰスズカ, 68,上村洋, 1.8, 56, -14,  11,12, 38.4, ⑯⑯,15,12,Ｋタヤスタｰゲット, 71,ペリエ, 3.1, 66,   8,  -6, 9, 36.3,⑨⑪⑫
,,,,,,,,,,,,,,,,,,,,,,,,16,13,Ｌブイトｰル, 67,川島信, 2.1, 52,* -2,  -6, 2,  5.1, ②②,16, 2,Ｈメイショウシャフト, 75,角田晃, 3.2, 65,  10, -11, 5,  7.6,⑨⑨⑦
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:58 ﾚｰｽﾍﾟｰｽ指数:+4 ﾚｰｽｱｶﾞﾘ指数:+15 馬場:稍重(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:+8 ﾚｰｽｱｶﾞﾘ指数:+14 馬場:稍重(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:78 ﾚｰｽﾍﾟｰｽ指数:-10 ﾚｰｽｱｶﾞﾘ指数:+16 馬場:稍重(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:84 ﾚｰｽﾍﾟｰｽ指数:+7 ﾚｰｽｱｶﾞﾘ指数:+6 馬場:稍重(指数:0),,,,,,,,,,,
"単勝:630円 複勝:06=200円 09=220円 02=160円 枠連:1,180円",,,,,,,,,,,,単勝:190円 複勝:01=110円 09=910円 02=130円 枠連:670円,,,,,,,,,,,,"単勝:790円 複勝:04=310円 11=470円 15=500円 枠連:3,920円",,,,,,,,,,,,"単勝:1,250円 複勝:01=510円 05=360円 13=1,110円 枠連:1,700円",,,,,,,,,,,
"馬連:2,780円 ワイド:06-09=890円 02-06=700円 02-09=590円",,,,,,,,,,,,"馬連:7,770円 ワイド:01-09=1,900円 01-02=190円 02-09=2,150円",,,,,,,,,,,,"馬連:5,790円 ワイド:04-11=1,970円 04-15=2,500円 11-15=2,710円",,,,,,,,,,,,"馬連:6,740円 ワイド:01-05=2,030円 01-13=7,280円 05-13=4,310円",,,,,,,,,,,
"馬単:4,820円 3連複:4,250円",,,,,,,,,,,,"馬単:10,290円 3連複:4,830円",,,,,,,,,,,,"馬単:9,290円 3連複:35,740円",,,,,,,,,,,,"馬単:14,040円 3連複:78,340円 3連単:484,130円",,,,,,,,,,,
■ 2R  ダ1400m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1.9,,,,,■ 5R  芝1600m 2 歳新馬(牝) 馬齢,,,,,,,,,,,,■ 8R  芝3900m 3歳上ｵｰﾌﾟﾝ(混) 別定,,,,,,,,,,,,■11R  芝1800m 3歳上ｵｰﾌﾟﾝ(国) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:0.5,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,三木ﾎｰｽﾗﾝﾄﾞJS,,,,,,,,,,,,鳴尾記念 ＧⅢ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,10,Ｃテラノフォｰスワン, 57,藤田伸,, 68,*  1,*  2, 1,  1.2, ①①, 1, 4, ニシノマナムスメ,---,藤田伸,, 65,*-21,* 22, 1,  1.7, ③②, 1, 6, クルワザｰド,,今村康,,,,, 7, 19.0,⑤④②, 1, 3,Ｇサクラメガワンダｰ, 89,ペリエ,, 85,* -3,* 24, 1,  3.7, ③③
 2,12,Ｂアグネストップ, 57,ペリエ, 0.7, 60, -10,*  9, 2, 14.9, ⑫⑧, 2, 8, タガノグラマラス,---,岩田康, 0.1, 59,*-20,* 19, 3,  7.7, ①①, 2, 7, ラブアフェアｰ,,西谷誠, 0.0,,,, 2,  4.5,⑦⑤⑤, 2,10,Ｂマルカシェンク, 91,吉田稔, 0.1, 78,* -2,  20, 2,  5.4, ①①
 3,11,Ｋデヴィッドバロｰズ, 39,岩田康, 0.8, 60,*  0,  -4, 7, 37.7, ②②, 3, 1, ザリｰン,---,秋山真, 0.7, 46,*-22,  13, 6, 17.3, ④③, 3, 2, テイエムジェネラス,,菊地昇, 0.3,,,, 9, 33.9,⑤⑤③, 3, 4,Ｈホッコｰソレソレｰ, 86,安藤勝, 0.5, 76,  -6,  21, 3,  6.0, ⑧⑧
 4, 2,Ｅタニノロッキｰ, 48,長谷川, 1.0, 58,  -2,  -4, 3, 16.0, ④④, 4,17, サダムモンシュシュ,---,吉田稔, 0.9, 45, -25,  14,12,188.9, ⑤④, 4,11, フリｰスタイル,,田中剛, 0.9,,,, 5, 10.9,③②①, 4,12,Ｋロｰエングリン, 82,田中勝, 0.7, 69,*  0,  15, 6, 14.4, ②②
 5,16,Ｄロｰドオブザスタｰ, 52,福永祐, 1.3, 55,  -2,  -6, 5, 19.2, ④④, 5,15, ボｰテセレスト,---,田中勝, 0.9, 56, -28,* 21,16,210.8, ⑭⑧, 5, 1, キタサンブシドウ,,熊沢重, 1.5,,,, 3,  4.5,③②⑤, 5,15,Ｌメイショウオウテ, 81,藤田伸, 0.7, 84, -10,* 28,12, 30.8, ⑯⑯
 6, 5,Ｎオｰスミオペラ, 17,川島信, 1.3, 53, -11,*  4,11,309.3, ⑭⑫, 6, 2, キシュウレインボｰ,---,安部幸, 1.1, 45, -26,  14,10, 64.4, ⑩⑥, 6, 3, シャフツベリｰ,,宗像徹, 1.5,,,, 4,  5.0,②①③, 6, 6,Ｆアサカディフィｰト, 89,小牧太, 0.8, 75,  -7,  22, 9, 20.8, ⑪⑬
 7, 3,Ａマイネルガリレイ, 59,安藤勝, 1.4, 53,  -5,  -4, 4, 18.4, ⑦⑦, 7, 5, アップステｰジ,---,モンテ, 1.4, 33, -24,   5, 9, 56.1, ②④, 7, 5, マイビッグドリｰム,,内田浩, 1.6,,,, 6, 12.7,⑦⑦⑦, 7, 5,Ｑラッセルバロｰズ, 76,熊沢重, 0.8, 64,* -4,  13,13, 33.3, ⑤⑤
