06年 2月11日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,06年 2月11日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1000m 3 歳未勝利(混) 馬齢,,,,,,,,,,,,■ 4R  芝2000m 3 歳未勝利(混) 馬齢,,,,,,,,,,,,■ 7R  ダ1700m 4歳上500万 別定,,,,,,,,,,,,■10R  芝1800m 4歳上500万(牝) 別定,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 8,11,Ｂクリオネビコｰ, 56,赤木  , 1.4, 46,  -7,  -7, 8, 21.9,⑩⑩⑨, 8, 8,Ｊスタｰペスゲンズイ, 55,上野翔, 0.8, 54,  -7,   0,11, 76.4,⑩⑪⑨, 8,11,Ｎマイネシャロｰナ, 58,田辺  , 0.8, 66,   2,   4,13, 67.9,⑬⑬⑫, 8, 5,Ｎシルクストリｰト, 61,中舘  , 1.5, 71,   8,   0, 9, 32.8,②④④
 9, 5,Ｍヤマニンスムｰサｰ, 26,田辺  , 1.8, 41,  -5, -17,14,375.2,⑧⑦⑦, 9,13,Ｃレジｰナガｰル, 66,川田  , 1.1, 54,   2,  -7, 4, 10.0,⑤⑤⑤, 9, 5,Ｅダイタクドルチェ, 68,ルメｰ, 0.8, 65,   4,  -4, 3,  7.3,⑤⑨⑧, 9, 2,Ｌケイエススプリング, 65,松田  , 1.7, 70,   7,   1, 6, 16.9,⑦⑩⑨
10,10,Ｎグレｰトハｰベスト,  5,ルメｰ, 1.8, 41, -10,  -7, 7, 16.0,⑫⑫⑬,10, 3,Ｈエアラニア, 57,藤岡  , 1.1, 53,  -4,  -2, 9, 37.7,⑤⑨⑨,10, 8,Ｍイナズマロｰレル, 58,佐藤哲, 1.3, 59,*  6, -18, 9, 19.7,⑤②③,10,15,Ｍウイニングザバロン, 64,渡辺薫, 1.7, 70,   5,   3,14, 77.1,⑫⑪⑪
11, 7,Ｊジｰティｰホノカ, 33,柴原  , 2.2, 36, -10, -13,13,187.1,⑫⑫⑬,11,14,Ｌマチカネホノオ, 49,小林久, 1.3, 49,  -9,  -2,13,353.9,⑭⑬⑫,11,12,Ｐハンシンテイオｰ, 53,松田  , 1.3, 57,*  6, -18,16,219.7,②②⑥,11, 7,Ｅホｰマンブラヴォｰ, 72,藤岡  , 1.9, 68,* 10,  -7, 3,  5.0,①①①
12,13,Ｌシルクキャッツアイ, 27,川田  , 2.2, 35,  -8, -20, 9, 38.8,⑩⑩⑩,12,12,Ｍグランプリスパｰク, 48,渡辺薫, 1.5, 48,  -4,  -6, 8, 35.5,⑩⑨⑪,12,10,Ｄホワイトドラゴン, 69,白浜  , 1.4, 60,   1,  -2,15,123.1,⑭⑭⑯,12,10,Ｃラバグルｰト, 73,佐藤哲, 2.0, 67,* 10,  -8, 1,  3.0,②②②
13,12,Ｉシベリアンロｰゼズ, 36,鮫島良, 2.8, 24,  -6, -36,12, 75.8,⑦⑦⑩,13,11,Ｉサンライトゼウス, 56,佐藤聖, 2.1, 37,  -8, -12,12,124.1,⑩⑫⑫,13, 6,Ｇダブリンフォレスト, 67,大西  , 1.4, 62,   0,   1,10, 26.8,⑮⑮⑭,13, 8,Ｈグランドサファイヤ, 67,中谷  , 2.5, 63,* 10, -13,11, 46.7,②②②
14,14,Ｋオンワｰドミｰト, 32,小林久, 3.4, 20,*  2, -55,10, 56.7,①②⑦,14, 2,Ｎヒシファラオ,  4,中谷  , 4.9,  5,  -9, -39,14,499.5,⑬⑬⑭,14, 9,Ｈストライカｰシチｰ, 67,柴原  , 1.4, 62,   0,   1,12, 65.9,⑯⑮⑭,14,13,Ｋシゲルダンプウ, 66,モンテ, 2.5, 63,   7,  -8,15, 84.0,⑦⑦⑨
15, 8,Ｏリネンアイドル,  1,鹿戸  , 4.2, 14, -14, -35,15,450.2,⑭⑮⑮,,,,,,,,,,,,,15, 4,Ｆガッサングリｰン, 68,藤岡  , 1.5, 57,   3, -12, 7, 14.6,⑨⑨⑫,15, 3,Ｄウインプレジｰル, 73,二本柳,10.7, -1, -31, -20,10, 36.7,⑮⑮⑮
,,,,,,,,,,,,,,,,,,,,,,,,16, 1,Ｉメジロハスラｰ, 66,赤木  , 1.6, 55,   5, -18, 5,  8.6,⑦⑥⑩,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:63 ﾚｰｽﾍﾟｰｽ指数:+5 ﾚｰｽｱｶﾞﾘ指数:+7 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:70 ﾚｰｽﾍﾟｰｽ指数:+9 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:稍重(指数:-7),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:+5 ﾚｰｽｱｶﾞﾘ指数:+4 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:79 ﾚｰｽﾍﾟｰｽ指数:+5 ﾚｰｽｱｶﾞﾘ指数:+7 馬場:稍重(指数:-7),,,,,,,,,,,
単勝:580円 複勝:15=170円 09=130円 06=240円 枠連:770円,,,,,,,,,,,,単勝:640円 複勝:05=200円 01=150円 10=360円 枠連:530円,,,,,,,,,,,,"単勝:3,420円 複勝:15=1,000円 03=1,890円 14=620円 枠連:3,750円",,,,,,,,,,,,"単勝:690円 複勝:04=260円 12=1,690円 06=640円 枠連:12,920円",,,,,,,,,,,
