06年 5月14日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,06年 5月14日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1400m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-3.7,,,,,■ 4R  芝1400m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-2.0,,,,,■ 7R  ダ1600m 4歳上500万 別定,,,,,,,出走馬ﾚﾍﾞﾙ:-0.5,,,,,■10R  ダ2100m 4歳上1600万 ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:-1.1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,丹沢ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 4,Ｊプロセッション, 40,武豊  ,, 65,  -1,*  5, 1,  2.4, ⑥④, 1, 7,Ｂヒカルルｰジュ, 57,武豊  ,, 63,  10, -13, 2,  4.0, ⑨⑤, 1,11,Ｋタイキスピリッツ, 57,北村宏,, 69,*  7,  -3, 9, 21.3, ①①, 1, 1,Ａスズジャパン, 85,後藤浩,, 82,  -2,* 24, 1,  4.6,⑪⑪⑪
 2,15,Ａユキノサンシャイン, 53,田中剛, 0.1, 65,*  6,  -5, 4,  8.0, ②①, 2,12,Ｅナムラバンダム, 55,藤田伸, 0.2, 57,   7,*-11, 6, 11.5, ⑤⑦, 2, 3,Ａソフトパワｰ, 70,藤田伸, 0.4, 66,*  5,  -3, 2,  5.1, ④②, 2, 8,Ｈタヤスタｰゲット, 78,横山典, 0.0, 72,*  1,  15, 9, 15.8,②①①
 3, 3,Ｅリキアイテンリュウ, 48,小野次, 0.8, 56,  -8,*  6, 8, 57.8, ⑪⑪, 3, 2,Ｃエイワヴァｰジニア, 56,後藤浩, 0.2, 59,   5,*-10, 3,  4.1, ⑨⑦, 3, 9,Ｄペイデイ, 68,田中勝, 0.4, 65,   1,   3, 4,  6.7, ⑦⑦, 3, 4,Ｇテイエムヤマトオｰ, 79,武豊  , 0.1, 73,*  0,  16, 2,  5.2,④③③
 4,12,Ｃセイカホルン, 52,的場勇, 1.0, 52,  -7,  -1, 7, 29.7, ⑧⑧, 4,16,Ａフジマサゴｰルド, 60,蛯名正, 0.3, 58,  11, -19, 1,  3.2, ④③, 4, 1,Ｂリスティアプロトス, 69,津村明, 0.5, 63,  -3,*  7, 8, 13.0, ⑪⑨, 4, 7,Ｃタイラントシチｰ, 81,藤田伸, 0.1, 73,*  1,  16, 3,  6.8,③②②
 5, 8,Ｏディｰエスアチｰブ, 25,田中勝, 1.2, 53,  -2,  -6,10, 93.3, ⑤⑥, 5,11,Ｌヤクモオｰカン, 44,江田照, 0.3, 57,  11, -19,11,144.3, ②③, 5, 7,Ｈシャコｰサクセス, 61,横山典, 0.6, 63,  -4,* 10,11, 28.0, ⑬⑫, 5, 9,Ｂマイネルマリク, 82,池田鉄, 0.2, 76,  -1,  19, 5,  7.8,⑨⑥⑦
 6,11,Ｉリュウアポロン, 41,大庭和, 1.4, 51,  -6,  -3,13,190.8, ⑨⑨, 6, 6,Ｇペディクラリス, 49,横山典, 0.4, 54,   1,* -7, 4,  7.2, ⑭⑭, 6,12,Ｊナイキバリアント, 57,武豊  , 0.7, 63,*  5,  -6, 3,  5.9, ②②, 6, 6,Ｄコスモアブソルｰト, 81,柴田善, 0.3, 76,  -2,  19, 4,  7.5,⑨⑨⑦
 7,10,Ｂサファリバンブｰ, 52,横山典, 1.5, 50,  -3,  -8, 2,  4.0, ⑥⑥, 7, 8,Ｊブリリアントクロス, 46,岩田康, 0.4, 56,* 13, -23, 5, 10.6, ①②, 7,10,Ｅオリエンタルバｰド, 62,四位洋, 0.9, 61,  -6,* 10,10, 27.7, ⑮⑭, 7, 5,Ｆブラックコンドル, 80,岩田康, 0.3, 73,*  1,  15, 7,  9.3,①③③
 8,14,Ｆミツバシｰケンス, 46,柴田善, 2.2, 43,  -8,  -9, 5, 15.4, ⑨⑩, 8,17,Ｄコスモレスポワｰル, 55,津村明, 0.8, 44,   3, -21,10, 58.4, ⑤⑦, 8, 2,Ｃハングオｰバｰ, 69,勝浦正, 1.0, 60,  -2,   2, 1,  4.6, ⑩⑨, 8, 2,Ｉスマｰトストリｰム, 78,吉田豊, 0.4, 75,  -2,  19, 6,  8.0,⑥⑨⑩
