06年 4月29日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,06年 4月29日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1.7,,,,,■ 4R  芝2910m 4歳上未勝利 定量,,,,,,,,,,,,■ 7R  ダ1200m 3 歳500万(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-3.2,,,,,■10R  ダ1800m 3 歳ｵｰﾌﾟﾝ 別定,,,,,,,出走馬ﾚﾍﾞﾙ:0.3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,端午ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 9,Ｇオナｰリｰブ, 47,向山牧,, 48,*-11,  -1, 3,  5.2,②①②, 1,11, ラブアフェアｰ,,高田潤,,,,, 2,  3.3,②①①, 1, 9,Ｉヤマニングロワｰル, 53,池添謙,, 67,  -1,*  3, 6, 14.3, ③③, 1,11,Ａヤマタケゴｰルデン, 78,池田鉄,, 69,* -5,  13, 6, 24.3,①①①
 2, 5,Ｃニットウサラン, 50,幸英明, 0.0, 59, -17,* 11, 8, 29.7,⑫⑪⑩, 2, 6, ヤマカツブルックス,,植野貴, 0.9,,,, 9, 43.2,⑥③③, 2,10,Ｅトｰホウカウンタｰ, 58,四位洋, 0.2, 66,  -8,*  8, 7, 17.3, ⑪⑧, 2, 7,Ｍタガノエクリプス, 64,渡辺薫, 0.0, 76,  -8,* 19,13, 98.7,⑨⑨⑨
 3, 6,Ａケイアイシャｰプ, 53,船曳文, 0.1, 44,*-12,  -4, 1,  2.8,①①①, 3, 9, ベルゲン,,難波剛, 1.0,,,, 5,  8.9,③⑤③, 3, 4,Ｆナリタジュｰン, 57,岩田康, 0.3, 64,*  2,  -2, 2,  2.8, ②②, 3, 1,Ｉナイアガラ, 69,柴原央, 0.1, 71,  -5,  14, 2,  4.2,③③②
 4,11,Ｅクｰドゥフｰドル, 48,四位洋, 0.3, 49, -13,   1, 2,  5.1,⑥⑥③, 4,14, ランドブラザｰ,,嘉堂信, 1.3,,,, 1,  3.2,⑧⑤③, 4, 5,Ａメイショウヒミコ, 64,飯田祐, 0.7, 59,  -1,  -4, 1,  2.5, ③③, 4, 4,Ｇセイウンワキタツ, 72,四位洋, 0.2, 70,  -7,  15, 4,  6.5,⑧⑦④
 5,12,Ｊアｰティストタッチ, 30,小林徹, 0.5, 48, -15,   2,12,274.9,⑨⑨⑧, 5, 8, スカイイレブン,,田中亮, 1.9,,,,10, 52.0,①①②, 5, 8,Ｂウグイスジョウ, 62,本田優, 1.0, 56,  -6,  -2, 3,  7.9, ⑧⑧, 5, 3,Ｂホｰマンジュピタｰ, 75,岩田康, 0.2, 71,  -7,  16, 1,  2.9,⑨⑨⑨
 6, 3,Ｄリッカムテキ, 48,池添謙, 0.5, 45, -12,  -4, 5,  7.5,④④③, 6, 3, ロイヤルクラウン,,白坂聡, 3.3,,,,12,139.2,⑨⑦⑦, 6,13,Ｊリトルイライザ, 50,柴原央, 1.2, 55,  -5,  -5, 4, 13.3, ⑧⑤, 6, 9,Ｆマルブツリｰド, 72,安部幸, 0.3, 70,  -7,  15, 3,  4.9,⑭⑦④
 7,10,Ｈマイスイｰトロｰド, 46,小牧太, 0.7, 42, -12,  -6, 6, 10.7,④④③, 7, 1, シャンパンスノｰ,,佐久間, 3.4,,,, 4,  6.7,③③⑥, 7,11,Ｈクリテリウム, 54,福永祐, 1.3, 53,  -6,  -5, 9, 63.1, ⑧⑧, 7,14,Ｅバンブｰエｰル, 72,池添謙, 0.3, 64,* -5,  11, 7, 26.5,②②②
 8, 8,Ｂブライティアスカイ, 51,岩田康, 0.7, 47, -16,   2, 4,  5.9,⑩⑩⑩, 8, 5, ライブリトレジャｰ,,石山繁, 3.5,,,, 7, 18.7,⑩⑩⑨, 8, 3,Ｋオレンジシンジュ, 50,熊沢重, 1.4, 51,  -5,  -7,10, 81.5, ⑦⑧, 8,13,Ｃジョウテンロマン, 75,角田晃, 0.4, 76, -11,* 21, 8, 34.6,⑯⑯⑬
 9, 1,Ｆダンスエタｰナル, 47,難波剛, 0.8, 42, -13,  -4, 9, 49.5,⑥⑥⑦, 9,10, ニシノジュエリｰ,,高橋康, 3.7,,,, 6, 17.7,⑪⑧⑧, 9, 7, ディアオトヒメ,---,向山牧, 1.5, 51, -10,  -3,13,219.8, ⑬⑫, 9, 5,Ｈキャスティング, 70,永島太, 0.6, 68,  -9,  15,14,143.3,⑬⑬⑬
10, 7,Ｋメイショウクレア, 30,武幸四, 2.1, 28, -13, -17,11,177.9,⑥⑥⑧,10, 7, マルノウエスタン,,熊沢重, 4.0,,,, 3,  6.0,③⑨⑨,10, 2,Ｃケイティクラシｰ, 61,吉原寛, 1.5, 50,  -8,  -5, 8, 18.9, ⑪⑫,10, 6,Ｄピサノバンキッシュ, 74,福永祐, 0.6, 63,  -7,  11, 5,  9.8,⑤⑤④
