06年11月 5日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,06年11月 5日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1400m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-6.3,,,,,■ 4R  芝3000m 3歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  ダ1400m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1.3,,,,,■10R  芝1800m 3歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-4.4,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ﾃﾚﾋﾞ静岡賞,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 9,Ａエイワムサシ, 68,松岡正,, 72,*  0,*  8, 1,  1.9, ②②, 1,12, ナイキゲルマン,,浜野谷,,,,, 4, 11.9,②②②, 1,10,Ｆルビｰレジェンド, 61,横山典,, 77,   1,* 14, 3,  4.7, ②②, 1, 8,Ａブライトトゥモロｰ, 84,ルメｰ,, 83, -11,* 34, 1,  1.7,⑥⑥⑤
 2, 8,Ｋアポロダヴィンチ, 23,後藤浩, 0.0, 73,*  1,*  7, 2,  2.8, ①①, 2,13, ユキノチャンプ,,白坂聡, 0.0,,,, 8, 27.4,①①①, 2, 3,Ａクレヨンルｰジュ, 68,北村宏, 0.3, 73,   0,  12, 1,  2.9, ③③, 2, 3,Ｄファイトクラブ, 74,蛯名正, 0.2, 73,  -9,  28, 4, 12.0,④④②
 3, 1,Ｄナンヨｰサウス, 40,鈴来直, 2.0, 48, -10,   3, 4, 10.3, ⑫⑩, 3,10, マイネルアントス,,高野和, 0.3,,,, 3,  9.3,③③③, 3, 5,Ｃモンテチェリｰ, 66,柴田善, 0.3, 71,*  2,   9, 5,  9.6, ①①, 3, 6,Ｂチョウカイフライト, 83,柴田善, 0.2, 84, -13,* 36, 3,  5.0,⑧⑧⑧
 4, 2,Ｅグロｰリｰバッハ, 33,柴田善, 2.3, 48,  -3,  -9, 6, 36.2, ④③, 4, 2, デイトレｰダｰ,,大庭和, 1.5,,,,14,142.7,⑦⑥⑥, 4, 6,Ｂツルマイクィｰン, 66,後藤浩, 0.7, 68,  -2,  11, 2,  4.5, ⑥⑥, 4, 5,Ｃマイネルデュプレ, 76,松岡正, 0.4, 61,* -6,  19, 2,  4.1,④②①
 5, 4,Ｊサンアスレチック, 25,田中勝, 2.4, 45,  -9,  -3, 3,  7.7, ⑥⑧, 5, 8, キララキング,,矢原洋, 2.0,,,, 9, 34.4,⑫⑫⑨, 5, 8,Ｄルックアミリオン, 62,蛯名正, 1.0, 68,  -6,* 13, 6, 11.6, ⑩⑨, 5, 2,Ｆクラクエンチｰフ, 68,田中勝, 0.7, 58,  -9,  19, 6, 24.2,②②②
 6, 6,Ｇトヨマ, 30,水出大, 2.8, 39,  -9, -11,12,261.4, ④⑦, 6,11, メイショウオオナミ,,嘉堂信, 2.5,,,, 6, 14.7,⑥⑥⑦, 6, 7,Ｉエルブランコ, 55,松岡正, 1.6, 57,  -3,   3, 8, 35.3, ⑧⑧, 6, 4,Ｇコスモインペリアル, 67,イネス, 1.0, 55, -11,  19, 5, 16.5,⑥⑥⑤
 7,10,Ｃマルタｰズダコダ, 40,津村明, 3.1, 39,  -6, -15,11,120.4, ⑨⑥, 7, 6, トレノラピド,,出津孝, 2.6,,,, 5, 13.4,⑦⑤⑤, 7,11,Ｅフロイデタンツェン, 62,田中勝, 2.2, 50,  -1,  -6, 4,  5.8, ③④, 7, 1,Ｅカフェブリストル, 69,石神深, 1.2, 52, -10,  14, 9,165.7,②④⑤
 8,11,Ｌマイネルハヤト, 21,蛯名正, 3.7, 35,  -3, -23, 5, 20.3, ⑥③, 8, 5, レッツゴｰアテネ,,金子光, 2.7,,,, 1,  1.9,⑪⑨⑦, 8, 9,Ｈセンノクニャｰズ, 55,江田照, 2.3, 50,  -6,  -1,10, 83.5, ⑨⑨, 8, 9,Ｈマイネルジェム, 63,北村宏, 1.7, 47, -15,  16, 7, 45.2,⑧⑨⑨
