06年 1月23日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,06年 1月23日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 3 歳未勝利 馬齢,,,,,,,,,,,,■ 4R  芝2880m 4歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  ダ1800m 4歳上500万(混) 別定,,,,,,,,,,,,■10R  芝1600m 4歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,若潮賞,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 9,Ｄタマモニュｰリズム, 49,松岡  ,, 43,  -1,*-17, 6, 13.5,⑦⑦⑥, 1,13, モエレタマモクロス,,矢原  ,,,,, 5, 12.9,①①①, 1, 7,Ｆオンワｰドウシワカ, 68,北村宏,, 78,   3,* 12,11, 59.4,⑭⑨②, 1, 4,Ｃトウキュウトップ, 81,丹内  ,, 79,  17,  -4, 9, 18.7,⑤⑤⑤
 2, 8,Ｌウインカスケｰド, 36,バルジ, 0.0, 46,*  8, -24, 1,  2.9,②①①, 2, 8, エイシンタイアン,,高田  , 2.3,,,, 3,  7.7,②②②, 2,13,Ｂトゥインクリング, 71,松岡  , 0.0, 74,   4,* 10, 1,  3.6,⑧⑦⑥, 2, 9,Ｊプリモスタｰ, 75,田中勝, 0.0, 84,  20,  -3, 8, 13.7,③④②
 3,10,Ｏアルファジュリア, 32,張田  , 0.3, 41,   1, -20,14,323.9,④⑥⑥, 3,10, シルバｰデュｰク,,江田勇, 2.5,,,, 7, 23.7,③③③, 3,10,Ｊトｰセンベルボｰイ, 66,田中勝, 0.1, 76,*  5,   8, 3,  4.2,⑩⑤②, 2,15,Ａフェスティヴナイト, 82,柴田善, 0.0, 80,  18,  -3, 6, 11.9,⑩⑤⑤
 4,14,Ａホクセイヒカル, 52,石橋脩, 0.3, 41,*  6, -25, 5, 11.4,④③②, 4,12, トウキュウリンド,,植野  , 2.7,,,, 1,  2.6,⑥④④, 4,14,Ｃエスユｰプリサイス, 69,柴田善, 0.4, 73,*  5,   4, 4,  6.1,⑤④②, 4, 8,Ｄレディインブラック, 80,勝浦  , 0.1, 77,  12,*  6, 4,  7.1,⑭⑭⑭
 5, 7,Ｅショウナンアガトス, 48,吉田豊, 0.9, 32,  -8, -18, 3,  4.8,⑪⑫⑫, 5, 6, ワイズタイクｰン,,穂苅  , 3.0,,,,13,181.0,⑦⑦⑤, 5,15,Ｉタイキシフォン, 66,バルジ, 0.6, 70,   4,   5, 9, 40.0,⑪⑦⑨, 5, 5,Ｇグレｰトバルサｰ, 76,北村宏, 0.1, 77,  16,   0, 1,  5.0,⑦⑩⑪
 6,11,Ｊリュウアポロン, 38,伊藤直, 1.0, 34,  -3, -24,13,271.1,⑪⑩⑧, 6, 5, アツスパｰコ,,宗像  , 5.0,,,, 4, 12.2,⑤④⑥, 6,11,Ｄカルストンキングオ, 68,吉田隼, 0.6, 68,   2,   5,10, 55.7,⑫⑨⑨, 6,12,Ｎマイネルジェム, 69,小野  , 0.2, 79,  17,  -5,16,109.3,⑦⑧⑤
 7,15,Ｐクロコアイト,  7,丹内  , 1.0, 33,   2, -30,14,323.9,⑥⑤③, 7, 9, オンワｰドカミカゼ,,柴田未, 5.6,,,, 9, 29.8,⑧④⑦, 7, 5,Ａセルフリスペクト, 74,後藤浩, 0.6, 70,*  5,   3, 2,  4.0,⑤⑤⑥, 7,13,Ｍエピストラｰ, 70,松岡  , 0.2, 76,  12,   1,12, 67.4,⑪⑫⑪
 8,12,Ｍタカトモカントリｰ, 36,土谷  , 1.0, 30, -12,*-15,16,533.7,⑮⑮⑭, 8, 1, トｰセンデルマｰレ,,田中剛, 6.1,,,, 2,  2.9,⑨⑧⑧, 8, 4,Ｇバンダムカｰン, 67,南田  , 0.7, 68,   1,   7, 8, 29.8,⑮⑭⑪, 8, 7,Ｉキｰプクワイエット, 75,吉田豊, 0.2, 79,  16,  -1, 2,  5.0,⑦⑩⑩
