06年 4月30日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,06年 4月30日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2.3,,,,,■ 4R  芝1400m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-4.4,,,,,■ 7R  ダ1200m 4歳上500万 別定,,,,,,,出走馬ﾚﾍﾞﾙ:1.1,,,,,■10R  芝1000m 3 歳500万 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-3.9,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,はやぶさ賞,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 2,Ｂエレガントキャット, 55,木幡初,, 57,*  2,  -6, 3,  8.5, ②①, 1,14,Ｊシゲルシンキガイ, 42,中村将,, 57,*  9, -15, 8, 25.5, ②②, 1,15,Ｈリネンセブン, 62,南田雅,, 69,*  7,   2, 9, 32.2, ③③, 1, 6,Ｂマリンフェスタ, 73,大西直,, 89,* 20,* 10, 1,  2.5,   
 2,12,Ａキャラメルボックス, 61,中舘英, 0.2, 55,*  3,  -9, 1,  1.6, ①①, 2, 8,Ｇバルバレスコ, 46,川田将, 0.1, 57,   8, -12, 4,  7.5, ⑤⑥, 2,11,Ｃメルボルンシチｰ, 69,吉田隼, 0.2, 65,   2,   3, 2,  5.5, ⑥④, 2, 1,Ａキルシュワッサｰ, 75,木幡初, 0.8, 75,* 20,  -3, 2,  3.5,   
 3,11,Ｆコパノフロスティ, 49,丹内祐, 0.4, 48,  -8,  -3, 7, 31.2, ⑥⑦, 3,16,Ｆアトス, 47,木幡初, 0.2, 58,   9, -13, 5, 13.5, ⑤⑤, 3,10,Ｆガッサンルｰブル, 65,勝浦正, 0.2, 66,  -2,*  8, 1,  2.7, ⑩⑦, 3, 8,Ｊジェルクルキバ, 48,勝浦正, 0.8, 69,   6,*  7,14,128.9,   
 4, 4,Ｃベレッツァ, 52,藤岡佑, 0.5, 49,  -9,  -1, 2,  4.5, ⑧⑦, 4,13,Ｂフラワｰパス, 55,塚田祥, 0.3, 54,* 12, -22, 6, 19.8, ①①, 4, 6,Ｋスｰルドゥカノウ, 60,大野拓, 0.4, 61,  -1,   3,13, 91.4, ⑧⑦, 4,15,Ｎプレシャスドロップ, 42,鈴来直, 1.0, 65,   6,   3,11, 69.8,   
 5, 1,Ｋケイアイメガミ, 29,吉田隼, 0.5, 46, -10,  -2, 9, 85.8, ⑧⑨, 5, 3,Ｃトミケンカイドウ, 55,鮫島良, 0.3, 53,   4,*-11, 1,  2.6, ⑨⑨, 5, 3,Ｄロｰドフォｰミュラ, 68,藤岡佑, 0.7, 59,  -7,*  8, 7, 11.9, ⑬⑫, 5,11,Ｋクリノジャンファン, 47,武士沢, 1.0, 61,  -6,* 12,12, 71.6,   
 6, 5,Ｅメイショウルイｰズ, 49,小島太, 0.6, 45, -11,  -2, 5, 13.7, ⑩⑩, 6, 1,Ｄブラックレガシｰ, 51,松田大, 0.4, 55,   9, -16, 3,  4.9, ⑤⑥, 6,13,Ｉメキメッサｰ, 61,塚田祥, 0.9, 53,  -8,*  5,12, 47.1, ⑬⑭, 6,12,Ｃラララウィンパル, 67,松岡正, 1.1, 67,  16,  -5, 4, 14.5,   
 7, 6,Ｄクリｰンスウィｰプ, 50,中村将, 0.6, 48,  -2, -11, 4, 12.8, ④③, 7,10,Ｈカツホマレ, 44,丹内祐, 0.6, 49,   6, -19, 9, 25.5, ⑤⑥, 7, 5,Ｅコメンドタイム, 66,中村将, 0.9, 56,   1,  -4, 4,  9.1, ⑥⑥, 7,10,Ｅコスモプラチナ, 59,藤岡佑, 1.3, 59,   4,   0, 8, 21.2,   
 8, 7,Ｇハロｰマイラブ, 40,松岡正, 0.7, 48,  -6,  -6, 8, 39.4, ⑥⑤, 8, 6,Ｌインディアインク, 38,吉田隼, 0.8, 46,   4, -19,14,190.3, ⑨⑨, 8,14,Ｍサンエムワｰルド, 53,赤木高, 1.0, 61,* 10, -10,14,122.1, ①①, 8, 2,Ｄアポロマグナム, 60,池田鉄, 1.4, 65,* 20, -13,10, 33.2,   
