06年12月23日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,06年12月23日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1700m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-2.6,,,,,■ 4R  芝1800m 2 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1.8,,,,,■ 7R  ダ1000m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1.7,,,,,■10R  ダ1700m 2 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0.4,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,樅の木賞,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 8,Ｇヒットミｰアゲイン, 44,柴山雄,, 62,* -2,*  3,10, 38.4,⑥④③, 1, 2,Ｆザリｰン, 47,鮫島良,, 56,* -1,* -5, 2,  4.2,④③③, 1, 4,Ｄタガノメガミ, 64,小原義,, 72,*  8,*  4, 3,  4.9, ③③, 1, 6,Ｃアルナスライン, 65,松田大,, 72,*  3,*  9, 7, 16.8,⑦④③
 2,16,Ｃラフィナｰル, 46,中舘英, 0.2, 59,* -1,  -1, 1,  1.5,⑥②②, 2, 7,Ｅトｰセンサンクス, 50,田中博, 0.2, 52,* -2,  -9, 4, 11.4,③③③, 2, 3,Ｂトレトレジョリ, 67,石橋脩, 0.3, 68,   5,*  3, 1,  3.8, ④④, 2, 7,Ｄディアｰウィッシュ, 62,柴山雄, 0.5, 68,*  3,   4, 6, 16.2,②①①
 3, 2,Ｅタグインディ, 44,田嶋翔, 0.8, 57,  -6,   2, 8, 31.9,⑨⑥⑤, 3, 9,Ａタケイチゼット, 63,和田竜, 0.3, 55,*  1, -12, 1,  1.9,①②①, 3, 9,Ｆメイショウヒミコ, 62,飯田祐, 0.3, 69,*  9,   0, 4,  6.3, ②①, 3,14,Ａテンザンコノハナ, 73,和田竜, 0.7, 67,*  3,   2, 2,  5.8,②②②
 4, 6,Ｄテイエムバクシン, 46,鮫島良, 0.8, 56,  -7,*  3, 4, 15.2,⑫⑧⑦, 4,16,Ｉテイエムメガミ, 45,北村友, 0.4, 48,  -7,* -3,10, 44.5,⑦⑧⑧, 4, 1,Ｌワンダｰグラス, 55,田村太, 0.6, 62,  -1,*  1, 7, 12.4, ⑥⑦, 4, 3,Ｂメイショウエグル, 66,佐藤哲, 0.9, 65,   2,   2, 1,  2.2,④⑤③
 5,12,Ｂカイテキセレブ, 50,佐藤哲, 0.9, 53,*  0,  -9, 2,  7.9,①①①, 5, 3,Ｂリッカレイクブルｰ, 56,柴山雄, 0.5, 51,  -2,  -9, 7, 18.5,⑥⑥⑤, 5,10,Ｇスｰパｰマルトク, 60,野元昭, 0.8, 62,   0,   1,10, 54.7, ⑥⑥, 5,10,Ｆラインストｰム, 61,中舘英, 1.2, 62,   0,   3, 4,  6.8,⑩⑧⑧
 6, 7,Ｋタイセイユニオン, 38,川島信, 1.5, 52,  -8,   0,14,177.9,④⑩⑫, 6, 4,Ｇコスモフェバリット, 47,大野拓, 1.0, 42,  -3, -18, 6, 17.4,⑦⑥⑤, 6, 7,Ｃラララウィンパル, 65,津村明, 0.9, 62,*  9,  -7, 5, 11.5, ①②, 6,12,Ｇフォルスストレｰト, 57,赤木高, 1.2, 62,   2,   0, 3,  6.4,⑦⑦⑦
 7, 5,Ｆシゲルアサンテサナ, 44,赤木高, 1.5, 54, -11,*  6, 9, 38.3,⑬⑮⑮, 7,12,Ｄフジマリア, 53,川島信, 1.3, 41,  -7, -10, 9, 42.2,⑫⑩⑩, 7, 2,Ａコウユｰルビｰ, 74,北村友, 0.9, 59,   3,  -5, 2,  4.6, ④⑤, 7, 4,Ｅマイネルカンタｰレ, 62,津村明, 1.2, 62,   2,  -1, 5, 13.2,⑤⑤⑥
 8, 1,Ｈマイネルアｰバニタ, 44,大野拓, 1.5, 50,  -9,  -1, 6, 21.1,⑪⑩⑨, 8, 6,Ｌオｰシャンルミナス, 41,芹沢純, 1.3, 41,  -6, -14,12,220.2,⑩⑨⑧, 8,12,Ｊトシオジジアン, 58,鮫島良, 1.0, 58,  -4,   0, 8, 18.5, ⑩⑨, 8, 1,Ｌクリノスミレレディ, 44,塚田祥, 1.9, 56,   0,  -3,13, 82.2,⑫⑩⑨
