06年 4月23日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,06年 4月23日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-6.3,,,,,■ 4R  芝2910m 4歳上未勝利 定量,,,,,,,,,,,,■ 7R  ダ1200m 3 歳500万 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-2.1,,,,,■10R  芝1200m 3 歳ｵｰﾌﾟﾝ 別定,,,,,,,出走馬ﾚﾍﾞﾙ:-4.4,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,橘ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 1,Ｌナムラドロシｰ, 35,小林徹,, 53,* -1, -13, 2,  4.4,①①①, 1,11, マチカネエテンラク,,西谷誠,,,,, 1,  3.1,①①①, 1, 3,Ａゴｰビハインド, 69,幸英明,, 72,   2,   6, 2,  3.0, ④③, 1, 5,Ｌセレスダイナミック, 51,和田竜,, 79,  -4,* 23,14,189.4, ⑪⑪
 2, 8,Ｂアイファｰエキスポ, 48,小牧太, 0.1, 53,  -5,* -5, 3,  6.4,⑤⑦⑤, 2,13, レヴァンテ,,白浜雄, 0.7,,,, 5,  7.2,⑦⑤④, 2, 7,Ｂハｰベストシｰズン, 64,武豊  , 0.1, 71,*  4,   3, 1,  2.9, ②①, 2, 6,Ｅウインレジェンド, 68,福永祐, 0.1, 83,* 15,   3, 1,  1.5, ①①
 3, 5,Ｈルスナイクノイチ, 38,飯田祐, 0.1, 52,* -1, -13,15,341.7,③①①, 3, 1, エイシンサクラオｰ,,蓑島靖, 0.9,,,, 2,  4.8,⑥③②, 3, 1,Ｏマドンナブラボｰ, 51,高井彰, 0.4, 66, -12,* 15,15,120.2, ⑬⑨, 3, 3,Ａナンヨｰノサガ, 71,武豊  , 0.3, 77,   5,   9, 4, 11.6, ⑤④
 4, 4,Ａスズカゲラン, 50,藤岡佑, 0.2, 52,* -1, -15, 1,  3.0,②①①, 4, 9, サフランブリザｰド,,石山繁, 1.4,,,, 3,  5.7,①②③, 4,11,Ｆペプチドジャスパｰ, 61,岩田康, 0.5, 65,  -1,   4, 9, 50.3, ⑥⑧, 4,11,Ｂエイシンアモｰレ, 70,池添謙, 0.4, 77,   9,   5, 2,  8.6, ④④
 5, 3,Ｅホクザンワンダフル, 46,幸英明, 0.3, 52, -11,*  4, 7, 22.3,⑭⑮⑭, 5,12, マルブツトルネｰド,,今村康, 2.1,,,, 7, 23.7,③④⑤, 5, 4,Ｄレッドスポｰツカｰ, 62,上村洋, 0.7, 65,*  5,  -4, 3,  6.3, ①①, 5, 8,Ｇセントルイスガｰル, 67,小牧太, 0.4, 75,   0,* 12, 9, 36.0, ⑩⑧
 6, 6,Ｃユメノハｰモニｰ, 48,安藤勝, 0.5, 49,  -4, -12, 4,  7.4,③④④, 6, 3, アグネスモナク,,仲田雅, 3.1,,,, 8, 28.1,⑩⑨⑨, 6, 8,Ｇテイエムオｰディン, 60,池添謙, 0.7, 64,  -3,   3, 6, 18.4, ⑧⑥, 6, 4,Ｃトシザサンサン, 68,藤岡佑, 0.6, 73,  10,  -1, 8, 33.0, ③③
 7,11,Ｋアスカノヒミコ, 38,川原正, 0.7, 47,  -5, -12, 8, 30.3,⑤⑤⑥, 7, 5, スズノグランプリ,,林満明, 3.2,,,,10, 46.9,③⑤⑥, 7,14,Ｊテイエムポラリス, 58,小池隆, 0.9, 62,  -3,   1,14, 99.6, ⑧⑥, 7,15,Ｆシティボス, 67,川原正, 0.7, 67,  -6,* 13,15,272.5, ⑪⑫
 8,16,Ｍタイキアレグレット, 35,柴田善, 0.9, 46,  -5, -13, 9, 30.4,⑪⑤⑥, 8,14, スカイコンコルド,,北沢伸, 3.7,,,, 4,  5.7,③⑦⑦, 8,13,Ｅブロｰドチャンネル, 62,藤岡佑, 0.9, 62,   1,  -2,12, 63.6, ④③, 8, 7,Ｎヒトリムスメ, 49,安藤勝, 0.8, 66,   2,   4, 3, 11.6, ⑤⑨
