06年12月10日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,06年12月10日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1.1,,,,,■ 4R  芝2970m 3歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  ダ1400m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0.9,,,,,■10R  芝1200m 3歳上1600万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:-1.3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,六甲ｱｲﾗﾝﾄﾞS,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,10,Ｄオグリスペシャル, 48,長谷川,, 76,*  6,*  3, 4, 18.7, ①①, 1, 8, ベルゲン,,今村康,,,,, 4, 10.5,②①①, 1, 4,Ｋアグネスアｰク, 52,長谷川,, 84,* 10,*  9, 4,  6.1, ②②, 1, 6,Ｈナリタシｰクレット, 80,佐藤哲,, 80,* 12,   9, 3,  6.1, ①①
 2, 4,Ａシャンパンゴｰルド, 59,小牧太, 0.6, 67,*  4,* -1, 1,  1.4, ②②, 2, 6, カノヤバトルスタｰ,,西谷誠, 0.3,,,, 1,  1.6,⑦③③, 2,15,Ｉエルカミニｰト, 59,藤岡佑, 0.3, 83,* 12,*  4, 8, 25.2, ①①, 2,10,Ｃエアニックス, 84,藤田伸, 0.1, 82,   3,  16, 6, 12.6, ⑥⑦
 3, 9,Ｂカネスラファｰル, 52,佐藤哲, 0.6, 66,   3,*  0, 3,  6.1, ②②, 3,11, カネトシパワフル,,小林慎, 1.0,,,, 5, 14.0,⑤⑥⑦, 3,12,Ａトｰセンマエストロ, 82,上野翔, 0.9, 72,   7,   0, 1,  2.7, ⑤④, 3, 5,Ｅダンスオブサロメ, 80,秋山真, 0.3, 78,   5,  12, 5,  8.2, ③⑤
 4, 1,Ｃヴェリタス, 52,秋山真, 1.1, 61,   3,  -5, 2,  5.6, ④④, 4,13, アザンクｰル,,白坂聡, 1.2,,,, 6, 20.6,③③③, 4, 5,Ｃアグネスハッピｰ, 67,上村洋, 1.5, 67,   6,  -1, 3,  5.4, ⑦⑥, 4,11,Ｏシベリアンメドウ, 75,上野翔, 0.4, 76,  -9,* 19,15,105.5, ⑮⑭
 5, 6,Ｇバトルソニック, 39,川島信, 1.4, 57,   2,  -7, 8,172.4, ④⑤, 5, 1, セイウンバンチョｰ,,浜野谷, 1.4,,,, 8, 47.6,⑤⑥⑤, 5, 1,Ｂウイニングヒット, 69,小牧太, 1.5, 69,*  9,  -5, 2,  5.0, ②④, 5, 3,Ｋトｰセンザオｰ, 77,モンテ, 0.4, 78,   0,  15, 8, 17.4, ⑧⑨
 6,11,Ｊニシノタマテバコ, 31,モンテ, 2.4, 46,   1, -16, 7,109.4, ④⑤, 6, 7, グラスファイタｰ,,山本康, 1.9,,,, 9, 51.9,①②②, 6,10,Ｄシルクパスワｰド, 66,小林徹, 1.6, 68,   9,  -5, 6, 14.6, ④③, 6, 9,Ｄマルカジｰク, 83,小牧太, 0.4, 82,   0,  18, 2,  5.6, ⑬⑨
 7, 8,Ｈハギノポンパドｰル, 35,鮫島良, 2.6, 41,  -4, -13, 6, 24.8, ⑦⑦, 7, 9, シルバｰガル,,小坂忠, 2.3,,,, 3,  8.0,⑧⑧⑧, 7, 3,Ｅグリュｰエント, 65,川島信, 1.6, 67,   7,  -3, 5, 12.4, ⑤⑥, 7, 7,Ｎクリノワｰルド, 75,上村洋, 0.5, 74,   8,   8,12, 37.7, ③③
 8, 5,Ｌリング, 19,田村太, 3.1, 38, -16,  -9,12,492.8, ⑪⑩, 8, 2, ハッスルガｰル,,林満明, 2.5,,,,10, 75.5,③⑤⑤, 8, 6,Ｇディアタキオン, 63,藤田伸, 1.7, 65,   6,  -3, 7, 22.6, ⑦⑥, 8, 2,Ａスパイン, 88,石橋守, 0.5, 70,*  9,   4, 4,  6.5, ②②
 9,12,Ｅシルクスタｰリング, 46,小林慎, 3.2, 37,  -8, -15, 5, 21.1, ⑨⑨, 9, 4, セフティｰマッハ,,菊池憲, 3.7,,,,12,129.7,⑨⑨⑨, 9, 2,Ｎワイドエンプレス, 49,柴原央, 2.2, 59,   4,  -5,12,117.5, ⑨⑨, 9,12,Ｐケイエスアイ, 74,難波剛, 0.5, 77,  -7,* 18,16,111.3, ⑭⑭
10, 3,Ｉビクトリアダンス, 34,南井大, 3.3, 35,  -4, -20, 9,238.5, ⑦⑦,10, 3, バルビエレ,,宇田登, 3.9,,,,13,273.6,⑪⑪⑪,10, 8,Ｍパリカバザｰル, 51,高田潤, 2.3, 57,   0,  -1,14,156.1, ⑭⑬,10,13,Ｇレオニダス, 80,須貝尚, 0.6, 75,  -7,* 18, 7, 17.2, ⑮⑭
11, 7,Ｆシゲルタンギュオ, 43,上野翔, 3.8, 31, -12, -19,10,350.9, ⑩⑩,11,12, ウインリゲル,,内田浩, 4.6,,,, 2,  5.8,⑪⑪⑫,11, 9,Ｏエイミングポイント, 48,モンテ, 2.8, 53,   2,  -8, 9, 34.0, ⑫⑪,11, 8,Ｊオルガス, 77,渡辺薫, 0.6, 68,   3,   6,14, 93.6, ③③
12, 2,Ｋワンダｰラピデス, 20,太宰啓, 4.8, 13, -16, -23,11,372.1, ⑪⑫,12, 5, トレノラピド,,高井彰, 4.7,,,, 7, 41.9,⑬⑬⑬,12,11,Ｊサミｰデザｰト, 55,秋山真, 2.8, 52,  -4,  -1,11, 69.2, ⑮⑮,12,15,Ｌフィｰルドカイザｰ, 76,武英智, 0.8, 65,   1,   6,11, 37.6, ⑧⑦
,,,,,,,,,,,,13,10, トウショウフラッグ,,宗像徹, 5.4,,,,11,129.5,⑨⑨⑩,13,14,Ｆキラライットウセイ, 64,佐藤哲, 3.2, 49,   0, -10,10, 42.7, ⑬⑬,13,14,Ｍラガｰリｰダｰ, 76,橋本美, 0.9, 63,   2,   3,13, 73.7, ⑥⑤
,,,,,,,,,,,,,,,,,,,,,,,,14, 7,Ｌアグネスカｰン, 52,鮫島良, 3.2, 49,   3, -15,13,133.3, ⑨⑨,14,16,Ｂシルクトゥルｰパｰ, 84,藤岡佑, 0.9, 67,  -1,   9, 1,  3.8, ⑪⑪
,,,,,,,,,,,,,,,,,,,,,,,,15,13,Ｈリバイバルグレイ, 63,石橋守, 3.3, 49,   3, -15,15,166.3, ⑨⑪,15, 1,Ｆダブルタイトル, 80,川島信, 1.1, 60,  -1,   3,10, 30.0, ⑧⑪
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:58 ﾚｰｽﾍﾟｰｽ指数:+15 ﾚｰｽｱｶﾞﾘ指数:+8 馬場:重(指数:0),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:70 ﾚｰｽﾍﾟｰｽ指数:+11 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:稍重(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:84 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:+9 馬場:良(指数:-2),,,,,,,,,,,
"単勝:1,870円 複勝:10=200円 04=100円 09=140円 枠連:260円",,,,,,,,,,,,"単勝:1,050円 複勝:08=220円 06=110円 11=200円 枠連:320円",,,,,,,,,,,,"単勝:610円 複勝:04=300円 15=570円 12=170円 枠連:2,140円",,,,,,,,,,,,単勝:610円 複勝:06=260円 10=410円 05=260円 枠連:720円,,,,,,,,,,,
馬連:800円 ワイド:04-10=290円 09-10=630円 04-09=180円,,,,,,,,,,,,"馬連:720円 ワイド:06-08=340円 08-11=1,010円 06-11=330円",,,,,,,,,,,,"馬連:13,890円 ワイド:04-15=3,660円 04-12=770円 12-15=1,370円",,,,,,,,,,,,"馬連:4,020円 ワイド:06-10=1,360円 05-06=1,010円 05-10=1,900円",,,,,,,,,,,
"馬単:2,720円 3連複:1,050円",,,,,,,,,,,,"馬単:2,420円 3連複:1,860円",,,,,,,,,,,,"馬単:19,110円 3連複:13,670円",,,,,,,,,,,,"馬単:7,540円 3連複:13,410円 3連単:76,090円",,,,,,,,,,,
