06年10月 7日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,06年10月 7日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1400m 2 歳未勝利(抽) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-2.5,,,,,■ 4R  ダ1300m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0.1,,,,,■ 7R  ダ1600m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-5.0,,,,,■10R  芝2000m 3歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:-1.2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,本栖湖特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 2,Ｂアポロティアラ, 61,吉田隼,, 61,   0,*  1, 1,  2.5, ④③, 1, 7,Ａユウタｰジパング, 66,蛯名正,, 67,   4,*  3, 1,  1.8, ④⑥, 1, 7,Ａテンジンダイカグラ, 63,大野拓,, 71,*  6,   1, 2,  4.5, ②②, 1, 4,Ａドラゴンキャプテン, 82,柴田善,, 78,* 15,  -3, 9, 21.7,③③③
 2,10,Ｄコスモエタｰナル, 44,松岡正, 0.3, 60,*  3,  -6, 5, 11.6, ②②, 2, 5,Ｇセルジュｰク, 43,中舘英, 0.3, 66,*  7,  -3, 5, 16.7, ②②, 2,15,Ｃタイセイハニｰ, 63,石神深, 0.0, 72,*  7,   2, 1,  2.7, ②②, 2, 3,Ｄジャッキｰテｰスト, 78,安藤勝, 0.0, 82,  12,* 13, 3,  5.8,⑫⑬⑬
 3, 9,Ａリキサンファイタｰ, 61,木幡初, 0.3, 62,*  5,  -7, 2,  3.5, ①①, 3,12,Ｃサクライヤｰワン, 55,勝浦正, 0.5, 63,   5,  -3, 4,  8.1, ④③, 3, 6,Ｆメジロパｰシバル, 62,佐藤聖, 0.2, 68,*  6,  -1, 5,  9.1, ①①, 3,13,Ｊアフリカンビｰト, 71,イネス, 0.1, 80,* 19,  -8, 2,  5.8,①①①
 4, 1,Ｋキングオブロマネ, 15,中舘英, 0.5, 54,  -6,*  4, 4, 11.5, ⑪⑪, 4,15,Ｂエムケイドリｰム, 59,吉田隼, 0.5, 61,   3,  -2, 2,  4.2, ⑦⑥, 4,11,Ｂショウナンドライヴ, 63,大庭和, 0.5, 65,  -1,* 10, 4,  6.6, ⑭⑬, 4, 6,Ｐヤマニンスプラウト, 65,松岡正, 0.3, 75,  14,  -3,15,149.7,⑤⑤⑤
 5, 8,Ｅトｰセンダッシュ, 42,黛弘人, 0.7, 48,  -4,  -8, 9, 67.2, ⑥⑥, 5,13,Ｈホウイツ, 38,吉田豊, 0.8, 57,   1,  -1, 8,168.8, ⑩⑧, 5, 5,Ｇニシノアレックス, 62,的場勇, 1.1, 59,   4,  -7, 6, 16.8, ④④, 5, 8,Ｆディｰエスハリアｰ, 76,勝浦正, 0.4, 76,  12,*  3, 7, 13.4,⑩⑪⑩
 6, 6,Ｆテイエムゲンキボ, 32,武士沢, 0.8, 51,  -2,  -5, 7, 22.8, ⑦⑥, 6, 4,Ｄニシノミライ, 54,田中勝, 0.9, 61,*  8, -10, 3,  5.4, ①①, 6, 3,Ｅオｰスミナイス, 62,小島太, 1.2, 57,   0,  -1, 7, 30.2, ⑩⑨, 6,12,Ｎマイネルシュピｰル, 67,蛯名正, 0.5, 73,  15,  -8,12, 44.5,⑤⑤⑤
 7,11,Ｌステッバイステップ,  8,大野拓, 1.0, 46,  -1, -15, 8, 38.0, ④③, 7, 1,Ｅタヤスルｰジュ, 47,イネス, 1.3, 55,   5, -11, 6, 19.6, ④③, 7,12,Ｏチェリスト, 48,五十嵐, 1.6, 54,  -7,* 10,13, 86.9, ⑯⑯, 7,16,Ｃアクレイム, 79,藤田伸, 0.5, 76,  15,  -3, 4,  5.9,⑩⑨⑦
 8, 5,Ｊジロンド, 22,南田雅, 1.4, 43,  -3, -13, 6, 15.9, ⑨⑨, 8,14,Ｌチョウヨウ, 22,石橋脩, 1.4, 51,   1,  -7,12,273.5, ⑦⑧, 8, 4,Ｊムｰヴスタｰ, 57,田辺裕, 1.7, 57,   5, -12, 9, 43.7, ④④, 8, 5,Ｅマチカネゲンジ, 77,北村宏, 0.7, 73,* 16, -12, 1,  3.9,③③④
