06年 8月 5日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,06年 8月 5日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-14.0,,,,,■ 4R  ダ1800m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-3.7,,,,,■ 7R  芝2200m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-3.3,,,,,■10R  芝1600m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-3.2,,,,
 9, 9,Ｊスキャットナンバｰ, 15,村田一, 2.1, 39,  -9, -13,11,135.2, ⑥⑥, 9, 2,Ｋフジミライ, 34,武士沢, 2.0, 35,  -8, -15,10,115.8,⑪⑬⑫, 9, 9,Ｑエムオｰストｰム, 35,勝浦正, 0.9, 51,   2, -13, 7, 17.5,⑰⑬⑬, 9, 4,Ｏマウントキング, 54,田辺裕, 1.2, 60,   2,   3,16, 99.6, ⑫⑫
10,12,Ｋクリノアドベンチャ,-12,武士沢, 2.2, 36, -13, -12, 9,106.3, ⑨⑨,10,11,Ｉオンワｰドアリア, 40,小林淳, 2.3, 34,  -6, -23,14,271.1,⑨⑧⑦,10, 4,Ｊチャンピオンリング, 49,吉田隼, 1.0, 49,   3, -20, 8, 20.2,⑪⑨⑦,10,11,Ｋカナハラコマンダｰ, 58,宗像徹, 1.3, 62,  -2,* 14,18,244.0, ⑯⑰
11, 2,Ｅサンレイ, 27,石橋脩, 2.2, 38,  -4, -19, 8, 48.2, ⑤⑤,11, 8,Ｌシャルウィダンサｰ, 33,田辺裕, 2.5, 32,  -6, -24,13,220.9,⑨⑩⑦,11, 6,Ｏアンバｰプリンス, 41,高野和, 1.0, 47,   2, -22,16,251.4,③⑧⑪,11,13,Ｄフレッチアドｰロ, 71,吉田隼, 1.5, 61,   7,  -5, 6, 12.0, ⑩⑨
12,11,Ｉアイビスティアラ, 17,吉田隼, 2.5, 35,*  4, -29, 3,  7.3, ③③,12,10,Ｍウルトラボルケｰノ, 30,吉田隼, 2.6, 31,  -9, -21, 7, 27.9,⑭⑬⑭,12, 1,Ｆジｰティｰハング, 51,石橋脩, 1.5, 46,*  7, -36,11, 50.0,①②②,12,17,Ｈグロリアスヴュｰ, 61,小野次, 1.5, 60,  -1,   8,13, 68.6, ⑯⑮
13, 4,Ｍマストゥルｰジュ,-16,高野和, 3.7, 21, -26, -15,14,456.4, ⑭⑬,13,13,Ｇミツアキトレジャｰ, 41,二本柳, 5.4, 17,  -6, -53, 9, 64.3,④⑧⑪,13,17,Ｉバンダムラッシュ, 50,南田雅, 1.8, 44,   3, -30,12, 58.4,⑪⑨⑦,13, 3,Ｅゴｰルドルパン, 69,木幡初, 1.7, 60,   9, -11, 7, 14.2, ⑤⑥
14, 3,Ｎキャットニップ,-25,塚田祥, 3.8, 20, -24, -18,13,207.6, ⑬⑬,14,14,Ｊウェルスビュｰロウ, 38,田中勝, 6.9,-11,  -5, -70, 8, 63.9,③⑤⑦,14,14,Ｍグラスエルフ, 44,柄崎将, 2.3, 41,   3, -37,15,148.0,⑨⑨⑦,14, 2,Ｐロｰドモデラｰト, 52,武士沢, 1.8, 57,   6,  -8,10, 42.9, ⑨⑨
,,,,,,,,,,,,15,12, アフリカンスカイ,---,塚田祥, 9.6,-67, -35, -40,15,338.7,⑮⑮⑮,15,16,Ｌダイワカトラス, 44,土谷智, 2.5, 40,   2, -37,17,271.4,⑪⑬⑬,15, 8,Ｑゲッタウェイ, 48,江田照, 1.9, 55,* 11, -24,11, 50.7, ①①
,,,,,,,,,,,,,,,,,,,,,,,,16, 8,Ｋミウラフェニックス, 46,江田照, 2.7, 39,*  6, -52,13, 89.0,②④④,16, 6,Ｊヘッドミストレス, 58,勝浦正, 2.7, 46,  -1,  -9,17,219.5, ⑮⑮
,,,,,,,,,,,,,,,,,,,,,,,,17,12,Ｅヨシウォｰリア, 52,木幡初, 3.4, 36,   5, -59,10, 38.8,⑦⑤⑦,17, 1,Ｌワンダｰルビアノ, 58,村田一, 2.8, 42,  -8,  -5,12, 59.0, ⑯⑱
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,18,Ｍグラスジュリ, 56,小林淳, 2.8, 46,*  9, -30,14, 86.4, ⑤⑤
ｸﾗｽ上位平均:58 ﾚｰｽﾍﾟｰｽ指数:+16 ﾚｰｽｱｶﾞﾘ指数:+15 馬場:良(指数:-4),,,,,,,,,,,,ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:+6 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:63 ﾚｰｽﾍﾟｰｽ指数:+11 ﾚｰｽｱｶﾞﾘ指数:-4 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:74 ﾚｰｽﾍﾟｰｽ指数:+6 ﾚｰｽｱｶﾞﾘ指数:+8 馬場:良(指数:-2),,,,,,,,,,,
"単勝:1,290円 複勝:07=290円 01=320円 05=130円 枠連:4,770円",,,,,,,,,,,,単勝:200円 複勝:03=100円 05=120円 06=130円 枠連:300円,,,,,,,,,,,,"単勝:620円 複勝:13=200円 07=200円 15=190円 枠連:2,030円",,,,,,,,,,,,単勝:610円 複勝:09=230円 14=140円 15=820円 枠連:710円,,,,,,,,,,,
"馬連:5,970円 ワイド:01-07=1,780円 05-07=440円 01-05=670円",,,,,,,,,,,,馬連:350円 ワイド:03-05=160円 03-06=230円 05-06=260円,,,,,,,,,,,,"馬連:2,150円 ワイド:07-13=650円 13-15=670円 07-15=700円",,,,,,,,,,,,"馬連:1,110円 ワイド:09-14=500円 09-15=4,070円 14-15=1,910円",,,,,,,,,,,
"馬単:13,350円 3連複:4,270円",,,,,,,,,,,,馬単:620円 3連複:520円,,,,,,,,,,,,"馬単:3,290円 3連複:3,040円",,,,,,,,,,,,"馬単:2,460円 3連複:15,050円 3連単:67,580円",,,,,,,,,,,
■ 2R  芝1600m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-5.8,,,,,■ 5R  芝2850m 3歳上未勝利 定量,,,,,,,,,,,,■ 8R  ダ1800m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-5.1,,,,,■11R  芝1200m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-4.4,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,長岡特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 3,Ｂジｰニアス, 51,吉田隼,, 52,*-10,*  3, 1,  1.3, ④③, 1, 3, ミヤビペルセウス,,宗像徹,,,,, 2,  3.6,③③③, 1,11,Ｂナイキデラックス, 66,中舘英,, 74,*  1,* 14, 1,  1.5,①①①, 1, 6,Ｇマルタｰズホビｰ, 72,柴田善,, 77,   6,* 18, 2,  5.2, ⑨⑦
 2,12,Ｊデルマアン, 30,勝浦正, 0.4, 52, -16,*  8,11,103.5, ⑮⑬, 2,11, ダイワネバダ,,鈴木慶, 0.5,,,, 9, 35.8,②①②, 2, 8,Ａサニｰネイティブ, 67,蛯名正, 0.0, 81,  -2,* 21, 2,  4.7,⑦⑤④, 2,12,Ｂフェザｰレイ, 75,石橋脩, 0.1, 83,* 17,   5, 6,  9.8, ②②
 3,14,Ｆユキノマｰヴェラス, 46,田中勝, 0.5, 45,* -9,  -4, 4, 13.0, ③③, 3, 1, ヤサカフレッシュ,,穂苅寿, 0.5,,,, 1,  2.7,⑥②①, 3, 2,Ｃジャッキｰライオン, 64,石神深, 0.9, 68,  -5,* 15, 4, 17.1,⑮⑩⑨, 3,11,Ｌケイアイボイジャｰ, 68,蛯名正, 0.3, 71,   3,* 16, 4,  7.8, ⑬⑩
 4, 5,Ｅセレナミニヨン, 48,木幡初, 0.7, 45, -14,   0, 7, 34.8, ⑫⑬, 4,12, コスモベルモット,,蓑島靖, 0.7,,,, 5, 11.5,⑩⑨⑦, 4, 6,Ｅジャックフロスト, 60,江田照, 1.2, 59,*  1,   4, 7, 29.1,②②②, 4, 2,Ｃチアフルワｰルド, 75,吉田隼, 0.3, 76,  12,   7, 1,  3.9, ③③
 5,16,Ｃハｰトオンスマイル, 50,西田雄, 0.7, 49, -18,*  8, 9, 79.7, ⑫⑬, 5, 2, ニシノジュエリｰ,,横山義, 0.8,,,, 3,  6.7,⑥⑤④, 5,10,Ｌセイカモリオカ, 52,小林淳, 1.4, 63,  -4,  11,12,275.8,⑨⑩⑩, 5, 8,Ａクリスティイモン, 78,中舘英, 0.4, 79,* 20,  -6, 3,  5.4, ①①
 6, 6,Ｄウインデュｰク, 48,蛯名正, 0.8, 36,* -8, -15, 3, 11.1, ①①, 6, 8, グロｰリｰジョン,,五十嵐, 1.2,,,, 8, 31.8,⑩⑪⑨, 6,12,Ｄマルブツクロス, 62,木幡初, 1.6, 54,  -3,   3, 5, 18.5,⑤⑤⑥, 6, 5,Ｄコスモジャイブ, 75,大西直, 0.6, 71,  10,   4, 7, 12.7, ⑤⑤
 7, 4,Ｇスタｰマップ, 37,中舘英, 0.8, 44, -19,*  4, 5, 17.6, ⑯⑰, 7, 4, シルクアルディ,,山本康, 1.4,,,, 4,  7.8,⑧⑥④, 7,13,Ｆクレスコゴｰルド, 59,柴田善, 1.7, 59,  -4,   8, 3, 11.0,⑬⑩⑫, 7, 9,Ｊセイウンニムカウ, 69,勝浦正, 0.6, 67,   4,  10,11, 33.2, ⑫⑩
 8, 1,Ｍクリノトレジャｰ, 28,横山義, 0.9, 38, -14,  -6,17,266.7, ⑫⑨, 8, 7, マイネルゼスト,,江田勇, 1.9,,,,10, 52.7,⑫⑫⑩, 8, 1,Ｈエプソムライジン, 56,二本柳, 1.9, 54,  -1,   2,10,147.4,⑦⑤⑥, 8, 4,Ｈミスホｰユｰ, 71,田中勝, 0.7, 68,   9,   4, 8, 19.2, ⑥⑤
 9, 2,Ｎホマレカチドキ, 27,田辺裕, 1.4, 30, -12, -17,10, 95.6, ⑧⑦, 9,14, ハウルサンダｰ,,沢昭典, 2.1,,,,12,105.2,③③④, 9, 9,Ｇホッカイルオｰ, 58,石橋脩, 2.0, 53,*  0,  -2, 9,103.0,③③③, 9, 3,Ｎサンドクリｰク, 60,西田雄, 0.8, 65,   6,   5,12, 53.3, ⑨⑩
10,10,Ｈクリｰンクルｰ, 36,小野次, 1.5, 29,* -9, -25, 6, 19.4, ②②,10, 6, ワイズタイクｰン,,柴田未, 3.6,,,, 6, 12.7,⑧⑨⑩,10, 7,Ｋデピュティジャパン, 53,小野次, 2.3, 51,   0,  -4,11,160.5,⑤④④,10,14,Ｅシュウマノチカラ, 74,村田一, 0.9, 62,   1,   8, 5,  9.0, ⑬⑬
11, 9,Ｏヨシトップラン, 17,江田照, 1.7, 27, -12, -21,15,232.0, ⑥⑤,11,10, トウショウシュｰト,,大庭和, 4.1,,,,11, 58.1,③⑥⑦,11,15,Ｍゼウス, 51,田辺裕, 2.6, 49,  -3,  -2,15,584.8,⑫⑧⑧,11,10,Ｍフレンドリｰスピカ, 60,江田照, 0.9, 64,   7,   2, 9, 21.3, ⑥⑦
12,17,Ｋトウキュウフェロｰ, 30,土谷智, 1.7, 27, -12, -23,13,165.6, ④⑤,12,13, マザｰツリｰ,,高野和, 5.2,,,,13,143.7,⑬⑬⑬,12, 5,Ｊイｰルドハｰド, 54,勝浦正, 3.0, 47,  -4,  -4, 8, 33.9,⑨⑩⑬,12, 7,Ｉバｰドントロフィｰ, 70,二本柳, 1.1, 64,  12,  -6,14, 81.1, ③③
13,11,Ａボｰンザスカイ, 51,二本柳, 1.8, 28, -10, -23, 2, 10.7, ⑥⑦,13, 5, シップスラッシュ,,菊池憲, 6.4,,,,14,183.1,①⑥⑩,13,14,Ｉグロｰリアスゲスト, 54,塚田祥, 3.4, 44,  -5,  -9,13,346.4,⑨⑩⑬,13, 1,Ｆナイキフェイバｰ, 73,小野次, 1.3, 58,   6,  -2,10, 33.2, ⑨⑬
14, 8,Ｑスマｰトアングル, 10,村田一, 1.9, 25, -15, -20,18,356.0, ⑩⑨,,,,,,,,,,,,,14, 4,Ｏマンマミｰア, 43,蓑島靖, 4.1, 42,  -4, -18,14,524.9,③⑧⑩,14,13,Ｋダイイチミラクル, 69,木幡初, 1.4, 57,   7,  -6,13, 53.4, ⑥⑦
15,13,Ｐエプソムナイスガイ, 15,小林淳, 1.9, 25, -17, -17,16,235.0, ⑯⑬,,,,,,,,,,,,,15, 3,Ｎベルグラｰノ, 46,田中勝, 4.2, 43,  -6, -11, 6, 21.9,⑬⑮⑮,,,,,,,,,,,,
16, 7,Ｉスマスタトッキｰ, 32,石橋脩, 2.2, 25, -13, -25,12,147.8, ⑩⑨,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,18,Ｒカキノタネ, -3,武士沢, 2.4, 20, -21, -18,14,217.1, ⑱⑰,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,15,Ｌマイネルグラシュｰ, 28,塚田祥, 2.9, 13, -21, -29, 8, 51.5, ⑧⑨,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:59 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:+9 馬場:良(指数:-1),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:70 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:+18 馬場:良(指数:-4),,,,,,,,,,,,ｸﾗｽ上位平均:80 ﾚｰｽﾍﾟｰｽ指数:+6 ﾚｰｽｱｶﾞﾘ指数:+5 馬場:良(指数:-2),,,,,,,,,,,
単勝:130円 複勝:03=100円 12=960円 14=230円 枠連:360円,,,,,,,,,,,,単勝:360円 複勝:03=130円 11=550円 01=120円 枠連:940円,,,,,,,,,,,,単勝:150円 複勝:11=100円 08=130円 02=210円 枠連:310円,,,,,,,,,,,,単勝:520円 複勝:06=180円 12=310円 11=260円 枠連:790円,,,,,,,,,,,
"馬連:3,760円 ワイド:03-12=1,420円 03-14=360円 12-14=5,110円",,,,,,,,,,,,"馬連:6,960円 ワイド:03-11=1,850円 01-03=240円 01-11=1,340円",,,,,,,,,,,,馬連:310円 ワイド:08-11=150円 02-11=280円 02-08=540円,,,,,,,,,,,,"馬連:1,960円 ワイド:06-12=860円 06-11=760円 11-12=1,070円",,,,,,,,,,,
"馬単:4,050円 3連複:10,750円",,,,,,,,,,,,"馬単:11,640円 3連複:5,600円",,,,,,,,,,,,馬単:450円 3連複:960円,,,,,,,,,,,,"馬単:3,670円 3連複:5,530円 3連単:28,110円",,,,,,,,,,,
■ 3R  芝1000m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1.3,,,,,■ 6R  芝1200m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 9R  芝2000m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2.7,,,,,■12R  ダ1200m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-0.2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,信濃川特別,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 3,Ａアルファジュリア, 63,柴田善,, 64,   7,* -1, 3,  6.1,   , 1, 9, エイシンイッキ,---,蛯名正,, 61,* -6,*  7, 3,  3.8, ②②, 1, 4,Ｅエイシンニｰザン, 71,蛯名正,, 98,   3,* 34, 2,  3.7, ⑥⑥, 1,13,Ｈアレクシオス, 63,蛯名正,, 67,  -7,* 12, 3,  5.7, ⑧⑧
 2, 2,Ｎユｰワシャルム,  2,吉田隼, 0.0, 61,   4,*  0, 9, 30.2,   , 2,10, アルコセニョｰラ,---,池田鉄, 0.2, 61,*  1,   0, 5, 12.6, ①①, 2, 8,Ｉトｰセンレｰサｰ, 61,村田一, 0.1, 74,* 12,   9, 5, 17.9, ①①, 2,12,Ｇアンバｰジャック, 63,柴田善, 0.0, 65,  -4,   9, 4,  6.7, ⑥⑥
 3,17,Ｃアドマイヤルイス, 60,蛯名正, 0.1, 65,*  9,  -4, 2,  4.0,   , 3, 6, サウスヒュｰマｰ,---,柴田善, 0.7, 53,  -7,   0, 1,  2.3, ③③, 3, 7,Ｂチョウサン, 79,柴田善, 0.3, 86,   4,* 27, 1,  1.8, ④④, 3,10,Ｃスマｰトエッジ, 67,石神深, 0.2, 63,   1,   5, 1,  3.8, ③③
 4, 6,Ｇラフィントレイル, 49,石橋脩, 0.1, 56,  -3,*  4, 7, 22.5,   , 4, 8, フラワｰシｰン,---,村田一, 0.9, 50,  -9,  -1, 9,161.9, ④③, 4,10,Ｃウインクルセイド, 77,中舘英, 0.6, 73,   7,  16, 4,  9.5, ②②, 4, 3,Ｄシンボリツヨシ, 66,木幡初, 0.4, 61,  -1,   5, 8, 23.0, ⑥⑥
 5,14,Ｂフロｰラルアｰト, 62,田中勝, 0.2, 64,*  9,  -6, 1,  2.5,   , 5, 3, オウシュウヒカリ,---,中舘英, 1.7, 36, -13, -12, 2,  3.8, ⑤⑤, 5, 6,Ａシルクダッシュ, 80,小林淳, 0.7, 76,   4,  20, 3,  6.8, ④④, 5, 7,Ｅジェイケイボストン, 66,中舘英, 0.4, 57,*  2,   0, 5,  7.4, ②②
 6,15,Ｄエルトンクィｰン, 51,勝浦正, 0.5, 51,   2,  -6, 4,  7.6,   , 6, 5, キャプテンドリｰム,---,木幡初, 2.5, 26, -17, -18, 6, 18.1, ⑥⑥, 6, 5,Ｈイストワｰル, 63,小野次, 1.1, 72,   2,  19, 7, 42.5, ⑦⑦, 6,14,Ｏペリｰ, 55,二本柳, 0.7, 56,  -8,   6,10, 36.7, ⑩⑧
 7, 7,Ｊテアドｰロ, 43,田中博, 0.6, 45, -10,* -2,12, 72.1,   , 7, 7, コスモテヤン,---,石橋脩, 2.8, 22, -18, -21, 4, 10.5, ⑥⑥, 7, 1,Ｄタイムレスワｰルド, 74,石橋脩, 1.1, 73,   2,  20, 6, 19.2, ⑦⑦, 7, 6,Ａゴットザビｰト, 72,吉田隼, 0.8, 56,  -7,   6, 2,  4.0, ⑩⑪
 8, 9, タイキシャルロット,---,塚田祥, 0.8, 42,  -2, -11,11, 58.2,   , 8, 1, ケイアイサクセス,---,吉田隼, 3.1, 16, -19, -27, 7, 23.1, ⑥⑨, 8, 9,Ｇマイネルモンシェリ, 65,木幡初, 2.4, 61,   5,  -8, 9,124.0, ③③, 8, 8,Ｂペイルロｰズ, 70,田中博, 0.9, 53,  -6,   2, 7, 19.5, ⑧⑧
 9,16, スイｰトチュチュ,---,小野次, 1.2, 32, -25,*  1,14,138.6,   , 9, 4, ネップウ,---,石神深, 3.2, 13, -25, -24,10,195.7, ⑩⑨, 9, 3,Ｆブラストサンデｰ, 69,田辺裕, 2.5, 57,   2,  -1, 8, 58.3, ⑨⑨, 9, 9,Ｊブルｰポラリス, 61,佐藤聖, 0.9, 52,  -8,   3,14,108.7, ⑩⑪
10, 1,Ｉクロスベラドンナ, 43,小林淳, 1.2, 38,  -1, -16,10, 57.9,   ,10, 2, マスタｰブラスタｰ,---,田中勝, 3.3, 11, -18, -32, 8, 62.1, ⑥⑧,10, 2,Ｊスタｰエフェクト, 50,山本康, 4.3, 19,  -1, -23,10,128.3, ⑨⑩,10, 4,Ｎトｰヨｰハヤテ, 55,小林淳, 0.9, 56, -13,   9,15,187.8, ⑬⑬
11,11,Ｅシャコｰビスケット, 51,佐藤聖, 1.3, 39,   5, -24, 6, 22.0,   ,,,,,,,,,,,,,,,,,,,,,,,,,11,11,Ｆフォｰカルハイパｰ, 64,小野次, 0.9, 54,   1,  -2, 6, 16.2, ③③
12,10,Ｈケイアイブルｰム, 46,中舘英, 1.4, 38,   4, -22, 5, 15.8,   ,,,,,,,,,,,,,,,,,,,,,,,,,12, 1,Ｋゴｰルドザボｰガｰ, 58,田中勝, 1.0, 59, -16,* 13,11, 40.2, ⑮⑮
13, 5,Ｆヒカルプリンセス, 49,江田照, 1.4, 43,*  9, -25, 8, 22.9,   ,,,,,,,,,,,,,,,,,,,,,,,,,13,15,Ｍニシノインピッシュ, 57,江田照, 1.9, 45,*  3, -16,13, 67.4, ①①
14,12,Ｋスプラウト, 33,二本柳, 1.7, 30,  -6, -20,13,136.6,   ,,,,,,,,,,,,,,,,,,,,,,,,,14, 5,Ｌバルｰション, 57,塚田祥, 1.9, 42, -12,  -2,12, 67.0, ⑬⑬
15, 8,Ｏロングモニｰ, -8,高野和, 1.7, 29, -12, -19,18,669.6,   ,,,,,,,,,,,,,,,,,,,,,,,,,15, 2,Ｉオリエンタルロｰズ, 62,村田一, 2.3, 42,   0, -17, 9, 35.5, ③③
16,18,Ｌアミフジクｰニャン, 29,土谷智, 1.9, 28,  -8, -22,15,345.9,   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,13,Ｍミヌワノ, 25,村田一, 2.1, 22, -13, -22,16,358.8,   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18, 4,Ｐマルタカカフェｰ,-13,西田雄, 2.8,-50, -30, -22,17,384.1,   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:+12 ﾚｰｽｱｶﾞﾘ指数:+4 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:56 ﾚｰｽﾍﾟｰｽ指数:+5 ﾚｰｽｱｶﾞﾘ指数:+12 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:80 ﾚｰｽﾍﾟｰｽ指数:+0 ﾚｰｽｱｶﾞﾘ指数:+17 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:70 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:+14 馬場:良(指数:-4),,,,,,,,,,,
