06年 7月 2日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,06年 7月 2日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1400m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3.2,,,,,■ 4R  芝2910m 3歳上未勝利 定量,,,,,,,,,,,,■ 7R  ダ1800m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2.8,,,,,■10R  ダ1800m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-5.0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,糺の森特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 5, キッスアンドライド,---,角田晃,, 47,*-13,* -3, 4, 14.8, ②②, 1, 2, サフランブリザｰド,,石山繁,,,,, 2,  4.0,①①①, 1, 3,Ｄアグネスケイオｰ, 65,小牧太,, 75,  -4,* 18, 5, 11.6,③④④, 1, 1,Ｊユウキアヴァンセ, 67,幸英明,, 85,*  7,* 14, 5, 12.6,①①①
 2, 7,Ｆディンティｰベス, 41,渡辺薫, 0.3, 47, -17,* -1, 9, 66.2, ⑨⑥, 2,11, レヴァンテ,,白浜雄, 0.8,,,, 1,  3.8,②②②, 2, 8,Ｈオｰキッドコｰト, 57,橋本美, 0.1, 70,* -4,  14, 6, 12.9,⑤②②, 2, 6,Ｅサンワｰドラン, 71,川田将, 0.4, 83,   5,* 14, 3,  4.2,⑬⑥②
 3, 9,Ａデアリングワｰルド, 59,武豊  , 0.3, 42,*-12,  -7, 1,  1.8, ①①, 3, 8, マキオルｰブル,,仲田雅, 0.9,,,, 3,  4.6,⑤④④, 3, 6,Ｃデュヴァル, 65,鮫島良, 0.3, 70,  -5,  15, 2,  5.5,③④④, 3, 3,Ｂソウルサバイヴァｰ, 74,太宰啓, 0.9, 77,*  6,   6, 1,  3.1,②②②
 4,16,Ｃヘンメイレン, 53,船曳文, 0.7, 36, -18,  -7, 3, 11.6, ⑧⑨, 4,10, タニノコザック,,北沢伸, 1.9,,,, 6, 12.2,④⑤⑤, 4, 7,Ｉコンプレッソ, 56,上村洋, 0.6, 62,* -3,   8, 3,  7.5,①①①, 4, 2,Ｆイズミデヒア, 69,中村将, 1.0, 76,*  5,   7, 7, 28.8,⑤③④
 5,14,Ｂフレンチミステリｰ, 59,川田将, 0.8, 35, -14, -10, 2,  3.1, ②④, 5, 1, ドングレイシｰ,,林満明, 2.2,,,, 4,  7.0,③③③, 5, 4,Ｇスマｰティコジｰン, 57,和田竜, 0.7, 68,  -6,  15, 8, 39.1,⑥⑦⑥, 5,13,Ｃマヤノポペット, 72,上村洋, 1.2, 74,   3,   9, 4,  8.2,⑧⑨⑥
 6,13, サイレンストゥｰレ,---,太宰啓, 1.1, 34, -18,  -8,14,188.5, ⑨⑨, 6, 4, バリトンヴォイス,,岩崎祐, 5.2,,,,11, 65.9,⑥⑦⑦, 6, 1,Ｂベルフリｰ, 65,武豊  , 0.7, 68,  -7,  15, 1,  1.8,⑨⑨⑥, 6, 8,Ｇタマモゴｰアップ, 69,内田浩, 1.3, 74,*  5,   4, 8, 30.0,⑤③④
 7,10,Ｄマドモアゼルシチｰ, 46,佐藤哲, 1.2, 31,*-13, -15,11,101.1, ②②, 7, 9, サイファ,,今村康, 5.6,,,,10, 40.4,⑧⑥⑥, 7, 5,Ａサンライズボクサｰ, 68,佐藤哲, 0.9, 64,  -6,  13, 4,  8.5,⑧⑦⑨, 7, 5,Ｐフミノシンタ, 56,橋本美, 1.5, 72,   2,   9,13, 76.5,⑧⑫⑩
 8,12,Ｇスウィｰプスルｰ, 33,石橋守, 1.2, 32, -15, -13,13,152.9, ⑤⑥, 8, 5, シャンディムｰン,,白坂聡, 6.7,,,,13, 83.5,⑫⑨⑨, 8,10,Ｆシゲルカイコシ, 58,熊沢重, 2.7, 50,* -3, -12, 7, 25.5,②②③, 8,15,Ｈノボリハウツｰ, 68,石橋守, 1.6, 71,   3,   5, 6, 14.2,⑩⑨⑥
