06年 4月30日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,06年 4月30日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1300m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3.1,,,,,■ 4R  芝3000m 4歳上未勝利 定量,,,,,,,,,,,,■ 7R  ダ1600m 3 歳500万 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-2.0,,,,,■10R  芝1600m 4歳上1600万 ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:-1.3,,,,
単勝:260円 複勝:08=110円 03=120円 09=130円 枠連:300円,,,,,,,,,,,,"単勝:350円 複勝:01=200円 05=880円 06=1,040円 枠連:4,230円",,,,,,,,,,,,単勝:150円 複勝:07=110円 06=150円 02=230円 枠連:390円,,,,,,,,,,,,"単勝:1,250円 複勝:01=490円 08=2,000円 15=1,350円 枠連:20,470円",,,,,,,,,,,
馬連:410円 ワイド:03-08=180円 08-09=200円 03-09=280円,,,,,,,,,,,,"馬連:8,120円 ワイド:01-05=2,450円 01-06=2,560円 05-06=6,530円",,,,,,,,,,,,馬連:380円 ワイド:06-07=180円 02-07=340円 02-06=770円,,,,,,,,,,,,"馬連:42,250円 ワイド:01-08=11,050円 01-15=9,180円 08-15=13,050円",,,,,,,,,,,
馬単:790円 3連複:510円,,,,,,,,,,,,"馬単:13,730円 3連複:56,370円",,,,,,,,,,,,"馬単:430円 3連複:1,020円",,,,,,,,,,,,"馬単:73,020円 3連複:384,270円 3連単:2,478,880円",,,,,,,,,,,
■ 2R  ダ1400m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-7.7,,,,,■ 5R  芝1600m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-7.8,,,,,■ 8R  芝1800m 4歳上500万 別定,,,,,,,出走馬ﾚﾍﾞﾙ:-0.7,,,,,■11R  芝1800m 3 歳ｵｰﾌﾟﾝ 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-5.4,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ｽｲｰﾄﾋﾟｰｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 1,Ｃディスパｰロ, 42,内田博,, 58,* -2,* -2, 1,  2.9, ①①, 1,14,Ａストｰムシャドウ, 54,小野次,, 67,*  1,   4, 4,  6.6, ①①, 1, 3,Ａマリアヴァレリア, 70,内田博,, 79,* 14,*  0, 1,  1.4,②②③, 1, 8,Ａカワカミプリンセス, 75,本田優,, 79,   2,* 16, 1,  2.2,③⑦⑦
 2,14,Ｂサザンウインド, 49,石神深, 0.8, 50,  -8,* -2, 2,  3.9, ⑦⑦, 2,10, コアレスストｰム,---,佐藤哲, 0.3, 63,  -1,   2, 2,  4.1, ③③, 2, 8,Ｂペネトレｰタｰ, 70,小野次, 0.2, 76,* 13,  -4, 2,  4.4,⑤④③, 2, 9,Ｉヤマニンファビュル, 63,石橋守, 0.1, 73,*  6,   7, 6, 16.8,①①①
 3,10, レアルグロｰリｰ,---,安藤光, 0.8, 50,  -8,  -3, 7, 22.0, ⑧⑦, 3,15,Ｂマイネルパラシオ, 54,安藤光, 0.3, 62,  -2,   4, 5,  7.3, ③④, 3, 2,Ｅストロングパイソン, 66,北村宏, 0.2, 77,   9,*  5, 4, 17.1,⑬⑭⑫, 3, 3,Ｄパｰフェクトジョイ, 68,後藤浩, 0.3, 72,*  4,   7, 2,  7.2,③③③
 4, 8,Ｆシベリウス, 37,江田照, 0.9, 50,* -2, -11, 8, 31.3, ②①, 4, 2,Ｉセンテヒッショウ, 32,北村宏, 0.4, 61,  -5,*  7,10, 32.1, ⑦⑦, 4, 4,Ｈオンワｰドマルタ, 62,石橋脩, 0.4, 74,   9,*  1, 9, 92.7,⑬⑪⑨, 4,15,Ｍアラマサスナイパｰ, 58,菊沢隆, 0.9, 69,  -3,* 11,17,157.1,⑯⑮⑭
 5, 4,Ｇリックチョモランマ, 36,津村明, 1.0, 47,  -8,  -6,11, 56.8, ⑧⑦, 5, 5,Ｅマイネルマルス, 46,石神深, 0.4, 61,*  2,  -4, 8, 22.3, ①①, 5, 6,Ｏソリッドラヴ, 48,蛯名正, 0.5, 73,* 13,  -7,11,152.8,⑤④③, 5, 6,Ｅハネダテンシ, 66,石橋脩, 0.9, 65,*  3,   1, 3,  9.2,⑦⑤④
 6, 3,Ｉトｰホウヘッド, 21,嘉藤貴, 1.5, 44,  -5, -13,13, 89.8, ⑤④, 6, 8, サルｰル,---,蛯名正, 0.6, 58,  -6,*  5, 1,  3.8, ⑪⑪, 6,12,Ｇアイシクルアｰト, 65,田中勝, 0.7, 70,* 15, -14, 3, 15.9,①①①, 6,10,Ｒイエロｰジャケット, 45,安藤光, 1.1, 63,   0,   2,14,109.8,⑦⑨⑨
 7,11,Ｅピックミｰアップ, 38,石橋脩, 1.6, 42, -10,  -8,12, 85.8, ⑩⑩, 7, 3,Ｇコスモレスポワｰル, 39,津村明, 0.8, 53,  -4,  -6, 9, 25.9, ⑥④, 7,10,Ｍエゾノシャトｰ, 56,江田照, 0.9, 68,  11, -10,13,277.2,⑦⑦⑥, 7,18,Ｆノンコ, 65,田中勝, 1.4, 61,  -1,   1, 5, 14.3,⑭⑭⑪
 8, 2,Ｈサツキイｰグル, 34,北村宏, 1.6, 42, -13,  -4,10, 51.7, ⑫⑫, 8, 4, ロｰランデイラミ,---,後藤浩, 1.0, 55,  -7,   2, 7, 22.1, ⑮⑫, 8, 5,Ｃナムラシｰザｰ, 70,津村明, 1.2, 62,   7,  -9, 6, 22.6,⑩⑫⑬, 8,14,Ｃメジロレント, 70,小野次, 1.5, 57,   0,  -4,11, 26.5,⑦⑩⑨
 9, 6, ワキノグラス,---,後藤浩, 1.7, 40, -16,* -1, 4,  7.9, ⑬⑭, 9,12,Ｄヒカルダイチ, 47,田中勝, 1.1, 54,  -4,  -5, 3,  5.2, ⑩⑦, 9, 1,Ｌネヴァｰトルネｰド, 58,後藤浩, 1.2, 65,  11, -14, 7, 43.9,②⑦⑥, 9, 4,Ｂモンヴェｰル, 72,蛯名正, 1.5, 56,*  3,  -9, 4,  9.5,③⑤④
10, 7, コウチシルバｰ,---,吉田豊, 1.8, 40, -12,  -8, 6, 11.6, ⑪⑪,10,11,Ｃジャイアンツオナｰ, 47,内田博, 1.6, 46,  -4, -13, 6, 15.9, ⑦⑦,10,13,Ｊメジロコルセア, 59,吉田豊, 1.2, 65,   6,  -4, 5, 18.3,⑮⑮⑮,10,17,Ｇストｰルンブライド, 64,江田照, 1.5, 60,  -3,   2,13, 43.6,⑱⑰⑭
11, 5,Ａカシノロイヤル, 49,吉永護, 1.9, 41,  -5, -17, 3,  5.8, ⑤④,11, 9,Ｋタカトモゴｰルド, 19,江田照, 1.7, 45,  -4, -15,14,201.0, ⑦⑦,11,14,Ｆメイプルサンデｰ, 65,上村洋, 1.5, 60,  10, -18, 8, 51.7,⑩⑦⑨,11, 7,Ｋショウナンアルス, 62,吉田豊, 1.5, 54,*  5, -13, 8, 18.1,①②②
12,13,Ｄフサイチサルサ, 40,田中勝, 2.2, 37, -13, -10, 5, 10.3, ⑬⑫,12,13,Ｈトゥｰマイファン, 39,田中博, 2.4, 32,  -4, -30,13,139.6, ③④,12,11,Ｋレオベルリン, 59,的場勇, 1.5, 55,   9, -22,14,477.0,⑦④⑥,12, 1,Ｑペンタコｰド, 45,佐藤哲, 1.6, 56,  -1,  -3,16,127.1,⑬⑩⑪
13, 9, ヨイチサフラン,---,小野次, 3.8, 23,* -3, -38,14, 92.6, ②③,13, 1,Ｊフジノエレガント, 22,的場勇, 3.2, 21, -13, -27,15,223.3, ⑫⑭,13, 9,Ｄイナズマシｰザｰ, 68,水出大, 2.2, 48,   6, -26,12,169.5,⑩⑫⑬,13, 5,Ｈタイキクラリティ, 63,北村宏, 1.6, 60,  -6,   7, 9, 22.6,⑭⑮⑯
14,12, シャコｰバニラ,---,黛弘人, 4.1, 17,  -7, -38, 9, 36.1, ④⑥,14, 7,Ｆスナｰクキララ, 42,高山太, 4.5,  8, -23, -25,12, 79.1, ⑫⑮,14, 7,Ｉアイアイボタン, 62,菊沢隆, 2.5, 50,  10, -32,10,112.9,⑨⑩⑨,14, 2,Ｎサザンビュｰティｰ, 53,田嶋翔, 1.7, 53,*  3, -12,15,113.3,③④④
,,,,,,,,,,,,,,,,,,,,,,,,15,15,Ｎコスモビベロ, 53,安藤光, 2.6, 48,* 14, -42,15,573.0,②②②,15,16,Ｊラピッドオレンジ, 63,上村洋, 1.7, 54,   0,  -6,10, 23.3,⑩⑩⑪
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,12,Ｏアラビックリｰダｰ, 52,石神深, 1.9, 57,  -8,   7,18,320.7,⑯⑱⑱
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,11,Ｐシャラポワ, 51,内田博, 2.4, 43,   2, -21, 7, 17.2,⑩⑦⑦
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,13,Ｌベストストｰリｰ, 58,渡辺薫,13.6,13.6---,  -6, ---,12, 37.2,⑩⑬⑯
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:+4 ﾚｰｽｱｶﾞﾘ指数:+5 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:64 ﾚｰｽﾍﾟｰｽ指数:+4 ﾚｰｽｱｶﾞﾘ指数:+8 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:+10 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:80 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:+4 馬場:良(指数:-1),,,,,,,,,,,
単勝:290円 複勝:01=140円 14=160円 10=470円 枠連:410円,,,,,,,,,,,,単勝:660円 複勝:14=260円 10=170円 15=190円 枠連:520円,,,,,,,,,,,,単勝:140円 複勝:03=100円 08=130円 02=220円 枠連:310円,,,,,,,,,,,,"単勝:220円 複勝:08=130円 09=390円 03=240円 枠連:1,720円",,,,,,,,,,,
"馬連:620円 ワイド:01-14=300円 01-10=1,540円 10-14=1,500円",,,,,,,,,,,,"馬連:2,440円 ワイド:10-14=820円 14-15=670円 10-15=610円",,,,,,,,,,,,馬連:320円 ワイド:03-08=150円 02-03=330円 02-08=550円,,,,,,,,,,,,"馬連:2,270円 ワイド:08-09=900円 03-08=470円 03-09=1,520円",,,,,,,,,,,
"馬単:1,030円 3連複:4,890円",,,,,,,,,,,,"馬単:5,140円 3連複:4,110円",,,,,,,,,,,,馬単:390円 3連複:860円,,,,,,,,,,,,"馬単:3,020円 3連複:4,490円 3連単:16,810円",,,,,,,,,,,
■ 3R  ダ1600m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-3.8,,,,,■ 6R  芝1800m 3 歳500万 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3.5,,,,,■ 9R  芝1400m 4歳上1000万 別定,,,,,,,出走馬ﾚﾍﾞﾙ:-4.6,,,,,■12R  ダ1300m 4歳上1000万 別定,,,,,,,出走馬ﾚﾍﾞﾙ:-0.4,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,高尾特別,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 1,Ａグランレｰヴ, 51,吉田豊,, 61,  -3,*  5, 3,  6.1, ⑨⑨, 1, 3,Ｂアサクサゼットキ, 74,菊沢隆,, 74,* -4,* 18, 1,  1.5,②②②, 1, 8,Ｉカタナ, 65,吉田豊,, 94,   1,* 30, 1,  2.9, ②④, 1,15,Ｃクリアｰザコｰスト, 75,後藤浩,, 90,* 17,   9, 1,  2.9, ①①
 2, 9,Ｇオリオンザピラテス, 36,田中博, 0.1, 57,  -3,   1,10, 52.6, ⑥⑥, 2, 2,Ｃマルタカアｰサｰ, 64,後藤浩, 0.2, 72,  -6,* 18, 2,  4.0,④④⑥, 2,11,Ｂナカヤマバスタｰ, 75,田中勝, 0.8, 77,*  3,  14, 4, 10.8, ②②, 2,10,Ｅスタｰオブニルス, 73,菊沢隆, 0.2, 87,* 13,  12, 3,  5.9, ③③
 3, 6, メイスンカイドウ,---,蛯名正, 0.2, 59,  -1,   0, 9, 39.5, ⑥⑥, 3, 5,Ｄセタガヤフラッグ, 61,田中勝, 1.0, 56,* -4,   3, 5, 18.9,④③②, 3, 7,Ａサクライナセ, 76,内田博, 0.9, 76,  -1,  17, 2,  3.0, ④④, 3, 9,Ｍイチライタッチ, 67,黛弘人, 0.3, 83,* 13,   8,14,115.5, ②②
 4, 2,Ｂトｰセンロワイヤル, 51,後藤浩, 0.8, 55,*  7, -18, 1,  2.1, ①①, 4, 7,Ｇマキノタキシｰド, 43,北村宏, 1.1, 52,* -2,  -3, 9,121.8,①①①, 4,12,Ｊアイラブマキシマム, 62,菊沢隆, 1.1, 72,*  6,   7,10, 67.2, ①①, 4,11,Ｂサンエムウラノス, 78,吉田豊, 0.9, 79,   7,  12, 5, 13.7, ⑦⑥
 5,13,Ｄギャラクシｰキッド, 47,高山太, 0.9, 54,*  7, -19, 2,  5.1, ①①, 5, 6,Ｈタキオンバッハ, 43,蛯名正, 1.5, 48,  -5,  -3, 4, 14.5,⑥④④, 5, 2,Ｃジュラナスリング, 74,後藤浩, 1.1, 76,  -5,* 20, 3,  3.6, ⑪⑨, 5, 2,Ｆダンシングホｰク, 73,千葉直, 1.1, 74,   3,* 11, 8, 30.0, ⑩⑨
 6, 5, シャドウダスタｰ,---,内田博, 1.3, 50,  -7,   0, 6, 13.2, ⑫⑫, 6, 9,Ｅゴｰルデンミシエロ, 59,吉田豊, 1.6, 49,  -7,   0, 7, 46.8,⑦⑦⑦, 6,10,Ｌスペシャリスト, 58,石橋脩, 1.3, 72,  -2,  15, 7, 61.0, ⑦⑥, 6, 1,Ｇマリットチャｰジ, 73,小野次, 1.2, 77,  10,   5, 4, 12.7, ⑥⑤
 7, 8,Ｊジｰティｰハング, 24,小野次, 1.4, 49,  -1, -11, 4, 10.5, ⑥⑥, 7, 4,Ｉラウンドアイズ, 42,内田博, 2.2, 39,  -5, -14, 6, 36.1,⑧⑧④, 7, 9,Ｇミヤギノダンシング, 68,小野次, 1.3, 69,   2,   8, 9, 61.9, ④③, 7,14,Ｉデジデｰリオ, 71,田中勝, 1.3, 75,   3,  12, 7, 28.9, ⑬⑪
 8, 4, ジェットバニヤン,---,田中勝, 1.4, 49,  -6,  -3, 7, 24.8, ⑪⑪, 8, 1,Ｆウインドストｰム, 57,石神深, 2.4, 35,  -7, -13, 8, 55.6,③④⑦, 8, 3,Ｋダリオ, 60,北村宏, 1.4, 70,  -5,  16,11, 70.6, ⑨⑨, 8,12,Ｄケイアイハクスイ, 74,内田博, 1.3, 77,* 13,   1, 2,  3.0, ③③
 9,12,Ｆサトノアリオン, 46,的場勇, 1.7, 43, -14,*  4, 5, 11.7, ⑬⑬,,,,,,,,,,,,, 9, 1,Ｄシンワインザダｰク, 73,石橋守, 1.5, 69,  -7,  17, 5, 14.2, ⑪⑫, 9, 6,Ｊニシノイワイザケ, 70,佐藤哲, 1.4, 72,  -1,* 16,11, 36.3, ⑮⑮
10,11,Ｈステファニｰモモ, 36,田中剛, 1.8, 47,   5, -24,14,179.6, ③③,,,,,,,,,,,,,10, 6,Ｆイットウリョウダン, 69,安藤光, 1.7, 64,  -3,   8, 8, 61.1, ⑦⑥,10, 4,Ｋイエロｰポケット, 69,大庭和, 1.5, 73,   6,   7,12, 46.6, ⑧⑧
11,10,Ｅリワｰドプレザン, 47,佐藤哲, 2.1, 43,  -4, -14, 8, 36.4, ⑨⑩,,,,,,,,,,,,,11, 5,Ｅフサイチワセダオｰ, 71,津村明, 1.7, 65,  -2,   8, 6, 19.1, ⑥⑥,11, 8,Ｈタケイチマサル, 71,石橋守, 1.7, 69,  -1,* 13,10, 35.1, ⑯⑮
12, 3,Ｉヘヴンリｰブルｰ, 34,津村明, 2.7, 39,   5, -35,11, 59.5, ④③,,,,,,,,,,,,,12, 4,Ｈキッズブルｰム, 66,蛯名正, 2.8, 47,  -5,  -6,12,148.5, ⑨⑨,12, 7,Ａトウショウヴォイス, 82,高野和, 1.8, 65,  -2,   9, 9, 30.8, ⑬⑭
13,14,Ｃワイルドインロｰズ, 49,千葉直, 3.5, 30,   0, -38,13,151.0, ⑤⑤,,,,,,,,,,,,,,,,,,,,,,,,,13,16,Ｏスガｰフォｰティｰ, 57,江田照, 1.9, 69,   3,   6,13,105.9, ⑪⑪
14, 7, ラヴショットガン,---,菊沢隆, 4.3, 25, -13, -20,12,115.0, ⑭⑬,,,,,,,,,,,,,,,,,,,,,,,,,14,13,Ｐビリｰザキッド, 55,柴田未, 2.0, 67,   4,   4,16,199.9, ⑧⑨
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15, 5,Ｌイｰジｰライダｰ, 69,津村明, 2.1, 64,   1,   5,15,123.3, ⑪⑬
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16, 3,Ｎワキノグレイト, 65,本田優, 2.1, 66,   8,  -1, 6, 20.5, ③⑥
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:+16 ﾚｰｽｱｶﾞﾘ指数:+12 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:74 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:+15 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:80 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:+13 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:77 ﾚｰｽﾍﾟｰｽ指数:+12 ﾚｰｽｱｶﾞﾘ指数:+12 馬場:良(指数:-1),,,,,,,,,,,
"単勝:610円 複勝:01=250円 09=900円 06=820円 枠連:4,840円",,,,,,,,,,,,単勝:150円 複勝:03=100円 02=120円 05=220円 枠連:220円,,,,,,,,,,,,単勝:290円 複勝:08=130円 11=230円 07=130円 枠連:720円,,,,,,,,,,,,"単勝:290円 複勝:15=150円 10=220円 09=1,450円 枠連:640円",,,,,,,,,,,
