06年 7月 2日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,06年 7月 2日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1200m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4.4,,,,,■ 4R  ダ1150m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2.8,,,,,■ 7R  ダ1700m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-6.2,,,,,■10R  芝1200m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2.2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,白河特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 1,Ｂマイネヴェロナ, 58,柴田善,, 59,  -3,*  3, 1,  1.4, ③③, 1, 4,Ｄオｰセンティック, 53,穂苅寿,, 64,*  0,   5, 3,  4.4, ①①, 1, 6,Ｃサンマルセイコｰ, 62,大野拓,, 64,*  1,   2, 3,  8.9,③②②, 1, 8,Ｈサチノスイｰティｰ, 72,吉田隼,, 77,  11,* 12, 8, 22.6, ⑧⑧
 2, 3,Ｃリラ, 51,吉田隼, 0.2, 54,*  0,  -6, 4, 20.7, ①①, 2,10,Ａオリオンザクロノス, 65,佐藤聖, 0.3, 58,  -5,   4, 1,  2.5, ③②, 2, 3,Ａシルクプレシャス, 64,川島信, 0.4, 62,   1,   1, 2,  5.4,③③③, 2,15,Ｄジョイントスタｰズ, 75,田中勝, 0.2, 81,* 20,   2, 2,  4.5, ②②
 3, 7,Ａアラバマ, 62,後藤浩, 0.2, 57,*  0,  -3, 2,  2.9, ②②, 3,14,Ｂレアルグロｰリｰ, 62,大野拓, 0.3, 61, -11,*  9, 4,  7.0, ⑧⑧, 3,11,Ｊデザｰトバｰド, 56,小林淳, 0.5, 62,   1,   1, 9, 17.5,⑧④④, 3, 2,Ａシンボリウエスト, 86,北村宏, 0.3, 72,   9,* 11, 1,  3.4, ⑪⑧
 4, 2,Ｄコスモファルバラン, 47,中舘英, 0.7, 49,  -3,  -8, 3,  9.9, ③③, 4,12,Ｃサザンウインド, 57,吉田隼, 0.6, 55,  -7,   3, 2,  4.4, ⑤⑤, 4,12,Ｎホッカイラブリｰ, 50,後藤浩, 0.5, 65,  -4,* 11,12, 33.0,⑮⑬⑥, 4, 9,Ｋサクラプログレス, 71,小島太, 0.4, 71,  10,*  8, 9, 26.0, ⑩⑦
 5, 5,Ｆクウェストルｰジュ, 30,池田鉄, 0.7, 48, -10,  -2, 6, 96.3, ⑥⑥, 5,11, コウシュンブルｰ,---,菊沢隆, 0.8, 55,  -7,   3, 5,  8.4, ⑥⑤, 5,10,Ｆオンワｰドマルタ, 58,北村宏, 0.5, 62,  -3,* 10, 6, 13.5,⑫⑫⑫, 5,11,Ｆスパイン, 73,中舘英, 0.5, 78,* 21,  -4, 4,  7.4, ①①
 6, 4,Ｅユキノマｰヴェラス, 43,増沢由, 0.9, 46,  -2, -12, 5, 37.2, ③③, 6, 5, ケイアイブルｰム,---,中舘英, 1.2, 48,  -4,  -4, 6, 20.5, ③②, 6, 2,Ｂゴｰファイトウィン, 62,村田一, 0.9, 58,  -1,   1, 1,  2.7,⑤⑦⑧, 6, 5,Ｇエイシンライトゥン, 72,柴田善, 0.8, 67,  13,  -1, 3,  4.7, ⑥⑤
 7, 6,Ｈトウキュウフェロｰ, 10,大野拓, 1.3, 34, -19,  -5, 8,161.4, ⑧⑧, 7, 3,Ｉイマドキ, 22,加藤士, 1.2, 51, -14,   5, 9, 61.1, ⑨⑧, 7, 5,Ｇエルゼントジｰク, 56,田辺裕, 1.0, 60,  -2,   2,13, 39.0,⑨⑩⑥, 7,12,Ｊタケショウレジｰナ, 72,後藤浩, 0.8, 65,   9,   4, 6, 17.4, ⑪⑪
 8, 8,Ｇドク, 12,佐藤聖, 1.7, 30, -11, -18, 7,154.1, ⑥⑦, 8, 8,Ｇアミフジウラノス, 28,田辺裕, 1.9, 41,  -9,  -7,16,581.4, ⑦⑤, 8, 1,Ｅグロスタｰチャｰム, 58,武士沢, 1.1, 57,   0,  -2,14, 67.9,⑤⑥④, 8, 6,Ｌイチライタッチ, 70,中谷雄, 0.9, 69,  18,  -7,14, 87.7, ②③
,,,,,,,,,,,, 9, 9, キｰプウイニング,---,西田雄, 1.9, 41,* -1, -13,10, 91.2, ②②, 9, 8,Ｍナンヨｰアクトレス, 51,柴田善, 1.1, 58,*  3,  -8, 5, 12.3,①①①, 9, 7,Ｂコスモジャイブ, 80,菊沢隆, 1.1, 66,  18, -10, 5, 10.6, ②③
,,,,,,,,,,,,10, 7,Ｆパノラマシチｰ, 36,赤木高, 2.0, 42, -22,   3, 8, 57.8, ⑫⑪,10, 7,Ｄセンノクニャｰズ, 58,柄崎将, 1.7, 53,  -4,   0,10, 23.4,⑭⑭⑭,10,13,Ｅナイキフェイバｰ, 74,小野次, 1.3, 64,  18, -13,11, 44.1, ②⑤
