06年 8月 6日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,06年 8月 6日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1200m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3.5,,,,,■ 4R  芝1600m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-10.1,,,,,■ 7R  芝1800m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-0.7,,,,,■10R  ダ1200m 3歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:-0.5,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,岩室温泉特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 9,Ｄエｰシンパｰティｰ, 51,中舘英,, 49,   0,  -7, 6, 16.4, ⑤⑤, 1, 2,Ａバルバレスコ, 55,蛯名正,, 65,   1,*  5, 1,  1.8, ④④, 1, 1,Ｄクリソプレｰズ, 70,内田博,, 78,   1,* 22, 3,  5.9, ⑤⑤, 1, 5,Ｄマルカフレンチ, 77,福永祐,, 72,   0,* 12, 1,  2.8, ④③
 2, 4,Ｅメジロヴィルゴ, 47,岩部純, 0.0, 47,  -7,* -1,13,116.6, ⑦⑥, 2,16,Ｅシｰユｰサンデｰ, 45,吉田隼, 0.3, 59,  -3,*  6, 2,  5.3, ⑥⑥, 2, 3,Ｂグランオマｰジュ, 74,中舘英, 0.0, 83,  -4,* 26, 5,  8.5, ⑧⑨, 2,11,Ｍケイアイフウジン, 69,大西直, 0.0, 69,*  4,   8, 5, 14.0, ①①
 3,10,Ｇワキノドライバｰ, 38,福永祐, 0.1, 48, -16,*  7, 1,  2.9, ⑩⑩, 3, 6,Ｇヒカルウミ, 41,小牧太, 0.7, 52, -14,* 21,11, 85.4, ⑰⑰, 3, 6,Ｅピアチェヴォｰレ, 70,田中勝, 0.0, 77,   1,  20, 4,  8.1, ⑥⑤, 3, 9,Ｉカイテキネオ, 72,中舘英, 0.1, 65,  -1,   8, 4,  9.1, ③③
 4, 1,Ｈダイワグランボｰ, 36,石橋脩, 0.2, 50,*  6, -19, 7, 17.0, ①①, 4, 9,Ｂヘヴンリｰブルｰ, 52,横山典, 1.0, 50,  -5,   0, 3,  7.3, ⑨⑨, 4,12,Ａアスピリンスノｰ, 77,福永祐, 0.5, 63,*  4,   6, 1,  2.5, ②②, 4, 7,Ｈアドマイヤキラメキ, 73,内田博, 0.2, 67,  -2,  10, 2,  3.1, ④③
 5,11,Ｂピエネヴェｰレ, 62,大西直, 0.5, 45,*  4, -19, 4,  5.5, ②②, 5, 4,Ｉストロウベイビイ, 40,南田雅, 1.1, 51,*  4, -17,10, 64.0, ①①, 5, 4,Ｉジョリｰノエル, 64,小野次, 0.7, 75,  -5,* 23, 6, 14.9, ⑪⑫, 5,15,Ｆハニｰハント, 74,吉田隼, 0.4, 64,  -5,   9, 8, 19.7, ⑧⑧
 6, 6,Ｆマルブツセンタｰ, 38,小牧太, 0.6, 37, -10, -10, 8, 31.0, ⑦⑥, 6,13,Ｃコスモセグレト, 46,佐藤聖, 1.2, 45,*  1, -20, 5, 18.2, ②②, 6, 8,Ｆピサノアリュメｰル, 69,塚田祥, 0.9, 61,  -5,  13, 8, 38.1, ⑪⑩, 6,10,Ｋシャイニングムｰン, 71,田辺裕, 0.6, 59,  -3,   5, 6, 14.9, ④③
 7,13,Ａスウィｰプユアラヴ, 67,田中勝, 1.1, 34,   1, -26, 2,  4.6, ③③, 7,18,Ｎコスモレインボｰ, 21,伊藤直, 1.6, 43,  -7,  -6,16,236.8, ⑨⑨, 7,16,Ｈヤマニンアロンディ, 65,吉田隼, 1.4, 60,  -8,  16,10, 46.5, ⑮⑭, 7, 8,Ａシｰクスプレンダｰ, 79,木幡初, 0.6, 65, -10,* 13,10, 56.3, ⑫⑬
 8, 2,Ｍマイスペｰス, -9,塚田祥, 1.1, 29, -11, -19,11, 64.1, ⑦⑧, 8,14,Ｏエフテｰギャル, 20,田辺裕, 1.9, 40,  -3, -17,18,355.2, ⑥⑥, 8,17,Ｃムｰンフェイズ, 70,横山典, 1.4, 63,  -8,  18, 2,  5.0, ⑰⑯, 8,13,Ｅサンエムウラノス, 75,村田一, 0.7, 60,  -9,   9,12, 73.6, ⑪⑪
 9, 5,Ｃダイワムゲン, 57,柴田善, 1.2, 33,   3, -29, 3,  5.2, ③③, 9, 1,Ｆテイエムマｰチ, 42,石橋脩, 1.9, 41,*  3, -29, 8, 35.8, ②②, 9, 2,Ｇアンジェトワｰル, 68,蛯名正, 1.4, 51,  -2,  -1,11, 69.5, ⑧⑦, 9, 3,Ｃレオアンナ, 78,江田照, 0.7, 59,  -7,   7, 9, 39.3, ⑨⑧
10, 3,Ｉステパノス, 36,内田博, 1.5, 25,  -7, -27, 5, 11.0, ⑥⑧,10, 8,Ｋジャイアンツオナｰ, 33,内田博, 2.0, 38,  -8, -11, 9, 39.6, ⑬⑬,10,10,Ｌシｰサイドブリｰズ, 62,小牧太, 1.5, 54,  -4,   7, 7, 24.3, ⑩⑩,10,14,Ｂドリｰムソニック, 78,蛯名正, 0.8, 57,  -2,   3, 3,  8.2, ④③
11, 7,Ｋゴｰゴｰソクマ, 17,横山典, 2.3,-23, -24, -22,12, 85.8, ⑫⑪,11, 7,Ｌタケショウサクラ, 29,石神深, 2.1, 37, -10,  -8,13,111.2, ⑭⑬,11,15,Ｎハセノベルカント, 61,木幡初, 1.6, 54,  -5,   9,13, 89.1, ⑬⑫,11,12,Ｊサンデｰフラッパｰ, 71,塚田祥, 0.9, 53,*  1,  -2, 7, 15.0, ②②
12, 8,Ｌウインドビュｰ, 13,蛯名正, 2.5,-32, -26, -24, 9, 57.5, ⑫⑫,12,10,Ｊクｰルプレｰヌ, 37,福永祐, 2.2, 36,  -6, -17, 4,  9.1, ⑪⑨,12, 7,Ｊトｰアビバリｰヒル, 63,石橋脩, 1.7, 52,  -2,  -1,15,136.4, ⑦⑦,12, 1,Ｇケイビイスパイダｰ, 73,高橋智, 0.9, 56,  -6,   5,11, 60.6, ⑨⑧
13,12,Ｊハイギアチェンジ, 34,村田一, 7.1,-78, -15, ---,10, 59.4, ⑩⑬,13, 5,Ｄニュｰイザナミ, 46,小林淳, 2.8, 30,   1, -38,12, 86.7, ④④,13,18,Ｋトｰセンビュｰティ, 63,田中博, 2.1, 48, -12,  10,18,294.4, ⑱⑱,13, 4,Ｏミヤギノダンシング, 66,西田雄, 0.9, 57, -10,   8,14,239.6, ⑫⑪
,,,,,,,,,,,,14,17,Ｈブフォｰ, 41,塚田祥, 3.2, 26, -15, -23,17,255.1, ⑮⑮,14,13,Ｏショウナンアルス, 59,吉田豊, 2.3, 44,*  0, -20, 9, 45.6, ③④,14, 2,Ｎテンエイゴｰルド, 69,嘉藤貴, 1.0, 55, -12,   7,15,303.8, ⑫⑬
,,,,,,,,,,,,15, 3,Ｍミスユニコｰン, 27,田中博, 3.3, 25, -15, -24,15,157.5, ⑮⑮,15,11,Ｐトｰセンリッジ, 57,大西直, 2.5, 45,  -8,  -1,17,278.0, ⑬⑭,15, 6,Ｌシュウザンコンドル, 70,勝浦正, 1.3, 57, -18,* 13,13,154.1, ⑮⑮
,,,,,,,,,,,,16,15, シルクサラマンダｰ,---,嘉藤貴, 3.5, 25,  -5, -40,14,112.3, ⑥⑥,16,14,Ｑキョクイチベガ, 52,武士沢, 2.7, 40, -12,  -1,16,223.8, ⑮⑯,,,,,,,,,,,,
,,,,,,,,,,,,17,11,Ｐドゥスマイル,  1,吉田豊, 3.5, 26, -18, -17, 7, 30.8, ⑱⑱,17, 9,Ｍレオリリｰ, 61,小林淳, 2.9, -3,*  6, -35,14,118.1, ①①,,,,,,,,,,,,
,,,,,,,,,,,,18,12, ウエストワｰド,---,木幡初, 4.5,  4, -10, -48, 6, 25.6, ⑪⑫,18, 5,Ｒマイラヴユアラヴ, 51,村田一, 3.0, -2,*  1, -32,12, 89.0, ③③,,,,,,,,,,,,
ｸﾗｽ上位平均:59 ﾚｰｽﾍﾟｰｽ指数:+10 ﾚｰｽｱｶﾞﾘ指数:+4 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:63 ﾚｰｽﾍﾟｰｽ指数:+7 ﾚｰｽｱｶﾞﾘ指数:+8 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:75 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:+15 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:79 ﾚｰｽﾍﾟｰｽ指数:-7 ﾚｰｽｱｶﾞﾘ指数:+7 馬場:良(指数:-5),,,,,,,,,,,
"単勝:1,640円 複勝:09=420円 04=2,510円 10=160円 枠連:2,760円",,,,,,,,,,,,単勝:180円 複勝:02=110円 16=180円 06=780円 枠連:450円,,,,,,,,,,,,"単勝:590円 複勝:01=230円 03=290円 06=220円 枠連:1,200円",,,,,,,,,,,,"単勝:280円 複勝:05=130円 11=340円 09=220円 枠連:1,020円",,,,,,,,,,,
"馬連:88,040円 ワイド:04-09=14,210円 09-10=840円 04-10=5,340円",,,,,,,,,,,,"馬連:560円 ワイド:02-16=270円 02-06=1,410円 06-16=3,400円",,,,,,,,,,,,"馬連:2,580円 ワイド:01-03=950円 01-06=920円 03-06=1,080円",,,,,,,,,,,,"馬連:1,970円 ワイド:05-11=850円 05-09=510円 09-11=1,510円",,,,,,,,,,,
"馬単:162,350円 3連複:92,460円",,,,,,,,,,,,"馬単:860円 3連複:7,190円",,,,,,,,,,,,"馬単:4,980円 3連複:7,050円",,,,,,,,,,,,"馬単:3,060円 3連複:4,620円 3連単:20,190円",,,,,,,,,,,
■ 2R  ダ1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-6.8,,,,,■ 5R  芝1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0.8,,,,,■ 8R  芝1000m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2.4,,,,,■11R  芝1600m 3歳上ｵｰﾌﾟﾝ(国) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:-4.1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,関屋記念 ＧⅢ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,10,Ｃオヤマエルニｰニョ, 51,横山典,, 60,*-10,*  9, 3,  6.9,④③③, 1,12,Ｃミヤコタイガｰ, 60,塚田祥,, 53,* -6,  -1, 8, 31.4, ③③, 1, 9,Ｋテイエムロマンス, 64,小牧太,, 93,* 15,* 18, 4,  6.8,   , 1,13,Ｊカンファｰベスト, 80,江田照,, 91,   5,* 28,14, 68.3, ⑦⑦
 2,14,Ｂシルククロｰチェ, 53,吉田隼, 0.3, 51,* -9,   3, 1,  1.7,②②②, 2, 6,Ｂウインレボルシオン, 62,勝浦正, 0.1, 58,  -9,* 10, 2,  3.6, ⑬⑮, 2, 3,Ｂアナナス, 73,内田博, 0.1, 86,   9,* 18, 1,  4.3,   , 2,11,Ｍダイワバンディット, 76,小野次, 0.1, 80,* 11,  17, 8, 18.4, ②②
 3, 4,Ｊタマモアテンション, 36,塚田祥, 0.5, 44,* -6,  -6,10,162.1,①①①, 3,15,Ｇトミケンカイドウ, 55,内田博, 0.1, 55,* -4,  -1, 4,  8.6, ⑦⑥, 3, 5,Ｊウイッチ, 65,吉田隼, 0.4, 80,   3,* 16,10, 25.1,   , 3, 3,Ａテレグノシス, 89,横山典, 0.3, 89,   6,  26, 1,  3.0, ⑬⑨
 4,15,Ｄトｰセンブリリアン, 44,二本柳, 0.9, 54, -14,*  8,11,174.3,⑭⑥⑥, 4,17,Ｋロｰテロｰゼ, 44,吉田隼, 0.2, 54,  -7,   2,11, 72.5, ⑬⑪, 4,13,Ｃヨバンマツイ, 71,村田一, 0.6, 83,* 18,   7, 2,  4.8,   , 4, 8,Ｑロｰエングリン, 63,田中勝, 0.4, 92,   4,* 30,12, 35.2, ⑬⑬
 5,12,Ａリックチョモランマ, 55,内田博, 1.3, 49, -14,*  5, 2,  3.1,⑧⑧⑧, 5, 1,Ａアイアムドラマ, 66,横山典, 0.2, 57, -10,* 10, 1,  2.4, ⑱⑱, 5,10,Ｅマシｰン, 66,吉田豊, 0.8, 73,  -1,  13, 5, 13.8,   , 5, 2,Ｃワディラム, 87,中舘英, 0.4, 81,   5,  21, 4,  8.9, ⑧⑤
 6,11,Ｍティリブルティｰト, 28,福永祐, 1.9, 38, -12,  -5, 4, 16.7,⑩④④, 6,18,Ｄバｰチャルフォトン, 58,田中勝, 0.3, 53,  -5,  -2, 3,  6.2, ⑧⑥, 6, 7,Ａダイワフェロｰ, 73,勝浦正, 0.9, 77,  11,   7, 3,  5.2,   , 6,16,Ｉペｰルギュント, 82,小牧太, 0.5, 88,   0,* 29, 5,  9.8, ⑮⑮
 7, 9,Ｆアイキョウムゲン, 40,蛯名正, 2.4, 34, -13,  -8, 5, 32.8,④⑥⑥, 7, 9,Ｊサルｰル, 45,蛯名正, 0.4, 52,  -5,  -2, 7, 28.3, ③⑥, 7,15,Ｉリンガスシュｰト, 65,佐藤聖, 1.0, 70,   4,   6,11, 25.6,   , 7,18,Ｋニュｰベリｰ, 78,木幡初, 0.6, 80,   3,  23, 9, 19.3, ⑧⑨
 8, 8,Ｎヒｰロｰオブタイム,  3,中舘英, 2.6, 33, -15,  -6, 8, 84.4,⑫⑩⑧, 8, 7,Ｌクロタラリア, 43,田辺裕, 0.6, 50,  -6,  -4,17,337.0, ⑧⑨, 8, 8,Ｏエアファンタジスタ, 53,柴田善, 1.0, 74,   3,  10, 6, 14.4,   , 8,14,Ｅフジサイレンス, 83,吉田隼, 0.6, 83,   1,* 26,10, 24.6, ⑫⑬
 9, 7,Ｇエクスダッシング, 38,吉田豊, 2.7, 35, -18,  -2, 7, 74.7,⑭⑭⑭, 9, 2,Ｅスイｰトパッセ, 57,村田一, 0.8, 49,  -8,  -2, 5,  9.4, ⑬⑪, 9,17,Ｆレオソレイユ, 66,木幡初, 1.1, 70,  -6,  15,12, 26.9,   , 9, 1,Ｈケイアイガｰド, 82,内田博, 0.7, 70,* 11,   7, 7, 16.2, ①①
10, 1, ゲイルトゥモロｰ,---,嘉藤貴, 2.7, 33, -16,  -5,13,255.2,⑫⑫⑪,10,14,Ｏボウキョウ, 36,伊藤直, 0.9, 45,* -3, -15,12,228.1, ③③,10, 2,Ｇマイネルスカット, 66,石橋脩, 1.4, 62,  -1,   3, 8, 17.6,   ,10, 7,Ｂサイドワインダｰ, 89,福永祐, 0.9, 73,   4,  17, 2,  6.6, ⑩⑨
