06年12月10日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,06年12月10日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 2 歳未勝利(抽) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1.9,,,,,■ 4R  ダ1200m 2 歳新馬(牝) 馬齢,,,,,,,,,,,,■ 7R  ダ1800m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2.9,,,,,■10R  芝2000m 3歳上1600万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:-2.7,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,冬至ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,15,Ｅテイエムゲンキボ, 45,武士沢,, 56,   2,* -5, 5, 20.8, ⑥⑥, 1,16, ヒカリマｰガレット,---,勝浦正,, 62,*-10,*  6, 4,  6.7, ③②, 1,16,Ｅキングフォｰティ, 65,蛯名正,, 68,* -6,* 13, 3,  6.0,⑤④③, 1, 7,Ａフェイトトリックス, 82,ペリエ,, 82,  13,   9, 2,  3.4,④④④
 2, 4,Ａエイワンキセキ, 58,横山典, 0.1, 53,  -2,* -2, 1,  1.6, ⑨⑨, 2,15, ヘイラホップ,---,北村宏, 0.6, 53, -11,   2, 9, 29.8, ③②, 2,14,Ｈブレｰヴハｰト, 60,安藤勝, 0.0, 66,* -5,  11, 2,  4.0,③②②, 2, 9,Ｄマツリダゴッホ, 81,横山典, 0.0, 80,  11,* 13, 1,  2.3,⑥⑥⑥
 3,11,Ｏゴｰルドエンジェル,  4,内田博, 0.2, 60,*  7, -11, 8, 26.0, ①②, 3, 5, アルコイリス,---,小野次, 0.8, 51, -14,*  3, 5,  9.5, ⑥⑥, 3, 5,Ｂダンシングクリス, 66,吉田隼, 0.2, 66,  -7,* 12, 1,  3.4,⑨⑦⑤, 3, 8,Ｉリメインオブザサン, 77,後藤浩, 0.1, 78,  11,   8, 3, 10.9,⑤⑤④
 4, 1,Ｉアリマエンプレス, 36,田中勝, 0.2, 51,  -8,*  2,11, 96.6, ⑩⑩, 4,11, スズノメヒョｰ,---,蛯名正, 1.2, 44, -13,  -2, 1,  2.9, ⑥⑥, 4,10,Ｇスｰパｰキャノン, 62,柴田善, 0.6, 56,* -4,   4, 4,  7.5,①①①, 4, 5,Ｈファイトクラブ, 78,蛯名正, 0.2, 77,   8,* 16, 4, 12.7,⑨⑨⑩
 5,16,Ｄナンヨｰミドル, 46,勝浦正, 0.3, 55,   4,  -9,10, 53.1, ④③, 5, 3, カオリステラ,---,吉田隼, 1.3, 44, -18,   0, 8, 23.1, ⑨⑧, 5,15,Ｏアンビリｰバブル, 48,勝浦正, 0.7, 59,  -7,   8,13,134.8,⑦⑦⑤, 5,12,Ｃチョウカイフライト, 81,柴田善, 0.2, 78,  10,  11, 6, 14.6,⑧⑧⑧
 6, 7,Ｆクリｰルボルケｰノ, 45,松岡正, 0.7, 50,   3, -12, 4, 10.1, ⑤⑤, 6,10, ピンククラウド,---,津村明, 1.3, 41, -11,  -6, 3,  6.6, ③⑤, 6, 2,Ｃゴｰルドジェネラル, 66,内田博, 0.8, 58,  -7,   8, 8, 21.4,⑦⑨⑨, 6,11,Ｂガンメタルブラック, 81,吉田隼, 0.3, 74,  10,   5, 9, 20.0,⑥⑥⑥
 7, 5,Ｍアポロアパッチ, 25,岩田康, 1.0, 52,*  7, -19, 2,  6.7, ②①, 7,14, クリオ,---,安藤勝, 1.5, 40,* -9,  -9, 6,  9.8, ②②, 7,13,Ｉロｰランウェルズ, 57,幸英明, 0.9, 53,* -4,   2,12,134.7,②②③, 7, 3,Ｆマルタカハｰモニｰ, 79,幸英明, 0.6, 72,   6,* 12, 7, 16.6,⑪⑪⑧
 8,13,Ｊマイムマイム, 33,戸崎圭, 1.1, 49,*  6, -19,12,117.0, ③③, 8, 7, ヒシヴィｰナス,---,郷原洋, 1.7, 41, -22,   2, 7, 16.8, ⑪⑩, 8, 7,Ｎディスイズザライフ, 49,吉田豊, 1.2, 52,  -6,   3,11, 91.0,⑤⑤⑤, 8, 2,Ｊキングエクスプレス, 76,内田博, 0.7, 72,   6,* 13, 5, 14.2,⑪⑪⑫
