06年 2月 5日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,06年 2月 5日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1700m 3 歳未勝利 馬齢,,,,,,,,,,,,■ 4R  芝2000m 3 歳未勝利 馬齢,,,,,,,,,,,,■ 7R  ダ2400m 4歳上500万(混) 別定,,,,,,,,,,,,■10R  芝1200m 3 歳500万(混) 馬齢,,,,,,,,,,,
 9, 9,Ｋハクユウミラクル, 16,服部剛, 1.4, 38, -13,  -3,11, 58.4,⑧⑧⑩, 9, 3,Ｍチアフルパｰトナｰ, 52,中谷  , 1.5, 47, -13,  -1,13,175.0,⑩⑪⑨, 9, 9,Ｏコアレスブｰム, 47,中谷  , 1.1, 50, -11,   6,14,119.9,⑥⑤⑧, 9, 3,Ｇウインプレジｰル, 73,二本柳, 0.4, 75, -11,* 25,16,198.6,⑯⑭⑬
10, 4,Ｈゼンノタリスマン, 38,酒井学, 1.6, 34, -11, -11, 5,  8.0,④④⑥,10, 8,Ａフレンチパフュｰム, 67,赤木  , 1.8, 44,  -8,  -7, 5,  6.1,⑦⑩⑩,10,15,Ａエｰティｰテイオｰ, 72,生野  , 1.3, 52, -15,   9, 6,  9.9,⑭⑭⑪,10,15,Ｍアルテシア, 69,川田  , 0.4, 64,  -4,  13, 5, 12.4,⑧⑦⑦
11, 7,Ｊコウエイゴｰルド, 30,池添  , 1.9, 34, -17,  -3,10, 31.2,⑩⑩⑪,11,11,Ｋフロｰレスティアラ, 55,池添  , 2.0, 36, -18,  -4,10, 79.3,⑩⑫⑬,11,13,Ｌヤクモフォｰティ, 58,田中学, 1.5, 49, -13,   5,15,120.4,⑪⑫⑪,11, 1,Ｋプリンセスイブ, 71,西田  , 0.5, 70, -10,* 21,14, 74.3,⑭⑭⑬
,,,,,,,,,,,,12,13,Ｌニシノレｰスメイク, 54,野元  , 2.0, 43,  -3, -12, 9, 42.1,④⑤⑥,12, 3,Ｅヒｰロｰオブナポリ, 61,赤木  , 1.5, 48, -12,   4,10, 24.5,⑪⑨⑪,12,10,Ｐシンシンマｰキｰ, 66,塚田  , 0.5, 63,  -6,  14, 9, 30.4,⑩⑪⑪
,,,,,,,,,,,,13,10,Ｊブライティアバナｰ, 56,田辺  , 2.7, 33,  -3, -19,11,134.7,④⑤⑩,13,11,Ｃオッケイゴウ, 64,大西  , 1.8, 44, -11,  -1, 8, 21.1,④⑤⑤,13,11,Ａサクラランサｰ, 81,ルメｰ, 0.5, 64,  -1,   8, 1,  2.0,②③③
,,,,,,,,,,,,,,,,,,,,,,,,14, 4,Ｍコｰルアウト, 57,ルメｰ, 2.6, 33,*-10, -10, 4,  7.9,②④⑩,14,13,Ｏヘキレキ, 68,赤木  , 0.8, 53,  -4,   3,11, 39.0,④③⑦
,,,,,,,,,,,,,,,,,,,,,,,,15, 5,Ｎヘネシｰワｰルド, 54,中舘  , 4.5, 12, -11, -26, 5,  8.6,⑥⑤⑭,15, 2,Ｃモノトｰン, 77,加藤士, 0.8, 66, -10,  19,12, 51.5,⑮⑭⑯
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,14,Ｂウィングドフォｰス, 79,太宰  , 1.0, 52,  -3,   1, 6, 15.7,⑥③⑦
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:64 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:+14 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:68 ﾚｰｽﾍﾟｰｽ指数:+6 ﾚｰｽｱｶﾞﾘ指数:+10 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:70 ﾚｰｽﾍﾟｰｽ指数:-13 ﾚｰｽｱｶﾞﾘ指数:+19 馬場:良(指数:-4),,,,,,,,,,,,ｸﾗｽ上位平均:80 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:+15 馬場:良(指数:-4),,,,,,,,,,,
単勝:330円 複勝:01=130円 06=140円 08=350円 枠連:560円,,,,,,,,,,,,"単勝:2,670円 複勝:09=600円 04=240円 12=240円 枠連:2,170円",,,,,,,,,,,,"単勝:490円 複勝:01=200円 10=830円 07=810円 枠連:2,870円",,,,,,,,,,,,"単勝:5,330円 複勝:06=1,210円 07=660円 04=260円 枠連:4,040円",,,,,,,,,,,
馬連:600円 ワイド:01-06=240円 01-08=880円 06-08=940円,,,,,,,,,,,,"馬連:7,450円 ワイド:04-09=1,540円 09-12=1,380円 04-12=690円",,,,,,,,,,,,"馬連:7,500円 ワイド:01-10=2,240円 01-07=2,530円 07-10=8,310円",,,,,,,,,,,,"馬連:45,180円 ワイド:06-07=8,660円 04-06=4,660円 04-07=2,150円",,,,,,,,,,,
"馬単:1,120円 3連複:2,270円",,,,,,,,,,,,"馬単:17,030円 3連複:11,630円",,,,,,,,,,,,"馬単:12,210円 3連複:64,080円",,,,,,,,,,,,"馬単:89,850円 3連複:124,890円 3連単:975,780円",,,,,,,,,,,
■ 3R  芝1200m 3 歳未勝利(混) 馬齢,,,,,,,,,,,,■ 6R  ダ1700m 4歳上500万 別定,,,,,,,,,,,,■ 9R  芝2000m 4歳上500万 別定,,,,,,,,,,,,■12R  芝1200m 4歳上500万(混) 別定,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,鳥栖特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 5,Ｂデザｰトワｰルド, 52,赤木  ,, 59,* -1,  -2, 2,  4.6,①①①, 1,11,Ｂマイフラッグ, 68,藤岡  ,, 71,*  3,   7, 1,  2.9,①①①, 1, 8,Ｅロｰレルオスカｰ, 70,橋本美,, 74,  -3,* 21, 9, 27.9,⑪⑫⑧, 1,11,Ｆナリタシｰクレット, 68,藤岡  ,, 75,* -6,* 18, 4,  7.5,①①①
 2,14,Ｈゼットエクセル, 42,池添  , 0.1, 58,  -9,*  4, 5,  6.4,⑥⑦⑥, 2,12,Ｈバンダムロッシ, 57,中谷  , 0.2, 70,  -1,* 11, 6, 17.6,⑥③②, 2, 3,Ｂトｰセンエｰル, 74,上野翔, 0.1, 67,  -1,   8, 5, 11.0,⑦⑥⑤, 2, 2,Ｃセイウンタイヨウ, 70,田中学, 0.5, 65, -10,  13, 5,  8.0,②④②
 3, 6,Ｆワンマイドリｰム, 46,橋本美, 0.2, 56,  -6,  -1, 3,  5.3,⑥③③, 3,10,Ｄセイウンカラク, 65,ルメｰ, 0.5, 69,  -2,* 11, 2,  4.1,⑩⑨⑥, 3,18,Ｌハンマｰクラヴィア, 58,嘉藤  , 0.5, 65,*  3,   0,10, 41.1,④④④, 3, 5,Ｉキクカネイチャ, 63,モンテ, 0.7, 61, -11,  11, 1,  3.9,②④⑤
 4, 9,Ｅサバンナガｰル, 47,中舘  , 0.3, 54,* -3,  -5, 6,  7.7,①②②, 4, 1,Ａトｰセンマウンテン, 68,加藤士, 0.5, 66,  -5,* 12, 4,  5.0,⑬⑫⑪, 4, 9,Ｆユｰワマクベス, 69,中舘  , 0.5, 65,*  4,  -3, 2,  4.1,③②②, 4, 3,Ｄダイイチミラクル, 70,ルメｰ, 0.8, 61, -14,  13, 2,  6.0,⑧⑨⑦
 5,10,Ｇトップヒｰロｰ, 46,和田  , 0.4, 53, -11,   1, 7, 14.0,⑧⑧⑥, 5, 4,Ｆバスタｰヒリュウ, 58,田辺  , 0.8, 67,  -3,  10, 7, 31.0,⑨⑪⑨, 5,17,Ｈマイネルマグナｰト, 67,藤岡  , 0.5, 65,*  4,  -3, 3,  4.8,②②②, 5, 1,Ｐミュｰジックホｰク, 57,角田  , 0.9, 59, -14,  11,17,108.3,⑧⑨⑦
 6, 3,Ｃサンライズヤマト, 50,ルメｰ, 0.5, 51, -20,*  9, 4,  6.1,⑮⑫⑪, 6, 9,Ｃヤマニンコｰリング, 66,和田  , 1.1, 63,  -1,   3, 3,  4.9,⑥③③, 6,10,Ｊスズカスウィング, 64,芹沢  , 0.5, 68,  -4,* 16,12, 61.5,⑭⑭⑬, 6,14,Ｑゼットアカデミｰ, 53,池添  , 1.0, 60, -22,* 18,10, 33.5,⑯⑭⑬
 7,16,Ａアドマイヤテンシ, 56,藤岡  , 0.7, 48,  -6,  -8, 1,  4.4,③③③, 7, 7,Ｊプライズマネｰ, 56,高橋智, 1.4, 61,  -1,   0,11,109.6,⑪③③, 7, 2,Ｋキララキング, 60,鹿戸  , 0.6, 67,  -3,  12,13, 90.3,⑪⑫⑧, 7, 6,Ｋナイキクラウン, 62,田辺  , 1.0, 61, -26,* 20,14, 57.7,⑰⑰⑮
 8,15,Ｉオディッシｰ, 39,上野翔, 0.8, 41,  -8, -12, 9, 64.4,③③⑥, 8, 3,Ｍヒカリレジノイド, 46,田中学, 1.5, 58,  -1,  -2,13,157.8,⑧③⑥, 8, 1,Ｍラピｰナカルド, 55,中谷  , 0.7, 62,*  5,  -9,14, 91.2,①①①, 8,17,Ｇマグナムカフェ, 66,小島一, 1.1, 54,* -7,   3, 3,  6.9,⑥②②
 9,13,Ｐスンダｰル,  9,塚田  , 0.8, 43, -14,  -6,11,101.0,⑧⑨⑨, 9, 2,Ｌワキノグレイト, 49,池添  , 1.6, 61,  -5,   4, 8, 39.8,⑭⑭⑫, 9, 5,Ａブロｰドキャスタｰ, 76,鮫島良, 0.8, 59,  -4,   4, 1,  3.4,⑨⑨⑧, 9,15,Ｌニュｰウインド, 58,野元  , 1.2, 50, -10,   2,16, 80.6,⑥④⑥
10,11,Ｄアサヒオンステｰジ, 49,モンテ, 1.2, 40, -16,  -7, 8, 30.4,⑪⑩⑨,10,14,Ｉバンブｰジｰコ, 57,生野  , 1.7, 57,  -5,   1,12,114.7,⑪⑫⑫,10,15,Ｄアサカユウキ, 71,生野  , 0.8, 62,  -9,* 16, 4, 10.4,⑯⑰⑮,10, 9,Ｏイクエイタｰ, 57,中谷  , 1.3, 50, -16,   7,12, 38.8,⑫⑫⑬
11, 2,Ｊタハラウイナｰ, 32,柄崎  , 1.4, 36,  -6, -19,14,146.6,⑤③③,11,15,Ｅツルマルロｰレル, 63,野元  , 1.9, 55,  -1,  -5, 5, 11.6,③③⑥,11,16,Ｉオｰスミミラクル, 65,和田  , 0.8, 61,  -2,   6, 8, 23.0,⑩⑨⑬,11,10,Ｈフラワｰレインボｰ, 65,中舘  , 1.3, 53, -20,  12,11, 34.9,⑧⑭⑮
12, 1,Ｏウェルキング, 10,高野和, 1.5, 32, -32,*  0,16,334.7,⑮⑯⑭,12, 6,Ｏビｰマイプリンス, 44,鈴来  , 2.0, 58,  -5,   0,15,209.8,⑮⑭⑫,12, 6,Ｒコメットサンサン, 47,柄崎  , 0.9, 61,   0,   0,18,316.9,④⑥⑦,12, 7,Ｎフミノマイヒメ, 58,難波  , 1.5, 50, -19,   7,13, 44.8,⑮⑬⑪
13,12,Ｍツルマルダイキチ, 27,川田  , 1.6, 32, -21,  -9,10, 68.0,⑭⑫⑬,13,13,Ｇホｰネットアｰミｰ, 57,モンテ, 2.3, 53,  -2,  -7, 9, 57.9,④⑧⑨,13, 4,Ｇロッキｰアイザック, 69,西田  , 1.0, 59,*  3,  -8, 6, 13.6,④④⑤,13,13,Ｂロｰズギャラリｰ, 71,北村浩, 1.6, 43,* -8,  -6, 8, 15.1,②②②
14, 8,Ｋスプリｰムラヴ, 31,西田  , 1.8, 30, -19, -13,13,136.4,⑩⑪⑫,14, 8,Ｎビコｰウエル, 46,佐藤聖, 3.2, 43,*  1, -24,14,183.1,①②③,14,11,Ｃシャドｰウィップ, 73,塚田  , 1.2, 54,  -4,  -1, 7, 15.3,⑪⑨⑫,14, 8,Ｊポｰトクレバｰ, 63,和田  , 1.6, 45, -12,   0, 9, 21.1,②⑦⑦
15, 7,Ｌカシノスズラン, 27,二本柳, 2.5, 19, -27, -16,15,164.5,⑫⑭⑭,15, 5,Ｋプレミアシチｰ, 56,鹿戸  , 3.4, 44,  -2, -17,10, 83.5,⑤⑨⑫,15,12,Ｎシャコｰブラザｰズ, 55,川田  , 1.2, 54,  -1,  -5,16,121.4,⑦⑥⑪,15,12,Ｅプルｰフオブラヴ, 69,鮫島良, 1.6, 42, -13,  -1, 7, 13.6,⑧⑦⑪
16, 4,Ｎタイヨウノヨウニ, 26,生野  , 3.1,  6, -30, -25,12,119.7,⑫⑮⑯,,,,,,,,,,,,,16,14,Ｏボｰントゥトライ, 51,田辺  , 1.9, 52,  -5,  -3,11, 61.1,⑭⑮⑮,16,16,Ａトｰセンデイジｰ, 71,二本柳, 1.7, 43, -14,  -1, 6, 11.7,⑬⑨⑦
,,,,,,,,,,,,,,,,,,,,,,,,17,13,Ｑヒｰドザコｰル, 49,佐藤聖, 2.1, 45,  -7,  -6,17,181.2,⑯⑮⑰,17, 4,Ｍテｰオｰキング, 58,赤木  , 1.8, 42, -24,   7,15, 80.1,⑭⑯⑰
