06年 4月22日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,06年 4月22日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1400m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1.7,,,,,■ 4R  芝3170m 4歳上ｵｰﾌﾟﾝ 別定,,,,,,,,,,,,■ 7R  ダ1400m 3 歳500万 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-4.1,,,,,■10R  ダ1200m 4歳上1600万 ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:-0.1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ﾒﾙﾎﾞﾙﾝRC賞ﾒﾙﾎﾞﾙﾝT,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 3,Ａアイアンキング, 62,小牧太,, 67,  -4,*  6, 1,  2.2, ⑧④, 1, 9, メイショウタロｰ,,嘉堂信,,,,, 2,  3.6,①①①, 1, 3,Ｃトップアｰチ, 60,安藤勝,, 62,* -8,*  7, 6,  9.9, ①①, 1, 5,Ｍステンカラｰジン, 77,福永祐,, 86,*  6,  16, 8, 23.7, ②②
 2,13,Ｅピサノアルハンブラ, 50,岩田康, 0.4, 61,  -1,  -1, 2,  2.4, ③③, 2, 8, マルブツトップ,,白浜雄, 0.5,,,, 1,  2.1,⑦⑥④, 2,13,Ｍゼンノジュウシン, 40,和田竜, 0.3, 61, -12,*  8,12, 93.7, ⑥⑤, 2, 4,Ｂケｰジｰアジュデ, 84,武豊  , 0.2, 88,   4,  19, 2,  3.1, ④③
 3, 6,Ｇニシノマｰメイド, 48,太宰啓, 0.5, 61,*  1,  -5, 5, 18.9, ②②, 3, 7, ヤシャボサツ,,岩崎祐, 0.9,,,, 9, 29.5,⑤⑦⑦, 3, 2,Ｆメイショウブルドｰ, 58,川島信, 0.4, 57,* -9,   4, 8, 23.8, ②①, 3, 2,Ｅハシルジョウオｰ, 82,角田晃, 0.6, 78,*  8,   8, 4, 10.0, ①①
 4, 2,Ｄエイシンサットン, 53,福永祐, 0.6, 60,*  3,  -8, 3,  7.1, ①①, 4,14, カネトシプロスパｰ,,林満明, 1.1,,,, 7, 22.3,②②③, 4, 7,Ｈキラｰストリｰト, 56,武豊  , 0.6, 56, -12,   4, 5,  8.7, ⑥⑤, 4, 1,Ｊプリュネル, 80,小牧太, 0.6, 82,   1,  16, 3,  7.3, ⑦⑤
 5, 4,Ｂエイシンハテンコｰ, 57,四位洋, 1.3, 51, -12,*  4, 4, 14.8, ⑩⑩, 5, 3, イブキリムジンオｰ,,熊沢重, 1.2,,,, 8, 25.9,②②②, 5, 1,Ａサンレイコマンド, 67,幸英明, 0.7, 54, -10,   2, 1,  2.7, ④③, 5,16,Ｄナムラジｰガｰ, 83,小坂忠, 0.9, 75,   0,  11,13, 73.1, ⑦⑤
 6,14,Ｉメイショウガラシャ, 46,秋山真, 1.4, 52,  -4,  -8,10,144.9, ⑧⑥, 6, 4, マイビッグドリｰム,,小坂忠, 1.4,,,,10, 44.6,⑤④④, 6, 4,Ｊサミｰデザｰト, 54,秋山真, 0.8, 53, -12,   4, 7, 16.9, ⑧⑧, 6, 7,Ｉショｰストッパｰ, 80,古川吉, 1.1, 72,  -5,  13,14,135.5, ⑪⑩
 7, 9,Ｆメモリｰガリソン, 49,角田晃, 1.6, 48, -19,*  9,14,430.9, ⑮⑫, 7, 2, エイシンペキン,,西谷誠, 1.5,,,, 4, 15.0,⑨⑩⑧, 7, 5,Ｋティアｰズゴｰバイ, 51,田中学, 0.9, 52, -12,   3,13,437.5, ⑧⑧, 7, 6,Ｇアドマイヤキラメキ, 81,岩田康, 1.1, 72,   4,   7, 9, 27.7, ③③
 8, 5,Ｌディアフラワｰ, 23,小原義, 2.3, 41, -12,  -7,15,676.4, ⑩⑩, 8, 1, タガジョｰシャトル,,金折知, 1.6,,,, 3,  7.2,⑨⑨⑧, 8, 6,Ｂマルタカタキオン, 61,池添謙, 1.0, 51, -14,   4, 2,  5.3, ⑫⑬, 8, 9,Ｋコアレスデジタル, 80,田中学, 1.2, 72, -10,  17,15,329.5, ⑬⑭
 9,10,Ｋキクノプログレッソ, 24,和田竜, 2.4, 39,  -3, -19, 8,102.3, ③⑨, 9, 6, テイエムサムライ,,出津孝, 1.9,,,, 5, 16.9,④⑤⑥, 9,12,Ｉオｰキッドコｰト, 54,小林徹, 1.1, 51, -14,   3,10, 69.4, ⑫⑪, 9,10,Ｎテイエムリキサン, 77,佐藤哲, 1.3, 75,  -7,  17,12, 41.1, ⑬⑪
10,15, ノボリブライアン,---,川原正, 2.4, 42,  -4, -18, 9,108.6, ⑦⑦,10,13, ワンダｰタフネス,,村山明, 2.9,,,,13,318.0,⑫⑫⑫,10, 8,Ｇスナｰクムサシ, 56,高橋亮, 1.5, 46, -15,   0, 4,  8.3, ⑭⑬,10,14,Ｃワンダｰヴィボ, 84,石橋守, 1.5, 69,  -6,  12,11, 39.6, ⑫⑬
