06年 1月22日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,06年 1月22日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1000m 3 歳未勝利 馬齢,,,,,,,,,,,,■ 4R  芝1200m 3 歳新馬(混) 馬齢,,,,,,,,,,,,■ 7R  ダ1700m 4歳上500万(混) 別定,,,,,,,,,,,,■10R  芝1200m 3 歳500万(混) 馬齢,,,,,,,,,,,
 9, 3,Ｄカシノカオリ, 40,川田  , 0.8, 38,  -8, -15, 6,  9.7,③⑤⑥, 9,12, ニホンピロオルガス,---,北村浩, 1.4, 23, -21, -15,11, 81.5,⑦⑦⑦, 9,14,Ｂライジングハｰト, 65,塚田  , 1.9, 49,  -3, -12,10, 48.2,⑥⑥⑥, 9, 6,Ｍシンボリカッシｰニ, 51,西田  , 0.5, 57,  -9,*  5,15,178.0,⑪⑪⑨
10,11,Ｆコスモチャコｰル, 37,加藤士, 1.1, 31, -13, -16, 9, 22.2,⑦⑦⑨,10,11, ビバロングライフ,---,武幸  , 1.4, 25, -15, -18, 3,  6.3,③③③,10, 3,Ｈサンライズボクサｰ, 61,内田浩, 2.1, 51,  -3, -10, 1,  3.9,⑥⑩⑨,10,10,Ｈタムロスタｰディ, 56,芹沢  , 0.6, 55,  -7,   1, 3,  5.4,⑨⑨⑨
11, 7,Ｊシュンキチ,  0,内田浩, 1.2, 31, -14, -14, 7, 15.6,⑧⑦⑧,11, 4, シルクキャッツアイ,---,川田  , 1.4, 26, -25,  -9, 9, 35.0,⑪⑩⑩,11, 2,Ｊピュアインラヴ, 58,高橋亮, 2.5, 45,  -2, -15,11, 49.4,③⑥⑨,11, 3,Ｉブロｰドチャンネル, 55,赤木  , 0.6, 54,  -4,  -2,10, 42.5,⑥⑥⑧
,,,,,,,,,,,,12, 9, キｰブルｰム,---,生野  , 1.5, 24, -34,  -4,12, 91.4,⑬⑬⑫,12, 1,Ｌカルストンルイス, 54,西田  , 2.6, 46,  -4, -12,15,229.1,⑪⑫⑭,12,12,Ｏスｰパｰキャノン, 44,北村浩, 0.7, 53, -12,*  5,14,157.2,⑭⑭⑬
,,,,,,,,,,,,13,10, ツキノシズク,---,畑端  , 2.0, 15, -26, -16,13,130.1,⑪⑫⑬,13, 7,Ｆサンレイスキャン, 62,渡辺薫, 2.8, 43,*  1, -24, 4,  6.0,①①②,13,11,Ｋドリブン, 53,川田  , 0.7, 52,  -9,   1, 7, 14.1,⑪⑪⑬
,,,,,,,,,,,,,,,,,,,,,,,,14, 9,Ｎスワヤマダンディ, 40,鮫島克, 4.4, 29,  -1, -36,12, 81.5,②④⑨,14, 5,Ｌソニックベロシティ, 53,武幸  , 1.0, 48, -11,  -2, 8, 15.0,⑮⑭⑬
,,,,,,,,,,,,,,,,,,,,,,,,15,15,Ｏタイキストライカｰ, 25,中谷  , 5.3, 26,  -9, -30,13,178.3,⑪⑮⑮,15, 7,Ｊエイシンラブリｰ, 54,モンテ, 1.2, 45,  -7,  -8,12, 48.8,⑨⑨⑨
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:+5 馬場:稍重(指数:-11),,,,,,,,,,,,ｸﾗｽ上位平均:56 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:+12 馬場:良(指数:-4),,,,,,,,,,,,ｸﾗｽ上位平均:70 ﾚｰｽﾍﾟｰｽ指数:+0 ﾚｰｽｱｶﾞﾘ指数:+8 馬場:稍重(指数:-11),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:良(指数:-4),,,,,,,,,,,
"単勝:380円 複勝:10=160円 09=180円 08=1,220円 枠連:620円",,,,,,,,,,,,単勝:240円 複勝:05=110円 07=190円 03=150円 枠連:550円,,,,,,,,,,,,"単勝:1,730円 複勝:06=440円 05=330円 08=190円 枠連:1,310円",,,,,,,,,,,,"単勝:3,190円 複勝:09=740円 02=1,080円 14=450円 枠連:3,690円",,,,,,,,,,,
"馬連:880円 ワイド:09-10=350円 08-10=3,040円 08-09=2,990円",,,,,,,,,,,,馬連:820円 ワイド:05-07=310円 03-05=260円 03-07=500円,,,,,,,,,,,,"馬連:10,870円 ワイド:05-06=2,440円 06-08=840円 05-08=600円",,,,,,,,,,,,"馬連:52,050円 ワイド:02-09=10,710円 09-14=4,010円 02-14=6,870円",,,,,,,,,,,
"馬単:1,690円 3連複:11,500円",,,,,,,,,,,,"馬単:1,180円 3連複:1,060円",,,,,,,,,,,,"馬単:21,990円 3連複:8,930円",,,,,,,,,,,,"馬単:107,830円 3連複:119,170円 3連単:1,064,400円",,,,,,,,,,,
■ 2R  芝1200m 3 歳未勝利(牝) 馬齢,,,,,,,,,,,,■ 5R  ダ1700m 4歳上500万(牝) 別定,,,,,,,,,,,,■ 8R  芝2600m 4歳上500万 別定,,,,,,,,,,,,■11R  芝1800m 4歳上1000万 別定,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,太宰府特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,17,Ｂコスモコントワｰル, 61,鮫島良,, 54, -15,   7, 4,  8.5,⑤⑦⑦, 1, 1,Ｄスパイラルリング, 60,鹿戸  ,, 63,  -7,  10, 3,  6.3,④④④, 1, 3,Ａダンツトレジャｰ, 73,鮫島克,, 79,  -3,* 24, 2,  3.8,⑦⑥⑥, 1, 6,Ａピカレスクコｰト, 81,赤木  ,, 75,   1,  17, 2,  5.4,③③④
 2, 8,Ｄグッドショコラ, 52,和田  , 0.1, 55, -11,   5, 6, 19.2,①③③, 2, 6,Ａメグミロマンス, 68,柴原  , 0.0, 67,  -9,* 14, 2,  4.1,⑧⑦⑧, 2,13,Ｅチョウノゾミ, 71,鮫島良, 0.1, 74,  -5,* 21, 4,  6.3,④⑥④, 2, 2,Ｇコウエイマｰブル, 73,渡辺薫, 0.1, 76,  -1,  18, 4,  7.1,⑤⑥④
 3, 4,Ｃスタｰライトダンス, 56,柴原  , 0.1, 54,* -6,   1, 5, 10.4,①①①, 3, 3,Ｃロｰズカクテル, 64,モンテ, 0.1, 60,* -5,   6, 1,  2.1,②②①, 3,10,Ｈテイエムサッカｰ, 67,和田  , 0.4, 70,  -3,  15, 7, 20.0,④③②, 3, 7,Ｌケｰジｰフジキセキ, 69,中舘  , 0.1, 75,   0,  17, 1,  3.0,⑥③②
 4, 6,Ａブリスクウェザｰ, 64,川田  , 0.2, 51,* -9,   0, 1,  3.0,①②②, 4, 2,Ｇゴｰルデンキス, 56,加藤士, 0.1, 60,  -9,   9,10, 99.8,④④④, 4, 7,Ｉケイエスジェネラス, 67,難波  , 0.4, 75,  -4,* 21, 8, 28.4,⑩⑧⑧, 4,13,Ｐヤナギムシ, 62,岩部  , 0.3, 69,*  2,   9,15, 97.1,②②②
 5, 7,Ｆタイトリスト, 44,中舘  , 0.2, 53,*-10,   2, 2,  3.7,①③③, 5, 7,Ｅスズカノフジアロｰ, 59,和田  , 0.2, 63,  -9,* 11, 5, 12.1,⑥⑥⑥, 5,11,Ｃパｰプルファルコン, 72,中舘  , 0.6, 64,* -2,   9, 1,  3.0,②①①, 5,11,Ｍトリリウム, 68,モンテ, 0.3, 71,  -1,  15,14, 87.6,⑦⑥⑦
 6,10,Ｇアドマイヤテンシ, 42,芹沢  , 0.2, 56, -15,   7, 3,  4.0,⑧⑧③, 6, 9,Ｂスリｰブルｰ, 66,中村将, 0.2, 56,* -7,   5, 4,  7.1,②②②, 6, 9,Ｇクルワザｰド, 70,川田  , 0.8, 61,  -3,   8, 5,  9.6,③③④, 6,14,Ｄカノヤバトルクロス, 76,鮫島克, 0.3, 74,  -2,  18, 8, 17.0,⑨⑧⑦
 7, 9,Ｌメイショウエンドラ, 32,武幸  , 0.4, 53, -23,* 11,11, 87.1,⑪⑪⑨, 7,10,Ｊチャッティｰギャル, 51,津村  , 0.6, 57, -10,   7, 6, 17.6,⑪⑦⑥, 7, 6,Ｊメジロベッカム, 66,高橋智, 0.9, 66,  -4,  13,10, 39.1,⑦⑧⑧, 7,10,Ｉプロンタテヤマ, 72,橋本美, 0.4, 81,  -7,* 26, 6, 14.6,⑭⑭⑫
 8, 2,Ｋアサヒオンステｰジ, 33,鮫島克, 0.4, 50, -16,   5,10, 58.4,⑧⑧⑨, 8, 4,Ｆプリモレディ, 58,北村浩, 0.9, 55, -12,   8, 8, 36.3,⑩⑪⑪, 8, 1,Ｆガッサングリｰン, 70,津村  , 1.0, 57,  -4,   6, 9, 34.0,④③⑥, 8,12,Ｃアクトナチュラリｰ, 76,芹沢  , 0.4, 71,  -2,  15, 7, 16.8,⑧⑧⑦
 9,13,Ｅトレジャｰハｰト, 49,高野和, 0.4, 44, -13,  -1, 7, 32.5,⑤③⑦, 9,12,Ｉナナヨｰティアラ, 55,内田浩, 1.1, 52, -10,   4, 9, 58.1,⑧⑨⑧, 9, 2,Ｂストライカｰシチｰ, 72,柴原  , 1.6, 56,  -4,   3, 6, 16.1,⑩⑧⑧, 9, 5,Ｅモノトｰン, 76,大西  , 0.6, 75,  -6,* 21, 9, 18.5,⑬⑭⑫
10,12,Ｉアッパレムスメ, 37,中谷  , 0.7, 47, -28,* 11, 8, 44.9,⑭⑬⑫,10, 5,Ｋアルストロメリア, 49,二本柳, 1.2, 53, -11,   6,11,111.6,⑫⑪⑩,10, 8,Ｋセンタｰジｰル, 62,渡辺薫, 1.8, 55,  -6,   4,13,169.7,⑬⑪⑪,10, 3,Ｏシュフルｰル, 67,津村  , 0.7, 68,  -4,  15,12, 52.2,⑩⑩⑩
11,15,Ｊブライティアセレブ, 36,生野  , 1.0, 39, -32,*  9,13,122.1,⑰⑭⑭,11, 8,Ｈアｰリｰオｰタム, 56,鮫島良, 1.7, 40,* -6, -10, 7, 29.0,①①②,11,12,Ｍヒｰドザコｰル, 53,塚田  , 2.3, 46,  -7,  -6,11, 93.9,⑦⑪⑪,11,15,Ｂウインプレジｰル, 76,二本柳, 0.9, 64,  -4,  12,16,198.2,⑫⑩⑩
12, 1,Ｐスズノラヴ,  2,西原  , 1.4, 31, -20,  -7,15,207.2,⑪⑩⑪,12,13,Ｌサンエムマリオン, 49,中舘  , 2.2, 43, -13,   0,12,181.8,⑫⑬⑫,12, 4,Ｌウインタクティクス, 53,赤木  , 2.6, 42,* -2, -21,12,100.5,①②②,12, 8,Ｆトｰセンディライト, 74,武幸  , 0.9, 60,   1,   3, 3,  6.7,④③④
13,16,Ｍブロッサムレディｰ, 28,松田  , 1.7, 30, -36,   4,16,321.0,⑯⑰⑯,13,11,Ｍキングアタック, 43,竹之下, 4.8, 13, -10, -31,13,590.6,⑥⑨⑬,13, 5,Ｄカムイヌプリ, 71,芹沢  , 2.9, 44,  -6,  -9, 3,  6.2,⑩⑬⑬,13, 1,Ｊウルヴズグレン, 70,高橋亮, 0.9, 72,  -8,* 21,13, 61.5,⑮⑯⑯
14, 3,Ｎマニッシュクルｰズ, 27,渡辺薫, 1.8, 22, -11, -21,12, 94.9,⑤③③,,,,,,,,,,,,,,,,,,,,,,,,,14, 4,Ｎバンブトンメｰル, 68,内田浩, 1.2, 55,*  2,  -5,11, 41.2,①①①
15,11,Ｏヒミノエリカ, 27,中村将, 1.8, 22, -33,  -4,17,344.0,⑭⑭⑮,,,,,,,,,,,,,,,,,,,,,,,,,15,16,Ｈエムティｰダイオｰ, 72,川田  , 1.2, 61,  -5,  11, 5, 12.3,⑯⑬⑫
16, 5,Ｈチアズファイン, 38,赤木  , 1.9, 22, -23, -12, 9, 55.0,⑧⑪⑬,,,,,,,,,,,,,,,,,,,,,,,,,16, 9,Ｋアズマアビリティｰ, 70,柴原  , 1.2, 58,  -5,   9,10, 27.6,⑩⑩⑮
17,14,Ｑラッキｰマリｰザ,-21,柄崎  , 5.3,-41, -33, -55,14,199.2,⑬⑯⑰,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:63 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:+13 馬場:良(指数:-4),,,,,,,,,,,,ｸﾗｽ上位平均:68 ﾚｰｽﾍﾟｰｽ指数:-6 ﾚｰｽｱｶﾞﾘ指数:+17 馬場:稍重(指数:-13),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:+19 馬場:良(指数:-5),,,,,,,,,,,,ｸﾗｽ上位平均:80 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:+14 馬場:良(指数:-5),,,,,,,,,,,
"単勝:850円 複勝:17=260円 08=430円 04=370円 枠連:1,130円",,,,,,,,,,,,"単勝:630円 複勝:01=170円 06=140円 03=110円 枠連:1,310円",,,,,,,,,,,,単勝:380円 複勝:03=180円 13=180円 10=440円 枠連:860円,,,,,,,,,,,,"単勝:540円 複勝:06=190円 02=210円 07=140円 枠連:1,600円",,,,,,,,,,,
"馬連:6,650円 ワイド:08-17=1,800円 04-17=1,280円 04-08=1,730円",,,,,,,,,,,,"馬連:1,960円 ワイド:01-06=490円 01-03=280円 03-06=180円",,,,,,,,,,,,"馬連:970円 ワイド:03-13=400円 03-10=1,200円 10-13=1,480円",,,,,,,,,,,,"馬連:2,080円 ワイド:02-06=830円 06-07=490円 02-07=520円",,,,,,,,,,,
"馬単:12,110円 3連複:12,350円",,,,,,,,,,,,"馬単:4,740円 3連複:890円",,,,,,,,,,,,"馬単:1,760円 3連複:4,880円",,,,,,,,,,,,"馬単:3,500円 3連複:2,780円 3連単:17,130円",,,,,,,,,,,
■ 3R  芝2000m 3 歳未勝利 馬齢,,,,,,,,,,,,■ 6R  ダ1000m 4歳上500万 別定,,,,,,,,,,,,■ 9R  芝1200m 4歳上500万 別定,,,,,,,,,,,,■12R  芝2000m 4歳上500万(混) 別定,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,背振山特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,15,Ａマイネルポライト, 70,津村  ,, 70,*  0,*  9, 1,  2.3,②②①, 1, 4,Ａチョウカイミッキｰ, 75,中舘  ,, 73,  -5,* 12, 2,  3.1,③③③, 1, 7,Ｎユｰワパンドラ, 60,津村  ,, 57,*-13,*  8,12, 57.2,①①①, 1, 1,Ｂジェネシス, 69,大西  ,, 77,   2,* 16, 3,  5.1,⑭⑭⑨
 2,10,Ｇバトルスタｰボウ, 47,田辺  , 0.3, 71,  -2,* 13, 8, 27.9,⑥⑤②, 2, 6,Ｂキクノグロｰリｰ, 74,赤木  , 0.5, 66, -10,* 10, 1,  2.6,⑥⑥⑤, 2,12,Ｅキクカネイチャ, 68,モンテ, 0.6, 50, -20,   8, 1,  4.5,④⑦⑦, 2, 4,Ｈマイネルセバス, 64,内田浩, 0.1, 73,   5,*  7,10, 30.1,⑩⑥⑥
 3, 4,Ｄトランスオｰシャン, 52,鮫島良, 1.0, 59,  -6,   6,13, 66.3,⑪⑪⑧, 3, 3,Ｄチャイナバロック, 67,鮫島良, 0.8, 59,  -8,   4, 5, 11.4,⑥④④, 3,10,Ｃスズヨバクシンオｰ, 69,田辺  , 0.6, 53, -23,* 11, 8, 23.9,⑩⑫⑫, 3,15,Ａサントニｰビン, 71,難波  , 0.3, 71,   2,* 10, 4,  6.6,⑫⑪⑩
 4,12,Ｂオハコ, 59,鮫島克, 1.1, 60,  -4,   6, 3,  6.2,⑬⑪⑫, 4,10,Ｇベルモントボｰジｰ, 62,二本柳, 0.8, 61,*  0,   1, 3,  7.2,①②②, 4, 8,Ｋジｰガｰユタカオｰ, 62,二本柳, 0.8, 46, -20,   5,13, 69.7,⑧⑦⑦, 4, 8,Ｋロッキｰアイザック, 59,西田  , 0.4, 69,   6,   0, 9, 29.0,⑤④④
 5, 7,Ｌサンレイコマンド, 37,難波  , 1.2, 59,*  0,  -5, 6, 18.3,③③②, 5,13,Ｅアルファキャスパｰ, 64,田辺  , 1.2, 55, -16,   7, 7, 18.3,⑨⑩⑪, 5,17,Ｆプリンセスゴｰルド, 65,赤木  , 0.8, 49, -25,*  9, 3,  4.6,⑮⑮⑯, 5,16,Ｄユｰワマクベス, 68,中舘  , 0.4, 70,*  7,  -3, 1,  3.9,③③②
 6, 9,Ｎメジロソｰサ, 34,岩部  , 1.2, 59,*  0,  -5, 9, 38.8,③③②, 6, 8,Ｊフジノシノプシス, 60,和田  , 1.2, 55, -13,   5, 9, 39.0,⑧⑧⑨, 6,15,Ｍイクエイタｰ, 61,中谷  , 0.8, 46, -22,   6,16, 91.3,⑧⑫⑫, 6, 6,Ｆアサカユウキ, 66,渡辺薫, 0.6, 69,   4,   3,11, 31.3,⑫⑨⑥
 7, 1,Ｏトシザダイオｰ, 27,生野  , 1.3, 57, -11,* 15,11, 50.7,⑯⑮⑬, 7, 2,Ｍタマワｰルド, 47,柄崎  , 1.3, 56, -16,   6,11,126.1,⑬⑩⑦, 7,13,Ｒヤマニンペルセウス, 54,佐藤聖, 0.9, 44, -29,*  7,17,119.0,⑯⑰⑯, 7,13,Ｊアドマイヤタｰボ, 60,和田  , 0.8, 63,   4,  -2, 6, 16.1,⑦⑥⑪
 8,14,Ｊクｰルカリッジ, 43,モンテ, 1.4, 57,  -2,  -2,12, 54.6,⑨⑧⑧, 8, 1,Ｃデュランティ, 69,塚田  , 1.3, 51,* -1,  -5, 4, 11.3,①①①, 8, 5,Ｌケイアイブｰケ, 62,武幸  , 0.9, 47, -25,   8, 9, 29.2,⑯⑮⑫, 8, 2,Ｍダンスライアン, 58,嘉藤  , 1.0, 63,*  7, -11, 8, 21.0,③④④
 9, 3,Ｋペプチドラアｰジャ, 42,和田  , 1.5, 57,  -3,  -2,15, 98.9,⑦⑧⑥, 9, 7,Ｌトウショウシュｰト, 56,高橋智, 1.4, 55, -20,   7,12,126.3,⑭⑭⑨, 9, 1,Ｑサクラチェリｰ, 55,高橋亮, 1.0, 42, -19,   0, 5,  7.5,②⑥④, 9,11,Ｎインタｰメルボルン, 57,津村  , 1.1, 62,   3,  -3,14, 78.7,⑭⑪⑫
10,13,Ｆハリキリゴｰルド, 49,柴原  , 1.7, 54,  -3,  -5, 7, 27.2,⑦⑧⑧,10,11,Ｈエイワジョリｰ, 62,佐藤聖, 1.4, 49,  -8,  -2, 8, 37.2,③④⑥,10,18,Ｂトｰセンデイジｰ, 72,中舘  , 1.0, 42, -20,   1, 6, 11.4,⑩⑦⑦,10, 3,Ｉグリッタｰロック, 60,モンテ, 1.3, 60,   5, -11, 7, 16.2,⑦⑥⑥
11,11,Ｅトウカイワンダｰ, 51,芹沢  , 1.7, 53,  -2,  -8, 5, 11.9,⑪⑤⑥,11, 9,Ｉビジョンシｰカｰ, 62,岩部  , 1.6, 50, -16,   3,10, 56.0,⑪⑩⑪,11,14,Ｏリンガスシュｰト, 58,西田  , 1.1, 39, -17,  -3,14, 78.3,⑬③②,11,10,Ｃロングゴｰジャス, 69,高橋亮, 1.4, 58,*  8, -20, 2,  4.9,②②②
12, 6,Ｃマイネルリｰデル, 54,中舘  , 1.8, 53,  -5,  -2, 2,  4.5,⑬⑬⑬,12,12,Ｋグレｰトザラン, 56,小林慎, 2.1, 41, -18,  -1,13,151.8,⑪⑩⑭,12, 9,Ａキシュウロｰズ, 76,川田  , 1.1, 37, -18,  -4, 2,  4.6,④③④,12, 7,Ｌスペシャルシチｰ, 58,塚田  , 1.5, 57,*  9, -23,12, 44.2,①①①
13, 8,Ｐディｰプヴィｰト, 22,川田  , 2.0, 50,  -6,  -4, 4, 11.0,⑨⑭⑬,13,14,Ｎエフファイブ, 36,加藤士, 2.3, 36, -10, -11,14,574.0,③⑥⑦,13, 2,Ｊニュｰウインド, 63,野元  , 1.3, 34, -17,  -6,11, 53.1,④③④,13,14,Ｏダイタクバンクス, 53,田辺  , 2.0, 54,   0, -11,15,138.0,⑯⑮⑬
14, 2,Ｍパｰプルドトウ, 35,大西  , 2.7, 44, -11,  -2,16,256.1,⑮⑯⑯,,,,,,,,,,,,,14, 3,Ｇラスティングピｰス, 64,加藤士, 1.3, 33, -24,  -4, 7, 23.3,⑬⑫⑩,14,12,Ｐハンシンテイオｰ, 52,橋本美, 2.1, 50,   3, -18,13, 72.2,⑦⑪⑬
15,16,Ｉキラライチバンボシ, 45,武幸  , 3.1, 37,  -1, -31,14, 69.0,⑤⑤⑧,,,,,,,,,,,,,15,11,Ｄエアラニア, 68,鮫島良, 1.4, 26, -22,  -6, 4,  7.2,④⑦⑮,15, 5,Ｑコメットサンサン, 32,柄崎  , 2.4, 45,   4, -24,16,139.3,⑩⑨⑮
16, 5,Ｈロトペガシス, 46,鈴来  , 3.8, 30,*  2, -49,10, 39.3,①①②,,,,,,,,,,,,,16, 6,Ｈセキサンジョオウ, 64,塚田  , 1.5, 26,*-16, -14,10, 42.8,②②②,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,17,16,Ｉマイネルロマネスク, 63,鈴来  , 1.6, 33, -28,   0,18,340.2,⑱⑱⑯,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,18, 4,Ｐプラントボｰイ, 58,和田  , 1.6, 28, -20,  -8,15, 84.1,⑩⑦⑩,,,,,,,,,,,,
