06年12月17日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,06年12月17日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0.5,,,,,■ 4R  ダ1400m 2 歳新馬 馬齢,,,,,,,,,,,,■ 7R  ダ1200m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0.4,,,,,■10R  芝2400m 3歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-3.9,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ｵﾘｵﾝｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 5,Ａグランプリサクセス, 56,岩田康,, 55,* -2,  -7, 1,  2.7, ②②, 1,12, アｰトオブウォｰ,---,小原義,, 69,* -4,  12, 4, 19.8, ②②, 1,16,Ｄアドマイヤイチ, 68,福永祐,, 69,   8,   1, 5, 13.0, ⑦⑥, 1, 4,Ｄトウカイエリｰト, 78,赤木高,, 89,* 10,* 16, 4,  5.7,④④④
 2,13,Ｃスプラッシュアウト, 51,田村太, 0.2, 50,  -5,  -8, 3,  5.6, ④④, 2, 4, ベンティスカ,---,幸英明, 0.0, 72,  -7,* 14, 3,  5.7, ③③, 2, 9,Ａスティリスタ, 75,ペリエ, 0.1, 65,   2,*  5, 1,  1.8, ⑫⑫, 2, 9,Ｇトウカイワイルド, 77,安藤勝, 0.1, 88,* 10,  15, 3,  5.6,⑧⑤④
 3,15,Ｅハングインゼア, 47,本田優, 0.3, 52,  -7,  -5, 8, 32.0, ⑥⑥, 3,14, ワンダｰポデリオ,---,石橋守, 0.1, 67,* -4,  10, 8, 41.1, ①①, 3,13,Ｇクレバｰジェフリｰ, 64,武豊  , 0.2, 65,   5,*  2, 2,  6.1, ⑨⑨, 3, 6,Ｂトウカイラブ, 82,幸英明, 0.2, 89,   7,* 21, 8, 19.2,⑫⑩⑪
 4,11,Ｂアドマイヤデュｰク, 54,武豊  , 0.4, 50,  -4,  -9, 2,  4.0, ④④, 4, 6, ネイキッド,---,福永祐, 0.9, 65, -14,* 14, 2,  5.3, ⑪⑧, 4,12,Ｃフォレストジャガｰ, 68,幸英明, 0.3, 71,* 13,  -7, 4, 10.3, ②②, 4, 8,Ｆエリモエクスパイア, 77,佐藤哲, 0.2, 86,   8,* 16, 1,  3.6,⑨⑦⑦
 5,14,Ｊシゲルサンクス, 42,船曳文, 0.4, 48,  -9,  -6,15,332.8, ⑧⑦, 5, 5, ナッシュ,---,荻野要, 2.0, 46, -11,   0,14,379.6, ⑥⑦, 5, 6,Ｊマｰベラスパレｰド, 60,上野翔, 0.4, 60,   3,  -1, 9, 41.5, ⑨⑨, 5,10,Ｌマｰブルバルダｰ, 69,熊沢重, 0.4, 83,* 10,   9,12, 89.7,③②③
 6, 4,Ｉケイウンファミリｰ, 42,角田晃, 0.6, 46,*  0, -15,11, 68.6, ①①, 6,10, プレシャスジェフォ,---,佐藤哲, 2.2, 44, -10,  -3, 7, 26.7, ⑥⑤, 6, 8,Ｂメイショウソｰラｰ, 70,石橋守, 0.5, 60,  -1,*  4, 8, 31.5, ⑮⑮, 6, 5,Ａドリｰムパｰトナｰ, 84,藤田伸, 0.5, 83,   9,  10, 2,  4.0,⑤⑤④
 7, 6,Ｆトウカイインパクト, 47,幸英明, 0.6, 48,  -9,  -6, 6, 11.1, ⑧⑨, 7, 7, キクカラヴリイ,---,小林徹, 2.2, 44, -13,   1, 9, 52.7, ⑨⑧, 7, 4,Ｅワンダｰプロ, 66,安藤勝, 0.9, 60,   8,  -8, 7, 17.1, ⑦⑥, 7,11,Ｃアドマイヤカンナ, 80,武豊  , 0.5, 83,   7,  13, 5, 12.6,⑦⑦⑧
 8,16,Ｄメイショウハピネス, 50,武幸四, 0.7, 48, -13,* -3, 4,  9.1, ⑪⑨, 8,13, ファルｰシュ,---,秋山真, 3.5, 37, -10, -16, 6, 23.1, ⑤⑤, 8, 7,Ｈマジックミラｰジュ, 64,武幸四, 1.1, 55,   2,  -5,10, 52.2, ⑫⑫, 8, 1,Ｉマキハタサイボｰグ, 77,武幸四, 0.6, 83,   8,  12, 9, 21.2,⑥⑦⑧
 9, 1,Ｇアクアレイジア, 46,小牧太, 0.8, 46, -11,  -6, 5,  9.4, ⑩⑪, 9, 2, パルティｰレ,---,ペリエ, 3.6, 35, -19,  -6, 1,  1.6, ⑫⑫, 9, 2,Ｍプリティアンブレラ, 56,ルメｰ, 1.1, 60,  11, -13,11, 76.5, ④④, 9,12,Ｊウォｰライクトニｰ, 75,岩田康, 0.7, 84,   7,  15,10, 31.4,⑩⑩⑪
10, 2,Ｏライブリソウシャ, 32,石橋守, 0.9, 46, -15,* -3,14,324.9, ⑫⑫,10, 1, エムアイティアラ,---,安部幸, 3.7, 35, -19,  -7,12,252.9, ⑫⑫,10,15,Ｉジャイロスコｰプ, 60,船曳文, 1.4, 54,   9, -17,15,351.7, ④④,10, 7,Ｋコスモプロデュｰス, 75,柴田善, 1.0, 79,   8,   6, 6, 13.6,⑪⑩⑧
11, 3,Ｈエイシンイチズ, 45,柴山雄, 1.3, 39,  -7, -15, 9, 32.2, ⑥⑦,11,11, トｰナメントシチｰ,---,熊沢重, 3.8, 33, -12, -16, 5, 20.0, ⑥⑧,11,11,Ｆクィｰンマルトク, 65,小林徹, 1.5, 51,   2,  -9, 6, 13.6, ⑫⑫,11, 3,Ｈアマノブレイブリｰ, 77,小牧太, 1.1, 75,* 10,  -4,11, 36.9,②②②
12, 9,Ｋアタランテ, 41,四位洋, 1.6, 35,  -4, -21,10, 52.9, ③②,12, 9, フクウンバｰド,---,岩田康, 4.2,  4,  -7, -27,10, 83.1, ③④,12,14,Ｌケイウンヘイロｰ, 59,角田晃, 1.6, 56,* 12, -19,12,135.9, ②③,12, 2,Ｅバトルブレｰヴ, 78,渡辺薫, 2.1, 65,* 10, -19, 7, 18.8,①①①
13,10,Ｎユキノマｰガレット, 37,モンテ, 1.7, 36, -16, -10,12,239.6, ⑭⑫,13, 8, シゲルアサンテ,---,畑端省, 5.0,-16, -13, -27,13,291.6, ⑨⑪,13, 3,Ｎスワヤマダンディ, 55,安部幸, 1.9, 51,  10, -20,14,237.3, ④⑥,,,,,,,,,,,,
14, 8,Ｌタマモショウブ, 40,和田竜, 1.9, 34, -20,  -8, 7, 29.3, ⑭⑮,14, 3, ナリタドリｰムワン,---,赤木高, 5.0, 15, -23, -14,11,187.4, ⑭⑭,14, 5,Ｏグランドミッション,-14,四位洋, 1.9, 48,   5, -15, 3, 10.2, ⑨⑨,,,,,,,,,,,,
15, 7,Ｐミズホプリンス, 17,熊沢重, 2.1, 31, -17, -13,16,485.1, ⑫⑭,,,,,,,,,,,,,15,10,Ｐゾｰンモｰメント,-23,田村太, 2.1, 44,  -4, -11,16,353.4, ⑯⑯,,,,,,,,,,,,
16,12,Ｍウォｰタｰスポｰト, 38,秋山真, 3.2, 20, -28, -14,13,272.8, ⑯⑯,,,,,,,,,,,,,16, 1,Ｋイキオイ, 59,本田優, 2.4, 49,* 13, -28,13,162.8, ①①,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:58 ﾚｰｽﾍﾟｰｽ指数:+6 ﾚｰｽｱｶﾞﾘ指数:+5 馬場:稍重(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:+4 ﾚｰｽｱｶﾞﾘ指数:+27 馬場:稍重(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:70 ﾚｰｽﾍﾟｰｽ指数:+15 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:稍重(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:84 ﾚｰｽﾍﾟｰｽ指数:-0 ﾚｰｽｱｶﾞﾘ指数:+6 馬場:良(指数:-1),,,,,,,,,,,
単勝:270円 複勝:05=130円 13=210円 15=700円 枠連:690円,,,,,,,,,,,,"単勝:1,980円 複勝:12=400円 04=220円 14=930円 枠連:2,740円",,,,,,,,,,,,"単勝:1,300円 複勝:16=220円 09=110円 13=150円 枠連:910円",,,,,,,,,,,,"単勝:570円 複勝:04=190円 09=210円 06=420円 枠連:1,480円",,,,,,,,,,,
"馬連:1,050円 ワイド:05-13=430円 05-15=1,170円 13-15=2,970円",,,,,,,,,,,,"馬連:4,390円 ワイド:04-12=1,480円 12-14=5,870円 04-14=2,840円",,,,,,,,,,,,馬連:930円 ワイド:09-16=400円 13-16=950円 09-13=220円,,,,,,,,,,,,"馬連:1,420円 ワイド:04-09=590円 04-06=1,110円 06-09=1,390円",,,,,,,,,,,
"馬単:1,680円 3連複:8,200円",,,,,,,,,,,,"馬単:11,570円 3連複:60,320円",,,,,,,,,,,,"馬単:3,100円 3連複:1,560円",,,,,,,,,,,,"馬単:2,940円 3連複:5,570円 3連単:26,460円",,,,,,,,,,,
■ 2R  ダ1800m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4.6,,,,,■ 5R  芝1800m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 8R  芝2000m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-4.1,,,,,■11R  芝1400m 3歳上ｵｰﾌﾟﾝ(国) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1.7,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,阪神ｶｯﾌﾟ ＧⅡ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 9,Ｊメイショウラッシｰ, 31,武幸四,, 68,*  2,*  0, 4,  6.9,②②②, 1,10, フィニステｰル,---,ルメｰ,, 59,  -3,*  1, 2,  2.9, ⑧⑩, 1, 4,Ｃホｰマンアラシ, 74,ルメｰ,, 68,*-28,* 26, 3,  6.2,③③⑤, 1,10,Ｈフサイチリシャｰル, 85,福永祐,, 95,  17,  13, 8, 10.1, ④⑤
 2, 3,Ｄジョｰモルデュｰ, 51,安藤勝, 0.8, 59,  -4,*  4, 5,  7.6,⑨⑧⑦, 2,13, フジノカミカゼ,---,ペリエ, 0.3, 56,*  1, -11,11, 45.8, ③③, 2, 3,Ｄドルチェリモｰネ, 72,安藤勝, 0.2, 68, -29,* 26, 2,  5.7,⑧⑨⑤, 2, 7,Ｆプリサイスマシｰン, 88,安藤勝, 0.1, 92,  15,  14, 6,  9.9, ⑥⑦
 3, 2,Ｂモチ, 57,岩田康, 1.0, 58,   0,  -6, 3,  4.4,③③③, 3, 2, トシセント,---,柴田善, 0.4, 53,  -4,* -3, 4, 13.0, ⑩⑩, 3, 9,Ａマヤノリバティ, 81,柴田善, 0.3, 51,*-28,  21, 4,  7.0,⑤⑤②, 3,13,Ｂマイネルスケルツィ, 93,武豊  , 0.1, 95,* 20,   8, 4,  7.6, ②②
 4,12,Ａマｰベラスアロｰ, 64,秋山真, 1.6, 52,  -5,* -1, 1,  3.2,⑪⑩⑧, 4,12, ウインバｰディクト,---,石橋守, 0.4, 55,*  0, -11, 3, 11.2, ④④, 4, 2,Ｂロｰドアンセム, 76,ペリエ, 0.3, 51,*-28,  21, 1,  2.1,③③②, 4,11,Ｄアサクサデンエン, 92,藤田伸, 0.1, 91,  13,* 17, 5,  7.9, ⑫⑩
